"","x"
"4539",39
"4540",NA
"4541",48.1333333333351
"4542",41
"4543",41
"4544",28
"4545",36
"4546",81.1235200000099
"4547",78
"4548",85
"4549",80
"4550",80
"4551",80
"4552",34
"4553",48.1333333333351
"4554",39.6666666666662
"4555",53
"4556",78
"4557",85
"4558",32.6666666666675
"4559",NA
"4560",76
"4561",42
"4562",NA
"4563",28
"4564",42.250000000001
"4565",48.1333333333351
"4566",80
"4567",83
"4568",83
"4569",37.8333333333318
"4570",35
"4571",76
"4572",36
"4573",36
"4574",59
"4575",59
"4576",40
"4577",32.6319999999943
"4578",35
"4579",85
"4580",NA
"4581",39
"4582",43
"4583",68.249999999995
"4584",76
"4585",75
"4586",NA
"4587",NA
"4588",NA
"4589",39
"4590",NA
"4591",34
"4592",72
"4593",41
"4594",35
"4595",32
"4596",NA
"4597",47
"4598",47
"4599",47
"4600",NA
"4601",NA
"4602",NA
"4603",NA
"4604",NA
"4605",60.8333333333318
"4606",NA
"4607",NA
"4608",NA
"4609",35
"4610",75
"4611",NA
"4612",NA
"4613",NA
"4614",34
"4615",26
"4616",34
"4617",68.249999999995
"4618",75
"4619",48
"4620",80
"4621",NA
"4622",35
"4623",28
"4624",49
"4625",34
"4626",28
"4627",85
"4628",36
"4629",36
"4630",34
"4631",75
"4632",NA
"4633",40
"4634",28
"4635",47
"4636",75
"4637",49
"4638",NA
"4639",32
"4640",32.6666666666675
"4641",28
"4642",78
"4643",75
"4644",21
"4645",34
"4646",85
"4647",68.249999999995
"4648",41
"4649",34
"4650",35
"4651",75
"4652",34
"4653",39.6666666666662
"4654",34
"4655",NA
"4656",53
"4657",85
"4658",84.8655999999989
"4659",82.2500013999984
"4660",83.65
"4661",39
"4662",37
"4663",41
"4664",35
"4665",23
"4666",34
"4667",34
"4668",89
"4669",34
"4670",71.999999999992
"4671",32
"4672",NA
"4673",36.6666666666704
"4674",NA
"4675",75
"4676",48.1333333333351
"4677",32
"4678",32
"4679",36
"4680",22
"4681",47
"4682",68.249999999995
"4683",34
"4684",61.3
"4685",32
"4686",34
"4687",NA
"4688",75
"4689",78
"4690",34
"4691",36
"4692",NA
"4693",NA
"4694",39
"4695",36
"4696",36
"4697",72
"4698",32
"4699",19
"4700",40
"4701",73
"4702",78
"4703",41
"4704",76
"4705",38
"4706",38
"4707",60.9166666665874
"4708",44
"4709",36
"4710",34
"4711",35
"4712",35
"4713",34
"4714",NA
"4715",NA
"4716",75
"4717",42.6000000000136
"4718",68.249999999995
"4719",NA
"4720",34
"4721",32
"4722",34
"4723",34
"4724",32
"4725",78
"4726",NA
"4727",36
"4728",36
"4729",47
"4730",80
"4731",30
"4732",50
"4733",8
"4734",64.2599999999893
"4735",32
"4736",NA
"4737",64.2599999999893
"4738",39
"4739",32
"4740",NA
"4741",NA
"4742",36
"4743",NA
"4744",NA
"4745",NA
"4746",NA
"4747",NA
"4748",NA
"4749",NA
"4750",NA
"4751",NA
"4752",NA
"4753",34
"4754",NA
"4755",NA
"4756",NA
"4757",NA
"4758",32
"4759",45
"4760",45
"4761",45
"4762",39.6666666666662
"4763",39.6666666666662
"4764",39.6666666666662
"4765",36
"4766",36
"4767",36
"4768",83
"4769",83
"4770",83
"4771",83
"4772",83
"4773",83
"4774",8
"4775",8
"4776",8
"4777",22
"4778",22
"4779",22
"4780",36
"4781",36
"4782",36
"4783",36
"4784",36
"4785",36
"4786",36
"4787",36
"4788",36
"4789",71.999999999992
"4790",71.999999999992
"4791",71.999999999992
"4792",34
"4793",34
"4794",34
"4795",34
"4796",34
"4797",34
"4798",34
"4799",34
"4800",34
"4801",90
"4802",90
"4803",19
"4804",19
"4805",19
"4806",32
"4807",32
"4808",32
"4809",34
"4810",NA
"4811",NA
"4812",NA
"4813",36
"4814",36
"4815",NA
"4816",NA
"4817",36.6666666666704
"4818",NA
"4819",NA
"4820",32
"4821",NA
"4822",34
"4823",39
"4824",32
"4825",36
"4826",36
"4827",39.3500000000012
"4828",NA
"4829",34
"4830",39
"4831",32
"4832",36
"4833",32
"4834",32
"4835",32
"4836",36.6666666666704
"4837",40
"4838",59
"4839",32
"4840",28
"4841",47
"4842",75
"4843",34
"4844",32
"4845",NA
"4846",36
"4847",36
"4848",NA
"4849",NA
"4850",32
"4851",83
"4852",28
"4853",28
"4854",46.5000000000171
"4855",40
"4856",41
"4857",8
"4858",75
"4859",54.0333333333424
"4860",NA
"4861",35.6100000000002
"4862",76
"4863",NA
"4864",NA
"4865",40
"4866",85
"4867",NA
"4868",NA
"4869",36
"4870",36
"4871",NA
"4872",NA
"4873",44
"4874",30
"4875",NA
"4876",44
"4877",36
"4878",NA
"4879",NA
"4880",80
"4881",68.249999999995
"4882",75
"4883",22
"4884",75
"4885",45
"4886",38
"4887",35.5866666666662
"4888",43
"4889",83.4499999999709
"4890",34
"4891",75
"4892",36
"4893",85
"4894",NA
"4895",33
"4896",57.5355737333449
"4897",33
"4898",34
"4899",33
"4900",18
"4901",34
"4902",38
"4903",37
"4904",34
"4905",35
"4906",34
"4907",33
"4908",30
"4909",34
"4910",NA
"4911",39
"4912",34
"4913",33
"4914",39
"4915",39
"4916",26
"4917",39
"4918",NA
"4919",34
"4920",NA
"4921",NA
"4922",45
"4923",44.9809066666708
"4924",34
"4925",76
"4926",82.6666666666636
"4927",43.7499999999667
"4928",75
"4929",NA
"4930",35
"4931",NA
"4932",71.3833333333359
"4933",75
"4934",39
"4935",39
"4936",37
"4937",28
"4938",40
"4939",53
"4940",35
"4941",68.249999999995
"4942",52
"4943",52
"4944",75
"4945",44
"4946",80
"4947",80
"4948",35.6970066666667
"4949",33
"4950",44
"4951",34
"4952",33
"4953",34
"4954",80
"4955",28
"4956",35
"4957",80
"4958",82.6666666666636
"4959",34
"4960",36
"4961",55
"4962",34
"4963",83
"4964",36
"4965",36
"4966",28
"4967",60.8333333333318
"4968",36
"4969",36
"4970",36.7333333333325
"4971",34
"4972",85
"4973",28
"4974",52
"4975",52
"4976",12
"4977",39
"4978",85
"4979",NA
"4980",34
"4981",34
"4982",40
"4983",35
"4984",NA
"4985",42
"4986",NA
"4987",34
"4988",31
"4989",31
"4990",78
"4991",NA
"4992",75
"4993",36
"4994",NA
"4995",37
"4996",NA
"4997",NA
"4998",NA
"4999",36
"5000",43
"5001",24.739999999994
"5002",34
"5003",34
"5004",33
"5005",NA
"5006",41
"5007",34
"5008",80
"5009",78
"5010",75
"5011",37
"5012",38
"5013",21
"5014",75
"5015",48.1333333333351
"5016",72
"5017",38.0000000000136
"5018",47
"5019",39
"5020",8
"5021",39.6666666666662
"5022",75
"5023",23
"5024",31
"5025",31
"5026",75
"5027",NA
"5028",NA
"5029",NA
"5030",NA
"5031",NA
"5032",NA
"5033",NA
"5034",NA
"5035",37.8333333333318
"5036",42.059999999999
"5037",NA
"5038",NA
"5039",37
"5040",37
"5041",34
"5042",NA
"5043",NA
"5044",15
"5045",28
"5046",83
"5047",55
"5048",39.5333333333338
"5049",34
"5050",75
"5051",34
"5052",32
"5053",36
"5054",NA
"5055",75
"5056",75
"5057",43
"5058",36
"5059",34
"5060",28
"5061",28
"5062",80
"5063",80
"5064",36
"5065",39
"5066",39
"5067",NA
"5068",45
"5069",45
"5070",45
"5071",39.6666666666662
"5072",39.6666666666662
"5073",39.6666666666662
"5074",31
"5075",31
"5076",31
"5077",31
"5078",31
"5079",31
"5080",31
"5081",31
"5082",31
"5083",31
"5084",31
"5085",31
"5086",36
"5087",36
"5088",36
"5089",83
"5090",83
"5091",83
"5092",8
"5093",8
"5094",8
"5095",8
"5096",8
"5097",8
"5098",28
"5099",28
"5100",28
"5101",22
"5102",22
"5103",22
"5104",34
"5105",34
"5106",34
"5107",71.999999999992
"5108",71.999999999992
"5109",71.999999999992
"5110",43
"5111",43
"5112",43
"5113",43
"5114",43
"5115",43
"5116",43
"5117",43
"5118",43
"5119",32
"5120",32
"5121",32
"5122",32
"5123",32
"5124",32
"5125",NA
"5126",36
"5127",75
"5128",78
"5129",73.8333333333238
"5130",39.0999999999983
"5131",80
"5132",39
"5133",NA
"5134",59.6666666666269
"5135",83.4499999999709
"5136",43
"5137",75
"5138",28
"5139",22
"5140",28
"5141",38
"5142",NA
"5143",8
"5144",80
"5145",36.6666666666704
"5146",28
"5147",37.8333333333318
"5148",43
"5149",32
"5150",36
"5151",36
"5152",NA
"5153",NA
"5154",NA
"5155",32
"5156",75
"5157",50.8333333333301
"5158",34
"5159",34
"5160",36
"5161",34
"5162",85
"5163",80
"5164",NA
"5165",34
"5166",NA
"5167",75
"5168",73
"5169",NA
"5170",NA
"5171",64.530000000068
"5172",15
"5173",75
"5174",75
"5175",34
"5176",75
"5177",8
"5178",34
"5179",NA
"5180",40
"5181",75
"5182",75
"5183",75
"5184",80
"5185",75
"5186",80
"5187",NA
"5188",75
"5189",NA
"5190",36
"5191",NA
"5192",48.1333333333351
"5193",68.249999999995
"5194",85
"5195",31
"5196",72
"5197",73.8333333333238
"5198",38
"5199",76.8742720629634
"5200",16
"5201",14
"5202",89
"5203",10.0124597794024
"5204",9
"5205",40
"5206",89
"5207",40
"5208",37
"5209",15
"5210",32
"5211",34
"5212",71.999999999992
"5213",34
"5214",NA
"5215",NA
"5216",31
"5217",40
"5218",78
"5219",NA
"5220",NA
"5221",39
"5222",35.6100000000002
"5223",41
"5224",39
"5225",33
"5226",37
"5227",77.5844912000827
"5228",34
"5229",41
"5230",49
"5231",NA
"5232",NA
"5233",90
"5234",71
"5235",31
"5236",80
"5237",68.249999999995
"5238",34
"5239",22
"5240",80
"5241",31
"5242",37
"5243",36
"5244",34
"5245",80
"5246",29
"5247",76
"5248",NA
"5249",39.4166666666566
"5250",NA
"5251",34
"5252",37
"5253",NA
"5254",30.4166666666627
"5255",68.249999999995
"5256",34
"5257",36
"5258",36
"5259",38
"5260",29
"5261",36
"5262",36
"5263",36.5999999999976
"5264",84
"5265",59.6666666666269
"5266",NA
"5267",NA
"5268",34
"5269",45
"5270",NA
"5271",76
"5272",80
"5273",43
"5274",80
"5275",80
"5276",85
"5277",NA
"5278",48.1333333333351
"5279",75
"5280",36
"5281",36
"5282",37
"5283",36
"5284",36
"5285",34
"5286",28
"5287",68.249999999995
"5288",68.249999999995
"5289",21
"5290",NA
"5291",8
"5292",68.249999999995
"5293",78
"5294",NA
"5295",NA
"5296",38.3333333333578
"5297",73.8333333333238
"5298",39
"5299",43
"5300",43
"5301",NA
"5302",34
"5303",80
"5304",68.249999999995
"5305",36
"5306",36
"5307",34
"5308",37
"5309",44
"5310",39
"5311",35
"5312",39
"5313",37
"5314",37
"5315",37
"5316",31
"5317",31
"5318",31
"5319",43
"5320",43
"5321",43
"5322",43
"5323",43
"5324",43
"5325",38.3333333333578
"5326",38.3333333333578
"5327",38.3333333333578
"5328",38.3333333333578
"5329",38.3333333333578
"5330",38.3333333333578
"5331",36
"5332",36
"5333",36
"5334",34
"5335",34
"5336",34
"5337",8
"5338",8
"5339",8
"5340",30.4166666666627
"5341",30.4166666666627
"5342",30.4166666666627
"5343",43
"5344",43
"5345",43
"5346",43
"5347",43
"5348",43
"5349",43
"5350",43
"5351",43
"5352",32
"5353",32
"5354",32
"5355",NA
"5356",NA
"5357",32
"5358",NA
"5359",NA
"5360",36
"5361",36
"5362",NA
"5363",NA
"5364",8
"5365",34
"5366",37
"5367",75
"5368",76
"5369",34
"5370",39
"5371",34
"5372",30
"5373",34
"5374",NA
"5375",75
"5376",NA
"5377",NA
"5378",83.4499999999709
"5379",85
"5380",NA
"5381",53.24404400001
"5382",41
"5383",27
"5384",41
"5385",81
"5386",76
"5387",71
"5388",21
"5389",78
"5390",44
"5391",63
"5392",NA
"5393",29
"5394",80
"5395",80
"5396",28
"5397",NA
"5398",42.6111059111111
"5399",NA
"5400",37
"5401",NA
"5402",34
"5403",34
"5404",78
"5405",37
"5406",78
"5407",78
"5408",46.5000000000171
"5409",49
"5410",41
"5411",75
"5412",35
"5413",32
"5414",75
"5415",60.8333333333318
"5416",80
"5417",80
"5418",46
"5419",44
"5420",34
"5421",75
"5422",38.3333333333578
"5423",NA
"5424",NA
"5425",NA
"5426",78.3666666666656
"5427",NA
"5428",63.57
"5429",55.3115680000281
"5430",31
"5431",34
"5432",36
"5433",36
"5434",37
"5435",30
"5436",75
"5437",28
"5438",72
"5439",36
"5440",36
"5441",NA
"5442",85
"5443",35
"5444",40
"5445",34
"5446",34
"5447",34
"5448",43
"5449",32
"5450",31
"5451",NA
"5452",43
"5453",NA
"5454",NA
"5455",NA
"5456",37.8333333333318
"5457",39
"5458",NA
"5459",NA
"5460",76
"5461",40
"5462",40
"5463",NA
"5464",43
"5465",64.2599999999893
"5466",39
"5467",39
"5468",36.7333333333325
"5469",NA
"5470",47
"5471",40
"5472",NA
"5473",80
"5474",39.4166666666566
"5475",38
"5476",28
"5477",42.250000000001
"5478",78
"5479",NA
"5480",61.3
"5481",NA
"5482",17.0000000000307
"5483",28
"5484",66
"5485",NA
"5486",NA
"5487",NA
"5488",66
"5489",NA
"5490",36
"5491",28
"5492",NA
"5493",66.8333333333251
"5494",36
"5495",31
"5496",NA
"5497",39
"5498",NA
"5499",15.1666666666709
"5500",36
"5501",36
"5502",34
"5503",34
"5504",61.992320000041
"5505",56.55
"5506",36
"5507",47
"5508",39.5333333333338
"5509",36
"5510",NA
"5511",NA
"5512",NA
"5513",28
"5514",43
"5515",82.6666666666636
"5516",36
"5517",19
"5518",28
"5519",34
"5520",NA
"5521",74
"5522",39
"5523",47
"5524",75
"5525",78
"5526",35
"5527",39
"5528",82.6666666666636
"5529",34
"5530",42.6000000000136
"5531",NA
"5532",NA
"5533",NA
"5534",31
"5535",75
"5536",42
"5537",78
"5538",39
"5539",90
"5540",42
"5541",42
"5542",42
"5543",42
"5544",89.1669047967596
"5545",50
"5546",34
"5547",85
"5548",NA
"5549",47
"5550",66.8333333333251
"5551",30
"5552",28
"5553",76
"5554",90
"5555",NA
"5556",NA
"5557",NA
"5558",39.4166666666566
"5559",34
"5560",67.7666666666563
"5561",36.7333333333325
"5562",75
"5563",36.7333333333325
"5564",NA
"5565",NA
"5566",NA
"5567",NA
"5568",74
"5569",36
"5570",46
"5571",80
"5572",80
"5573",42.250000000001
"5574",42.250000000001
"5575",42.250000000001
"5576",31
"5577",31
"5578",31
"5579",31
"5580",31
"5581",31
"5582",31
"5583",31
"5584",31
"5585",31
"5586",31
"5587",31
"5588",36
"5589",36
"5590",36
"5591",43
"5592",43
"5593",43
"5594",43
"5595",43
"5596",43
"5597",43
"5598",43
"5599",43
"5600",66.8333333333251
"5601",66.8333333333251
"5602",66.8333333333251
"5603",66.8333333333251
"5604",66.8333333333251
"5605",66.8333333333251
"5606",47
"5607",47
"5608",47
"5609",36
"5610",36
"5611",36
"5612",36
"5613",36
"5614",36
"5615",17.0000000000307
"5616",17.0000000000307
"5617",17.0000000000307
"5618",71.999999999992
"5619",71.999999999992
"5620",71.999999999992
"5621",34
"5622",34
"5623",34
"5624",19
"5625",19
"5626",19
"5627",36
"5628",36
"5629",NA
"5630",22
"5631",78
"5632",31
"5633",39
"5634",66
"5635",66
"5636",75
"5637",36
"5638",36
"5639",NA
"5640",53
"5641",53
"5642",75
"5643",43
"5644",90
"5645",76
"5646",75
"5647",34
"5648",NA
"5649",36
"5650",78
"5651",NA
"5652",60
"5653",60
"5654",68.249999999995
"5655",NA
"5656",83.4499999999709
"5657",78
"5658",NA
"5659",NA
"5660",NA
"5661",39
"5662",36
"5663",64.2599999999893
"5664",39.4166666666566
"5665",71.999999999992
"5666",34
"5667",68.249999999995
"5668",43
"5669",NA
"5670",67.7666666666563
"5671",NA
"5672",80
"5673",80
"5674",34
"5675",NA
"5676",36
"5677",36
"5678",26
"5679",NA
"5680",68.249999999995
"5681",76
"5682",36.7333333333325
"5683",NA
"5684",73.8333333333238
"5685",78
"5686",80
"5687",80
"5688",68.249999999995
"5689",NA
"5690",39.4166666666566
"5691",39.4166666666566
"5692",NA
"5693",NA
"5694",NA
"5695",68.249999999995
"5696",31
"5697",17
"5698",40
"5699",32
"5700",85
"5701",32
"5702",26
"5703",34
"5704",25
"5705",26
"5706",26
"5707",27
"5708",17
"5709",26
"5710",34
"5711",37
"5712",26
"5713",27
"5714",34
"5715",41
"5716",68.249999999995
"5717",NA
"5718",37.4000000000186
"5719",36
"5720",80
"5721",80
"5722",52
"5723",52
"5724",39
"5725",39
"5726",36
"5727",35.5666666666695
"5728",NA
"5729",NA
"5730",NA
"5731",NA
"5732",73.8333333333238
"5733",53.3333333333358
"5734",71.5948586666688
"5735",23
"5736",66
"5737",75
"5738",39.8166666666672
"5739",NA
"5740",34
"5741",32
"5742",NA
"5743",80
"5744",31
"5745",76
"5746",76
"5747",48.1333333333351
"5748",73.8333333333238
"5749",34
"5750",NA
"5751",NA
"5752",NA
"5753",76
"5754",76
"5755",43
"5756",NA
"5757",NA
"5758",34
"5759",39
"5760",NA
"5761",32
"5762",36
"5763",35.999999999925
"5764",76
"5765",NA
"5766",NA
"5767",31
"5768",43
"5769",NA
"5770",75
"5771",39
"5772",34
"5773",28
"5774",68.249999999995
"5775",25
"5776",36
"5777",36
"5778",34
"5779",80
"5780",26
"5781",42.5
"5782",39
"5783",60.4999999999967
"5784",NA
"5785",72
"5786",49
"5787",49
"5788",26
"5789",36
"5790",36
"5791",68.249999999995
"5792",NA
"5793",NA
"5794",34
"5795",32
"5796",75
"5797",NA
"5798",75
"5799",38
"5800",80
"5801",80
"5802",NA
"5803",68.249999999995
"5804",68.249999999995
"5805",32
"5806",36
"5807",34
"5808",NA
"5809",73.8333333333238
"5810",34
"5811",NA
"5812",NA
"5813",80
"5814",31
"5815",39
"5816",80
"5817",39.4166666666566
"5818",NA
"5819",NA
"5820",31
"5821",31
"5822",31
"5823",31
"5824",31
"5825",31
"5826",31
"5827",31
"5828",31
"5829",32
"5830",43
"5831",43
"5832",43
"5833",43
"5834",43
"5835",43
"5836",38.3333333333578
"5837",38.3333333333578
"5838",38.3333333333578
"5839",17.0000000000307
"5840",17.0000000000307
"5841",17.0000000000307
"5842",90
"5843",32
"5844",32
"5845",32
"5846",32
"5847",34
"5848",55
"5849",36
"5850",NA
"5851",36
"5852",NA
"5853",39
"5854",39
"5855",72
"5856",35
"5857",36
"5858",75
"5859",68.249999999995
"5860",NA
"5861",73.0000000000013
"5862",26
"5863",NA
"5864",17.500000000094
"5865",36.6666666666704
"5866",NA
"5867",75
"5868",85
"5869",78
"5870",40
"5871",90
"5872",28
"5873",34
"5874",NA
"5875",NA
"5876",39
"5877",39
"5878",75
"5879",NA
"5880",90
"5881",90
"5882",36.3039999999899
"5883",40
"5884",12.7777466666634
"5885",17.0000000000307
"5886",68.249999999995
"5887",35
"5888",90
"5889",34
"5890",39
"5891",39
"5892",38.3333333333578
"5893",41
"5894",75
"5895",90
"5896",39.4166666666566
"5897",90
"5898",24.739999999994
"5899",39
"5900",78
"5901",78
"5902",NA
"5903",NA
"5904",68.249999999995
"5905",NA
"5906",67.3333333333093
"5907",39
"5908",28
"5909",NA
"5910",NA
"5911",26
"5912",41
"5913",39
"5914",37
"5915",34
"5916",44
"5917",34
"5918",34
"5919",34
"5920",41
"5921",33
"5922",78
"5923",34
"5924",32
"5925",34
"5926",33.9008966666667
"5927",32
"5928",38.5942778654778
"5929",37
"5930",NA
"5931",34
"5932",32
"5933",37
"5934",85
"5935",NA
"5936",33
"5937",34
"5938",34
"5939",34
"5940",NA
"5941",43
"5942",37
"5943",NA
"5944",NA
"5945",90
"5946",NA
"5947",NA
"5948",35
"5949",29.1700000000219
"5950",NA
"5951",NA
"5952",NA
"5953",42
"5954",68.790557466662
"5955",37
"5956",43
"5957",71
"5958",37
"5959",39.6120042666672
"5960",70
"5961",76
"5962",32
"5963",22
"5964",36
"5965",36
"5966",31
"5967",NA
"5968",39
"5969",NA
"5970",NA
"5971",NA
"5972",47
"5973",25
"5974",35.388878000003
"5975",47
"5976",40
"5977",40
"5978",32
"5979",32
"5980",NA
"5981",40
"5982",34
"5983",36.7333333333325
"5984",NA
"5985",34
"5986",34
"5987",78
"5988",78
"5989",NA
"5990",39.2222313777743
"5991",34
"5992",60.5
"5993",28
"5994",36.7333333333325
"5995",34
"5996",34
"5997",32
"5998",41
"5999",78
"6000",78
"6001",32
"6002",75
"6003",76
"6004",86
"6005",86
"6006",NA
"6007",78
"6008",40
"6009",78
"6010",78
"6011",40
"6012",90
"6013",34
"6014",34
"6015",34
"6016",75
"6017",70
"6018",88
"6019",67
"6020",33
"6021",34
"6022",34
"6023",85
"6024",34
"6025",38
"6026",32
"6027",33.9385218086517
"6028",34
"6029",34
"6030",34
"6031",34
"6032",33
"6033",32
"6034",34
"6035",37.8040645333331
"6036",32
"6037",34
"6038",34
"6039",NA
"6040",39
"6041",39
"6042",41.0999999999977
"6043",78.3666666666656
"6044",75
"6045",51.2500000000033
"6046",39.4166666666566
"6047",NA
"6048",35
"6049",75
"6050",78
"6051",78
"6052",26
"6053",35
"6054",13.3439152696254
"6055",37
"6056",9
"6057",40
"6058",42
"6059",41
"6060",72
"6061",36
"6062",44.8333333333179
"6063",74
"6064",29
"6065",NA
"6066",78
"6067",78
"6068",30
"6069",39.4166666666566
"6070",NA
"6071",NA
"6072",36
"6073",36
"6074",43
"6075",NA
"6076",47
"6077",48
"6078",32.2500000000077
"6079",32.2500000000077
"6080",32.2500000000077
"6081",32.2500000000077
"6082",NA
"6083",NA
"6084",NA
"6085",NA
"6086",39
"6087",NA
"6088",37
"6089",37
"6090",37
"6091",31
"6092",31
"6093",31
"6094",31
"6095",31
"6096",31
"6097",31
"6098",31
"6099",31
"6100",31
"6101",31
"6102",31
"6103",31.749999999999
"6104",31.749999999999
"6105",31.749999999999
"6106",66.8333333333251
"6107",66.8333333333251
"6108",66.8333333333251
"6109",39.4166666666566
"6110",33
"6111",33
"6112",33
"6113",90
"6114",43
"6115",43
"6116",43
"6117",32
"6118",32
"6119",32
"6120",NA
"6121",NA
"6122",NA
"6123",NA
"6124",NA
"6125",36
"6126",43
"6127",39
"6128",39
"6129",NA
"6130",85
"6131",35
"6132",76
"6133",76
"6134",83.4499999999709
"6135",NA
"6136",NA
"6137",33
"6138",41
"6139",NA
"6140",75
"6141",40
"6142",31
"6143",43
"6144",NA
"6145",75
"6146",NA
"6147",NA
"6148",75
"6149",85
"6150",39.6888882666669
"6151",66.8333333333251
"6152",NA
"6153",61.1666666666169
"6154",39
"6155",75
"6156",34
"6157",52
"6158",55.399999999942
"6159",28
"6160",32
"6161",39.4166666666566
"6162",78.3666666666656
"6163",75
"6164",85
"6165",34
"6166",34
"6167",76
"6168",33
"6169",85
"6170",34
"6171",41
"6172",41
"6173",34
"6174",NA
"6175",33
"6176",75
"6177",52
"6178",57
"6179",68
"6180",71
"6181",44
"6182",78
"6183",71
"6184",68
"6185",31
"6186",36
"6187",50.2559999998859
"6188",NA
"6189",NA
"6190",35
"6191",64.2599999999893
"6192",80
"6193",80
"6194",NA
"6195",68.249999999995
"6196",31
"6197",68.249999999995
"6198",50
"6199",38
"6200",75
"6201",37.25
"6202",36.7333333333325
"6203",37
"6204",NA
"6205",NA
"6206",78
"6207",74
"6208",37
"6209",31.749999999999
"6210",34
"6211",NA
"6212",40
"6213",40
"6214",NA
"6215",64.2599999999893
"6216",29.1700000000219
"6217",NA
"6218",29.1700000000219
"6219",NA
"6220",NA
"6221",19
"6222",57
"6223",41
"6224",75
"6225",48
"6226",52
"6227",41
"6228",48
"6229",38.0326804221146
"6230",48
"6231",70
"6232",55
"6233",37
"6234",85
"6235",60.8333333333318
"6236",75
"6237",85
"6238",46
"6239",31.749999999999
"6240",NA
"6241",41
"6242",22
"6243",40
"6244",40
"6245",36.7333333333325
"6246",78
"6247",78
"6248",80
"6249",43
"6250",75
"6251",79
"6252",36.7500000000034
"6253",40
"6254",36
"6255",39.1478719999316
"6256",36
"6257",36
"6258",NA
"6259",39.4166666666566
"6260",37.25
"6261",39
"6262",46
"6263",NA
"6264",75
"6265",34
"6266",21
"6267",24
"6268",39
"6269",39
"6270",58.1499999999945
"6271",56.750139999998
"6272",29.1700000000219
"6273",NA
"6274",NA
"6275",85
"6276",68.249999999995
"6277",39
"6278",NA
"6279",34
"6280",24
"6281",34
"6282",30.4166666666627
"6283",38
"6284",30
"6285",30
"6286",36
"6287",36
"6288",NA
"6289",71.999999999992
"6290",78
"6291",80
"6292",19
"6293",40
"6294",75
"6295",NA
"6296",41
"6297",41
"6298",75
"6299",34
"6300",36.7333333333325
"6301",36.7333333333325
"6302",75
"6303",53
"6304",53
"6305",34
"6306",NA
"6307",31.749999999999
"6308",NA
"6309",NA
"6310",76
"6311",76
"6312",36
"6313",36
"6314",76
"6315",NA
"6316",45
"6317",45
"6318",45
"6319",43
"6320",43
"6321",43
"6322",31.749999999999
"6323",31.749999999999
"6324",31.749999999999
"6325",31.749999999999
"6326",31.749999999999
"6327",31.749999999999
"6328",71.999999999992
"6329",71.999999999992
"6330",71.999999999992
"6331",34
"6332",34
"6333",34
"6334",30.4166666666627
"6335",30.4166666666627
"6336",30.4166666666627
"6337",33
"6338",33
"6339",33
"6340",19
"6341",19
"6342",19
"6343",NA
"6344",NA
"6345",35.388878000003
"6346",47
"6347",40
"6348",40
"6349",NA
"6350",43
"6351",39
"6352",36
"6353",33
"6354",NA
"6355",NA
"6356",34
"6357",78
"6358",78
"6359",36
"6360",36
"6361",NA
"6362",38
"6363",75
"6364",34
"6365",21
"6366",NA
"6367",39.4166666666566
"6368",41
"6369",80
"6370",34
"6371",NA
"6372",NA
"6373",85
"6374",NA
"6375",NA
"6376",40
"6377",36
"6378",39
"6379",39
"6380",39
"6381",38.978666666666
"6382",75
"6383",41
"6384",NA
"6385",26
"6386",68.249999999995
"6387",35.8558666666649
"6388",37.9166666666593
"6389",33
"6390",40
"6391",68.249999999995
"6392",45
"6393",NA
"6394",39.4166666666566
"6395",41
"6396",53
"6397",53
"6398",NA
"6399",53
"6400",53
"6401",35
"6402",34
"6403",41
"6404",68.249999999995
"6405",NA
"6406",83
"6407",35.6100000000002
"6408",38
"6409",38
"6410",85
"6411",33.7636799999697
"6412",38
"6413",34
"6414",68.249999999995
"6415",38
"6416",76
"6417",NA
"6418",40
"6419",74
"6420",39
"6421",40
"6422",40
"6423",35.388878000003
"6424",47
"6425",35
"6426",55
"6427",39.3444479999914
"6428",40.4299999999765
"6429",NA
"6430",NA
"6431",85
"6432",NA
"6433",34
"6434",36.7333333333325
"6435",39
"6436",NA
"6437",NA
"6438",33.5
"6439",NA
"6440",14
"6441",NA
"6442",NA
"6443",80
"6444",NA
"6445",34
"6446",51
"6447",NA
"6448",34
"6449",85
"6450",36
"6451",34
"6452",8
"6453",39
"6454",29
"6455",40
"6456",40
"6457",30
"6458",NA
"6459",NA
"6460",41
"6461",73.8333333333238
"6462",NA
"6463",25.9166666666236
"6464",11
"6465",30.4166666666627
"6466",21
"6467",36.7333333333325
"6468",35
"6469",28
"6470",35
"6471",NA
"6472",35
"6473",36
"6474",NA
"6475",30
"6476",85
"6477",40
"6478",30.4166666666627
"6479",68.249999999995
"6480",NA
"6481",35
"6482",39
"6483",NA
"6484",NA
"6485",NA
"6486",46
"6487",35
"6488",33
"6489",76
"6490",78
"6491",27.0023513509898
"6492",32
"6493",78
"6494",34.8999999999946
"6495",80
"6496",80
"6497",36.7333333333325
"6498",36
"6499",12.7777466666634
"6500",40
"6501",76.919999999998
"6502",NA
"6503",35
"6504",NA
"6505",20
"6506",76.1440000001345
"6507",37
"6508",NA
"6509",40
"6510",32.2500000000077
"6511",32.2500000000077
"6512",32.2500000000077
"6513",35
"6514",35
"6515",35
"6516",35
"6517",35
"6518",35
"6519",35
"6520",35
"6521",35
"6522",35
"6523",35
"6524",35
"6525",35
