"","co"
"881",364.246571428571
"882",364.246571428571
"883",364.246571428571
"884",364.246571428571
"885",364.246571428571
"886",364.246571428571
"887",364.246571428571
"888",364.246571428571
"889",364.246571428571
"890",364.246571428571
"891",364.246571428571
"892",364.246571428571
"893",364.246571428571
"894",364.246571428571
"895",364.246571428571
"896",364.246571428571
"897",364.246571428571
"898",364.246571428571
"899",364.246571428571
"900",364.246571428571
"901",364.246571428571
"902",364.246571428571
"903",364.246571428571
"904",364.246571428571
"905",364.246571428571
"906",364.246571428571
"907",364.246571428571
"908",364.246571428571
"909",364.246571428571
"910",364.246571428571
"911",364.246571428571
"912",364.246571428571
"913",364.246571428571
"914",364.246571428571
"915",364.246571428571
"916",364.246571428571
"917",364.246571428571
"918",364.246571428571
"919",364.246571428571
"920",364.246571428571
"921",364.246571428571
"922",364.246571428571
"923",364.246571428571
"924",364.246571428571
"925",364.246571428571
"926",364.246571428571
"927",364.246571428571
"928",364.246571428571
"929",364.246571428571
"930",364.246571428571
"931",364.246571428571
"932",364.246571428571
"933",364.246571428571
"934",364.246571428571
"935",364.246571428571
"936",364.246571428571
"937",364.246571428571
"938",364.246571428571
"939",364.246571428571
"940",364.246571428571
"941",364.246571428571
"942",364.246571428571
"943",364.246571428571
"944",364.246571428571
"945",364.246571428571
"946",364.246571428571
"947",364.246571428571
"948",364.246571428571
"949",364.246571428571
"950",364.246571428571
"951",364.246571428571
"952",364.246571428571
"953",364.246571428571
"954",364.246571428571
"955",364.246571428571
"956",364.246571428571
"957",364.246571428571
"958",364.246571428571
"959",364.246571428571
"960",364.246571428571
"961",364.246571428571
"962",364.246571428571
"963",364.246571428571
"964",364.246571428571
"965",364.246571428571
"966",364.246571428571
"967",364.246571428571
"968",364.246571428571
"969",364.246571428571
"970",364.246571428571
"971",364.246571428571
"972",364.246571428571
"973",364.246571428571
"974",364.246571428571
"975",364.246571428571
"976",364.246571428571
"977",364.246571428571
"978",364.246571428571
"979",364.246571428571
"980",364.246571428571
"981",364.246571428571
"982",364.246571428571
"983",364.246571428571
"984",364.246571428571
"985",364.246571428571
"986",364.246571428571
"987",364.246571428571
"988",364.246571428571
"989",364.246571428571
"990",364.246571428571
"991",364.246571428571
"992",364.246571428571
"993",364.246571428571
"994",364.246571428571
"995",364.246571428571
"996",364.246571428571
"997",364.246571428571
"998",364.246571428571
"999",364.246571428571
"1000",364.246571428571
"1001",364.246571428571
"1002",364.246571428571
"1003",364.246571428571
"1004",364.246571428571
"1005",364.246571428571
"1006",364.246571428571
"1007",364.246571428571
"1008",364.246571428571
"1009",364.246571428571
"1010",364.246571428571
"1011",364.246571428571
"1012",364.246571428571
"1013",364.246571428571
"1014",364.246571428571
"1015",364.246571428571
"1016",364.246571428571
"1017",364.246571428571
"1018",364.246571428571
"1019",364.246571428571
"1020",364.246571428571
"1021",364.246571428571
"1022",364.246571428571
"1023",364.246571428571
"1024",364.246571428571
"1025",364.246571428571
"1026",364.246571428571
"1027",364.246571428571
"1028",364.246571428571
"1029",364.246571428571
"1030",364.246571428571
"1031",364.246571428571
"1032",364.246571428571
"1033",364.246571428571
"1034",364.246571428571
"1035",364.246571428571
"1036",364.246571428571
"1037",364.246571428571
"1038",364.246571428571
"1039",364.246571428571
"1040",364.246571428571
"1041",364.246571428571
"1042",364.246571428571
"1043",364.246571428571
"1044",364.246571428571
"1045",364.246571428571
"1046",364.246571428571
"1047",364.246571428571
"1048",364.246571428571
"1049",364.246571428571
"1050",364.246571428571
"1051",364.246571428571
"1052",364.246571428571
"1053",364.246571428571
"1054",364.246571428571
"1055",364.246571428571
"1056",364.246571428571
"1057",364.246571428571
"1058",364.246571428571
"1059",364.246571428571
"1060",364.246571428571
"1061",364.246571428571
"1062",364.246571428571
"1063",364.246571428571
"1064",364.246571428571
"1065",364.246571428571
"1066",364.246571428571
"1067",364.246571428571
"1068",364.246571428571
"1069",364.246571428571
"1070",364.246571428571
"1071",364.246571428571
"1072",364.246571428571
"1073",364.246571428571
"1074",364.246571428571
"1075",364.246571428571
"1076",364.246571428571
"1077",364.246571428571
"1078",364.246571428571
"1079",364.246571428571
"1080",364.246571428571
"1081",364.246571428571
"1082",364.246571428571
"1083",364.246571428571
"1084",364.246571428571
"1085",364.246571428571
"1086",364.246571428571
"1087",364.246571428571
"1088",364.246571428571
"1089",364.246571428571
"1090",364.246571428571
"1091",364.246571428571
"1092",364.246571428571
"1093",364.246571428571
"1094",364.246571428571
"1095",364.246571428571
"1096",364.246571428571
"1097",364.246571428571
"1098",364.246571428571
"1099",364.246571428571
"1100",364.246571428571
"1101",364.246571428571
"1102",364.246571428571
"1103",364.246571428571
"1104",364.246571428571
"1105",364.246571428571
"1106",364.246571428571
"1107",364.246571428571
"1108",364.246571428571
"1109",364.246571428571
"1110",364.246571428571
"1111",364.246571428571
"1112",364.246571428571
"1113",364.246571428571
"1114",364.246571428571
"1115",364.246571428571
"1116",364.246571428571
"1117",364.246571428571
"1118",364.246571428571
"1119",364.246571428571
"1120",364.246571428571
"1121",364.246571428571
"1122",364.246571428571
"1123",364.246571428571
"1124",364.246571428571
"1125",364.246571428571
"1126",364.246571428571
"1127",364.246571428571
"1128",364.246571428571
"1129",364.246571428571
"1130",364.246571428571
"1131",364.246571428571
"1132",364.246571428571
"1133",364.246571428571
"1134",364.246571428571
"1135",364.246571428571
"1136",364.246571428571
"1137",364.246571428571
"1138",364.246571428571
"1139",364.246571428571
"1140",364.246571428571
"1141",364.246571428571
"1142",364.246571428571
"1143",364.246571428571
"1144",364.246571428571
"1145",364.246571428571
"1146",364.246571428571
"1147",364.246571428571
"1148",364.246571428571
"1149",364.246571428571
"1150",364.246571428571
"1151",364.246571428571
"1152",364.246571428571
"1153",364.246571428571
"1154",364.246571428571
"1155",364.246571428571
"1156",364.246571428571
"1157",364.246571428571
"1158",364.246571428571
"1159",364.246571428571
"1160",364.246571428571
"1161",364.246571428571
"1162",364.246571428571
"1163",364.246571428571
"1164",364.246571428571
"1165",364.246571428571
"1166",364.246571428571
"1167",364.246571428571
"1168",364.246571428571
"1169",364.246571428571
"1170",364.246571428571
"1171",364.246571428571
"1172",364.246571428571
"1173",364.246571428571
"1174",364.246571428571
"1175",364.246571428571
"1176",364.246571428571
"1177",364.246571428571
"1178",364.246571428571
"1179",364.246571428571
"1180",364.246571428571
"1181",364.246571428571
"1182",364.246571428571
"1183",364.246571428571
"1184",364.246571428571
"1185",364.246571428571
"1186",364.246571428571
"1187",364.246571428571
"1188",364.246571428571
"1189",364.246571428571
"1190",364.246571428571
"1191",364.246571428571
"1192",364.246571428571
"1193",364.246571428571
"1194",364.246571428571
"1195",364.246571428571
"1196",364.246571428571
"1197",364.246571428571
"1198",364.246571428571
"1199",364.246571428571
"1200",364.246571428571
"1201",364.246571428571
"1202",364.246571428571
"1203",364.246571428571
"1204",364.246571428571
"1205",364.246571428571
"1206",364.246571428571
"1207",364.246571428571
"1208",364.246571428571
"1209",364.246571428571
"1210",364.246571428571
"1211",364.246571428571
"1212",364.246571428571
"1213",364.246571428571
"1214",364.246571428571
"1215",364.246571428571
"1216",364.246571428571
"1217",364.246571428571
"1218",364.246571428571
"1219",364.246571428571
"1220",364.246571428571
"1221",364.246571428571
"1222",364.246571428571
"1223",364.246571428571
"1224",364.246571428571
"1225",364.246571428571
"1226",364.246571428571
"1227",364.246571428571
"1228",364.246571428571
"1229",364.246571428571
"1230",364.246571428571
"1231",364.246571428571
"1232",364.246571428571
"1233",364.246571428571
"1234",364.246571428571
"1235",364.246571428571
"1236",364.246571428571
"1237",364.246571428571
"1238",364.246571428571
"1239",364.246571428571
"1240",364.246571428571
"1241",364.246571428571
"1242",364.246571428571
"1243",364.246571428571
"1244",364.246571428571
"1245",364.246571428571
"1246",364.246571428571
"1247",364.246571428571
"1248",364.246571428571
"1249",364.246571428571
"1250",364.246571428571
"1251",364.246571428571
"1252",364.246571428571
"1253",364.246571428571
"1254",364.246571428571
"1255",364.246571428571
"1256",364.246571428571
"1257",364.246571428571
"1258",364.246571428571
"1259",364.246571428571
"1260",364.246571428571
"1261",364.246571428571
"1262",364.246571428571
"1263",364.246571428571
"1264",364.246571428571
"1265",364.246571428571
"1266",364.246571428571
"1267",364.246571428571
"1268",364.246571428571
"1269",364.246571428571
"1270",364.246571428571
"1271",364.246571428571
"1272",364.246571428571
"1273",364.246571428571
"1274",364.246571428571
"1275",364.246571428571
"1276",364.246571428571
"1277",364.246571428571
"1278",364.246571428571
"1279",364.246571428571
"1280",364.246571428571
"1281",364.246571428571
"1282",364.246571428571
"1283",364.246571428571
"1284",364.246571428571
"1285",364.246571428571
"1286",364.246571428571
"1287",364.246571428571
"1288",364.246571428571
"1289",364.246571428571
"1290",364.246571428571
"1291",364.246571428571
"1292",364.246571428571
"1293",364.246571428571
"1294",364.246571428571
"1295",364.246571428571
"1296",364.246571428571
"1297",364.246571428571
"1298",364.246571428571
"1299",364.246571428571
"1300",364.246571428571
"1301",364.246571428571
"1302",364.246571428571
"1303",364.246571428571
"1304",364.246571428571
"1305",364.246571428571
"1306",364.246571428571
"1307",364.246571428571
"1308",364.246571428571
"1309",364.246571428571
"1310",364.246571428571
"1311",364.246571428571
"1312",364.246571428571
"1313",364.246571428571
"1314",364.246571428571
"1315",364.246571428571
"1316",364.246571428571
"1317",364.246571428571
"1318",364.246571428571
"1319",364.246571428571
"1320",364.246571428571
"1321",364.246571428571
"1322",364.246571428571
"1323",364.246571428571
"1324",364.246571428571
"1325",364.246571428571
"1326",364.246571428571
"1327",364.246571428571
"1328",364.246571428571
"1329",364.246571428571
"1330",364.246571428571
"1331",364.246571428571
"1332",364.246571428571
"1333",364.246571428571
"1334",364.246571428571
"1335",364.246571428571
"1336",364.246571428571
"1337",364.246571428571
"1338",364.246571428571
"1339",364.246571428571
"1340",364.246571428571
"1341",364.246571428571
"1342",364.246571428571
"1343",364.246571428571
"1344",364.246571428571
"1345",364.246571428571
"1346",364.246571428571
"1347",364.246571428571
"1348",364.246571428571
"1349",364.246571428571
"1350",364.246571428571
"1351",364.246571428571
"1352",364.246571428571
"1353",364.246571428571
"1354",364.246571428571
"1355",364.246571428571
"1356",364.246571428571
"1357",364.246571428571
"1358",364.246571428571
"1359",364.246571428571
"1360",364.246571428571
"1361",364.246571428571
"1362",364.246571428571
