"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",26.6550593058746,26.6414754658142,26.7489443535266,26.7762828606575,26.9486623307096,27.4063688521524,27.9953568207086,28.7814172780102,28.3474504253171,28.3249626604322,27.8228764149204,27.244823217315
"2",26.6550593058746,26.6414754658142,26.7489443535266,26.7762828606575,26.9486623307096,27.4063688521524,27.9953568207086,28.7814172780102,28.3474504253171,28.3249626604322,27.8228764149204,27.244823217315
"3",26.6550593058746,26.6414754658142,26.7489443535266,26.7762828606575,26.9486623307096,27.4063688521524,27.9953568207086,28.7814172780102,28.3474504253171,28.3249626604322,27.8228764149204,27.244823217315
"4",26.6550593058746,26.6414754658142,26.7489443535266,26.7762828606575,26.9486623307096,27.4063688521524,27.9953568207086,28.7814172780102,28.3474504253171,28.3249626604322,27.8228764149204,27.244823217315
"5",26.6550593058746,26.6414754658142,26.7489443535266,26.7762828606575,26.9486623307096,27.4063688521524,27.9953568207086,28.7814172780102,28.3474504253171,28.3249626604322,27.8228764149204,27.244823217315
"6",26.6550593058746,26.6414754658142,26.7489443535266,26.7762828606575,26.9486623307096,27.4063688521524,27.9953568207086,28.7814172780102,28.3474504253171,28.3249626604322,27.8228764149204,27.244823217315
"7",26.6550593058746,26.6414754658142,26.7489443535266,26.7762828606575,26.9486623307096,27.4063688521524,27.9953568207086,28.7814172780102,28.3474504253171,28.3249626604322,27.8228764149204,27.244823217315
"8",26.6550593058746,26.6414754658142,26.7489443535266,26.7762828606575,26.9486623307096,27.4063688521524,27.9953568207086,28.7814172780102,28.3474504253171,28.3249626604322,27.8228764149204,27.244823217315
"9",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"10",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"11",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"12",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"13",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"14",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"15",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"16",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"17",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"18",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"19",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"20",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"21",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
"22",23.8392048483749,24.1426298903896,24.4757012829447,24.6133843545359,25.0058779869777,24.8005720033869,24.4605799138562,24.5325293352427,24.3418298332725,24.2683146452516,24.0914857705777,23.9370974273901
