"","CLAYsite"
"13452",NA
"13453",15
"13454",6
"13455",4
"13456",24
"13457",11
"13458",4
"13459",3
"13460",8
"13461",21
"13462",15
"13463",10
"13464",15
"13465",5
"13466",15
"13467",5
"13468",8
"13469",15
"13470",8
"13471",15
"13472",6
"13473",14
"13474",15
"13475",11.3055697056244
"13476",7
"13477",7
"13478",7
"13479",10
"13480",12
"13481",21
"13482",7
"13483",14
"13484",4
"13485",5
"13486",12
"13487",6
"13488",6
"13489",6.03473199999992
"13490",6
"13491",4
"13492",15
"13493",16
"13494",4
"13495",10
"13496",20
"13497",18.9276831999951
"13498",20
"13499",5
"13500",20
"13501",10
"13502",10
"13503",10
"13504",14
"13505",14
"13506",14
"13507",NA
"13508",NA
"13509",NA
"13510",NA
"13511",NA
"13512",17
"13513",17
"13514",17
"13515",NA
"13516",21.8888826666757
"13517",21.8888826666757
"13518",21.8888826666757
"13519",20
"13520",20
"13521",20
"13522",20
"13523",20
"13524",20
"13525",NA
"13526",NA
"13527",NA
"13528",NA
"13529",NA
"13530",NA
"13531",NA
"13532",NA
"13533",NA
"13534",NA
"13535",NA
"13536",NA
"13537",NA
"13538",NA
"13539",NA
"13540",NA
"13541",NA
"13542",NA
"13543",NA
"13544",NA
"13545",NA
"13546",NA
"13547",NA
"13548",NA
"13549",NA
"13550",NA
"13551",NA
"13552",NA
"13553",NA
"13554",NA
"13555",NA
"13556",NA
"13557",NA
"13558",NA
"13559",NA
"13560",NA
"13561",NA
"13562",NA
"13563",NA
"13564",NA
"13565",NA
"13566",NA
"13567",NA
"13568",NA
"13569",NA
"13570",NA
"13571",NA
"13572",NA
"13573",NA
"13574",NA
"13575",NA
"13576",29
"13577",29
"13578",29
"13579",29
"13580",29
"13581",29
"13582",29
"13583",29
"13584",29
"13585",29
"13586",29
"13587",29
"13588",29
"13589",29
"13590",29
"13591",29
"13592",29
"13593",29
"13594",29
"13595",29
"13596",29
"13597",29
"13598",29
"13599",29
"13600",29
"13601",29
"13602",29
"13603",29
"13604",29
"13605",29
"13606",29
"13607",29
"13608",29
"13609",29
"13610",29
"13611",29
"13612",29
"13613",29
"13614",29
"13615",29
"13616",29
"13617",29
"13618",29
"13619",29
"13620",29
"13621",29
"13622",29
"13623",29
"13624",29
"13625",29
"13626",29
"13627",29
"13628",29
"13629",29
"13630",29
"13631",29
"13632",29
"13633",29
"13634",29
"13635",29
"13636",29
"13637",29
"13638",29
"13639",29
"13640",29
"13641",29
"13642",29
"13643",29
"13644",29
"13645",29
"13646",29
"13647",29
"13648",29
"13649",29
"13650",29
"13651",29
"13652",29
"13653",29
"13654",29
"13655",29
"13656",29
"13657",29
"13658",29
"13659",29
"13660",29
"13661",29
"13662",29
"13663",29
"13664",29
"13665",29
"13666",29
"13667",29
"13668",29
"13669",29
"13670",29
"13671",29
"13672",29
"13673",29
"13674",29
"13675",29
"13676",29
"13677",29
"13678",29
"13679",29
"13680",29
"13681",29
"13682",29
"13683",29
"13684",29
"13685",29
"13686",29
"13687",29
"13688",29
"13689",29
"13690",29
"13691",29
"13692",29
"13693",29
"13694",29
"13695",29
"13696",29
"13697",29
"13698",29
"13699",29
"13700",29
"13701",29
"13702",29
"13703",29
"13704",29
"13705",29
"13706",29
"13707",29
"13708",29
"13709",29
"13710",29
"13711",29
"13712",29
"13713",29
"13714",29
"13715",29
"13716",29
"13717",29
"13718",29
"13719",29
"13720",29
"13721",29
"13722",29
"13723",29
"13724",29
"13725",29
"13726",29
"13727",29
"13728",29
"13729",29
"13730",29
"13731",29
"13732",29
"13733",29
"13734",29
"13735",29
"13736",29
"13737",29
"13738",29
"13739",29
"13740",29
"13741",29
"13742",29
"13743",29
"13744",29
"13745",29
"13746",29
"13747",29
"13748",29
"13749",29
"13750",29
"13751",29
"13752",29
"13753",29
"13754",29
"13755",29
"13756",29
"13757",29
"13758",29
"13759",29
"13760",29
"13761",29
"13762",29
"13763",29
"13764",29
"13765",29
"13766",29
"13767",29
"13768",29
"13769",29
"13770",29
"13771",29
"13772",29
"13773",29
"13774",29
"13775",29
"13776",29
"13777",29
"13778",29
"13779",29
"13780",29
"13781",29
"13782",29
"13783",29
"13784",29
"13785",29
"13786",29
"13787",29
"13788",29
"13789",29
"13790",29
"13791",29
"13792",29
"13793",29
"13794",29
"13795",29
"13796",29
"13797",29
"13798",29
"13799",29
"13800",29
"13801",29
"13802",29
"13803",29
"13804",29
"13805",29
"13806",29
"13807",29
"13808",29
"13809",29
"13810",29
"13811",29
"13812",29
"13813",29
"13814",29
"13815",29
"13816",29
"13817",29
"13818",29
"13819",29
"13820",29
"13821",29
"13822",29
"13823",29
"13824",29
"13825",29
"13826",29
"13827",29
"13828",29
"13829",29
"13830",29
"13831",29
"13832",29
"13833",29
"13834",29
"13835",29
"13836",29
"13837",29
"13838",29
"13839",29
"13840",29
"13841",29
"13842",29
"13843",29
"13844",29
"13845",29
"13846",29
"13847",29
"13848",29
"13849",29
"13850",29
"13851",29
"13852",29
"13853",29
"13854",29
"13855",29
"13856",29
"13857",29
"13858",29
"13859",29
"13860",29
"13861",29
"13862",29
"13863",29
"13864",29
"13865",29
"13866",29
"13867",29
"13868",29
"13869",29
"13870",29
"13871",29
"13872",29
"13873",29
"13874",29
"13875",29
"13876",29
"13877",29
"13878",29
"13879",29
"13880",29
"13881",29
"13882",29
"13883",29
"13884",29
"13885",29
"13886",29
"13887",29
"13888",29
"13889",29
"13890",29
"13891",29
"13892",29
"13893",29
"13894",29
"13895",29
"13896",29
"13897",29
"13898",29
"13899",29
"13900",29
"13901",29
"13902",29
"13903",29
"13904",29
"13905",29
"13906",29
"13907",29
"13908",29
"13909",29
"13910",29
"13911",29
"13912",29
"13913",23
"13914",23
"13915",23
"13916",23
"13917",23
"13918",23
"13919",23
"13920",23
"13921",23
"13922",23
"13923",23
"13924",23
"13925",23
"13926",23
"13927",23
"13928",23
"13929",23
"13930",23
"13931",23
"13932",23
"13933",23
"13934",23
"13935",23
"13936",23
"13937",23
"13938",23
"13939",23
"13940",23
"13941",23
"13942",23
"13943",23
"13944",23
"13945",23
"13946",23
"13947",23
"13948",23
"13949",23
"13950",23
"13951",23
"13952",23
"13953",23
"13954",23
"13955",23
"13956",23
"13957",23
"13958",23
"13959",23
"13960",23
"13961",23
"13962",23
"13963",23
"13964",23
"13965",23
"13966",23
"13967",23
"13968",23
"13969",23
"13970",23
"13971",23
"13972",23
"13973",23
"13974",23
"13975",23
"13976",23
"13977",23
"13978",23
"13979",23
"13980",23
"13981",23
"13982",23
"13983",23
"13984",23
"13985",23
"13986",23
"13987",23
"13988",23
"13989",23
"13990",23
"13991",23
"13992",23
"13993",23
"13994",23
"13995",23
"13996",23
"13997",23
"13998",23
"13999",23
"14000",23
"14001",23
"14002",23
"14003",23
"14004",23
"14005",23
"14006",23
"14007",23
"14008",23
"14009",23
"14010",23
"14011",23
"14012",23
"14013",23
"14014",23
"14015",23
"14016",23
"14017",23
"14018",23
"14019",23
"14020",23
"14021",23
"14022",23
"14023",23
"14024",23
"14025",23
"14026",23
"14027",23
"14028",23
"14029",23
"14030",23
"14031",23
"14032",23
"14033",23
"14034",23
"14035",23
"14036",23
"14037",23
"14038",23
"14039",23
"14040",23
"14041",23
"14042",23
"14043",23
"14044",23
"14045",23
"14046",23
"14047",23
"14048",23
"14049",23
"14050",23
"14051",23
"14052",23
"14053",23
"14054",23
"14055",23
"14056",23
"14057",23
"14058",23
"14059",23
"14060",23
"14061",23
"14062",23
"14063",23
"14064",23
"14065",23
"14066",23
"14067",23
"14068",23
"14069",23
"14070",23
"14071",23
"14072",23
"14073",23
"14074",23
"14075",23
"14076",23
"14077",23
"14078",23
"14079",23
"14080",23
"14081",23
"14082",23
"14083",23
"14084",23
"14085",23
"14086",23
"14087",23
"14088",23
"14089",23
"14090",23
"14091",23
"14092",23
"14093",23
"14094",23
"14095",23
"14096",23
"14097",23
"14098",23
"14099",23
"14100",23
"14101",23
"14102",23
"14103",23
"14104",23
"14105",23
"14106",23
"14107",23
"14108",23
"14109",23
"14110",23
"14111",23
"14112",23
"14113",23
"14114",23
"14115",23
"14116",23
"14117",23
"14118",23
"14119",23
"14120",23
"14121",23
"14122",23
"14123",23
"14124",23
"14125",23
"14126",23
"14127",23
"14128",23
"14129",23
"14130",23
"14131",23
"14132",23
"14133",23
"14134",23
"14135",23
"14136",23
"14137",23
"14138",23
"14139",23
"14140",23
"14141",23
"14142",23
"14143",23
"14144",23
"14145",23
"14146",23
"14147",23
"14148",23
"14149",23
"14150",23
"14151",23
"14152",23
"14153",23
"14154",23
"14155",23
"14156",23
"14157",23
"14158",23
"14159",23
"14160",23
"14161",23
"14162",23
"14163",23
"14164",23
"14165",23
"14166",23
"14167",23
"14168",23
"14169",23
"14170",23
"14171",23
"14172",23
"14173",23
"14174",23
"14175",23
"14176",23
"14177",23
"14178",23
"14179",23
"14180",23
"14181",23
"14182",23
"14183",23
"14184",23
"14185",23
"14186",23
"14187",23
"14188",23
"14189",23
"14190",23
"14191",23
"14192",23
"14193",23
"14194",23
"14195",23
"14196",23
"14197",23
"14198",23
"14199",23
"14200",23
"14201",23
"14202",23
"14203",23
"14204",23
"14205",23
"14206",23
"14207",23
"14208",23
"14209",23
"14210",23
"14211",23
"14212",23
"14213",23
"14214",23
"14215",23
"14216",23
"14217",23
"14218",23
"14219",23
"14220",23
"14221",23
"14222",23
"14223",23
"14224",23
"14225",13
"14226",13
"14227",5
"14228",5
"14229",NA
"14230",NA
"14231",NA
"14232",NA
"14233",40
"14234",40
"14235",40
"14236",NA
"14237",NA
"14238",NA
"14239",NA
"14240",NA
"14241",NA
"14242",NA
"14243",NA
"14244",NA
"14245",NA
"14246",NA
"14247",NA
"14248",NA
"14249",NA
"14250",NA
"14251",NA
"14252",NA
"14253",10
"14254",10
"14255",5
"14256",8
"14257",8
"14258",5
"14259",9
"14260",24
"14261",21
"14262",13.1111117333331
"14263",13.1111117333331
"14264",7
"14265",17
"14266",13
"14267",21
"14268",13
"14269",15
"14270",13
"14271",13
"14272",13
"14273",16
"14274",8.07905519999951
"14275",10
"14276",13.1875636178029
"14277",NA
"14278",NA
"14279",NA
"14280",10
"14281",22
"14282",22
"14283",22
"14284",22
"14285",22
"14286",10
"14287",23
"14288",23
"14289",23
"14290",23
"14291",9
"14292",21
"14293",10
"14294",11.1788244029034
"14295",NA
"14296",NA
"14297",NA
"14298",9
"14299",9
"14300",NA
"14301",NA
"14302",NA
"14303",NA
"14304",NA
"14305",NA
"14306",NA
"14307",9.61329261375824
"14308",15
"14309",10
"14310",12.7718370692693
"14311",17.1185189333331
"14312",17.1185189333331
"14313",17.1185189333331
"14314",10
"14315",10
"14316",4
"14317",50
"14318",3
"14319",3
"14320",3
"14321",3
"14322",10
"14323",4
"14324",3
"14325",3
"14326",3
"14327",3
"14328",21
"14329",NA
"14330",NA
"14331",NA
"14332",NA
"14333",NA
"14334",NA
"14335",NA
"14336",NA
"14337",NA
"14338",NA
"14339",NA
"14340",NA
"14341",NA
"14342",NA
"14343",NA
"14344",NA
"14345",NA
"14346",NA
"14347",NA
"14348",NA
"14349",NA
"14350",NA
"14351",NA
"14352",NA
"14353",NA
"14354",NA
"14355",NA
"14356",NA
"14357",NA
"14358",NA
"14359",NA
"14360",NA
"14361",NA
"14362",NA
"14363",NA
"14364",10.8333333333331
"14365",10.8333333333331
"14366",10.8333333333331
"14367",10.8333333333331
"14368",10.8333333333331
"14369",10.8333333333331
"14370",10.8333333333331
"14371",10.8333333333331
"14372",10.8333333333331
"14373",10.8333333333331
"14374",10.8333333333331
"14375",10.8333333333331
"14376",10.8333333333331
"14377",10.8333333333331
"14378",10.8333333333331
"14379",10.8333333333331
"14380",10.8333333333331
"14381",10.8333333333331
"14382",10.8333333333331
"14383",10.8333333333331
"14384",10.8333333333331
"14385",10.8333333333331
"14386",10.8333333333331
"14387",10.8333333333331
"14388",10.8333333333331
"14389",10.8333333333331
"14390",NA
"14391",NA
"14392",NA
"14393",NA
"14394",NA
"14395",NA
"14396",NA
"14397",NA
"14398",NA
"14399",NA
"14400",NA
"14401",NA
"14402",NA
"14403",NA
"14404",NA
"14405",NA
"14406",NA
"14407",NA
"14408",NA
"14409",NA
"14410",NA
"14411",NA
"14412",NA
"14413",NA
"14414",NA
"14415",NA
"14416",NA
"14417",NA
"14418",NA
"14419",NA
"14420",NA
"14421",NA
"14422",NA
"14423",NA
"14424",NA
"14425",NA
"14426",NA
"14427",NA
"14428",NA
"14429",NA
"14430",NA
"14431",NA
"14432",NA
"14433",NA
"14434",NA
"14435",NA
"14436",NA
"14437",NA
"14438",NA
"14439",NA
"14440",NA
"14441",NA
"14442",NA
"14443",NA
"14444",NA
"14445",NA
"14446",NA
"14447",NA
"14448",NA
"14449",NA
"14450",NA
"14451",NA
"14452",NA
"14453",NA
"14454",NA
"14455",NA
"14456",NA
"14457",NA
"14458",NA
"14459",NA
"14460",NA
"14461",NA
"14462",NA
"14463",NA
"14464",NA
"14465",NA
"14466",NA
"14467",NA
"14468",NA
"14469",NA
"14470",NA
"14471",NA
"14472",NA
"14473",NA
"14474",NA
"14475",NA
"14476",NA
"14477",NA
"14478",NA
"14479",NA
"14480",NA
"14481",NA
"14482",NA
"14483",NA
"14484",NA
"14485",NA
"14486",NA
"14487",NA
"14488",NA
"14489",NA
"14490",NA
"14491",NA
"14492",NA
"14493",NA
"14494",NA
"14495",NA
"14496",NA
"14497",NA
"14498",NA
"14499",NA
"14500",NA
"14501",NA
"14502",NA
"14503",NA
"14504",NA
"14505",NA
"14506",NA
"14507",18
"14508",18
"14509",18
"14510",18
"14511",18
"14512",18
"14513",18
"14514",18
"14515",18
"14516",18
"14517",18
"14518",18
"14519",18
"14520",18
"14521",18
"14522",18
"14523",18
"14524",18
"14525",18
"14526",18
"14527",18
"14528",18
"14529",NA
"14530",NA
"14531",NA
"14532",NA
"14533",NA
"14534",NA
"14535",NA
"14536",NA
"14537",NA
"14538",NA
"14539",NA
"14540",NA
"14541",NA
"14542",NA
"14543",NA
"14544",NA
"14545",NA
"14546",NA
"14547",NA
"14548",NA
"14549",NA
"14550",NA
"14551",NA
"14552",NA
"14553",NA
"14554",NA
"14555",NA
"14556",NA
"14557",NA
"14558",NA
"14559",NA
"14560",NA
"14561",NA
"14562",NA
"14563",NA
"14564",NA
"14565",NA
"14566",NA
"14567",NA
"14568",NA
"14569",NA
"14570",NA
"14571",NA
"14572",NA
"14573",NA
"14574",NA
"14575",NA
"14576",NA
"14577",NA
"14578",NA
"14579",NA
"14580",NA
"14581",NA
"14582",NA
"14583",NA
"14584",NA
"14585",NA
"14586",NA
"14587",NA
"14588",NA
"14589",NA
"14590",NA
"14591",22
"14592",22
"14593",20
"14594",19
"14595",19
"14596",19
"14597",15
"14598",15
"14599",5
"14600",50
"14601",50
"14602",50
"14603",50
"14604",17.7218799999976
"14605",17.7218799999976
"14606",17.7218799999976
"14607",14.4620675072006
"14608",14.4620675072006
"14609",14.4620675072006
"14610",14.4620675072006
"14611",22
"14612",22
"14613",22
"14614",14.5799999999989
"14615",14.5799999999989
"14616",14.5799999999989
"14617",14.5799999999989
"14618",14.5799999999989
"14619",14.5799999999989
"14620",14.5799999999989
"14621",14.5799999999989
"14622",21
"14623",17
"14624",40
"14625",40
"14626",25
"14627",7
"14628",7
"14629",20
"14630",25
"14631",23
"14632",7
"14633",23.6294002666673
"14634",21
"14635",44
"14636",11.2459866632857
"14637",23
"14638",25
"14639",9
"14640",13
"14641",22
"14642",22
"14643",22
"14644",22
"14645",19
"14646",19
"14647",NA
"14648",NA
"14649",NA
"14650",NA
"14651",17.1373333333332
"14652",17.1388873333331
"14653",3
"14654",3
"14655",21
"14656",21
"14657",20
"14658",3
"14659",3
"14660",17.9313443733395
"14661",3
"14662",3
"14663",22.1388850000043
"14664",22.1385000000056
"14665",1
"14666",3
"14667",3
"14668",5
"14669",5
"14670",5
"14671",5
"14672",5
"14673",5
"14674",20
"14675",20
"14676",NA
"14677",NA
"14678",3
"14679",3
"14680",NA
"14681",NA
"14682",NA
"14683",NA
"14684",3
"14685",3
"14686",24
"14687",24
"14688",24
"14689",24
"14690",24
"14691",24
"14692",24
"14693",NA
"14694",NA
"14695",17.4997999999998
"14696",26
"14697",26
"14698",26
"14699",26
"14700",26
"14701",9.63591999999985
"14702",9
"14703",9
"14704",9
"14705",9
"14706",9
"14707",9
"14708",9
"14709",5
"14710",5
"14711",5
"14712",5
"14713",5
"14714",5
"14715",5
"14716",5
"14717",5
"14718",5
"14719",26
"14720",26
"14721",26
"14722",26
"14723",26
"14724",26
"14725",26
"14726",26
"14727",26
"14728",26
"14729",26
"14730",26
"14731",26
"14732",26
"14733",26
"14734",NA
"14735",NA
"14736",NA
"14737",NA
"14738",NA
"14739",NA
"14740",NA
"14741",NA
"14742",NA
"14743",NA
"14744",20
"14745",20
"14746",20
"14747",20
"14748",20
"14749",20
"14750",20
"14751",20
"14752",20
"14753",20
"14754",20
"14755",20
"14756",20
"14757",20
"14758",20
"14759",20
"14760",20
"14761",20
"14762",20
"14763",20
"14764",20
"14765",20
"14766",20
"14767",20
"14768",20
"14769",9
"14770",9
"14771",9
"14772",9
"14773",9
"14774",9
"14775",9
"14776",9
"14777",9
"14778",9
"14779",9
"14780",9
"14781",NA
"14782",NA
"14783",NA
"14784",NA
"14785",NA
"14786",NA
"14787",NA
"14788",NA
"14789",NA
"14790",NA
"14791",NA
"14792",NA
"14793",NA
"14794",NA
"14795",NA
"14796",NA
"14797",22
"14798",22
"14799",22
"14800",22
"14801",22
"14802",22
"14803",23
"14804",23
"14805",23
"14806",23
"14807",23
"14808",23
"14809",22
"14810",22
"14811",21
"14812",4
"14813",21
"14814",21
"14815",21
"14816",22
"14817",22
"14818",10
"14819",10
"14820",10
"14821",22
"14822",22
"14823",22
"14824",22
"14825",22
"14826",22
"14827",22
"14828",22
"14829",22
"14830",22
"14831",22
"14832",22
"14833",7
"14834",7
"14835",7
"14836",19
"14837",7
"14838",7
"14839",34
"14840",18
"14841",12
"14842",12
"14843",12
"14844",12
"14845",23
"14846",23
"14847",18.2316544853333
"14848",18.2316544853333
"14849",18.2316544853333
"14850",18.2316544853333
"14851",18.2316544853333
"14852",18.2316544853333
"14853",18.2316544853333
"14854",18.2316544853333
"14855",18.2316544853333
"14856",10
"14857",9
"14858",10
"14859",19
"14860",15
"14861",10
"14862",9
"14863",19
"14864",10
"14865",10
"14866",5
"14867",5
"14868",2
"14869",4
"14870",24
"14871",14
"14872",24
"14873",12
"14874",5.17165448172893
"14875",4
"14876",10
"14877",24.3176360000016
"14878",26
"14879",14
"14880",6
"14881",24.8369467509647
"14882",26
"14883",8
"14884",16.5148799999556
"14885",5
"14886",14
"14887",7
"14888",5
"14889",13
"14890",7
"14891",12
"14892",16.0538399999983
"14893",9
"14894",6
"14895",7
"14896",8
"14897",7
"14898",4
"14899",15
"14900",4
"14901",7
"14902",2
"14903",16
"14904",6
"14905",8
"14906",8
"14907",25.5726823723036
"14908",6
"14909",17
"14910",4
"14911",13
"14912",14
"14913",8
"14914",4
"14915",6
"14916",5
"14917",13
"14918",17
"14919",4
"14920",16
"14921",6
"14922",4
"14923",4
"14924",13
"14925",7
"14926",7
"14927",7
"14928",8
"14929",4
"14930",15
"14931",9
"14932",7
"14933",9
"14934",15.2899999999984
"14935",15.2899999999984
"14936",22
"14937",22
"14938",19
"14939",13
"14940",13
"14941",13
"14942",13
"14943",6
"14944",6
"14945",13
"14946",13
"14947",6
"14948",6
"14949",13
"14950",13
"14951",19
"14952",19
"14953",19
"14954",13
"14955",13
"14956",19
"14957",22
"14958",22
"14959",22
"14960",22
"14961",22
"14962",16.9499999999953
"14963",16.9499999999953
"14964",22
"14965",22
"14966",5
"14967",5
"14968",5
"14969",22
"14970",22
"14971",15
"14972",15
"14973",13
"14974",13
"14975",5
"14976",5
"14977",18
"14978",18
"14979",22
"14980",22
"14981",13
"14982",13
"14983",22
"14984",22
"14985",5
"14986",5
"14987",22
"14988",22
"14989",22
"14990",22
"14991",15
"14992",15
"14993",15
"14994",15
"14995",21
"14996",21
"14997",22
"14998",22
"14999",13
"15000",13
"15001",13
"15002",13
"15003",15
"15004",15
"15005",17
"15006",17
"15007",22
"15008",22
"15009",36
"15010",21
"15011",21
"15012",34
"15013",13
"15014",13
"15015",16.0666666666676
"15016",16.0666666666676
"15017",5
"15018",5
"15019",16.7199999999987
"15020",16.7199999999987
"15021",13.050000000001
"15022",13.050000000001
"15023",14
"15024",14
"15025",14
"15026",14
"15027",10.7833333333318
"15028",10.7833333333318
"15029",13
"15030",13
"15031",22
"15032",22
"15033",6
"15034",6
"15035",19
"15036",15
"15037",15
"15038",5
"15039",5
"15040",1
"15041",1
"15042",1
"15043",1
"15044",15
"15045",15
"15046",5
"15047",5
"15048",15
"15049",15
"15050",21
"15051",7
"15052",7
"15053",6.7
"15054",6.7
"15055",22
"15056",22
"15057",22
"15058",22
"15059",17
"15060",17
"15061",13.9333333333331
"15062",13.9333333333331
"15063",1
"15064",1
"15065",1
"15066",1
"15067",1
"15068",1
"15069",1
"15070",1
"15071",1
"15072",1
"15073",1
"15074",1
"15075",8
"15076",8
"15077",8
"15078",8
"15079",23
"15080",10
"15081",10
"15082",10
"15083",10
"15084",10
"15085",20
"15086",4
"15087",17
"15088",17
"15089",NA
"15090",17
"15091",17
"15092",13
"15093",8
"15094",8
"15095",8
"15096",10
"15097",4.81066344480282
"15098",17
"15099",17
"15100",17
"15101",10
"15102",10
"15103",10
"15104",10
"15105",12
"15106",6.05555586666654
"15107",10
"15108",11
"15109",11
"15110",8
"15111",8
"15112",8
"15113",8
"15114",5
"15115",5
"15116",14
"15117",14
"15118",8
"15119",8
"15120",10
"15121",8
"15122",NA
"15123",NA
"15124",NA
"15125",8
"15126",4
"15127",4
"15128",20
"15129",10
"15130",8
"15131",NA
"15132",10
"15133",8
"15134",8
"15135",8
"15136",8
"15137",8
"15138",8
"15139",8
"15140",8
"15141",8
"15142",8
"15143",8
"15144",8
"15145",7
"15146",7
"15147",7
"15148",7
"15149",7
"15150",7
"15151",7
"15152",7
"15153",7
"15154",7
"15155",7
"15156",7
"15157",7
"15158",7
"15159",7
"15160",7
"15161",7
"15162",4
"15163",4
"15164",4
"15165",4
"15166",4
"15167",4
"15168",4
"15169",4
"15170",4
"15171",4
"15172",4
"15173",4
"15174",4
"15175",4
"15176",4
"15177",4
"15178",4
"15179",4
"15180",4
"15181",4
"15182",4
"15183",4
"15184",4
"15185",4
"15186",14
"15187",14
"15188",14
"15189",14
"15190",14
"15191",14
"15192",14
"15193",14
"15194",14
"15195",14
"15196",14
"15197",14
"15198",14
"15199",14
"15200",14
"15201",14
"15202",14
"15203",14
"15204",14
"15205",14
"15206",14
"15207",14
"15208",14
"15209",10
"15210",35
"15211",35
"15212",35
"15213",35
"15214",1
"15215",1
"15216",15
"15217",15
"15218",15
"15219",15
"15220",28
"15221",NA
"15222",NA
"15223",NA
"15224",NA
"15225",NA
"15226",NA
"15227",21
"15228",NA
"15229",19
"15230",19
"15231",19
"15232",19
"15233",19
"15234",19
"15235",19
"15236",40
"15237",18
"15238",18
"15239",18
"15240",18
"15241",18
"15242",18
"15243",NA
"15244",NA
"15245",NA
"15246",40
"15247",40
"15248",40
"15249",40
"15250",3
"15251",15
"15252",15
"15253",2
"15254",14
"15255",14
"15256",14
"15257",14
"15258",14
"15259",14
"15260",19
"15261",8.01382726558042
"15262",4
"15263",17
"15264",17
"15265",2
"15266",21
"15267",5.57257735751569
"15268",13
"15269",20
"15270",13
"15271",13
"15272",5
"15273",10
"15274",9
"15275",9
"15276",9
"15277",9
"15278",NA
"15279",20
"15280",4
"15281",NA
"15282",NA
"15283",NA
"15284",NA
"15285",9
"15286",2
"15287",7
"15288",21
"15289",19.2964306666665
"15290",23
"15291",23
"15292",23
"15293",NA
"15294",NA
"15295",NA
"15296",NA
"15297",22
"15298",4
"15299",18
"15300",18
"15301",20
"15302",4
"15303",2.2777774666669
"15304",20
"15305",10
"15306",10
"15307",17
"15308",17
"15309",17
"15310",2
"15311",10
"15312",NA
"15313",NA
"15314",NA
"15315",17
"15316",17
"15317",17
"15318",18
"15319",21
"15320",15
"15321",10
"15322",14.1111117333209
"15323",NA
"15324",NA
"15325",NA
"15326",NA
"15327",NA
"15328",NA
"15329",NA
"15330",NA
"15331",14
"15332",14
"15333",14
"15334",14
"15335",14
"15336",14
"15337",14
"15338",7
"15339",7
"15340",7
"15341",9
"15342",9
"15343",9
"15344",26
"15345",17
"15346",21
"15347",19
"15348",10
"15349",9
"15350",7
"15351",10
"15352",8
"15353",7
"15354",21
"15355",9
"15356",9
"15357",19
"15358",18
"15359",26
"15360",22.4955317733238
"15361",10
"15362",10
"15363",21
"15364",15
"15365",8
"15366",9.04557639999992
"15367",24
"15368",9
"15369",36
"15370",9
"15371",8.99558159999595
"15372",18
"15373",38
"15374",21
"15375",21
"15376",10
"15377",15
"15378",25.4488725889382
"15379",8
"15380",17
"15381",17.8722582510107
"15382",15.1805197333336
"15383",26
"15384",16
"15385",26
"15386",26
"15387",26
"15388",26
"15389",15
"15390",16
"15391",14
"15392",10
"15393",9
"15394",17
"15395",17
"15396",9
"15397",8
"15398",19
"15399",17
"15400",17
"15401",9.62408720000024
"15402",22
"15403",2
"15404",9
"15405",5
"15406",18
"15407",18
"15408",5.840384358398
"15409",5.840384358398
"15410",5.840384358398
"15411",44
"15412",44
"15413",44
"15414",21
"15415",21
"15416",21
"15417",16
"15418",16
"15419",16
"15420",54
"15421",54
"15422",54
"15423",20
"15424",20
"15425",7
"15426",28
"15427",16
"15428",16
"15429",16
"15430",8.38907553813183
"15431",16.9792625376003
"15432",16
"15433",16
"15434",16
"15435",44
"15436",44
"15437",44
"15438",18
"15439",9
"15440",15
"15441",15
"15442",15
"15443",15
"15444",20
"15445",19
"15446",20
"15447",20
"15448",18
"15449",20
"15450",20
"15451",22
"15452",10
"15453",34
"15454",21
"15455",5
"15456",9
"15457",36
"15458",34
"15459",34
"15460",40
"15461",40
"15462",19
"15463",24
"15464",45
"15465",45
"15466",17
"15467",17
"15468",21
"15469",21
"15470",20
"15471",20
"15472",20
"15473",10.6666666666649
"15474",10.6666666666649
"15475",10.6666666666649
"15476",11
"15477",11
"15478",11
"15479",11
"15480",11
"15481",11
"15482",NA
"15483",8
"15484",8
"15485",20
"15486",6
"15487",6
"15488",31
"15489",31
"15490",20
"15491",20
"15492",34.33
"15493",34.33
"15494",6
"15495",27
"15496",27
"15497",20
"15498",20
"15499",11.3333333333351
"15500",11.3333333333351
"15501",23
"15502",23
"15503",23
"15504",20
"15505",10
"15506",10
"15507",NA
"15508",17
"15509",17
"15510",45
"15511",45
"15512",15
"15513",23
"15514",37.4500000000316
"15515",37.4500000000316
"15516",26
"15517",26
"15518",17
"15519",17
"15520",21
"15521",21
"15522",17
"15523",17
"15524",26
"15525",6
"15526",17
"15527",7
"15528",16.5833333333332
"15529",16.5833333333332
"15530",40
"15531",40
"15532",20
"15533",20
"15534",8
"15535",8
"15536",41
"15537",41
"15538",43
"15539",17
"15540",16
"15541",16
"15542",18
"15543",18
"15544",18
"15545",23
"15546",9
"15547",9
"15548",40
"15549",43
"15550",43
"15551",18.9166666666675
"15552",18.9166666666675
"15553",18.9166666666675
"15554",17
"15555",17
"15556",22
"15557",22
"15558",18
"15559",8
"15560",23
"15561",23
"15562",18
"15563",18
"15564",7
"15565",7
"15566",27
"15567",27
"15568",27
"15569",8
"15570",8
"15571",22
"15572",22
"15573",22
"15574",16
"15575",16
"15576",6
"15577",27
"15578",27
"15579",18
"15580",7
"15581",7
"15582",24
"15583",10
"15584",10
"15585",6
"15586",18
"15587",27
"15588",43
"15589",41
"15590",17
"15591",17
"15592",20
