"","CLAYsite"
"3795",5
"3796",5.63333333333436
"3797",9
"3798",19.7499999999957
"3799",10.7500000000023
"3800",17
"3801",NA
"3802",21
"3803",NA
"3804",15
"3805",7
"3806",NA
"3807",NA
"3808",35.6333333333313
"3809",15
"3810",8.91600000000013
"3811",16
"3812",15.5081386666638
"3813",NA
"3814",10.7500000000023
"3815",15
"3816",19.7499999999957
"3817",14
"3818",3.16666666666689
"3819",16.3000000000039
"3820",9.16666666666821
"3821",8
"3822",9.16666666666821
"3823",7
"3824",14.3700000000054
"3825",9
"3826",35.6333333333313
"3827",21
"3828",14.3700000000054
"3829",14
"3830",NA
"3831",4
"3832",46
"3833",3.16666666666689
"3834",14
"3835",3.16666666666689
"3836",3
"3837",7
"3838",19
"3839",24
"3840",21
"3841",40
"3842",10
"3843",19.7499999999957
"3844",19.7499999999957
"3845",19.7499999999957
"3846",19.7499999999957
"3847",19.7499999999957
"3848",19.7499999999957
"3849",19.7499999999957
"3850",19.7499999999957
"3851",19.7499999999957
"3852",7
"3853",7
"3854",7
"3855",40
"3856",40
"3857",40
"3858",30.9999999999693
"3859",30.9999999999693
"3860",30.9999999999693
"3861",19.7499999999957
"3862",9
"3863",3.16666666666689
"3864",40
"3865",45
"3866",40
"3867",9
"3868",6
"3869",6
"3870",30.9999999999693
"3871",16
"3872",16
"3873",10.7500000000023
"3874",15
"3875",5.63333333333436
"3876",9
"3877",6
"3878",5.63333333333436
"3879",10
"3880",5
"3881",4.96666666666622
"3882",9
"3883",22
"3884",22
"3885",NA
"3886",15
"3887",6.19000000000761
"3888",3
"3889",NA
"3890",NA
"3891",40
"3892",17
"3893",17
"3894",13
"3895",NA
"3896",NA
"3897",7
"3898",40
"3899",9
"3900",10
"3901",3
"3902",10
"3903",6.20000000003274
"3904",30
"3905",18
"3906",23
"3907",3
"3908",27
"3909",9
"3910",21
"3911",3
"3912",20
"3913",18
"3914",3
"3915",NA
"3916",15
"3917",8
"3918",NA
"3919",3
"3920",NA
"3921",22
"3922",40
"3923",40
"3924",18.0666666666676
"3925",NA
"3926",NA
"3927",NA
"3928",9
"3929",11.8333333333358
"3930",14.3700000000054
"3931",21
"3932",NA
"3933",10
"3934",9
"3935",7
"3936",35.6333333333313
"3937",NA
"3938",10
"3939",13
"3940",4
"3941",23
"3942",15.249999999993
"3943",19
"3944",19
"3945",19
"3946",10
"3947",15
"3948",15
"3949",24.25
"3950",19
"3951",18.0666666666676
"3952",10
"3953",NA
"3954",NA
"3955",5
"3956",10
"3957",21
"3958",14
"3959",10
"3960",14.3700000000054
"3961",NA
"3962",NA
"3963",11
"3964",4
"3965",10.7500000000023
"3966",4
"3967",9
"3968",16
"3969",NA
"3970",16.7919999999984
"3971",17.8
"3972",14
"3973",NA
"3974",21
"3975",40
"3976",40
"3977",40
"3978",24.25
"3979",24.25
"3980",24.25
"3981",18
"3982",18
"3983",18
"3984",11.8333333333358
"3985",11.8333333333358
"3986",11.8333333333358
"3987",18
"3988",18
"3989",18
"3990",15
"3991",15
"3992",15
"3993",10.7500000000023
"3994",10
"3995",NA
"3996",21
"3997",NA
"3998",3.16666666666689
"3999",NA
"4000",11.7500000000111
"4001",10.428229333329
"4002",9
"4003",4
"4004",21
"4005",10.7500000000023
"4006",NA
"4007",3.16666666666689
"4008",22
"4009",11
"4010",NA
"4011",23.0833333333186
"4012",35.6333333333313
"4013",14
"4014",NA
"4015",6
"4016",NA
"4017",27
"4018",3
"4019",46
"4020",14.3700000000054
"4021",NA
"4022",NA
"4023",5.63333333333436
"4024",5.94444413333364
"4025",10.2333333333371
"4026",18
"4027",NA
"4028",22
"4029",7
"4030",19
"4031",NA
"4032",10.7500000000023
"4033",NA
"4034",18
"4035",28
"4036",10
"4037",9
"4038",NA
"4039",10
"4040",14
"4041",18
"4042",3.16666666666689
"4043",14.3700000000054
"4044",9
"4045",12.8
"4046",18
"4047",21
"4048",8
"4049",18
"4050",15
"4051",3.16666666666689
"4052",4
"4053",NA
"4054",7
"4055",NA
"4056",10
"4057",10.7500000000023
"4058",27.6666466666755
"4059",2
"4060",14
"4061",15
"4062",NA
"4063",9
"4064",7
"4065",15
"4066",9
"4067",10
"4068",16
"4069",NA
"4070",30
"4071",NA
"4072",NA
"4073",NA
"4074",NA
"4075",NA
"4076",NA
"4077",6
"4078",18.0666666666676
"4079",NA
"4080",10
"4081",NA
"4082",14.3700000000054
"4083",40
"4084",9
"4085",40
"4086",18.5000200000017
"4087",NA
"4088",9
"4089",11
"4090",NA
"4091",15
"4092",15
"4093",NA
"4094",10
"4095",4
"4096",4
"4097",18.0666666666676
"4098",30
"4099",10
"4100",26
"4101",6
"4102",9
"4103",9
"4104",15
"4105",15.2525866666685
"4106",43
"4107",12.1200000000006
"4108",28.08333333337
"4109",21.05
"4110",12.1200000000006
"4111",NA
"4112",18
"4113",14.3333333333351
"4114",21
"4115",21
"4116",21
"4117",16.4166666666672
"4118",16.4166666666672
"4119",16.4166666666672
"4120",11.8333333333358
"4121",11.8333333333358
"4122",11.8333333333358
"4123",15
"4124",15
"4125",15
"4126",15
"4127",15
"4128",15
"4129",15
"4130",15
"4131",15
"4132",NA
"4133",NA
"4134",NA
"4135",23
"4136",10.7500000000023
"4137",14
"4138",21
"4139",20
"4140",6
"4141",NA
"4142",NA
"4143",26
"4144",10
"4145",5
"4146",NA
"4147",NA
"4148",10.7500000000023
"4149",40
"4150",15
"4151",NA
"4152",10.7500000000023
"4153",NA
"4154",NA
"4155",40
"4156",40
"4157",40
"4158",11
"4159",4
"4160",NA
"4161",NA
"4162",6.16666666666821
"4163",5
"4164",15
"4165",15
"4166",20
"4167",17.8518513333328
"4168",16.4166666666672
"4169",11.8333333333358
"4170",9.3
"4171",10
"4172",28
"4173",23
"4174",12.1200000000006
"4175",NA
"4176",14.3700000000054
"4177",10
"4178",23.260000000006
"4179",10.7166666666687
"4180",9
"4181",40
"4182",31
"4183",NA
"4184",10.7500000000023
"4185",NA
"4186",NA
"4187",NA
"4188",40
"4189",40
"4190",18.4166666666681
"4191",18.7900373333339
"4192",27
"4193",19
"4194",NA
"4195",10
"4196",11
"4197",12
"4198",15
"4199",14
"4200",6.19000000000761
"4201",40
"4202",21
"4203",11
"4204",5.63333333333436
"4205",27
"4206",NA
"4207",NA
"4208",40
"4209",12.8
"4210",20.2508999999947
"4211",29.2499999999946
"4212",7
"4213",27
"4214",NA
"4215",NA
"4216",10.7166666666687
"4217",10.7500000000023
"4218",10
"4219",21.8000000000013
"4220",14
"4221",10
"4222",10
"4223",NA
"4224",10.7500000000023
"4225",15
"4226",35.6333333333313
"4227",45
"4228",11
"4229",4
"4230",NA
"4231",NA
"4232",40
"4233",NA
"4234",NA
"4235",NA
"4236",NA
"4237",19
"4238",11
"4239",8.33333333333377
"4240",7.64087466666558
"4241",18
"4242",5.63333333333436
"4243",10
"4244",10.7500000000023
"4245",NA
"4246",NA
"4247",4
"4248",30
"4249",9
"4250",4
"4251",17
"4252",30
"4253",10.7166666666687
"4254",NA
"4255",10.7166666666687
"4256",14.3700000000054
"4257",7.83333333333444
"4258",8
"4259",35.6333333333313
"4260",19
"4261",17
"4262",13.4999999999987
"4263",14.9440000000028
"4264",9
"4265",NA
"4266",4
"4267",6.19000000000761
"4268",17
"4269",17
"4270",9
"4271",17
"4272",17
"4273",9
"4274",12.8
"4275",13
"4276",NA
"4277",NA
"4278",16.4166666666672
"4279",16.4166666666672
"4280",16.4166666666672
"4281",17
"4282",17
"4283",17
"4284",7
"4285",7
"4286",7
"4287",7
"4288",7
"4289",7
"4290",23
"4291",23
"4292",23
"4293",17
"4294",17
"4295",17
"4296",17
"4297",17
"4298",17
"4299",18
"4300",18
"4301",18
"4302",40
"4303",40
"4304",40
"4305",17
"4306",17
"4307",17
"4308",17
"4309",17
"4310",17
"4311",17
"4312",17
"4313",17
"4314",17
"4315",17
"4316",17
"4317",17
"4318",17
"4319",17
"4320",17
"4321",17
"4322",17
"4323",17
"4324",17
"4325",17
"4326",17
"4327",17
"4328",17
"4329",48
"4330",48
"4331",48
"4332",15
"4333",15
"4334",15
"4335",15
"4336",15
"4337",15
"4338",4
"4339",9.3
"4340",9
"4341",7
"4342",4
"4343",4
"4344",22
"4345",15
"4346",NA
"4347",NA
"4348",18.4999999999816
"4349",20.0099199999931
"4350",13
"4351",6
"4352",NA
"4353",NA
"4354",10.7500000000023
"4355",18.0666666666676
"4356",18
"4357",9.3
"4358",9
"4359",26
"4360",9
"4361",16.4166666666672
"4362",NA
"4363",5
"4364",7
"4365",NA
"4366",17
"4367",18.0666666666676
"4368",3
"4369",23
"4370",17
"4371",17
"4372",NA
"4373",14.3700000000054
"4374",17
"4375",NA
"4376",6
"4377",5.63333333333436
"4378",14.3700000000054
"4379",18.0666666666676
"4380",10
"4381",15
"4382",15
"4383",17
"4384",23
"4385",17
"4386",19
"4387",NA
"4388",17
"4389",9
"4390",14.3700000000054
"4391",18
"4392",7
"4393",21
"4394",9
"4395",15
"4396",17
"4397",9
"4398",4
"4399",15
"4400",15
"4401",20.5
"4402",14.1333333333325
"4403",NA
"4404",48
"4405",9.3
"4406",6
"4407",5
"4408",10
"4409",NA
"4410",7.83333333333444
"4411",10
"4412",NA
"4413",27
"4414",5.63333333333436
"4415",21
"4416",NA
"4417",4
"4418",6
"4419",7
"4420",21
"4421",10
"4422",NA
"4423",15
"4424",NA
"4425",6.19000000000761
"4426",18.0666666666676
"4427",6
"4428",6
"4429",9
"4430",17
"4431",6
"4432",15
"4433",15
"4434",13
"4435",NA
"4436",23
"4437",17
"4438",17
"4439",17
"4440",10
"4441",9
"4442",9
"4443",9
"4444",27
"4445",9
"4446",9
"4447",10.7166666666687
"4448",17
"4449",17
"4450",10
"4451",21
"4452",21
"4453",NA
"4454",10
"4455",15
"4456",NA
"4457",14
"4458",9
"4459",10
"4460",NA
"4461",21.8533333333332
"4462",NA
"4463",15
"4464",15
"4465",17
"4466",21
"4467",9
"4468",9.3
"4469",10.7166666666687
"4470",NA
"4471",NA
"4472",NA
"4473",9
"4474",3
"4475",NA
"4476",13
"4477",21
"4478",8
"4479",14.3700000000054
"4480",14
"4481",9
"4482",9
"4483",27
"4484",17
"4485",7
"4486",18.9166666666672
"4487",14
"4488",NA
"4489",11
"4490",NA
"4491",17
"4492",19.8333333333311
"4493",15
"4494",NA
"4495",NA
"4496",5.00000000000133
"4497",17.6666666666662
"4498",17.6666666666662
"4499",17.6666666666662
"4500",16.4166666666672
"4501",16.4166666666672
"4502",16.4166666666672
"4503",17
"4504",17
"4505",17
"4506",17
"4507",17
"4508",17
"4509",7
"4510",7
"4511",7
"4512",18.9166666666672
"4513",18.9166666666672
"4514",18.9166666666672
"4515",17
"4516",17
"4517",17
"4518",10
"4519",8
"4520",NA
"4521",13
"4522",9
"4523",10.7500000000023
"4524",21
"4525",NA
"4526",21
"4527",9
"4528",15
"4529",30
"4530",14.3700000000054
"4531",19
"4532",8.33333333333643
"4533",NA
"4534",10
"4535",NA
"4536",4
"4537",17
"4538",10
"4539",14
"4540",NA
"4541",18.0666666666676
"4542",15
"4543",15
"4544",13
"4545",19
"4546",6
"4547",6
"4548",4
"4549",4
"4550",4
"4551",4
"4552",10
"4553",18.0666666666676
"4554",16.4166666666672
"4555",14
"4556",8
"4557",4
"4558",16.3333333333338
"4559",NA
"4560",6
"4561",15
"4562",NA
"4563",13
"4564",17.6666666666662
"4565",18.0666666666676
"4566",4
"4567",6
"4568",6
"4569",17
"4570",15
"4571",14
"4572",15
"4573",15
"4574",22
"4575",22
"4576",13
"4577",17.8159999999971
"4578",19
"4579",5
"4580",NA
"4581",18.5
"4582",15
"4583",10.7500000000023
"4584",14
"4585",7
"4586",NA
"4587",NA
"4588",NA
"4589",9
"4590",NA
"4591",9
"4592",9
"4593",18
"4594",15
"4595",15
"4596",NA
"4597",18
"4598",18
"4599",18
"4600",NA
"4601",NA
"4602",NA
"4603",NA
"4604",NA
"4605",7.83333333333444
"4606",NA
"4607",NA
"4608",NA
"4609",15
"4610",7
"4611",NA
"4612",NA
"4613",NA
"4614",10
"4615",21
"4616",9
"4617",10.7500000000023
"4618",7
"4619",12
"4620",8
"4621",NA
"4622",15
"4623",13
"4624",17
"4625",10
"4626",13
"4627",5
"4628",15
"4629",15
"4630",18
"4631",7
"4632",NA
"4633",13
"4634",30
"4635",18
"4636",7
"4637",19
"4638",NA
"4639",15
"4640",16.3333333333338
"4641",13
"4642",8
"4643",7
"4644",45
"4645",10
"4646",4
"4647",10.7500000000023
"4648",26
"4649",10
"4650",30
"4651",7
"4652",9
"4653",16.4166666666672
"4654",10
"4655",NA
"4656",17
"4657",5
"4658",5.0298666666669
"4659",5.61111080000034
"4660",5.3
"4661",9
"4662",19
"4663",15
"4664",15
"4665",24
"4666",9
"4667",22
"4668",3
"4669",9
"4670",11.8333333333358
"4671",15
"4672",NA
"4673",35.6333333333313
"4674",NA
"4675",7
"4676",18.0666666666676
"4677",17
"4678",17
"4679",17
"4680",23
"4681",18
"4682",10.7500000000023
"4683",9
"4684",12.8
"4685",20
"4686",9
"4687",NA
"4688",7
"4689",10
"4690",9
"4691",19
"4692",NA
"4693",NA
"4694",14
"4695",15
"4696",15
"4697",9
"4698",15
"4699",48
"4700",13
"4701",9
"4702",6
"4703",18
"4704",7
"4705",19
"4706",19
"4707",11.9166666666858
"4708",16
"4709",17
"4710",10
"4711",15
"4712",15
"4713",18
"4714",NA
"4715",NA
"4716",7
"4717",15.3499999999881
"4718",10.7500000000023
"4719",NA
"4720",10
"4721",15
"4722",10
"4723",10
"4724",15
"4725",6
"4726",NA
"4727",15
"4728",19
"4729",18
"4730",7
"4731",24
"4732",15
"4733",40
"4734",14.3700000000054
"4735",15
"4736",NA
"4737",14.3700000000054
"4738",9
"4739",15
"4740",NA
"4741",NA
"4742",18
"4743",NA
"4744",NA
"4745",NA
"4746",NA
"4747",NA
"4748",NA
"4749",NA
"4750",NA
"4751",NA
"4752",NA
"4753",9
"4754",NA
"4755",NA
"4756",NA
"4757",NA
"4758",16
"4759",16
"4760",16
"4761",16
"4762",16.4166666666672
"4763",16.4166666666672
"4764",16.4166666666672
"4765",17
"4766",17
"4767",17
"4768",7
"4769",7
"4770",7
"4771",7
"4772",7
"4773",7
"4774",40
"4775",40
"4776",40
"4777",23
"4778",23
"4779",23
"4780",18
"4781",18
"4782",18
"4783",18
"4784",18
"4785",18
"4786",18
"4787",18
"4788",18
"4789",11.8333333333358
"4790",11.8333333333358
"4791",11.8333333333358
"4792",18
"4793",18
"4794",18
"4795",18
"4796",18
"4797",18
"4798",18
"4799",18
"4800",18
"4801",3
"4802",3
"4803",48
"4804",48
"4805",48
"4806",20
"4807",20
"4808",20
"4809",9
"4810",NA
"4811",NA
"4812",NA
"4813",15
"4814",15
"4815",NA
"4816",NA
"4817",35.6333333333313
"4818",NA
"4819",NA
"4820",15
"4821",NA
"4822",9
"4823",17
"4824",15
"4825",15
"4826",15
"4827",13.6499999999988
"4828",NA
"4829",9
"4830",9
"4831",15
"4832",23
"4833",15
"4834",15
"4835",15
"4836",35.6333333333313
"4837",13
"4838",21
"4839",15
"4840",27
"4841",18
"4842",7
"4843",18
"4844",15
"4845",NA
"4846",23
"4847",18
"4848",NA
"4849",NA
"4850",15
"4851",7
"4852",19
"4853",19
"4854",13.2999999999898
"4855",13
"4856",14
"4857",40
"4858",7
"4859",10.3333333333311
"4860",NA
"4861",20.3899999999998
"4862",14
"4863",NA
"4864",NA
"4865",13
"4866",4
"4867",NA
"4868",NA
"4869",15
"4870",15
"4871",NA
"4872",NA
"4873",22
"4874",21
"4875",NA
"4876",22
"4877",15
"4878",NA
"4879",NA
"4880",8
"4881",10.7500000000023
"4882",7
"4883",23
"4884",7
"4885",16
"4886",21
"4887",17.2066666666669
"4888",15
"4889",6.19000000000761
"4890",10
"4891",7
"4892",17
"4893",6
"4894",NA
"4895",16
"4896",7.80415653333259
"4897",10
"4898",11
"4899",10
"4900",36
"4901",9
"4902",9
"4903",15.0272025333331
"4904",9
"4905",13
"4906",9
"4907",10
"4908",23
"4909",9
"4910",NA
"4911",19
"4912",9
"4913",10
"4914",23
"4915",9
"4916",21
"4917",9
"4918",NA
"4919",9
"4920",NA
"4921",NA
"4922",15
"4923",15.001621333333
"4924",9
"4925",14
"4926",5.00000000000133
"4927",16.5000000000085
"4928",7
"4929",NA
"4930",17
"4931",NA
"4932",7.6499999999995
"4933",7
"4934",14
"4935",14
"4936",15
"4937",13
"4938",13
"4939",14
"4940",30
"4941",10.7500000000023
"4942",13
"4943",17
"4944",7
"4945",8
"4946",5.38323299855833
"4947",5
"4948",9
"4949",10
"4950",8
"4951",10
"4952",10
"4953",9
"4954",7
"4955",27
"4956",15
"4957",8
"4958",5.00000000000133
"4959",10
"4960",18
"4961",8
"4962",18
"4963",7
"4964",15
"4965",15
"4966",27
"4967",7.83333333333444
"4968",15
"4969",15
"4970",19.8333333333311
"4971",10
"4972",4
"4973",21
"4974",13
"4975",13
"4976",44
"4977",17
"4978",4
"4979",NA
"4980",10
"4981",9
"4982",16
"4983",15
"4984",NA
"4985",15
"4986",NA
"4987",9
"4988",12
"4989",12
"4990",8
"4991",NA
"4992",7
"4993",20
"4994",NA
"4995",21
"4996",NA
"4997",NA
"4998",NA
"4999",15
"5000",18
"5001",23.260000000006
"5002",10
"5003",9.3
"5004",10
"5005",NA
"5006",19
"5007",22
"5008",4
"5009",8
"5010",7
"5011",19
"5012",19
"5013",45
"5014",7
"5015",18.0666666666676
"5016",9
"5017",19.5000000000034
"5018",18
"5019",14
"5020",40
"5021",16.4166666666672
"5022",7
"5023",22
"5024",15
"5025",15
"5026",7
"5027",NA
"5028",NA
"5029",NA
"5030",NA
"5031",NA
"5032",NA
"5033",NA
"5034",NA
"5035",17
"5036",16.9100000000015
"5037",NA
"5038",NA
"5039",20
"5040",20
"5041",10
"5042",NA
"5043",NA
"5044",34
"5045",27
"5046",7
"5047",8
"5048",13.2333333333331
"5049",9
"5050",7
"5051",9
"5052",16
"5053",15
"5054",NA
"5055",7
"5056",7
"5057",15
"5058",15
"5059",10
"5060",19
"5061",19
"5062",4
"5063",4
"5064",15
"5065",14
"5066",14
"5067",NA
"5068",16
"5069",16
"5070",16
"5071",16.4166666666672
"5072",16.4166666666672
"5073",16.4166666666672
"5074",22
"5075",22
"5076",22
"5077",22
"5078",22
"5079",22
"5080",22
"5081",22
"5082",22
"5083",22
"5084",22
"5085",22
"5086",17
"5087",17
"5088",17
"5089",7
"5090",7
"5091",7
"5092",40
"5093",40
"5094",40
"5095",40
"5096",40
"5097",40
"5098",21
"5099",21
"5100",21
"5101",23
"5102",23
"5103",23
"5104",18
"5105",18
"5106",18
"5107",11.8333333333358
"5108",11.8333333333358
"5109",11.8333333333358
"5110",15
"5111",15
"5112",15
"5113",15
"5114",15
"5115",15
"5116",15
"5117",15
"5118",15
"5119",20
"5120",20
"5121",20
"5122",20
"5123",20
"5124",20
"5125",NA
"5126",15
"5127",7
"5128",8
"5129",8.33333333333643
"5130",13.9000000000017
"5131",4
"5132",14
"5133",NA
"5134",10.7166666666687
"5135",6.19000000000761
"5136",15
"5137",7
"5138",19
"5139",23
"5140",16
"5141",21
"5142",NA
"5143",40
"5144",7
"5145",35.6333333333313
"5146",27
"5147",17
"5148",15
"5149",20
"5150",15
"5151",15
"5152",NA
"5153",NA
"5154",NA
"5155",20
"5156",7
"5157",13.3333333333342
"5158",18
"5159",18
"5160",17
"5161",18
"5162",4
"5163",7
"5164",NA
"5165",10
"5166",NA
"5167",7
"5168",9
"5169",NA
"5170",NA
"5171",9.47999999998101
"5172",34
"5173",7
"5174",7
"5175",9.3
"5176",7
"5177",40
"5178",9
"5179",NA
"5180",16
"5181",7
"5182",7
"5183",7
"5184",4
"5185",7
"5186",4
"5187",NA
"5188",7
"5189",NA
"5190",15
"5191",NA
"5192",18.0666666666676
"5193",10.7500000000023
"5194",4
"5195",22
"5196",9
"5197",8.33333333333643
"5198",21
"5199",8.62890047423035
"5200",40
"5201",40
"5202",4
"5203",43.1900321764781
"5204",44
"5205",18
"5206",4
"5207",19
"5208",20
"5209",25
"5210",20
"5211",9
"5212",11.8333333333358
"5213",9
"5214",NA
"5215",NA
"5216",22
"5217",19
"5218",10
"5219",NA
"5220",NA
"5221",14
"5222",20.3899999999998
"5223",26
"5224",20
"5225",16
"5226",15
"5227",4.94471519997712
"5228",17
"5229",26
"5230",19
"5231",NA
"5232",NA
"5233",3
"5234",10
"5235",22
"5236",8
"5237",10.7500000000023
"5238",10
"5239",23
"5240",7
"5241",22
"5242",15
"5243",19
"5244",10
"5245",7
"5246",16
"5247",7
"5248",NA
"5249",16.0666666666679
"5250",NA
"5251",18
"5252",21
"5253",NA
"5254",20.8333333333349
"5255",10.7500000000023
"5256",10
"5257",15
"5258",15
"5259",21
"5260",16
"5261",15
"5262",15
"5263",17.1000000000006
"5264",8
"5265",10.7166666666687
"5266",NA
"5267",NA
"5268",9
"5269",16
"5270",NA
"5271",14
"5272",4
"5273",15
"5274",4
"5275",4
"5276",4
"5277",NA
"5278",18.0666666666676
"5279",7
"5280",19
"5281",18
"5282",15
"5283",15
"5284",15
"5285",9
"5286",27
"5287",10.7500000000023
"5288",10.7500000000023
"5289",45
"5290",NA
"5291",40
"5292",10.7500000000023
"5293",6
"5294",NA
"5295",NA
"5296",18.4999999999816
"5297",8.33333333333643
"5298",23
"5299",15
"5300",15
"5301",NA
"5302",9
"5303",4
"5304",10.7500000000023
"5305",15
"5306",15
"5307",18
"5308",15
"5309",14
"5310",14
"5311",15
"5312",16
"5313",20.1666666666669
"5314",20.1666666666669
"5315",20.1666666666669
"5316",22
"5317",22
"5318",22
"5319",15
"5320",15
"5321",15
"5322",15
"5323",15
"5324",15
"5325",18.4999999999816
"5326",18.4999999999816
"5327",18.4999999999816
"5328",18.4999999999816
"5329",18.4999999999816
"5330",18.4999999999816
"5331",18
"5332",18
"5333",18
"5334",18
"5335",18
"5336",18
"5337",40
"5338",40
"5339",40
"5340",20.8333333333349
"5341",20.8333333333349
"5342",20.8333333333349
"5343",15
"5344",15
"5345",15
"5346",15
"5347",15
"5348",15
"5349",15
"5350",15
"5351",15
"5352",20
"5353",20
"5354",20
"5355",NA
"5356",NA
"5357",14
"5358",NA
"5359",NA
"5360",18
"5361",18
"5362",NA
"5363",NA
"5364",40
"5365",9
"5366",15
"5367",7
"5368",14
"5369",9
"5370",16
"5371",10
"5372",21
"5373",24
"5374",NA
"5375",7
"5376",NA
"5377",NA
"5378",6.19000000000761
"5379",5
"5380",NA
"5381",15.9186519999967
"5382",21
"5383",22
"5384",19
"5385",5
"5386",7
"5387",8
"5388",45
"5389",6
"5390",22
"5391",15
"5392",NA
"5393",16
"5394",4
"5395",4
"5396",30
"5397",NA
"5398",16.0833411333333
"5399",NA
"5400",15
"5401",NA
"5402",9
"5403",10
"5404",10
"5405",20.1666666666669
"5406",6.39999999999318
"5407",6
"5408",13.2999999999898
"5409",19
"5410",26
"5411",7
"5412",15
"5413",20
"5414",7
"5415",7.83333333333444
"5416",6
"5417",6
"5418",19
"5419",14
"5420",10
"5421",7
"5422",18.4999999999816
"5423",NA
"5424",NA
"5425",NA
"5426",5.63333333333436
"5427",NA
"5428",11.48
"5429",12.3270186666638
"5430",12
"5431",18
"5432",18
"5433",18
"5434",15
"5435",18
"5436",7
"5437",13
"5438",9
"5439",15
"5440",15
"5441",NA
"5442",4
"5443",30
"5444",13
"5445",10
"5446",9
"5447",10
"5448",15
"5449",15
"5450",22
"5451",NA
"5452",15
"5453",NA
"5454",NA
"5455",NA
"5456",17
"5457",17
"5458",NA
"5459",NA
"5460",7
"5461",13
"5462",13
"5463",NA
"5464",15
"5465",14.3700000000054
"5466",20
"5467",20
"5468",19.8333333333311
"5469",NA
"5470",18
"5471",19
"5472",NA
"5473",5
"5474",16.0666666666679
"5475",21
"5476",30
"5477",17.6666666666662
"5478",8
"5479",NA
"5480",12.8
"5481",NA
"5482",30.9999999999693
"5483",13
"5484",11
"5485",NA
"5486",NA
"5487",NA
"5488",11
"5489",NA
"5490",18
"5491",21
"5492",NA
"5493",10.8333333333358
"5494",15
"5495",22
"5496",NA
"5497",17
"5498",NA
"5499",39.8333333333278
"5500",15
"5501",15
"5502",10
"5503",18
"5504",11.6418133333291
"5505",12.2
"5506",17
"5507",18
"5508",13.2333333333331
"5509",15
"5510",NA
"5511",NA
"5512",NA
"5513",13
"5514",15
"5515",5.00000000000133
"5516",23
"5517",48
"5518",13
"5519",17
"5520",NA
"5521",8
"5522",15
"5523",18
"5524",7
"5525",6
"5526",30
"5527",9
"5528",5.00000000000133
"5529",10
"5530",15.3499999999881
"5531",NA
"5532",NA
"5533",NA
"5534",22
"5535",7
"5536",20
"5537",6
"5538",22
"5539",4
"5540",20
"5541",20
"5542",20
"5543",20
"5544",4
"5545",20
"5546",10
"5547",4
"5548",NA
"5549",18
"5550",10.8333333333358
"5551",20
"5552",16
"5553",7
"5554",3
"5555",NA
"5556",NA
"5557",NA
"5558",16.0666666666679
"5559",20
"5560",10.2333333333371
"5561",19.8333333333311
"5562",7
"5563",19.8333333333311
"5564",NA
"5565",NA
"5566",NA
"5567",NA
"5568",9
"5569",15
"5570",16
"5571",4
"5572",4
"5573",17.6666666666662
"5574",17.6666666666662
"5575",17.6666666666662
"5576",22
"5577",22
"5578",22
"5579",22
"5580",22
"5581",22
"5582",22
"5583",22
"5584",22
"5585",22
"5586",22
"5587",22
"5588",17
"5589",17
"5590",17
"5591",15
"5592",15
"5593",15
"5594",15
"5595",15
"5596",15
"5597",15
"5598",15
"5599",15
"5600",10.8333333333358
"5601",10.8333333333358
"5602",10.8333333333358
"5603",10.8333333333358
"5604",10.8333333333358
"5605",10.8333333333358
"5606",18
"5607",18
"5608",18
"5609",18
"5610",18
"5611",18
"5612",18
"5613",18
"5614",18
"5615",30.9999999999693
"5616",30.9999999999693
"5617",30.9999999999693
"5618",11.8333333333358
"5619",11.8333333333358
"5620",11.8333333333358
"5621",18
"5622",18
"5623",18
"5624",48
"5625",48
"5626",48
"5627",15
"5628",15
"5629",NA
"5630",23
"5631",10
"5632",22
"5633",9
"5634",11
"5635",11
"5636",7
"5637",15
"5638",15
"5639",NA
"5640",17
"5641",17
"5642",7
"5643",15
"5644",3
"5645",7
"5646",7
"5647",9
"5648",NA
"5649",19
"5650",6
"5651",NA
"5652",14
"5653",14
"5654",10.7500000000023
"5655",NA
"5656",6.19000000000761
"5657",10
"5658",NA
"5659",NA
"5660",NA
"5661",14
"5662",18
"5663",14.3700000000054
"5664",16.0666666666679
"5665",11.8333333333358
"5666",9
"5667",10.7500000000023
"5668",15
"5669",NA
"5670",10.2333333333371
"5671",NA
"5672",4
"5673",4
"5674",10
"5675",NA
"5676",15
"5677",15
"5678",21
"5679",NA
"5680",10.7500000000023
"5681",6
"5682",19.8333333333311
"5683",NA
"5684",8.33333333333643
"5685",8
"5686",4
"5687",4
"5688",10.7500000000023
"5689",NA
"5690",16.0666666666679
"5691",16.0666666666679
"5692",NA
"5693",NA
"5694",NA
"5695",10.7500000000023
"5696",22
"5697",36
"5698",10
"5699",16
"5700",4
"5701",16
"5702",21
"5703",10
"5704",22
"5705",21
"5706",21
"5707",19
"5708",36
"5709",21
"5710",9
"5711",19
"5712",21
"5713",19
"5714",10
"5715",26
"5716",10.7500000000023
"5717",NA
"5718",14.8333333333311
"5719",15
"5720",4
"5721",4
"5722",18
"5723",18
"5724",14
"5725",14
"5726",15
"5727",15.0999999999993
"5728",NA
"5729",NA
"5730",NA
"5731",NA
"5732",8.33333333333643
"5733",11.2499999999995
"5734",7.51468799999955
"5735",23
"5736",11
"5737",7
"5738",13.1833333333328
"5739",NA
"5740",10
"5741",17
"5742",NA
"5743",4
