"","GRAVsite"
"4044",1
"4045",0.7
"4046",3
"4047",10
"4048",3
"4049",8
"4050",25
"4051",0
"4052",3
"4053",NA
"4054",2
"4055",NA
"4056",1
"4057",7.58333333333278
"4058",3.33336666664012
"4059",0
"4060",6
"4061",22
"4062",NA
"4063",8
"4064",2
"4065",22
"4066",1
"4067",1
"4068",1
"4069",NA
"4070",2
"4071",NA
"4072",NA
"4073",NA
"4074",NA
"4075",NA
"4076",NA
"4077",0
"4078",3
"4079",NA
"4080",1
"4081",NA
"4082",2.20999999999821
"4083",3
"4084",1
"4085",3
"4086",9.50001200000099
"4087",NA
"4088",1
"4089",1
"4090",NA
"4091",22
"4092",22
"4093",NA
"4094",1
"4095",7
"4096",7
"4097",3
"4098",2
"4099",1
"4100",1
"4101",2
"4102",1
"4103",1
"4104",25
"4105",24.4948266666629
"4106",14
"4107",3.21000000000109
"4108",11.8333333333341
"4109",4.9
"4110",3.21000000000109
"4111",NA
"4112",3
"4113",1
"4114",3
"4115",3
"4116",3
"4117",23.4166666666646
"4118",23.4166666666646
"4119",23.4166666666646
"4120",1.00000000000133
"4121",1.00000000000133
"4122",1.00000000000133
"4123",25
"4124",25
"4125",25
"4126",25
"4127",25
"4128",25
"4129",25
"4130",25
"4131",25
"4132",NA
"4133",NA
"4134",NA
"4135",2
"4136",7.58333333333278
"4137",7
"4138",1
"4139",13
"4140",9
"4141",NA
"4142",NA
"4143",1
"4144",1
"4145",0
"4146",NA
"4147",NA
"4148",7.58333333333278
"4149",3
"4150",25
"4151",NA
"4152",7.58333333333278
"4153",NA
"4154",NA
"4155",3
"4156",3
"4157",3
"4158",1
"4159",7
"4160",NA
"4161",NA
"4162",24.1666666666642
"4163",26
"4164",25
"4165",25
"4166",1
"4167",15.740743333336
"4168",23.4166666666646
"4169",1.00000000000133
"4170",1
"4171",40
"4172",0
"4173",0
"4174",3.21000000000109
"4175",NA
"4176",2.20999999999821
"4177",1
"4178",2.21000000000099
"4179",15.4833333332598
"4180",1
"4181",3
"4182",1
"4183",NA
"4184",7.58333333333278
"4185",NA
"4186",NA
"4187",NA
"4188",3
"4189",3
"4190",14.8333333333717
"4191",24.540970666682
"4192",0
"4193",5
"4194",NA
"4195",1
"4196",1
"4197",7
"4198",4
"4199",2
"4200",0.0700000000004476
"4201",3
"4202",3
"4203",1
"4204",1.28333333332973
"4205",0
"4206",NA
"4207",NA
"4208",5
"4209",0.7
"4210",6
"4211",6
"4212",0
"4213",0
"4214",NA
"4215",NA
"4216",15.4833333332598
"4217",7.58333333333278
"4218",1
"4219",0.999999999993368
"4220",7
"4221",1
"4222",1
"4223",NA
"4224",7.58333333333278
"4225",22
"4226",6
"4227",4
"4228",1
"4229",7
"4230",NA
"4231",NA
"4232",5
"4233",NA
"4234",NA
"4235",NA
"4236",NA
"4237",8
"4238",1
"4239",23.3333333333378
"4240",16.4087466666558
"4241",4
"4242",1.28333333332973
"4243",1
"4244",7.58333333333278
"4245",NA
"4246",NA
"4247",7
"4248",2
"4249",1
"4250",7
"4251",3
"4252",2
"4253",15.4833333332598
"4254",NA
"4255",15.4833333332598
"4256",2.20999999999821
"4257",1.33333333333378
"4258",3
"4259",6
"4260",5
"4261",1
"4262",28.1666666666689
"4263",29.1039999999948
"4264",1
"4265",NA
"4266",7
"4267",0.0700000000004476
"4268",21
"4269",22.2499886000099
"4270",1
"4271",4
"4272",3
"4273",1
"4274",0.7
"4275",9
"4276",NA
"4277",NA
"4278",23.4166666666646
"4279",23.4166666666646
"4280",23.4166666666646
"4281",14
"4282",14
"4283",14
"4284",0
"4285",0
"4286",0
"4287",0
"4288",0
"4289",0
"4290",8
"4291",8
"4292",8
"4293",3
"4294",3
"4295",3
"4296",3
"4297",3
"4298",3
"4299",8
"4300",8
"4301",8
"4302",5
"4303",5
"4304",5
"4305",1
"4306",1
"4307",1
"4308",1
"4309",1
"4310",1
"4311",1
"4312",1
"4313",1
"4314",1
"4315",1
"4316",1
"4317",1
"4318",1
"4319",1
"4320",1
"4321",1
"4322",1
"4323",1
"4324",1
"4325",1
"4326",1
"4327",1
"4328",1
"4329",4
"4330",4
"4331",4
"4332",25
"4333",25
"4334",25
"4335",25
"4336",25
"4337",25
"4338",7
"4339",1
"4340",1
"4341",2
"4342",7
"4343",7
"4344",10
"4345",22
"4346",NA
"4347",NA
"4348",10.4166666667432
"4349",4.12533333336209
"4350",4
"4351",2
"4352",NA
"4353",NA
"4354",7.58333333333278
"4355",3
"4356",5
"4357",1
"4358",8
"4359",2
"4360",1
"4361",23.4166666666646
"4362",NA
"4363",0
"4364",10
"4365",NA
"4366",1
"4367",3
"4368",0
"4369",1
"4370",1
"4371",14
"4372",NA
"4373",2.20999999999821
"4374",1
"4375",NA
"4376",17
"4377",1.28333333332973
"4378",2.20999999999821
"4379",3
"4380",1
"4381",25
"4382",4
"4383",1
"4384",8
"4385",1
"4386",8
"4387",NA
"4388",1
"4389",1
"4390",2.20999999999821
"4391",8
"4392",2
"4393",1
"4394",1
"4395",25
"4396",3
"4397",1
"4398",1
"4399",22
"4400",22
"4401",4.2
"4402",2.09999999999934
"4403",NA
"4404",4
"4405",1
"4406",9
"4407",0
"4408",1
"4409",NA
"4410",1.33333333333378
"4411",1
"4412",NA
"4413",0
"4414",1.28333333332973
"4415",10
"4416",NA
"4417",7
"4418",1
"4419",0
"4420",1
"4421",1
"4422",NA
"4423",4
"4424",NA
"4425",0.0700000000004476
"4426",3
"4427",17
"4428",17
"4429",1
"4430",1
"4431",52
"4432",22
"4433",22
"4434",4
"4435",NA
"4436",2
"4437",24
"4438",24
"4439",4
"4440",1
"4441",1
"4442",1
"4443",5
"4444",0
"4445",8
"4446",1
"4447",15.4833333332598
"4448",0
"4449",0
"4450",1
"4451",3
"4452",3
"4453",NA
"4454",1
"4455",3
"4456",NA
"4457",2
"4458",1
"4459",1
"4460",NA
"4461",9.74333333333318
"4462",NA
"4463",4
"4464",22
"4465",4
"4466",10
"4467",1
"4468",1
"4469",15.4833333332598
"4470",NA
"4471",NA
"4472",NA
"4473",1
"4474",0
"4475",NA
"4476",4
"4477",1
"4478",3
"4479",2.20999999999821
"4480",14
"4481",1
"4482",1
"4483",0
"4484",14
"4485",0
"4486",9.75000000000033
"4487",2
"4488",NA
"4489",1
"4490",NA
"4491",14
"4492",15.8333333333444
"4493",4
"4494",NA
"4495",NA
"4496",9.16666666666689
"4497",3.83333333333311
"4498",3.83333333333311
"4499",3.83333333333311
"4500",23.4166666666646
"4501",23.4166666666646
"4502",23.4166666666646
"4503",14
"4504",14
"4505",14
"4506",14
"4507",14
"4508",14
"4509",0
"4510",0
"4511",0
"4512",9.75000000000033
"4513",9.75000000000033
"4514",9.75000000000033
"4515",3
"4516",3
"4517",3
"4518",1
"4519",4
"4520",NA
"4521",4
"4522",1
"4523",7.58333333333278
"4524",1
"4525",NA
"4526",1
"4527",1
"4528",25
"4529",2
"4530",2.20999999999821
"4531",3
"4532",3
"4533",NA
"4534",1
"4535",NA
"4536",7
"4537",4
"4538",1
"4539",2
"4540",NA
"4541",3
"4542",25
"4543",25
"4544",4
"4545",5
"4546",0
"4547",0
"4548",1
"4549",7
"4550",7
"4551",7
"4552",1
"4553",3
"4554",23.4166666666646
"4555",7
"4556",4
"4557",1
"4558",1.33333333333378
"4559",NA
"4560",52
"4561",3
"4562",NA
"4563",4
"4564",3.83333333333311
"4565",3
"4566",7
"4567",0
"4568",0
"4569",4
"4570",4
"4571",6
"4572",22
"4573",22
"4574",0
"4575",0
"4576",22
"4577",1.40799999999857
"4578",2
"4579",0
"4580",NA
"4581",12.5
"4582",25
"4583",7.58333333333278
"4584",6
"4585",2
"4586",NA
"4587",NA
"4588",NA
"4589",1
"4590",NA
"4591",1
"4592",8
"4593",5
"4594",4
"4595",1
"4596",NA
"4597",3
"4598",3
"4599",3
"4600",NA
"4601",NA
"4602",NA
"4603",NA
"4604",NA
"4605",1.33333333333378
"4606",NA
"4607",NA
"4608",NA
"4609",4
"4610",2
"4611",NA
"4612",NA
"4613",NA
"4614",1
"4615",0
"4616",1
"4617",7.58333333333278
"4618",2
"4619",7
"4620",3
"4621",NA
"4622",4
"4623",4
"4624",3
"4625",1
"4626",4
"4627",0
"4628",22
"4629",22
"4630",3
"4631",2
"4632",NA
"4633",22
"4634",2
"4635",3
"4636",2
"4637",7
"4638",NA
"4639",1
"4640",1.33333333333378
"4641",4
"4642",4
"4643",2
"4644",4
"4645",1
"4646",3
"4647",7.58333333333278
"4648",1
"4649",1
"4650",2
"4651",2
"4652",1
"4653",23.4166666666646
"4654",1
"4655",NA
"4656",3
"4657",0
"4658",0.433066666670028
"4659",8.86110660000497
"4660",4.35
"4661",1
"4662",5
"4663",25
"4664",4
"4665",2
"4666",1
"4667",1
"4668",0
"4669",1
"4670",1.00000000000133
"4671",1
"4672",NA
"4673",6
"4674",NA
"4675",2
"4676",3
"4677",21
"4678",21
"4679",14
"4680",8
"4681",3
"4682",7.58333333333278
"4683",1
"4684",0.7
"4685",5
"4686",1
"4687",NA
"4688",2
"4689",40
"4690",1
"4691",5
"4692",NA
"4693",NA
"4694",2
"4695",22
"4696",22
"4697",8
"4698",1
"4699",4
"4700",22
"4701",40
"4702",0
"4703",6
"4704",29
"4705",0
"4706",0
"4707",35.4166666666366
"4708",29
"4709",14
"4710",1
"4711",4
"4712",4
"4713",8
"4714",NA
"4715",NA
"4716",2
"4717",23.7500000000426
"4718",7.58333333333278
"4719",NA
"4720",1
"4721",1
"4722",1
"4723",1
"4724",1
"4725",9
"4726",NA
"4727",22
"4728",5
"4729",3
"4730",10
"4731",0
"4732",9
"4733",5
"4734",2.20999999999821
"4735",1
"4736",NA
"4737",2.20999999999821
"4738",1
"4739",1
"4740",NA
"4741",NA
"4742",25
"4743",NA
"4744",NA
"4745",NA
"4746",NA
"4747",NA
"4748",NA
"4749",NA
"4750",NA
"4751",NA
"4752",NA
"4753",1
"4754",NA
"4755",NA
"4756",NA
"4757",NA
"4758",1
"4759",3
"4760",3
"4761",3
"4762",23.4166666666646
"4763",23.4166666666646
"4764",23.4166666666646
"4765",14
"4766",14
"4767",14
"4768",0
"4769",0
"4770",0
"4771",0
"4772",0
"4773",0
"4774",5
"4775",5
"4776",5
"4777",8
"4778",8
"4779",8
"4780",25
"4781",25
"4782",25
"4783",25
"4784",25
"4785",25
"4786",25
"4787",25
"4788",25
"4789",1.00000000000133
"4790",1.00000000000133
"4791",1.00000000000133
"4792",8
"4793",8
"4794",8
"4795",8
"4796",8
"4797",8
"4798",8
"4799",8
"4800",8
"4801",0
"4802",0
"4803",4
"4804",4
"4805",4
"4806",5
"4807",5
"4808",5
"4809",1
"4810",NA
"4811",NA
"4812",NA
"4813",22
"4814",22
"4815",NA
"4816",NA
"4817",6
"4818",NA
"4819",NA
"4820",1
"4821",NA
"4822",1
"4823",4
"4824",1
"4825",22
"4826",22
"4827",9.00000000002387
"4828",NA
"4829",1
"4830",1
"4831",1
"4832",2
"4833",1
"4834",1
"4835",1
"4836",6
"4837",22
"4838",1
"4839",1
"4840",0
"4841",3
"4842",2
"4843",8
"4844",1
"4845",NA
"4846",2
"4847",25
"4848",NA
"4849",NA
"4850",1
"4851",0
"4852",3
"4853",3
"4854",15.7999999999727
"4855",22
"4856",6
"4857",5
"4858",2
"4859",3.83333333333444
"4860",NA
"4861",5
"4862",6
"4863",NA
"4864",NA
"4865",22
"4866",3
"4867",NA
"4868",NA
"4869",22
"4870",22
"4871",NA
"4872",NA
"4873",2
"4874",11.25
"4875",NA
"4876",2
"4877",22
"4878",NA
"4879",NA
"4880",3
"4881",7.58333333333278
"4882",2
"4883",8
"4884",2
"4885",3
"4886",1
"4887",12.7599999999987
"4888",25
"4889",0.0700000000004476
"4890",1
"4891",2
"4892",8
"4893",1
"4894",NA
"4895",1
"4896",1
"4897",1
"4898",1
"4899",1
"4900",0
"4901",1
"4902",2
"4903",13.7279746666692
"4904",1
"4905",3
"4906",1
"4907",1
"4908",2
"4909",1
"4910",NA
"4911",7
"4912",1
"4913",1
"4914",7
"4915",1
"4916",1
"4917",1
"4918",NA
"4919",1
"4920",NA
"4921",NA
"4922",4
"4923",3.99928533333349
"4924",1
"4925",6
"4926",9.16666666666689
"4927",13.7499999999702
"4928",2
"4929",NA
"4930",4
"4931",NA
"4932",14.4333333333341
"4933",2
"4934",2
"4935",2
"4936",4
"4937",4
"4938",22
"4939",7
"4940",2
"4941",7.58333333333278
"4942",9
"4943",3
"4944",2
"4945",1
"4946",1.91616499279167
"4947",1
"4948",1
"4949",1
"4950",1
"4951",1
"4952",1
"4953",1
"4954",10
"4955",0
"4956",4
"4957",3
"4958",9.16666666666689
"4959",1
"4960",25
"4961",8
"4962",8
"4963",0
"4964",22
"4965",22
"4966",0
"4967",1.33333333333378
"4968",22
"4969",22
"4970",15.8333333333444
"4971",1
"4972",3
"4973",11
"4974",23
"4975",23
"4976",14
"4977",4
"4978",1
"4979",NA
"4980",1
"4981",1
"4982",25
"4983",4
"4984",NA
"4985",3
"4986",NA
"4987",1
"4988",3
"4989",3
"4990",4
"4991",NA
"4992",2
"4993",5
"4994",NA
"4995",3
"4996",NA
"4997",NA
"4998",NA
"4999",22
"5000",6
"5001",2.21000000000099
"5002",1
"5003",1
"5004",1
"5005",NA
"5006",2
"5007",1
"5008",7
"5009",4
"5010",2
"5011",5
"5012",0
"5013",4
"5014",2
"5015",3
"5016",8
"5017",6.00000000001364
"5018",3
"5019",2
"5020",5
"5021",23.4166666666646
"5022",2
"5023",1
"5024",3
"5025",3
"5026",2
"5027",NA
"5028",NA
"5029",NA
"5030",NA
"5031",NA
"5032",NA
"5033",NA
"5034",NA
"5035",4
"5036",22.7600000000041
"5037",NA
"5038",NA
"5039",16
"5040",16
"5041",1
"5042",NA
"5043",NA
"5044",0
"5045",0
"5046",0
"5047",8
"5048",17.3333333333378
"5049",1
"5050",2
"5051",1
"5052",1
"5053",22
"5054",NA
"5055",2
"5056",2
"5057",25
"5058",22
"5059",1
"5060",3
"5061",1
"5062",7
"5063",7
"5064",22
"5065",2
"5066",2
"5067",NA
"5068",3
"5069",3
"5070",3
"5071",23.4166666666646
"5072",23.4166666666646
"5073",23.4166666666646
"5074",10
"5075",10
"5076",10
"5077",10
"5078",10
"5079",10
"5080",10
"5081",10
"5082",10
"5083",10
"5084",10
"5085",10
"5086",14
"5087",14
"5088",14
"5089",0
"5090",0
"5091",0
"5092",5
"5093",5
"5094",5
"5095",5
"5096",5
"5097",5
"5098",11
"5099",11
"5100",11
"5101",8
"5102",8
"5103",8
"5104",13
"5105",13
"5106",13
"5107",1.00000000000133
"5108",1.00000000000133
"5109",1.00000000000133
"5110",25
"5111",25
"5112",25
"5113",25
"5114",25
"5115",25
"5116",25
"5117",25
"5118",25
"5119",5
"5120",5
"5121",5
"5122",5
"5123",5
"5124",5
"5125",NA
"5126",22
"5127",2
"5128",4
"5129",3
"5130",3.99999999996589
"5131",7
"5132",2
"5133",NA
"5134",15.4833333332598
"5135",0.0700000000004476
"5136",25
"5137",2
"5138",3
"5139",8
"5140",3
"5141",1
"5142",NA
"5143",5
"5144",10
"5145",6
"5146",0
"5147",4
"5148",25
"5149",5
"5150",22
"5151",22
"5152",NA
"5153",NA
"5154",NA
"5155",5
"5156",2
"5157",29.0833333333336
"5158",3
"5159",3
"5160",14
"5161",13
"5162",1
"5163",10
"5164",NA
"5165",1
"5166",NA
"5167",2
"5168",40
"5169",NA
"5170",NA
"5171",24.6500000000237
"5172",0
"5173",2
"5174",2
"5175",1
"5176",2
"5177",5
"5178",1
"5179",NA
"5180",25
"5181",2
"5182",2
"5183",2
"5184",7
"5185",2
"5186",7
"5187",NA
"5188",2
"5189",NA
"5190",22
"5191",NA
"5192",3
"5193",7.58333333333278
"5194",1
"5195",10
"5196",8
"5197",3
"5198",1
"5199",9.5597566285864
"5200",3
"5201",0
"5202",1
"5203",0
"5204",0
"5205",0
"5206",1
"5207",0
"5208",1
"5209",0
"5210",28
"5211",1
"5212",1.00000000000133
"5213",1
"5214",NA
"5215",NA
"5216",10
"5217",0
"5218",0
"5219",NA
"5220",NA
"5221",2
"5222",5
"5223",0
"5224",1
"5225",1
"5226",4
"5227",0.363351999991199
"5228",4
"5229",1
"5230",7
"5231",NA
"5232",NA
"5233",0
"5234",10
"5235",10
"5236",3
"5237",7.58333333333278
"5238",1
"5239",8
"5240",10
"5241",10
"5242",4
"5243",5
"5244",1
"5245",10
"5246",6
"5247",29
"5248",NA
"5249",5.31666666668941
"5250",NA
"5251",3
"5252",3
"5253",NA
"5254",8.58333333332781
"5255",7.58333333333278
"5256",1
"5257",22
"5258",22
"5259",1
"5260",6
"5261",22
"5262",22
"5263",23.2500000000045
"5264",3
"5265",15.4833333332598
"5266",NA
"5267",NA
"5268",1
"5269",3
"5270",NA
"5271",6
"5272",7
"5273",25
"5274",7
"5275",7
"5276",1
"5277",NA
"5278",3
"5279",2
"5280",5
"5281",25
"5282",4
"5283",22
"5284",22
"5285",1
"5286",0
"5287",7.58333333333278
"5288",7.58333333333278
"5289",4
"5290",NA
"5291",5
"5292",7.58333333333278
"5293",9
"5294",NA
"5295",NA
"5296",10.4166666667432
"5297",3
"5298",1
"5299",25
"5300",25
"5301",NA
"5302",1
"5303",7
"5304",7.58333333333278
"5305",22
"5306",22
"5307",8
"5308",4
"5309",14
"5310",2
"5311",4
"5312",15
"5313",3
"5314",3
"5315",3
"5316",10
"5317",10
"5318",10
"5319",25
"5320",25
"5321",25
"5322",25
"5323",25
"5324",25
"5325",10.4166666667432
"5326",10.4166666667432
"5327",10.4166666667432
"5328",10.4166666667432
"5329",10.4166666667432
"5330",10.4166666667432
"5331",25
"5332",25
"5333",25
"5334",8
"5335",8
"5336",8
"5337",5
"5338",5
"5339",5
"5340",8.58333333332781
"5341",8.58333333332781
"5342",8.58333333332781
"5343",25
"5344",25
"5345",25
"5346",25
"5347",25
"5348",25
"5349",25
"5350",25
"5351",25
"5352",5
"5353",5
"5354",5
"5355",NA
"5356",NA
"5357",1
"5358",NA
"5359",NA
"5360",25
"5361",25
"5362",NA
"5363",NA
"5364",5
"5365",1
"5366",14
"5367",2
"5368",6
"5369",1
"5370",15
"5371",1
"5372",8
"5373",3
"5374",NA
"5375",2
"5376",NA
"5377",NA
"5378",0.0700000000004476
"5379",0
"5380",NA
"5381",11.775595599999
"5382",0
"5383",11
"5384",1
"5385",21
"5386",10
"5387",10
"5388",4
"5389",9
"5390",2
"5391",2
"5392",NA
"5393",6
"5394",7
"5395",7
"5396",2
"5397",NA
"5398",20.5555763555555
"5399",NA
"5400",4
"5401",NA
"5402",1
"5403",1
"5404",0
"5405",3
"5406",3.99999999993179
"5407",0
"5408",15.7999999999727
"5409",7
"5410",1
"5411",2
"5412",4
"5413",5
"5414",2
"5415",1.33333333333378
"5416",17
"5417",17
"5418",12
"5419",14
"5420",1
"5421",2
"5422",10.4166666667432
"5423",NA
"5424",NA
"5425",NA
"5426",1.28333333332973
"5427",NA
"5428",25.94
"5429",17.893322666694
"5430",3
"5431",3
"5432",3
"5433",3
"5434",4
"5435",4
"5436",2
"5437",4
"5438",8
"5439",22
"5440",22
"5441",NA
"5442",3
"5443",2
"5444",22
"5445",1
"5446",1
"5447",1
"5448",25
"5449",1
"5450",10
"5451",NA
"5452",25
"5453",NA
"5454",NA
"5455",NA
"5456",4
"5457",3
"5458",NA
"5459",NA
"5460",29
"5461",22
"5462",22
"5463",NA
"5464",25
"5465",2.20999999999821
"5466",1
"5467",1
"5468",15.8333333333444
"5469",NA
"5470",3
"5471",8
"5472",NA
"5473",1
"5474",5.31666666668941
"5475",1
"5476",2
"5477",3.83333333333311
"5478",4
"5479",NA
"5480",0.7
"5481",NA
"5482",7.50000000000853
"5483",4
"5484",3
"5485",NA
"5486",NA
"5487",NA
"5488",3
"5489",NA
"5490",25
"5491",10
"5492",NA
"5493",34.1666666666589
"5494",22
"5495",10
"5496",NA
"5497",4
"5498",NA
"5499",12.1666666666642
"5500",22
"5501",22
"5502",1
"5503",8
"5504",24.4027733333733
"5505",19.1
"5506",14
"5507",3
"5508",17.3333333333378
"5509",22
"5510",NA
"5511",NA
"5512",NA
"5513",4
"5514",25
"5515",9.16666666666689
"5516",2
"5517",4
"5518",4
"5519",4
"5520",NA
"5521",42
"5522",29
"5523",3
"5524",2
"5525",9
"5526",2
"5527",1
"5528",9.16666666666689
"5529",1
"5530",23.7500000000426
"5531",NA
"5532",NA
"5533",NA
"5534",10
"5535",2
"5536",2
"5537",9
"5538",2
"5539",0
"5540",2
"5541",2
"5542",2
"5543",2
"5544",0.833095203240382
"5545",5
"5546",1
"5547",1
"5548",NA
"5549",3
"5550",34.1666666666589
"5551",3
"5552",3
"5553",29
"5554",0
"5555",NA
"5556",NA
"5557",NA
"5558",5.31666666668941
"5559",7
"5560",1.63333333333311
"5561",15.8333333333444
"5562",2
"5563",15.8333333333444
"5564",NA
"5565",NA
"5566",NA
"5567",NA
"5568",5
"5569",22
"5570",3
"5571",7
"5572",7
"5573",3.83333333333311
"5574",3.83333333333311
"5575",3.83333333333311
"5576",10
"5577",10
"5578",10
"5579",10
"5580",10
"5581",10
"5582",10
"5583",10
"5584",10
"5585",10
"5586",10
"5587",10
"5588",14
"5589",14
"5590",14
"5591",25
"5592",25
"5593",25
"5594",25
"5595",25
"5596",25
"5597",25
"5598",25
"5599",25
"5600",34.1666666666589
"5601",34.1666666666589
"5602",34.1666666666589
"5603",34.1666666666589
"5604",34.1666666666589
"5605",34.1666666666589
"5606",3
"5607",3
"5608",3
"5609",25
"5610",25
"5611",25
"5612",25
"5613",25
"5614",25
"5615",7.50000000000853
"5616",7.50000000000853
"5617",7.50000000000853
"5618",1.00000000000133
"5619",1.00000000000133
"5620",1.00000000000133
"5621",8
"5622",8
"5623",8
"5624",4
"5625",4
"5626",4
"5627",22
"5628",22
"5629",NA
"5630",8
"5631",40
"5632",10
"5633",1
"5634",3
"5635",3
"5636",2
"5637",22
"5638",22
"5639",NA
"5640",3
"5641",3
"5642",2
"5643",25
"5644",0
"5645",29
"5646",2
"5647",1
"5648",NA
"5649",5
"5650",0
"5651",NA
"5652",0
"5653",0
"5654",7.58333333333278
"5655",NA
"5656",0.0700000000004476
"5657",0
"5658",NA
"5659",NA
"5660",NA
"5661",2
"5662",25
"5663",2.20999999999821
"5664",5.31666666668941
"5665",1.00000000000133
"5666",1
"5667",7.58333333333278
"5668",25
"5669",NA
"5670",1.63333333333311
"5671",NA
"5672",7
"5673",7
"5674",1
"5675",NA
"5676",22
"5677",22
"5678",1
"5679",NA
"5680",7.58333333333278
"5681",52
"5682",15.8333333333444
"5683",NA
"5684",3
"5685",4
"5686",7
"5687",7
"5688",7.58333333333278
"5689",NA
"5690",5.31666666668941
"5691",5.31666666668941
"5692",NA
"5693",NA
"5694",NA
"5695",7.58333333333278
"5696",10
"5697",0
"5698",1
"5699",1
"5700",1
"5701",1
"5702",1
"5703",1
"5704",1
"5705",7
"5706",1
"5707",1
"5708",0
"5709",0
"5710",1
"5711",1
"5712",1
"5713",1
"5714",1
"5715",1
"5716",7.58333333333278
"5717",NA
"5718",22.600000000008
"5719",22
"5720",7
"5721",7
"5722",2
"5723",2
"5724",2
"5725",2
"5726",22
"5727",21.3666666666709
"5728",NA
"5729",NA
"5730",NA
"5731",NA
"5732",3
"5733",5.25000000000017
"5734",6.49510400000015
"5735",0
"5736",3
"5737",2
"5738",18.3333333333436
"5739",NA
"5740",1
"5741",20
"5742",NA
"5743",7
"5744",10
"5745",29
"5746",29
"5747",3
"5748",3
"5749",1
"5750",NA
"5751",NA
"5752",NA
"5753",29
"5754",29
"5755",25
"5756",NA
"5757",NA
"5758",7
"5759",2
"5760",NA
"5761",5
"5762",22
"5763",22.0000000000256
"5764",29
"5765",NA
"5766",NA
"5767",10
"5768",25
"5769",NA
"5770",2
"5771",1
"5772",1
"5773",0
"5774",7.58333333333278
"5775",1
"5776",22
"5777",22
"5778",1
"5779",3
"5780",4
"5781",14.5
"5782",2
"5783",2.16666666666689
"5784",NA
"5785",40
"5786",7
"5787",7
"5788",0
"5789",22
"5790",22
"5791",7.58333333333278
"5792",NA
"5793",NA
"5794",1
"5795",0
"5796",2
"5797",NA
"5798",2
"5799",1
"5800",7
"5801",7
"5802",NA
"5803",7.58333333333278
"5804",7.58333333333278
"5805",0
"5806",22
"5807",1
"5808",NA
"5809",3
"5810",1
"5811",NA
"5812",NA
"5813",3
"5814",10
"5815",2
"5816",10
"5817",5.31666666668941
"5818",NA
"5819",NA
"5820",10
"5821",10
"5822",10
"5823",10
"5824",10
"5825",10
"5826",10
"5827",10
"5828",10
"5829",1
"5830",25
"5831",25
"5832",25
"5833",25
"5834",25
"5835",25
"5836",10.4166666667432
"5837",10.4166666667432
"5838",10.4166666667432
"5839",7.50000000000853
"5840",7.50000000000853
"5841",7.50000000000853
"5842",0
"5843",5
"5844",5
"5845",5
"5846",3
"5847",1
"5848",8
"5849",6
"5850",NA
"5851",6
"5852",NA
"5853",2
"5854",2
"5855",8
"5856",2
"5857",2
"5858",2
"5859",7.58333333333278
"5860",NA
"5861",33.3333333333245
"5862",0
"5863",NA
"5864",4.49999999999505
"5865",6
"5866",NA
"5867",2
"5868",1
"5869",4
"5870",8
"5871",0
"5872",10
"5873",1
"5874",NA
"5875",NA
"5876",2
"5877",2
"5878",2
"5879",NA
"5880",0
"5881",0
"5882",22
"5883",22
"5884",5.66664799999801
"5885",7.50000000000853
"5886",7.58333333333278
"5887",4
"5888",0
"5889",1
"5890",2
"5891",2
"5892",10.4166666667432
"5893",1
"5894",2
"5895",0
"5896",5.31666666668941
"5897",0
"5898",2.21000000000099
"5899",2
"5900",0
"5901",0
"5902",NA
"5903",NA
"5904",7.58333333333278
"5905",NA
"5906",0.416666666667267
"5907",2
"5908",0
"5909",NA
"5910",NA
"5911",1
"5912",17
"5913",1
"5914",4
"5915",1
"5916",1
"5917",1
"5918",4
"5919",1
"5920",0
"5921",1
"5922",4
"5923",1
"5924",1
"5925",1
"5926",1.09910333333332
"5927",1
"5928",8.42002747082768
"5929",4
"5930",NA
"5931",1
"5932",1
"5933",3
"5934",1
"5935",NA
"5936",1
"5937",1
"5938",1
"5939",1
"5940",NA
"5941",25
"5942",4
"5943",NA
"5944",NA
"5945",0
"5946",NA
"5947",NA
"5948",2
"5949",10.6099999999927
"5950",NA
"5951",NA
"5952",NA
"5953",4
"5954",11.0301355999989
"5955",4
"5956",2
"5957",10
"5958",4
"5959",10.5300106666681
"5960",13
"5961",29
"5962",5
"5963",8
"5964",22
"5965",22
"5966",10
"5967",NA
"5968",15
"5969",NA
"5970",NA
"5971",NA
"5972",3
"5973",2
"5974",7.27778119999907
"5975",3
"5976",22
"5977",22
"5978",20
"5979",20
"5980",NA
"5981",8
"5982",1
"5983",15.8333333333444
"5984",NA
"5985",4
"5986",1
"5987",40
"5988",40
"5989",NA
"5990",3.91667353333072
"5991",1
"5992",0
"5993",0
"5994",15.8333333333444
"5995",1
"5996",1
"5997",21
"5998",25
"5999",0
"6000",0
"6001",21
"6002",2
"6003",6
"6004",0
"6005",0
"6006",NA
"6007",0
"6008",8
"6009",0
"6010",0
"6011",8
"6012",0
"6013",1
"6014",1
"6015",1
"6016",3
"6017",1
"6018",1
"6019",10
"6020",1
"6021",1
"6022",1
"6023",1
"6024",1
"6025",2
"6026",1
"6027",1
"6028",1
"6029",1
"6030",1
"6031",1
"6032",1
"6033",1
"6034",1
"6035",6.0101613333328
"6036",1
"6037",5
"6038",1
"6039",NA
"6040",2
"6041",2
"6042",1.90000000000021
"6043",1.28333333332973
"6044",2
"6045",4.81666666666689
"6046",5.31666666668941
"6047",NA
"6048",4
"6049",2
"6050",40
"6051",40
"6052",0
"6053",2
