"","GRAVsite"
"13143",34.3
"13144",34.3
"13145",34.3
"13146",34.3
"13147",34.3
"13148",34.3
"13149",34.3
"13150",34.3
"13151",29
"13152",29
"13153",3
"13154",3
"13155",21
"13156",3
"13157",29
"13158",21
"13159",21
"13160",0
"13161",7
"13162",0.29000000000006
"13163",3
"13164",26.84
"13165",22
"13166",29
"13167",3
"13168",10.5
"13169",6
"13170",22.3333333333351
"13171",12
"13172",29
"13173",21
"13174",13
"13175",13
"13176",7
"13177",7
"13178",29
"13179",8
"13180",52
"13181",3
"13182",0
"13183",7
"13184",22
"13185",0
"13186",0
"13187",22
"13188",21
"13189",15.3929279999884
"13190",19.6839999999722
"13191",7
"13192",9
"13193",4
"13194",1.74556799998208
"13195",28
"13196",3
"13197",0
"13198",29
"13199",21
"13200",0
"13201",7
"13202",7
"13203",7
"13204",3
"13205",29
"13206",28
"13207",29
"13208",0.528000000001592
"13209",22
"13210",0
"13211",31.8520000000188
"13212",NA
"13213",7
"13214",7
"13215",7
"13216",28
"13217",5
"13218",5
"13219",5
"13220",5
"13221",21.0833333333624
"13222",24.3333333333438
"13223",28
"13224",20.499999999971
"13225",20.499999999971
"13226",20.499999999971
"13227",20.499999999971
"13228",20.499999999971
"13229",20.499999999971
"13230",0
"13231",29
"13232",4.75000000001194
"13233",4.75000000001194
"13234",7
"13235",12
"13236",10
"13237",26.3900373333379
"13238",7
"13239",21
"13240",7
"13241",0
"13242",52
"13243",29
"13244",29
"13245",21
"13246",21
"13247",7
"13248",7
"13249",29
"13250",18.4521120000132
"13251",5.72540799999927
"13252",52
"13253",7
"13254",29
"13255",21
"13256",29
"13257",12
"13258",21
"13259",11.6111107999995
"13260",7
"13261",52
"13262",21
"13263",7
"13264",10.999999999992
"13265",7
"13266",2
"13267",2
"13268",2
"13269",2
"13270",2
"13271",2
"13272",2
"13273",2
"13274",2
"13275",22
"13276",0
"13277",7
"13278",1
"13279",12
"13280",21
"13281",29
"13282",21
"13283",16.0318559999857
"13284",0
"13285",29
"13286",0
"13287",0
"13288",22
"13289",22
"13290",22
"13291",22
"13292",22
"13293",21
"13294",12
"13295",7
"13296",3
"13297",7
"13298",7
"13299",12
"13300",0
"13301",7
"13302",3
"13303",21
"13304",21
"13305",29
"13306",27.869333333333
"13307",22
"13308",8
"13309",5
"13310",7
"13311",7
"13312",7
"13313",29
"13314",3
"13315",12
"13316",52
"13317",21
"13318",29
"13319",21
"13320",21
"13321",29
"13322",20
"13323",7
"13324",7
"13325",7
"13326",3
"13327",3
"13328",52
"13329",29
"13330",12
"13331",3
"13332",3
"13333",22
"13334",3
"13335",28
"13336",21
"13337",29
"13338",4
"13339",7
"13340",21
"13341",21
"13342",NA
"13343",20
"13344",1
"13345",29
"13346",3
"13347",3
"13348",3
"13349",3
"13350",29
"13351",7
"13352",20.8356479999795
"13353",12
"13354",21
"13355",1.70999999999616
"13356",0
"13357",0
"13358",21.2
"13359",29
"13360",21
"13361",29
"13362",4
"13363",9.85199999999836
"13364",21
"13365",3
"13366",52
"13367",0
"13368",21
"13369",0
"13370",0
"13371",10
"13372",0
"13373",5.52351466666776
"13374",0
"13375",3
"13376",1
"13377",0
"13378",2
"13379",2
"13380",2
"13381",1
"13382",11
"13383",8
"13384",8
"13385",8
"13386",8
"13387",4
"13388",4
"13389",4
"13390",4
"13391",4
"13392",4
"13393",20
"13394",20
"13395",20
"13396",3
"13397",4
"13398",4
"13399",4
"13400",4
"13401",13
"13402",13
"13403",21
"13404",5
"13405",9
"13406",1
"13407",23
"13408",0
"13409",1
"13410",10
"13411",1
"13412",1
"13413",1
"13414",1
"13415",35
"13416",1
"13417",10
"13418",0
"13419",25
"13420",8
"13421",1
"13422",1
"13423",4
"13424",4
"13425",18
"13426",22
"13427",0
"13428",4
"13429",13
"13430",1
"13431",35
"13432",5
"13433",4
"13434",25
"13435",4
"13436",23.5666666666616
"13437",23.5666666666616
"13438",23.5666666666616
"13439",4
"13440",9
"13441",16
"13442",0
"13443",1
"13444",NA
"13445",NA
"13446",5
"13447",1
"13448",10
"13449",9.8500360000071
"13450",9
"13451",9.73838533333701
"13452",NA
"13453",13
"13454",5
"13455",13
"13456",0
"13457",1
"13458",9
"13459",4
"13460",9
"13461",3
"13462",1
"13463",35
"13464",4
"13465",10
"13466",13
"13467",21
"13468",9
"13469",4
"13470",4
"13471",4
"13472",9
"13473",4
"13474",4
"13475",3.67520932134634
"13476",10
"13477",10
"13478",10
"13479",35
"13480",20
"13481",1
"13482",9
"13483",4
"13484",10
"13485",21
"13486",22
"13487",5
"13488",25
"13489",10.5508933333336
"13490",5
"13491",1
"13492",4
"13493",21
"13494",10
"13495",33
"13496",1
"13497",4.21695040001474
"13498",1
"13499",10
"13500",23.27333333334
"13501",0
"13502",0
"13503",0
"13504",5
"13505",5
"13506",5
"13507",NA
"13508",NA
"13509",NA
"13510",NA
"13511",NA
"13512",10
"13513",10
"13514",10
"13515",NA
"13516",7.91111173333243
"13517",7.91111173333243
"13518",7.91111173333243
"13519",16
"13520",16
"13521",16
"13522",16
"13523",16
"13524",16
"13525",NA
"13526",NA
"13527",NA
"13528",NA
"13529",NA
"13530",NA
"13531",NA
"13532",NA
"13533",NA
"13534",NA
"13535",NA
"13536",NA
"13537",NA
"13538",NA
"13539",NA
"13540",NA
"13541",NA
"13542",NA
"13543",NA
"13544",NA
"13545",NA
"13546",NA
"13547",NA
"13548",NA
"13549",NA
"13550",NA
"13551",NA
"13552",NA
"13553",NA
"13554",NA
"13555",NA
"13556",NA
"13557",NA
"13558",NA
"13559",NA
"13560",NA
"13561",NA
"13562",NA
"13563",NA
"13564",NA
"13565",NA
"13566",NA
"13567",NA
"13568",NA
"13569",NA
"13570",NA
"13571",NA
"13572",NA
"13573",NA
"13574",NA
"13575",NA
"13576",22
"13577",22
"13578",22
"13579",22
"13580",22
"13581",22
"13582",22
"13583",22
"13584",22
"13585",22
"13586",22
"13587",22
"13588",22
"13589",22
"13590",22
"13591",22
"13592",22
"13593",22
"13594",22
"13595",22
"13596",22
"13597",22
"13598",22
"13599",22
"13600",22
"13601",22
"13602",22
"13603",22
"13604",22
"13605",22
"13606",22
"13607",22
"13608",22
"13609",22
"13610",22
"13611",22
"13612",22
"13613",22
"13614",22
"13615",22
"13616",22
"13617",22
"13618",22
"13619",22
"13620",22
"13621",22
"13622",22
"13623",22
"13624",22
"13625",22
"13626",22
"13627",22
"13628",22
"13629",22
"13630",22
"13631",22
"13632",22
"13633",22
"13634",22
"13635",22
"13636",22
"13637",22
"13638",22
"13639",22
"13640",22
"13641",22
"13642",22
"13643",22
"13644",22
"13645",22
"13646",22
"13647",22
"13648",22
"13649",22
"13650",22
"13651",22
"13652",22
"13653",22
"13654",22
"13655",22
"13656",22
"13657",22
"13658",22
"13659",22
"13660",22
"13661",22
"13662",22
"13663",22
"13664",22
"13665",22
"13666",22
"13667",22
"13668",22
"13669",22
"13670",22
"13671",22
"13672",22
"13673",22
"13674",22
"13675",22
"13676",22
"13677",22
"13678",22
"13679",22
"13680",22
"13681",22
"13682",22
"13683",22
"13684",22
"13685",22
"13686",22
"13687",22
"13688",22
"13689",22
"13690",22
"13691",22
"13692",22
"13693",22
"13694",22
"13695",22
"13696",22
"13697",22
"13698",22
"13699",22
"13700",22
"13701",22
"13702",22
"13703",22
"13704",22
"13705",22
"13706",22
"13707",22
"13708",22
"13709",22
"13710",22
"13711",22
"13712",22
"13713",22
"13714",22
"13715",22
"13716",22
"13717",22
"13718",22
"13719",22
"13720",22
"13721",22
"13722",22
"13723",22
"13724",22
"13725",22
"13726",22
"13727",22
"13728",22
"13729",22
"13730",22
"13731",22
"13732",22
"13733",22
"13734",22
"13735",22
"13736",22
"13737",22
"13738",22
"13739",22
"13740",22
"13741",22
"13742",22
"13743",22
"13744",22
"13745",22
"13746",22
"13747",22
"13748",22
"13749",22
"13750",22
"13751",22
"13752",22
"13753",22
"13754",22
"13755",22
"13756",22
"13757",22
"13758",22
"13759",22
"13760",22
"13761",22
"13762",22
"13763",22
"13764",22
"13765",22
"13766",22
"13767",22
"13768",22
"13769",22
"13770",22
"13771",22
"13772",22
"13773",22
"13774",22
"13775",22
"13776",22
"13777",22
"13778",22
"13779",22
"13780",22
"13781",22
"13782",22
"13783",22
"13784",22
"13785",22
"13786",22
"13787",22
"13788",22
"13789",22
"13790",22
"13791",22
"13792",22
"13793",22
"13794",22
"13795",22
"13796",22
"13797",22
"13798",22
"13799",22
"13800",22
"13801",22
"13802",22
"13803",22
"13804",22
"13805",22
"13806",22
"13807",22
"13808",22
"13809",22
"13810",22
"13811",22
"13812",22
"13813",22
"13814",22
"13815",22
"13816",22
"13817",22
"13818",22
"13819",22
"13820",22
"13821",22
"13822",22
"13823",22
"13824",22
"13825",22
"13826",22
"13827",22
"13828",22
"13829",22
"13830",22
"13831",22
"13832",22
"13833",22
"13834",22
"13835",22
"13836",22
"13837",22
"13838",22
"13839",22
"13840",22
"13841",22
"13842",22
"13843",22
"13844",22
"13845",22
"13846",22
"13847",22
"13848",22
"13849",22
"13850",22
"13851",22
"13852",22
"13853",22
"13854",22
"13855",22
"13856",22
"13857",22
"13858",22
"13859",22
"13860",22
"13861",22
"13862",22
"13863",22
"13864",22
"13865",22
"13866",22
"13867",22
"13868",22
"13869",22
"13870",22
"13871",22
"13872",22
"13873",22
"13874",22
"13875",22
"13876",22
"13877",22
"13878",22
"13879",22
"13880",22
"13881",22
"13882",22
"13883",22
"13884",22
"13885",22
"13886",22
"13887",22
"13888",22
"13889",22
"13890",22
"13891",22
"13892",22
"13893",22
"13894",22
"13895",22
"13896",22
"13897",22
"13898",22
"13899",22
"13900",22
"13901",22
"13902",22
"13903",22
"13904",22
"13905",22
"13906",22
"13907",22
"13908",22
"13909",22
"13910",22
"13911",22
"13912",22
"13913",9
"13914",9
"13915",9
"13916",9
"13917",9
"13918",9
"13919",9
"13920",9
"13921",9
"13922",9
"13923",9
"13924",9
"13925",9
"13926",9
"13927",9
"13928",9
"13929",9
"13930",9
"13931",9
"13932",9
"13933",9
"13934",9
"13935",9
"13936",9
"13937",9
"13938",9
"13939",9
"13940",9
"13941",9
"13942",9
"13943",9
"13944",9
"13945",9
"13946",9
"13947",9
"13948",9
"13949",9
"13950",9
"13951",9
"13952",9
"13953",9
"13954",9
"13955",9
"13956",9
"13957",9
"13958",9
"13959",9
"13960",9
"13961",9
"13962",9
"13963",9
"13964",9
"13965",9
"13966",9
"13967",9
"13968",9
"13969",9
"13970",9
"13971",9
"13972",9
"13973",9
"13974",9
"13975",9
"13976",9
"13977",9
"13978",9
"13979",9
"13980",9
"13981",9
"13982",9
"13983",9
"13984",9
"13985",9
"13986",9
"13987",9
"13988",9
"13989",9
"13990",9
"13991",9
"13992",9
"13993",9
"13994",9
"13995",9
"13996",9
"13997",9
"13998",9
"13999",9
"14000",9
"14001",9
"14002",9
"14003",9
"14004",9
"14005",9
"14006",9
"14007",9
"14008",9
"14009",9
"14010",9
"14011",9
"14012",9
"14013",9
"14014",9
"14015",9
"14016",9
"14017",9
"14018",9
"14019",9
"14020",9
"14021",9
"14022",9
"14023",9
"14024",9
"14025",9
"14026",9
"14027",9
"14028",9
"14029",9
"14030",9
"14031",9
"14032",9
"14033",9
"14034",9
"14035",9
"14036",9
"14037",9
"14038",9
"14039",9
"14040",9
"14041",9
"14042",9
"14043",9
"14044",9
"14045",9
"14046",9
"14047",9
"14048",9
"14049",9
"14050",9
"14051",9
"14052",9
"14053",9
"14054",9
"14055",9
"14056",9
"14057",9
"14058",9
"14059",9
"14060",9
"14061",9
"14062",9
"14063",9
"14064",9
"14065",9
"14066",9
"14067",9
"14068",9
"14069",9
"14070",9
"14071",9
"14072",9
"14073",9
"14074",9
"14075",9
"14076",9
"14077",9
"14078",9
"14079",9
"14080",9
"14081",9
"14082",9
"14083",9
"14084",9
"14085",9
"14086",9
"14087",9
"14088",9
"14089",9
"14090",9
"14091",9
"14092",9
"14093",9
"14094",9
"14095",9
"14096",9
"14097",9
"14098",9
"14099",9
"14100",9
"14101",9
"14102",9
"14103",9
"14104",9
"14105",9
"14106",9
"14107",9
"14108",9
"14109",9
"14110",9
"14111",9
"14112",9
"14113",9
"14114",9
"14115",9
"14116",9
"14117",9
"14118",9
"14119",9
"14120",9
"14121",9
"14122",9
"14123",9
"14124",9
"14125",9
"14126",9
"14127",9
"14128",9
"14129",9
"14130",9
"14131",9
"14132",9
"14133",9
"14134",9
"14135",9
"14136",9
"14137",9
"14138",9
"14139",9
"14140",9
"14141",9
"14142",9
"14143",9
"14144",9
"14145",9
"14146",9
"14147",9
"14148",9
"14149",9
"14150",9
"14151",9
"14152",9
"14153",9
"14154",9
"14155",9
"14156",9
"14157",9
"14158",9
"14159",9
"14160",9
"14161",9
"14162",9
"14163",9
"14164",9
"14165",9
"14166",9
"14167",9
"14168",9
"14169",9
"14170",9
"14171",9
"14172",9
"14173",9
"14174",9
"14175",9
"14176",9
"14177",9
"14178",9
"14179",9
"14180",9
"14181",9
"14182",9
"14183",9
"14184",9
"14185",9
"14186",9
"14187",9
"14188",9
"14189",9
"14190",9
"14191",9
"14192",9
"14193",9
"14194",9
"14195",9
"14196",9
"14197",9
"14198",9
"14199",9
"14200",9
"14201",9
"14202",9
"14203",9
"14204",9
"14205",9
"14206",9
"14207",9
"14208",9
"14209",9
"14210",9
"14211",9
"14212",9
"14213",9
"14214",9
"14215",9
"14216",9
"14217",9
"14218",9
"14219",9
"14220",9
"14221",9
"14222",9
"14223",9
"14224",9
"14225",21
"14226",21
"14227",3
"14228",3
"14229",NA
"14230",NA
"14231",NA
"14232",NA
"14233",4
"14234",4
"14235",4
"14236",NA
"14237",NA
"14238",NA
"14239",NA
"14240",NA
"14241",NA
"14242",NA
"14243",NA
"14244",NA
"14245",NA
"14246",NA
"14247",NA
"14248",NA
"14249",NA
"14250",NA
"14251",NA
"14252",NA
"14253",1
"14254",10
"14255",1
"14256",6
"14257",6
"14258",10
"14259",1
"14260",2
"14261",1
"14262",22
"14263",22
"14264",10
"14265",5
"14266",9
"14267",1
"14268",9
"14269",1
"14270",9
"14271",7
"14272",7
"14273",4
"14274",5.14425160000219
"14275",10
"14276",1
"14277",NA
"14278",NA
"14279",NA
"14280",1
"14281",0
"14282",0
"14283",0
"14284",0
"14285",0
"14286",1
"14287",0
"14288",0
"14289",0
"14290",0
"14291",10
"14292",1
"14293",1
"14294",1
"14295",NA
"14296",NA
"14297",NA
"14298",10
"14299",1
"14300",NA
"14301",NA
"14302",NA
"14303",NA
"14304",NA
"14305",NA
"14306",NA
"14307",1
"14308",4
"14309",1
"14310",2
"14311",13.2888864000014
"14312",13.2888864000014
"14313",13.2888864000014
"14314",1
"14315",35
"14316",1
"14317",0
"14318",1
"14319",1
"14320",1
"14321",1
"14322",1
"14323",6
"14324",1
"14325",1
"14326",1
"14327",1
"14328",3
"14329",NA
"14330",NA
"14331",NA
"14332",NA
"14333",NA
"14334",NA
"14335",NA
"14336",NA
"14337",NA
"14338",NA
"14339",NA
"14340",NA
"14341",NA
"14342",NA
"14343",NA
"14344",NA
"14345",NA
"14346",NA
"14347",NA
"14348",NA
"14349",NA
"14350",NA
"14351",NA
"14352",NA
"14353",NA
"14354",NA
"14355",NA
"14356",NA
"14357",NA
"14358",NA
"14359",NA
"14360",NA
"14361",NA
"14362",NA
"14363",NA
"14364",8.83333333333179
"14365",8.83333333333179
"14366",8.83333333333179
"14367",8.83333333333179
"14368",8.83333333333179
"14369",8.83333333333179
"14370",8.83333333333179
"14371",8.83333333333179
"14372",8.83333333333179
"14373",8.83333333333179
"14374",8.83333333333179
"14375",8.83333333333179
"14376",8.83333333333179
"14377",8.83333333333179
"14378",8.83333333333179
"14379",8.83333333333179
"14380",8.83333333333179
"14381",8.83333333333179
"14382",8.83333333333179
"14383",8.83333333333179
"14384",8.83333333333179
"14385",8.83333333333179
"14386",8.83333333333179
"14387",8.83333333333179
"14388",8.83333333333179
"14389",8.83333333333179
"14390",NA
"14391",NA
"14392",NA
"14393",NA
"14394",NA
"14395",NA
"14396",NA
"14397",NA
"14398",NA
"14399",NA
"14400",NA
"14401",NA
"14402",NA
"14403",NA
"14404",NA
"14405",NA
"14406",NA
"14407",NA
"14408",NA
"14409",NA
"14410",NA
"14411",NA
"14412",NA
"14413",NA
"14414",NA
"14415",NA
"14416",NA
"14417",NA
"14418",NA
"14419",NA
"14420",NA
"14421",NA
"14422",NA
"14423",NA
"14424",NA
"14425",NA
"14426",NA
"14427",NA
"14428",NA
"14429",NA
"14430",NA
"14431",NA
"14432",NA
"14433",NA
"14434",NA
"14435",NA
"14436",NA
"14437",NA
"14438",NA
"14439",NA
"14440",NA
"14441",NA
"14442",NA
"14443",NA
"14444",NA
"14445",NA
"14446",NA
"14447",NA
"14448",NA
"14449",NA
"14450",NA
"14451",NA
"14452",NA
"14453",NA
"14454",NA
"14455",NA
"14456",NA
"14457",NA
"14458",NA
"14459",NA
"14460",NA
"14461",NA
"14462",NA
"14463",NA
"14464",NA
"14465",NA
"14466",NA
"14467",NA
"14468",NA
"14469",NA
"14470",NA
"14471",NA
"14472",NA
"14473",NA
"14474",NA
"14475",NA
"14476",NA
"14477",NA
"14478",NA
"14479",NA
"14480",NA
"14481",NA
"14482",NA
"14483",NA
"14484",NA
"14485",NA
"14486",NA
"14487",NA
"14488",NA
"14489",NA
"14490",NA
"14491",NA
"14492",NA
"14493",NA
"14494",NA
"14495",NA
"14496",NA
"14497",NA
"14498",NA
"14499",NA
"14500",NA
"14501",NA
"14502",NA
"14503",NA
"14504",NA
"14505",NA
"14506",NA
"14507",0
"14508",0
"14509",0
"14510",0
"14511",0
"14512",0
"14513",0
"14514",0
"14515",0
"14516",0
"14517",0
"14518",0
"14519",0
"14520",0
"14521",0
"14522",0
"14523",0
"14524",0
"14525",0
"14526",0
"14527",0
"14528",0
"14529",NA
"14530",NA
"14531",NA
"14532",NA
"14533",NA
"14534",NA
"14535",NA
"14536",NA
"14537",NA
"14538",NA
"14539",NA
"14540",NA
"14541",NA
"14542",NA
"14543",NA
"14544",NA
"14545",NA
"14546",NA
"14547",NA
"14548",NA
"14549",NA
"14550",NA
"14551",NA
"14552",NA
"14553",NA
"14554",NA
"14555",NA
"14556",NA
"14557",NA
"14558",NA
"14559",NA
"14560",NA
"14561",NA
"14562",NA
"14563",NA
"14564",NA
"14565",NA
"14566",NA
"14567",NA
"14568",NA
"14569",NA
"14570",NA
"14571",NA
"14572",NA
"14573",NA
"14574",NA
"14575",NA
"14576",NA
"14577",NA
"14578",NA
"14579",NA
"14580",NA
"14581",NA
"14582",NA
"14583",NA
"14584",NA
"14585",NA
"14586",NA
"14587",NA
"14588",NA
"14589",NA
"14590",NA
"14591",0
"14592",0
"14593",1
"14594",7
"14595",7
"14596",7
"14597",21
"14598",21
"14599",10
"14600",0
"14601",0
"14602",0
"14603",0
"14604",2.16676000000065
"14605",2.16676000000065
"14606",2.16676000000065
"14607",3.7689662463997
"14608",3.7689662463997
"14609",3.7689662463997
"14610",3.7689662463997
"14611",42.4999999999957
"14612",42.4999999999957
"14613",42.4999999999957
"14614",25.3566666666697
"14615",25.3566666666697
"14616",25.3566666666697
"14617",25.3566666666697
"14618",25.3566666666697
"14619",25.3566666666697
"14620",25.3566666666697
"14621",25.3566666666697
"14622",0
"14623",3
"14624",0
"14625",0
"14626",0
"14627",10
"14628",10
"14629",1
"14630",0
"14631",0
"14632",10
"14633",0.185299866666348
"14634",0
"14635",0
"14636",1
"14637",0
"14638",0
"14639",1
"14640",3
"14641",3
"14642",3
"14643",3
"14644",3
"14645",0
"14646",0
"14647",NA
"14648",NA
"14649",NA
"14650",NA
"14651",5.72533333333369
"14652",5.72222533333384
"14653",1
"14654",1
"14655",5
"14656",5
"14657",1
"14658",1
"14659",1
"14660",2.17253774933579
"14661",1
"14662",1
"14663",1.61111080000034
"14664",1.61108000000045
"14665",0
"14666",1
"14667",1
"14668",1
"14669",1
"14670",1
"14671",1
"14672",1
"14673",1
"14674",2
"14675",2
"14676",NA
"14677",NA
"14678",1
"14679",1
"14680",NA
"14681",NA
"14682",NA
"14683",NA
"14684",1
"14685",1
"14686",3
"14687",3
"14688",3
"14689",3
"14690",3
"14691",3
"14692",3
"14693",NA
"14694",NA
"14695",1
"14696",1
"14697",1
"14698",1
"14699",1
"14700",1
"14701",18.4097933333336
"14702",9
"14703",9
"14704",9
"14705",9
"14706",9
"14707",9
"14708",9
"14709",0
"14710",0
"14711",0
"14712",0
"14713",0
"14714",0
"14715",0
"14716",0
"14717",0
"14718",0
"14719",1
"14720",1
"14721",1
"14722",1
"14723",1
"14724",1
"14725",1
"14726",1
"14727",1
"14728",1
"14729",1
"14730",1
"14731",1
"14732",1
"14733",1
"14734",NA
"14735",NA
"14736",NA
"14737",NA
"14738",NA
"14739",NA
"14740",NA
"14741",NA
"14742",NA
"14743",NA
"14744",1
"14745",1
"14746",1
"14747",1
"14748",1
"14749",1
"14750",1
"14751",1
"14752",1
"14753",1
"14754",1
"14755",1
"14756",1
"14757",1
"14758",1
"14759",1
"14760",1
"14761",1
"14762",1
"14763",1
"14764",1
"14765",1
"14766",1
"14767",1
"14768",1
"14769",9
"14770",9
"14771",9
"14772",9
"14773",9
"14774",9
"14775",9
"14776",9
"14777",9
"14778",9
"14779",9
"14780",9
"14781",NA
"14782",NA
"14783",NA
"14784",NA
"14785",NA
"14786",NA
"14787",NA
"14788",NA
"14789",NA
"14790",NA
"14791",NA
"14792",NA
"14793",NA
"14794",NA
"14795",NA
"14796",NA
"14797",0
"14798",0
"14799",0
"14800",0
"14801",0
"14802",0
"14803",8
"14804",8
"14805",8
"14806",8
"14807",8
"14808",8
"14809",0
"14810",0
"14811",11
"14812",10
"14813",13
"14814",13
"14815",13
"14816",0
"14817",0
"14818",12
"14819",12
"14820",12
"14821",0
"14822",0
"14823",0
"14824",0
"14825",0
"14826",0
"14827",0
"14828",0
"14829",0
"14830",0
"14831",0
"14832",0
"14833",29
"14834",29
"14835",29
"14836",21
"14837",2
"14838",2
"14839",0
"14840",21
"14841",30
"14842",30
"14843",30
"14844",1
"14845",4
"14846",4
"14847",41.694963456
"14848",41.694963456
"14849",41.694963456
"14850",41.694963456
"14851",41.694963456
"14852",41.694963456
"14853",41.694963456
"14854",41.694963456
"14855",41.694963456
"14856",13
"14857",10
"14858",10
"14859",7
"14860",4
"14861",35
"14862",10
"14863",7
"14864",10
"14865",35
"14866",10
"14867",0
"14868",1
"14869",1
"14870",0
"14871",4
"14872",0
"14873",22
"14874",1.17165448172893
"14875",1
"14876",4
"14877",2.66352720000033
"14878",1
"14879",3
"14880",2
"14881",1.317196340646
"14882",1
"14883",4
"14884",5.39974000001941
"14885",10
"14886",2
"14887",9
"14888",9
"14889",4
"14890",2
"14891",23
"14892",1
"14893",1
"14894",5
"14895",2
"14896",2
"14897",2
"14898",10
"14899",4
"14900",1
"14901",10
"14902",1
"14903",4
"14904",5
"14905",4
"14906",4
"14907",1
"14908",2
"14909",1
"14910",10
"14911",5
"14912",4
"14913",4
"14914",2
"14915",2
"14916",10
"14917",4
"14918",9
"14919",1
"14920",1
"14921",25
"14922",2
"14923",1
"14924",4
"14925",9
"14926",10
"14927",9
"14928",4
"14929",2
"14930",4
"14931",2
"14932",2
"14933",10
"14934",5.02999999998893
"14935",5.02999999998893
"14936",0
"14937",0
"14938",7
"14939",22
"14940",22
"14941",22
"14942",22
"14943",52
"14944",52
"14945",16.3
"14946",16.3
"14947",52
"14948",52
"14949",3
"14950",3
"14951",7
"14952",7
"14953",7
"14954",21
"14955",21
"14956",7
"14957",0
"14958",0
"14959",12
"14960",12
"14961",12
"14962",3.77999999999812
"14963",3.77999999999812
"14964",0
"14965",0
"14966",0
"14967",0
"14968",0
"14969",0
"14970",0
"14971",3
"14972",3
"14973",21
"14974",21
"14975",0
"14976",0
"14977",10
"14978",10
"14979",0
"14980",0
"14981",22
"14982",22
"14983",0
"14984",0
"14985",0
"14986",0
"14987",0
"14988",0
"14989",0
"14990",0
"14991",3
"14992",3
"14993",3
"14994",3
"14995",2
"14996",2
"14997",0
"14998",0
"14999",21
"15000",21
"15001",3
"15002",3
"15003",3
"15004",3
"15005",8
"15006",8
"15007",0
"15008",0
"15009",0
"15010",2
"15011",2
"15012",0
"15013",3
"15014",3
"15015",24.3000000000007
"15016",24.3000000000007
"15017",0
"15018",0
"15019",24.789999999999
"15020",24.789999999999
"15021",13.6166666666613
"15022",13.6166666666613
"15023",10
"15024",10
"15025",10
"15026",10
"15027",18.5166666666775
"15028",18.5166666666775
"15029",10
"15030",10
"15031",12
"15032",12
"15033",52
"15034",52
"15035",7
"15036",3
"15037",3
"15038",0
"15039",0
"15040",1
"15041",1
"15042",1
"15043",1
"15044",3
"15045",3
"15046",0
"15047",0
"15048",3
"15049",3
"15050",14
"15051",29
"15052",29
"15053",47.1
"15054",47.1
"15055",0
"15056",0
"15057",0
"15058",0
"15059",25
"15060",25
"15061",9.29999999999821
"15062",9.29999999999821
"15063",1
"15064",1
"15065",1
"15066",1
"15067",1
"15068",1
"15069",1
"15070",1
"15071",1
"15072",1
"15073",1
"15074",1
"15075",13
"15076",13
"15077",13
"15078",13
"15079",2
"15080",5
"15081",5
"15082",5
"15083",5
"15084",5
"15085",7
"15086",5
"15087",5
"15088",5
"15089",NA
"15090",5
"15091",5
"15092",14
"15093",13
"15094",13
"15095",13
"15096",5
"15097",9.55781993919846
"15098",5
"15099",5
"15100",5
"15101",35
"15102",5
"15103",5
"15104",5
"15105",25
"15106",14.5555530666676
"15107",5
"15108",27
"15109",27
"15110",13
"15111",13
"15112",13
"15113",13
"15114",29
"15115",29
"15116",1
"15117",1
"15118",4
"15119",4
"15120",5
"15121",13
"15122",NA
"15123",NA
"15124",NA
"15125",4
"15126",5
"15127",1
"15128",1
"15129",35
"15130",13
"15131",NA
"15132",5
"15133",13
"15134",13
"15135",13
"15136",13
"15137",30
"15138",30
"15139",30
"15140",30
"15141",30
"15142",30
"15143",30
"15144",30
"15145",22
"15146",22
"15147",22
"15148",22
"15149",22
"15150",22
"15151",22
"15152",22
"15153",22
"15154",22
"15155",22
"15156",22
"15157",22
"15158",22
"15159",22
"15160",22
"15161",22
"15162",5
"15163",5
"15164",5
"15165",5
"15166",5
"15167",5
"15168",5
"15169",5
"15170",5
"15171",5
"15172",5
"15173",5
"15174",5
"15175",5
"15176",5
"15177",5
"15178",5
"15179",5
"15180",5
"15181",5
"15182",5
"15183",5
"15184",5
"15185",5
"15186",1
"15187",1
"15188",1
"15189",1
"15190",1
"15191",1
"15192",1
"15193",1
"15194",1
"15195",1
"15196",1
"15197",1
"15198",1
"15199",1
"15200",1
"15201",1
"15202",1
"15203",1
"15204",1
"15205",1
"15206",1
"15207",1
"15208",1
"15209",0
"15210",4
"15211",4
"15212",4
"15213",4
"15214",1
"15215",1
"15216",28
"15217",28
"15218",28
"15219",28
"15220",6
"15221",NA
"15222",NA
"15223",NA
"15224",NA
"15225",NA
"15226",NA
"15227",1
"15228",NA
"15229",12
"15230",12
"15231",12
"15232",12
"15233",12
"15234",12
"15235",3
"15236",4
"15237",9
"15238",9
"15239",9
"15240",9
"15241",9
"15242",9
"15243",NA
"15244",NA
"15245",NA
"15246",4
"15247",4
"15248",4
"15249",4
"15250",0
"15251",22
"15252",22
"15253",0
"15254",2
"15255",2
"15256",2
"15257",2
"15258",2
"15259",2
"15260",1
"15261",2.00172840819755
"15262",0
"15263",4
"15264",4
"15265",0
"15266",1
"15267",0
"15268",22
"15269",2
"15270",22
"15271",22
"15272",13
"15273",40
"15274",1
"15275",5
"15276",5
"15277",5
"15278",NA
"15279",2
"15280",0
"15281",NA
"15282",NA
"15283",NA
"15284",NA
"15285",8
"15286",0
"15287",5
