"","ppfd"
"3970",37.5119089668009
"3971",37.4067537599989
"3972",38.0063049999999
"3973",37.3616361000001
"3974",30.4976906
"3975",38.0004825000002
"3976",38.0004825000002
"3977",38.0004825000002
"3978",39.4637575
"3979",39.4637575
"3980",39.4637575
"3981",35.5457844999994
"3982",35.5457844999994
"3983",35.5457844999994
"3984",NA
"3985",NA
"3986",NA
"3987",36.190348
"3988",36.190348
"3989",36.190348
"3990",34.293267
"3991",34.293267
"3992",34.293267
"3993",NA
"3994",38.75456
"3995",NA
"3996",36.21442
"3997",NA
"3998",26.886095
"3999",NA
"4000",32.6561075000002
"4001",33.2535525749122
"4002",36.139365
"4003",37.99208212
"4004",34.9129860199999
"4005",NA
"4006",NA
"4007",26.886095
"4008",35.3544121
"4009",34.086445
"4010",NA
"4011",37.6094995
"4012",31.4523289999997
"4013",27.6165414157397
"4014",36.629475
"4015",32.8855225
"4016",NA
"4017",NA
"4018",36.13928
"4019",36.50928886784
"4020",34.3233315
"4021",NA
"4022",NA
"4023",28.5312088
"4024",28.562629301913
"4025",30.99287
"4026",40.00933
"4027",NA
"4028",35.3544121
"4029",33.49816
"4030",39.7649039999999
"4031",41.8610804999993
"4032",NA
"4033",NA
"4034",39.5512276
"4035",42.29736
"4036",28.819658
"4037",32.3761974
"4038",29.2075215000001
"4039",35.1619925
"4040",35.1793977800001
"4041",35.5457844999994
"4042",26.886095
"4043",34.3233315
"4044",31.7174967
"4045",19.7586906399994
"4046",39.1699223600001
"4047",34.9129860199999
"4048",34.9938152399997
"4049",36.190348
"4050",34.293267
"4051",26.886095
"4052",36.3750275
"4053",NA
"4054",33.49816
"4055",41.7618457623743
"4056",28.819658
"4057",NA
"4058",40.8294980534723
"4059",36.2679054000007
"4060",35.1793977800001
"4061",39.8403959000009
"4062",NA
"4063",NA
"4064",33.49816
"4065",40.83895074
"4066",36.139365
"4067",29.681235
"4068",33.20746
"4069",NA
"4070",NA
"4071",NA
"4072",35.6116339999996
"4073",35.6116339999996
"4074",35.6116339999996
"4075",35.6116339999996
"4076",35.6116339999996
"4077",38.6978871000001
"4078",34.8800281199994
"4079",35.6116339999996
"4080",28.819658
"4081",NA
"4082",34.3233315
"4083",39.0039160000017
"4084",31.7174967
"4085",39.0039160000017
"4086",33.1450713388406
"4087",NA
"4088",36.139365
"4089",29.7730435
"4090",33.4943519999999
"4091",30.7317828336637
"4092",31.0039795
"4093",NA
"4094",33.8941325
"4095",31.2106638
"4096",31.6765550059527
"4097",34.8800281199994
"4098",30.5192925000001
"4099",28.819658
"4100",31.74716
"4101",33.0743143
"4102",36.139365
"4103",36.139365
"4104",NA
"4105",NA
"4106",35.8066979023999
"4107",39.5968916399991
"4108",35.7361929999989
"4109",39.4784863
"4110",39.5968916399991
"4111",33.4943519999999
"4112",39.1699223600001
"4113",31.8773289999999
"4114",NA
"4115",NA
"4116",NA
"4117",33.10206
"4118",33.10206
"4119",33.10206
"4120",NA
"4121",NA
"4122",NA
"4123",34.293267
"4124",34.293267
"4125",34.293267
"4126",34.293267
"4127",34.293267
"4128",34.293267
"4129",34.293267
"4130",34.293267
"4131",34.293267
"4132",NA
"4133",NA
"4134",NA
"4135",44.2170424894645
"4136",NA
"4137",28.3356697
"4138",34.5507044600001
"4139",NA
"4140",34.5101696599996
"4141",NA
"4142",NA
"4143",30.2413782
"4144",28.819658
"4145",35.7668133999999
"4146",NA
"4147",NA
"4148",NA
"4149",39.0039160000017
"4150",34.293267
"4151",NA
"4152",NA
"4153",NA
"4154",43.89699414642
"4155",39.0039160000017
"4156",39.0039160000017
"4157",39.0039160000017
"4158",34.086445
"4159",36.1828214200006
"4160",40.0175183157168
"4161",41.8610804999993
"4162",32.2704624999994
"4163",32.3510287490398
"4164",34.293267
"4165",34.293267
"4166",NA
"4167",NA
"4168",33.10206
"4169",NA
"4170",31.0150346
"4171",38.755937
"4172",42.29736
"4173",35.3908465
"4174",39.5968916399991
"4175",34.1044394999999
"4176",34.3233315
"4177",28.819658
"4178",NA
"4179",37.6147967
"4180",36.139365
"4181",39.0039160000017
"4182",NA
"4183",NA
"4184",NA
"4185",NA
"4186",NA
"4187",39.717621900001
"4188",39.0039160000017
"4189",39.0039160000017
"4190",39.1561340000006
"4191",40.0499417368325
"4192",NA
"4193",39.3284239000003
"4194",43.89699414642
"4195",30.1079434999999
"4196",34.086445
"4197",NA
"4198",42.0470588
"4199",40.0038695999997
"4200",36.8244837
"4201",39.0039160000017
"4202",NA
"4203",29.7730435
"4204",28.5312088
"4205",NA
"4206",NA
"4207",NA
"4208",NA
"4209",19.7586906399994
"4210",33.4131210700001
"4211",33.363826
"4212",NA
"4213",NA
"4214",36.629475
"4215",NA
"4216",37.6147967
"4217",NA
"4218",28.819658
"4219",35.80046728
"4220",28.3347070835512
"4221",28.819658
"4222",31.011451
"4223",NA
"4224",NA
"4225",40.6207996
"4226",31.4523289999997
"4227",NA
"4228",34.086445
"4229",36.1828214200006
"4230",33.4943519999999
"4231",40.0175183157168
"4232",NA
"4233",44.9494750559999
"4234",NA
"4235",NA
"4236",NA
"4237",NA
"4238",34.086445
"4239",40.7456425
"4240",40.720442158592
"4241",40.00933
"4242",28.5312088
"4243",28.819658
"4244",NA
"4245",44.9494750559999
"4246",41.8610804999993
"4247",40.2979339000004
"4248",NA
"4249",36.139365
"4250",36.1828214200006
"4251",39.6375825
"4252",30.5192925000001
"4253",37.6147967
"4254",NA
"4255",37.6147967
"4256",34.3233315
"4257",26.4141325
"4258",34.9938152399997
"4259",31.4523289999997
"4260",38.8634072600002
"4261",35.0932189999983
"4262",37.8852055000001
"4263",38.2930918507839
"4264",36.139365
"4265",43.89699414642
"4266",36.1828214200006
"4267",36.8244837
"4268",34.64674188
"4269",34.7047912224339
"4270",36.139365
"4271",35.6735344
"4272",38.9706912000001
"4273",36.139365
"4274",19.7586906399994
"4275",NA
"4276",27.4151928
"4277",NA
"4278",33.10206
"4279",33.10206
"4280",33.10206
"4281",36.318171
"4282",36.318171
"4283",36.318171
"4284",NA
"4285",NA
"4286",NA
"4287",NA
"4288",NA
"4289",NA
"4290",33.6858655000003
"4291",33.6858655000003
"4292",33.6858655000003
"4293",39.6375825
"4294",39.6375825
"4295",39.6375825
"4296",39.6375825
"4297",39.6375825
"4298",39.6375825
"4299",36.190348
"4300",36.190348
"4301",36.190348
"4302",NA
"4303",NA
"4304",NA
"4305",35.0932189999983
"4306",35.0932189999983
"4307",35.0932189999983
"4308",35.0932189999983
"4309",35.0932189999983
"4310",35.0932189999983
"4311",35.0932189999983
"4312",35.0932189999983
"4313",35.0932189999983
"4314",35.0932189999983
"4315",35.0932189999983
"4316",35.0932189999983
"4317",35.0932189999983
"4318",35.0932189999983
"4319",35.0932189999983
"4320",35.0932189999983
"4321",35.0932189999983
"4322",35.0932189999983
"4323",35.0932189999983
"4324",35.0932189999983
"4325",35.0932189999983
"4326",35.0932189999983
"4327",35.0932189999983
"4328",35.0932189999983
"4329",33.6362679999998
"4330",33.6362679999998
"4331",33.6362679999998
"4332",34.293267
"4333",34.293267
"4334",34.293267
"4335",34.293267
"4336",34.293267
"4337",34.293267
"4338",28.5097955999997
"4339",31.0150346
"4340",36.139365
"4341",33.49816
"4342",29.878817499999
"4343",30.0143354512629
"4344",39.6327766
"4345",40.83895074
"4346",30.4690966
"4347",41.6882948288772
"4348",NA
"4349",NA
"4350",39.5733377999993
"4351",33.0743143
"4352",31.5259322000002
"4353",28.6736875
"4354",NA
"4355",34.8800281199994
"4356",39.5512276
"4357",31.0150346
"4358",NA
"4359",37.9224865
"4360",36.139365
"4361",33.10206
"4362",43.0909417863938
"4363",34.5816124999992
"4364",32.3346375
"4365",NA
"4366",35.0932189999983
"4367",34.8800281199994
"4368",41.3614675
"4369",40.07444
"4370",35.0932189999983
"4371",36.318171
"4372",NA
"4373",34.3233315
"4374",35.0932189999983
"4375",NA
"4376",36.314227
"4377",28.5312088
"4378",34.3233315
"4379",34.8800281199994
"4380",31.12292
"4381",34.293267
"4382",42.0470588
"4383",35.0932189999983
"4384",33.6858655000003
"4385",35.0932189999983
"4386",NA
"4387",NA
"4388",35.0932189999983
"4389",31.8744645
"4390",34.3233315
"4391",36.190348
"4392",33.49816
"4393",30.065095
"4394",34.416007
"4395",34.293267
"4396",39.6375825
"4397",31.8744645
"4398",28.54878
"4399",38.2374234
"4400",38.3782577857435
"4401",36.3988632
"4402",38.1497911199996
"4403",46.7636357
"4404",33.6362679999998
"4405",31.0150346
"4406",34.5101696599996
"4407",34.5816124999992
"4408",28.819658
"4409",43.89699414642
"4410",26.4141325
"4411",31.12292
"4412",NA
"4413",NA
"4414",28.5312088
"4415",34.9129860199999
"4416",NA
"4417",36.1828214200006
"4418",32.8855225
"4419",NA
"4420",30.065095
"4421",30.650405
"4422",41.8610804999993
"4423",42.0470588
"4424",NA
"4425",36.8244837
"4426",34.8800281199994
"4427",32.5011466231678
"4428",33.2087928
"4429",36.139365
"4430",35.0932189999983
"4431",34.4606625999996
"4432",39.7407650238091
"4433",40.283938479999
"4434",39.5733377999993
"4435",NA
"4436",44.2170424894645
"4437",40.7154845
"4438",40.698008619136
"4439",37.45730462
"4440",30.650405
"4441",36.139365
"4442",32.3761974
"4443",37.9721009999999
"4444",NA
"4445",37.44879
"4446",36.139365
"4447",37.6147967
"4448",38.8649750000007
"4449",39.31995406208
"4450",28.819658
"4451",39.4597625
"4452",39.6664869471999
"4453",41.2583710000004
"4454",28.819658
"4455",39.3652595000002
"4456",NA
"4457",38.38654502
"4458",31.8744645
"4459",28.819658
"4460",NA
"4461",31.82226974
"4462",41.3598644
"4463",42.0470588
"4464",40.6483345000002
"4465",35.6735344
"4466",34.9129860199999
"4467",36.139365
"4468",31.0150346
"4469",37.6147967
"4470",39.717621900001
"4471",32.605864
"4472",NA
"4473",36.139365
"4474",41.3614675
"4475",43.0405825679069
"4476",39.5733377999993
"4477",30.065095
"4478",34.9938152399997
"4479",34.3233315
"4480",37.7655149521799
"4481",34.416007
"4482",31.8744645
"4483",NA
"4484",36.318171
"4485",NA
"4486",37.2056475
"4487",37.6683874999999
"4488",46.7636357
"4489",30.44139
"4490",41.3598644
"4491",36.318171
"4492",33.75100508
"4493",42.0470588
"4494",NA
"4495",NA
"4496",NA
"4497",39.8497425
"4498",39.8497425
"4499",39.8497425
"4500",33.10206
"4501",33.10206
"4502",33.10206
"4503",36.318171
"4504",36.318171
"4505",36.318171
"4506",36.318171
"4507",36.318171
"4508",36.318171
"4509",NA
"4510",NA
"4511",NA
"4512",37.2056475
"4513",37.2056475
"4514",37.2056475
"4515",39.6375825
"4516",39.6375825
"4517",39.6375825
"4518",28.819658
"4519",32.98391
"4520",NA
"4521",39.5733377999993
"4522",36.139365
"4523",NA
"4524",30.065095
"4525",NA
"4526",NA
"4527",36.139365
"4528",39.8591179999999
"4529",30.5192925000001
"4530",34.3233315
"4531",34.9657377
"4532",30.0044475
"4533",41.7618457623743
"4534",33.8941325
"4535",NA
"4536",36.19554185938
"4537",33.9562107199997
"4538",28.819658
"4539",34.612118999998
"4540",NA
"4541",34.8800281199994
"4542",39.4803239999999
"4543",39.3985250591997
"4544",39.5733377999993
"4545",NA
"4546",NA
"4547",NA
"4548",28.54878
"4549",36.1828214200006
"4550",29.2417713999992
"4551",28.6268041664363
"4552",28.819658
"4553",34.8800281199994
"4554",33.10206
"4555",28.3346950378612
"4556",32.98391
"4557",28.54878
"4558",33.0652634999995
"4559",41.8610804999993
"4560",34.4606625999996
"4561",39.3652595000002
"4562",NA
"4563",39.5733377999993
"4564",39.8497425
"4565",34.8800281199994
"4566",36.1828214200006
"4567",39.8627193197125
"4568",40.1079555000003
"4569",35.6735344
"4570",42.0470588
"4571",35.0199914999997
"4572",39.4466044999998
"4573",39.1098923272003
"4574",35.8872758607199
"4575",36.6938319
"4576",39.7346219000003
"4577",41.4079139681283
"4578",41.221855
"4579",34.5816124999992
"4580",27.4151928
"4581",NA
"4582",NA
"4583",NA
"4584",35.1793977800001
"4585",33.49816
"4586",NA
"4587",NA
"4588",NA
"4589",31.7174967
"4590",NA
"4591",32.3761974
"4592",NA
"4593",NA
"4594",42.0470588
"4595",32.1107791200001
"4596",40.0175183157168
"4597",39.1699223600001
"4598",39.1699223600001
"4599",39.1699223600001
"4600",36.7832417
"4601",35.53983518
"4602",NA
"4603",NA
"4604",NA
"4605",26.4141325
"4606",36.7832417
"4607",27.0262770000003
"4608",NA
"4609",42.0470588
"4610",33.49816
"4611",NA
"4612",NA
"4613",NA
"4614",28.819658
"4615",34.556308
"4616",31.8744645
"4617",NA
"4618",33.49816
"4619",NA
"4620",34.9938152399997
"4621",27.4151928
"4622",42.0470588
"4623",39.5733377999993
"4624",39.6375825
"4625",28.819658
"4626",39.5733377999993
"4627",37.4026254800002
"4628",37.8337817920001
"4629",37.75300568
"4630",41.02431296
"4631",33.49816
"4632",NA
"4633",40.4907410999996
"4634",NA
"4635",39.85842168
"4636",33.49816
"4637",36.8946613999999
"4638",27.0596646661202
"4639",32.1107791200001
"4640",33.0652634999995
"4641",39.5733377999993
"4642",32.98391
"4643",33.49816
"4644",NA
"4645",28.819658
"4646",26.5228475
"4647",NA
"4648",30.2413782
"4649",28.819658
"4650",30.5192925000001
"4651",33.49816
"4652",31.8744645
"4653",33.10206
"4654",28.819658
"4655",NA
"4656",39.4274675999994
"4657",33.0933818400003
"4658",35.6002193023997
"4659",35.6401599309801
"4660",35.561603
"4661",36.139365
"4662",40.45815482
"4663",39.8591179999999
"4664",42.0470588
"4665",NA
"4666",31.8744645
"4667",NA
"4668",41.3614675
"4669",31.8744645
"4670",NA
"4671",32.1107791200001
"4672",NA
"4673",31.4523289999997
"4674",NA
"4675",33.49816
"4676",34.8800281199994
"4677",33.6147783
"4678",33.587424899616
"4679",36.318171
"4680",37.1140038999999
"4681",39.1699223600001
"4682",NA
"4683",30.0177003600001
"4684",19.7586906399994
"4685",32.352683
"4686",31.8744645
"4687",NA
"4688",33.49816
"4689",38.0649400399999
"4690",31.8744645
"4691",39.7362249999998
"4692",29.9870446
"4693",29.9887519576
"4694",38.73249808
"4695",39.4687977459514
"4696",38.0234036
"4697",NA
"4698",32.1107791200001
"4699",33.6362679999998
"4700",36.2445422999995
"4701",39.7151824000002
"4702",40.1455442
"4703",NA
"4704",32.9520180000009
"4705",41.6609487822721
"4706",41.603369
"4707",39.8488245000005
"4708",40.0638221590404
"4709",36.318171
"4710",28.819658
"4711",42.0470588
"4712",42.0470588
"4713",36.190348
"4714",NA
"4715",NA
"4716",33.49816
"4717",33.1004619999972
"4718",NA
"4719",41.8610804999993
"4720",33.8941325
"4721",32.1107791200001
"4722",33.8941325
"4723",30.650405
"4724",32.1107791200001
"4725",34.5101696599996
"4726",NA
"4727",39.33857358
"4728",39.7362249999998
"4729",39.85842168
"4730",32.3346375
"4731",33.9712989
"4732",27.5077288999998
"4733",NA
"4734",34.3233315
"4735",32.1107791200001
"4736",27.4151928
"4737",34.3233315
"4738",36.139365
"4739",32.1107791200001
"4740",NA
"4741",NA
"4742",35.5457844999994
"4743",NA
"4744",NA
"4745",NA
"4746",NA
"4747",NA
"4748",NA
"4749",NA
"4750",40.0175183157168
"4751",NA
"4752",NA
"4753",31.8744645
"4754",NA
"4755",NA
"4756",NA
"4757",NA
"4758",33.20746
"4759",39.89186
"4760",39.89186
"4761",39.89186
"4762",33.10206
"4763",33.10206
"4764",33.10206
"4765",36.318171
"4766",36.318171
"4767",36.318171
"4768",NA
"4769",NA
"4770",NA
"4771",NA
"4772",NA
"4773",NA
"4774",NA
"4775",NA
"4776",NA
"4777",33.6858655000003
"4778",33.6858655000003
"4779",33.6858655000003
"4780",35.5457844999994
"4781",35.5457844999994
"4782",35.5457844999994
"4783",35.5457844999994
"4784",35.5457844999994
"4785",35.5457844999994
"4786",35.5457844999994
"4787",35.5457844999994
"4788",35.5457844999994
"4789",NA
"4790",NA
"4791",NA
"4792",36.190348
"4793",36.190348
"4794",36.190348
"4795",36.190348
"4796",36.190348
"4797",36.190348
"4798",36.190348
"4799",36.190348
"4800",36.190348
"4801",37.2917134
"4802",37.2917134
"4803",33.6362679999998
"4804",33.6362679999998
"4805",33.6362679999998
"4806",32.352683
"4807",32.352683
"4808",32.352683
"4809",31.8744645
"4810",NA
"4811",NA
"4812",NA
"4813",40.0933645343681
"4814",39.6845398999996
"4815",NA
"4816",NA
"4817",31.4523289999997
"4818",NA
"4819",29.1763349999999
"4820",32.1107791200001
"4821",27.0596316120002
"4822",31.8744645
"4823",39.8733571999995
"4824",32.1107791200001
"4825",37.3437367999999
"4826",36.535047284703
"4827",38.3807215
"4828",30.4221908800001
"4829",30.827715
"4830",36.139365
"4831",32.1107791200001
"4832",44.2170424894645
"4833",32.1107791200001
"4834",32.1107791200001
"4835",32.1107791200001
"4836",31.4523289999997
"4837",38.55459036
"4838",NA
"4839",32.1107791200001
"4840",NA
"4841",39.85842168
"4842",33.49816
"4843",36.190348
"4844",32.1107791200001
"4845",NA
"4846",44.2170424894645
"4847",35.5457844999994
"4848",NA
"4849",NA
"4850",32.1107791200001
"4851",NA
"4852",35.1017431399319
"4853",34.7738994999993
"4854",35.2563489600008
"4855",36.5025754332469
"4856",40.6280875
"4857",39.9743218592001
"4858",33.49816
"4859",41.0133289199998
"4860",NA
"4861",40.1329325800001
"4862",35.1793977800001
"4863",NA
"4864",NA
"4865",36.2445422999995
"4866",26.5228475
"4867",NA
"4868",NA
"4869",39.2344615000004
"4870",39.794182772512
"4871",NA
"4872",NA
"4873",35.2499828
"4874",33.6047925
"4875",37.2145385000003
"4876",35.08103
"4877",40.6207996
"4878",NA
"4879",NA
"4880",34.9938152399997
"4881",NA
"4882",33.49816
"4883",33.6858655000003
"4884",33.49816
"4885",39.89186
"4886",31.0682565
"4887",36.2411423924803
"4888",NA
"4889",36.8244837
"4890",30.650405
"4891",33.49816
"4892",38.0826605
"4893",32.8855225
"4894",NA
"4895",28.9120660318468
"4896",33.7449423448842
"4897",32.0887052368574
"4898",28.8724091169277
"4899",32.7713342741708
"4900",36.589049992086
"4901",31.5312717723635
"4902",31.5829799970946
"4903",34.1242204067964
"4904",31.0640074223927
"4905",31.839435210587
"4906",32.085937824788
"4907",32.6471037209218
"4908",28.9386984934447
"4909",33.8775712586127
"4910",29.427695815384
"4911",34.9101700539777
"4912",33.1338041622257
"4913",31.2197651117643
"4914",28.2384812965455
"4915",31.6340784315662
"4916",31.7665369947245
"4917",32.3130931619942
"4918",29.2961378531451
"4919",30.9640081440695
"4920",NA
"4921",NA
"4922",39.2664894999999
"4923",39.293774033792
"4924",31.8744645
"4925",35.1793977800001
"4926",NA
"4927",39.0246475000003
"4928",33.49816
"4929",NA
"4930",33.9562107199997
"4931",NA
"4932",32.0683121
"4933",33.49816
"4934",34.612118999998
"4935",34.612118999998
"4936",32.311305
"4937",39.5733377999993
"4938",35.3569066800001
"4939",28.3322284685177
"4940",30.5192925000001
"4941",NA
"4942",NA
"4943",39.1121128400003
"4944",33.49816
"4945",34.5508229325742
"4946",32.3298178815433
"4947",31.0613136999898
"4948",33.1622410541252
"4949",33.6353369824423
"4950",33.8078692469528
"4951",33.920450893095
"4952",33.3537031093825
"4953",33.5088632387258
"4954",32.9893176041784
"4955",NA
"4956",42.0470588
"4957",34.9938152399997
"4958",NA
"4959",28.819658
"4960",35.5457844999994
"4961",NA
"4962",36.190348
"4963",NA
"4964",40.19193610656
"4965",40.22084808
"4966",NA
"4967",26.4141325
"4968",38.8944078752002
"4969",38.97460528
"4970",33.75100508
"4971",28.819658
"4972",26.5228475
"4973",37.0471055000001
"4974",37.3273037132804
"4975",37.3387320000003
"4976",37.3650299370251
"4977",39.7299605000003
"4978",28.54878
"4979",39.717621900001
"4980",28.819658
"4981",31.8744645
"4982",32.7080169999992
"4983",42.0470588
"4984",46.8105812
"4985",39.3652595000002
"4986",NA
"4987",31.8744645
"4988",41.8571960331861
"4989",42.114387300001
"4990",32.98391
"4991",NA
"4992",33.49816
"4993",38.7786391399999
"4994",NA
"4995",39.7585476999999
"4996",NA
"4997",NA
"4998",NA
"4999",38.754968
"5000",NA
"5001",NA
"5002",30.650405
"5003",31.0150346
"5004",30.23977
"5005",NA
"5006",NA
"5007",NA
"5008",35.79016052
"5009",32.98391
"5010",33.49816
"5011",39.4372374999999
"5012",39.8891096176
"5013",NA
"5014",33.49816
"5015",34.8800281199994
"5016",NA
"5017",35.3084390000003
"5018",39.1699223600001
"5019",38.42293148
"5020",NA
"5021",33.10206
"5022",33.49816
"5023",36.90322804
"5024",38.3794376431361
"5025",38.6518375000014
"5026",33.49816
"5027",26.961745
"5028",NA
"5029",NA
"5030",NA
"5031",NA
"5032",NA
"5033",NA
"5034",NA
"5035",35.6735344
"5036",30.6751250400011
"5037",NA
"5038",31.5259322000002
"5039",38.3271544999998
"5040",38.453598244576
"5041",31.22679
"5042",NA
"5043",NA
"5044",42.8213
"5045",NA
"5046",NA
"5047",NA
"5048",36.4555262399998
"5049",31.8744645
"5050",33.49816
"5051",31.8744645
"5052",33.20746
"5053",38.754968
"5054",NA
"5055",33.49816
"5056",33.49816
"5057",34.293267
"5058",35.52683562
"5059",28.819658
"5060",34.7738994999993
"5061",33.7196105
"5062",38.5308815403838
"5063",39.6971335
"5064",38.754968
"5065",38.161204693696
"5066",38.2216491
"5067",NA
"5068",39.89186
"5069",39.89186
"5070",39.89186
"5071",33.10206
"5072",33.10206
"5073",33.10206
"5074",NA
"5075",NA
"5076",NA
"5077",NA
"5078",NA
"5079",NA
"5080",NA
"5081",NA
"5082",NA
"5083",NA
"5084",NA
"5085",NA
"5086",36.318171
"5087",36.318171
"5088",36.318171
"5089",NA
"5090",NA
"5091",NA
"5092",NA
"5093",NA
"5094",NA
"5095",NA
"5096",NA
"5097",NA
"5098",37.0471055000001
"5099",37.0471055000001
"5100",37.0471055000001
"5101",33.6858655000003
"5102",33.6858655000003
"5103",33.6858655000003
"5104",39.873109
"5105",39.873109
"5106",39.873109
"5107",NA
"5108",NA
"5109",NA
"5110",34.293267
"5111",34.293267
"5112",34.293267
"5113",34.293267
"5114",34.293267
"5115",34.293267
"5116",34.293267
"5117",34.293267
"5118",34.293267
"5119",32.352683
"5120",32.352683
"5121",32.352683
"5122",32.352683
"5123",32.352683
"5124",32.352683
"5125",NA
"5126",38.754968
"5127",33.49816
"5128",32.98391
"5129",30.0044475
"5130",37.8581925000001
"5131",36.1828214200006
"5132",38.9862842800001
"5133",NA
"5134",37.6147967
"5135",36.8244837
"5136",34.293267
"5137",33.49816
"5138",34.7738994999993
"5139",37.1140038999999
"5140",32.3119136000014
"5141",30.065095
"5142",30.4850375
"5143",NA
"5144",40.0358466000022
"5145",31.4523289999997
"5146",NA
"5147",35.6735344
"5148",34.293267
"5149",32.352683
"5150",39.2731756000001
"5151",39.1055035664001
"5152",NA
"5153",NA
"5154",NA
"5155",32.352683
"5156",33.49816
"5157",36.3279544999994
"5158",40.5586383101125
"5159",40.49273588
"5160",36.318171
"5161",39.873109
"5162",28.54878
"5163",40.0358466000022
"5164",NA
"5165",30.650405
"5166",30.4690966
"5167",33.49816
"5168",39.7151824000002
"5169",NA
"5170",NA
"5171",40.3451575200004
"5172",42.8213
"5173",33.49816
"5174",33.49816
"5175",31.0150346
"5176",33.49816
"5177",38.2472313800001
"5178",31.8744645
"5179",NA
"5180",NA
"5181",33.49816
"5182",33.49816
"5183",33.49816
"5184",36.1828214200006
"5185",33.49816
"5186",32.8469569800006
"5187",NA
"5188",33.49816
"5189",NA
"5190",38.4912622999992
"5191",NA
"5192",34.8800281199994
"5193",NA
"5194",28.54878
"5195",NA
"5196",NA
"5197",30.0044475
"5198",46.081740526838
"5199",42.2789604693394
"5200",41.5539256408466
"5201",42.2773960154154
"5202",43.9115450674902
"5203",41.3265324217552
"5204",41.9408780375348
"5205",44.2520473555764
"5206",41.4298337935444
"5207",44.8036626366925
"5208",38.7919819287757
"5209",41.5048238351747
"5210",36.0780174400015
"5211",34.416007
"5212",NA
"5213",31.8744645
"5214",32.605864
"5215",NA
"5216",NA
"5217",NA
"5218",NA
"5219",32.605864
"5220",NA
"5221",36.0681037200003
"5222",40.1329325800001
"5223",31.7752724352318
"5224",33.1043911757516
"5225",26.3205703383251
"5226",34.0619993968278
"5227",32.7317929825305
"5228",32.8408818127185
"5229",31.7452141921621
"5230",39.9390496308416
"5231",30.3518
"5232",30.4690966
"5233",37.4700553
"5234",NA
"5235",NA
"5236",34.9938152399997
"5237",NA
"5238",35.1619925
"5239",33.6858655000003
"5240",32.3346375
"5241",NA
"5242",32.311305
"5243",39.7362249999998
"5244",33.8941325
"5245",40.0358466000022
"5246",35.893885
"5247",33.5775989599997
"5248",NA
"5249",38.7065723999998
"5250",NA
"5251",41.02431296
"5252",39.2352343199998
"5253",NA
"5254",NA
"5255",NA
"5256",28.819658
"5257",39.27764560176
"5258",39.0963504399995
"5259",30.065095
"5260",35.893885
"5261",38.2534596066249
"5262",38.7557755000006
"5263",33.0853303
"5264",34.0750573800009
"5265",37.6147967
"5266",NA
"5267",NA
"5268",34.416007
"5269",39.89186
"5270",NA
"5271",35.1793977800001
"5272",29.2417713999992
"5273",34.293267
"5274",35.7833540600001
"5275",36.5200724541747
"5276",28.54878
"5277",NA
"5278",34.8800281199994
"5279",33.49816
"5280",39.7362249999998
"5281",35.5457844999994
"5282",32.311305
"5283",38.754968
"5284",38.754968
"5285",31.8744645
"5286",NA
"5287",NA
"5288",NA
"5289",NA
"5290",NA
"5291",36.41026204
"5292",NA
"5293",34.6697813
"5294",NA
"5295",NA
"5296",NA
"5297",30.0044475
"5298",40.07444
"5299",34.293267
"5300",NA
"5301",NA
"5302",29.7780925
"5303",29.2417713999992
"5304",NA
"5305",37.0841179
"5306",37.2195663519996
"5307",36.190348
"5308",32.311305
"5309",37.7655220218
"5310",38.6880491999998
"5311",42.0470588
"5312",37.77022736
"5313",41.70321
"5314",41.70321
"5315",41.70321
"5316",NA
"5317",NA
"5318",NA
"5319",NA
"5320",NA
"5321",NA
"5322",NA
"5323",NA
"5324",NA
"5325",NA
"5326",NA
"5327",NA
"5328",NA
"5329",NA
"5330",NA
"5331",35.5457844999994
"5332",35.5457844999994
"5333",35.5457844999994
"5334",36.190348
"5335",36.190348
"5336",36.190348
"5337",NA
"5338",NA
"5339",NA
"5340",NA
"5341",NA
"5342",NA
"5343",34.293267
"5344",34.293267
"5345",34.293267
"5346",34.293267
"5347",34.293267
"5348",34.293267
"5349",34.293267
"5350",34.293267
"5351",34.293267
"5352",32.352683
"5353",32.352683
"5354",32.352683
"5355",NA
"5356",43.0405825679069
"5357",31.0039319
"5358",NA
"5359",NA
"5360",37.5943687639691
"5361",38.4294469000001
"5362",NA
"5363",NA
"5364",NA
"5365",31.8744645
"5366",27.5664202352166
"5367",33.49816
"5368",35.1793977800001
"5369",31.8744645
"5370",37.77022736
"5371",31.22679
"5372",NA
"5373",NA
"5374",NA
"5375",33.49816
"5376",NA
"5377",NA
"5378",36.8244837
"5379",34.8145465000002
"5380",NA
"5381",NA
"5382",NA
"5383",NA
"5384",NA
"5385",34.710908794825
"5386",35.2548449133597
"5387",34.6861554270509
"5388",NA
"5389",NA
"5390",35.08103
"5391",35.1664176
"5392",NA
"5393",35.893885
"5394",36.5945145
"5395",36.3301457706238
"5396",NA
"5397",NA
"5398",30.6615758407661
"5399",35.53983518
"5400",32.311305
"5401",NA
"5402",29.7780925
"5403",28.819658
"5404",NA
"5405",41.70321
"5406",38.1033478
"5407",38.1624575278721
"5408",35.2563489600008
"5409",35.9084271400031
"5410",30.2413782
"5411",33.49816
"5412",42.0470588
"5413",32.352683
"5414",33.49816
"5415",26.4141325
"5416",36.314227
"5417",35.8740844934417
"5418",28.1270406
