"","ppfd"
"9742",29.0291696787992
"9743",29.0291696787992
"9744",34.7665683371268
"9745",34.0550349815618
"9746",33.945330015633
"9747",34.1479018337222
"9748",NA
"9749",NA
"9750",37.3219077719941
"9751",35.5874617272454
"9752",39.9049776411838
"9753",40.0040785368
"9754",39.9920449032
"9755",39.1700018124712
"9756",41.4141338533515
"9757",37.747782694911
"9758",36.8882654234117
"9759",34.2207057453504
"9760",NA
"9761",NA
"9762",NA
"9763",37.0811055
"9764",37.0811055
"9765",37.0811055
"9766",37.0811055
"9767",37.0811055
"9768",37.0811055
"9769",37.0811055
"9770",37.0811055
"9771",37.0811055
"9772",37.0811055
"9773",37.0811055
"9774",37.0811055
"9775",37.0811055
"9776",37.0811055
"9777",37.0811055
"9778",37.0811055
"9779",37.0811055
"9780",37.0811055
"9781",37.0811055
"9782",37.0811055
"9783",37.0811055
"9784",37.0811055
"9785",37.0811055
"9786",37.0811055
"9787",37.0811055
"9788",37.0811055
"9789",37.0811055
"9790",37.0811055
"9791",37.0811055
"9792",37.0811055
"9793",37.0811055
"9794",37.0811055
"9795",37.0811055
"9796",37.0811055
"9797",37.0811055
"9798",37.0811055
"9799",37.0811055
"9800",37.0811055
"9801",37.0811055
"9802",37.0811055
"9803",37.0811055
"9804",37.0811055
"9805",37.0811055
"9806",37.0811055
"9807",37.0811055
"9808",37.0811055
"9809",37.0811055
"9810",37.0811055
"9811",37.0811055
"9812",37.0811055
"9813",37.0811055
"9814",37.0811055
"9815",37.0811055
"9816",37.0811055
"9817",37.0811055
"9818",37.0811055
"9819",37.0811055
"9820",37.0811055
"9821",37.0811055
"9822",37.0811055
"9823",37.0811055
"9824",37.0811055
"9825",37.0811055
"9826",37.0811055
"9827",37.0811055
"9828",37.0811055
"9829",37.0811055
"9830",37.0811055
"9831",37.0811055
"9832",37.0811055
"9833",37.0811055
"9834",37.0811055
"9835",37.0811055
"9836",37.0811055
"9837",37.0811055
"9838",37.0811055
"9839",37.0811055
"9840",37.0811055
"9841",37.0811055
"9842",37.0811055
"9843",37.0811055
"9844",37.0811055
"9845",37.0811055
"9846",37.0811055
"9847",37.0811055
"9848",37.0811055
"9849",37.0811055
"9850",37.0811055
"9851",37.0811055
"9852",37.0811055
"9853",37.0811055
"9854",37.0811055
"9855",41.1382319999994
"9856",39.8582051
"9857",36.165273
"9858",36.165273
"9859",36.165273
"9860",36.056609
"9861",36.056609
"9862",36.056609
"9863",39.8555587439999
"9864",36.8197215960243
"9865",35.0081568742747
"9866",32.7775639009651
"9867",37.2047821864762
"9868",40.70028276
"9869",41.1727216
"9870",38.4802071447983
"9871",34.6676056537944
"9872",34.066265258807
"9873",32.8844838252084
"9874",41.218491436032
"9875",39.1327106524517
"9876",34.5487210700098
"9877",33.0330458284449
"9878",48.9584965799514
"9879",48.9584965799514
"9880",48.9584965799514
"9881",48.9584965799514
"9882",48.9584965799514
"9883",48.9584965799514
"9884",48.9584965799514
"9885",48.9584965799514
"9886",48.9584965799514
"9887",48.9584965799514
"9888",48.9584965799514
"9889",48.9584965799514
"9890",48.9584965799514
"9891",48.9584965799514
"9892",48.9584965799514
"9893",48.9584965799514
"9894",48.9584965799514
"9895",37.0380722407847
"9896",33.9586621058665
"9897",36.207667297244
"9898",41.0580307600001
"9899",32.6609296643019
"9900",34.3103218637473
"9901",37.9285127802241
"9902",39.5862605275952
"9903",34.8881550179151
"9904",35.4661578582969
"9905",NA
"9906",NA
"9907",39.0729275000003
"9908",34.6481186574773
"9909",34.80292131213
"9910",38.0784937623686
"9911",39.5031614257282
"9912",38.2774685999995
"9913",33.9498490273021
"9914",39.30954066887
"9915",39.6737127087999
"9916",40.1125234000001
"9917",40.1125234000001
"9918",40.1125234000001
"9919",40.1125234000001
"9920",40.1125234000001
"9921",40.1125234000001
"9922",40.1125234000001
"9923",40.1125234000001
"9924",40.1125234000001
"9925",40.1125234000001
"9926",40.1125234000001
"9927",40.1125234000001
"9928",40.1125234000001
"9929",40.1125234000001
"9930",40.1125234000001
"9931",40.1125234000001
"9932",36.242515025859
"9933",35.535508344251
"9934",34.3168948088352
"9935",35.2169317194624
"9936",38.1381298
"9937",46.1765492
"9938",46.1765492
"9939",46.1765492
"9940",46.1765492
"9941",46.1765492
"9942",46.1765492
"9943",46.1765492
"9944",46.1765492
"9945",39.8073177433606
"9946",34.9866478817693
"9947",41.1072220089599
"9948",32.6008764730671
"9949",32.5797605
"9950",32.5797605
"9951",32.5797605
"9952",32.5797605
"9953",32.5797605
"9954",32.5797605
"9955",32.5797605
"9956",32.5797605
"9957",32.5797605
"9958",32.5797605
"9959",32.5797605
"9960",32.5797605
"9961",32.5797605
"9962",32.5797605
"9963",32.5797605
"9964",35.4139631000001
"9965",35.4139631000001
"9966",35.4139631000001
"9967",35.4139631000001
"9968",33.9250171552704
"9969",33.6958524481198
"9970",34.8163351354321
"9971",38.2764970696172
"9972",38.1330720991082
"9973",34.3018422484441
"9974",34.6422549455704
"9975",35.8467062841404
"9976",34.6066513593987
"9977",38.1695378851711
"9978",39.7176328286466
"9979",36.5774883253742
"9980",38.7029740370542
"9981",38.644292415977
"9982",32.4310435887002
"9983",37.51696
"9984",37.51696
"9985",37.51696
"9986",37.51696
"9987",37.51696
"9988",37.51696
"9989",37.5558474999999
"9990",37.5558474999999
"9991",37.5558474999999
"9992",46.57422
"9993",46.57422
"9994",46.57422
"9995",46.57422
"9996",46.57422
"9997",46.57422
"9998",46.57422
"9999",46.57422
"10000",46.57422
"10001",46.57422
"10002",46.57422
"10003",46.57422
"10004",46.7355925000001
"10005",46.7355925000001
"10006",46.7355925000001
"10007",43.7520925
"10008",47.8721275
"10009",47.8721275
"10010",47.8721275
"10011",46.4085975
"10012",NA
"10013",NA
"10014",NA
"10015",NA
"10016",NA
"10017",NA
"10018",NA
"10019",NA
"10020",NA
"10021",NA
"10022",NA
"10023",NA
"10024",NA
"10025",NA
"10026",42.842074
"10027",42.842074
"10028",42.842074
"10029",42.842074
"10030",42.842074
"10031",42.842074
"10032",42.8157665
"10033",NA
"10034",49.0273626067551
"10035",49.0273626067551
"10036",49.0273626067551
"10037",49.0273626067551
"10038",NA
"10039",NA
"10040",NA
"10041",NA
"10042",NA
"10043",NA
"10044",NA
"10045",NA
"10046",NA
"10047",NA
"10048",NA
"10049",NA
"10050",NA
"10051",NA
"10052",NA
"10053",NA
"10054",NA
"10055",NA
"10056",NA
"10057",NA
"10058",41.9494317895436
"10059",41.9494317895436
"10060",41.9494317895436
"10061",41.9494317895436
"10062",41.9494317895436
"10063",41.9494317895436
"10064",41.9494317895436
"10065",41.9494317895436
"10066",41.9494317895436
"10067",41.9494317895436
"10068",41.9494317895436
"10069",41.9494317895436
"10070",41.9494317895436
"10071",41.9494317895436
"10072",41.9494317895436
"10073",41.9494317895436
"10074",41.9494317895436
"10075",41.9494317895436
"10076",41.9494317895436
"10077",41.9494317895436
"10078",41.9494317895436
"10079",41.9494317895436
"10080",41.9494317895436
"10081",41.9494317895436
"10082",41.9494317895436
"10083",41.9494317895436
"10084",41.9494317895436
"10085",41.9494317895436
"10086",41.9494317895436
"10087",41.9494317895436
"10088",41.9494317895436
"10089",41.9494317895436
"10090",41.9494317895436
"10091",41.9494317895436
"10092",41.9494317895436
"10093",41.9494317895436
"10094",41.9494317895436
"10095",41.9494317895436
"10096",41.9494317895436
"10097",41.9494317895436
"10098",41.9494317895436
"10099",41.9494317895436
"10100",41.9494317895436
"10101",41.9494317895436
"10102",40.2831482472929
"10103",40.2831482472929
"10104",40.2831482472929
"10105",40.2831482472929
"10106",40.2831482472929
"10107",40.2831482472929
"10108",40.2831482472929
"10109",40.2831482472929
"10110",40.2831482472929
"10111",40.2831482472929
"10112",40.2831482472929
"10113",40.2831482472929
"10114",40.2831482472929
"10115",40.2831482472929
"10116",40.2831482472929
"10117",40.2831482472929
"10118",40.2831482472929
"10119",40.2831482472929
"10120",40.2831482472929
"10121",40.2831482472929
"10122",40.2831482472929
"10123",40.2831482472929
"10124",40.2831482472929
"10125",40.2831482472929
"10126",40.2831482472929
"10127",40.2831482472929
"10128",40.2831482472929
"10129",40.2831482472929
"10130",40.2831482472929
"10131",40.2831482472929
"10132",40.2831482472929
"10133",40.2831482472929
"10134",40.2831482472929
"10135",40.2831482472929
"10136",40.2831482472929
"10137",40.2831482472929
"10138",40.2831482472929
"10139",40.2831482472929
"10140",40.9864475
"10141",40.9864475
"10142",40.9864475
"10143",40.9864475
"10144",40.9864475
"10145",40.9864475
"10146",40.9864475
"10147",40.9864475
"10148",40.9864475
"10149",40.9864475
"10150",40.9864475
"10151",40.9864475
"10152",40.4731681618289
"10153",NA
"10154",NA
"10155",NA
"10156",NA
"10157",NA
"10158",NA
"10159",NA
"10160",NA
"10161",NA
"10162",NA
"10163",NA
"10164",NA
"10165",NA
"10166",NA
"10167",NA
"10168",NA
"10169",NA
"10170",NA
"10171",NA
"10172",NA
"10173",NA
"10174",NA
"10175",NA
"10176",NA
"10177",NA
"10178",NA
"10179",NA
"10180",NA
"10181",47.8603980785954
"10182",47.8603980785954
"10183",47.8603980785954
"10184",47.8603980785954
"10185",47.8603980785954
"10186",46.9188400086949
"10187",46.9188400086949
"10188",46.9188400086949
"10189",46.9188400086949
"10190",46.9188400086949
"10191",46.9188400086949
"10192",46.9188400086949
"10193",46.9188400086949
"10194",46.9188400086949
"10195",46.9188400086949
"10196",46.9188400086949
"10197",NA
"10198",NA
"10199",NA
"10200",NA
"10201",NA
"10202",43.9448914254189
"10203",40.7548737122688
"10204",44.3577583
"10205",44.3577583
"10206",44.3577583
"10207",44.3577583
"10208",44.3577583
"10209",44.3577583
"10210",44.3577583
"10211",44.3577583
"10212",44.3577583
"10213",44.3577583
"10214",44.3577583
"10215",44.3577583
"10216",44.3577583
"10217",44.3577583
"10218",44.3577583
"10219",44.3577583
"10220",45.6020665
"10221",45.4380675
"10222",47.9591760226561
"10223",47.9591760226561
"10224",47.9591760226561
"10225",47.9591760226561
"10226",47.9591760226561
"10227",47.9591760226561
"10228",47.9591760226561
"10229",NA
"10230",NA
"10231",NA
"10232",NA
"10233",NA
"10234",NA
"10235",NA
"10236",NA
"10237",46.7607354999993
"10238",46.7607354999993
"10239",46.7607354999993
"10240",46.047169
"10241",46.047169
"10242",44.150428
"10243",47.7103641908895
"10244",47.7103641908895
"10245",47.7103641908895
"10246",47.7103641908895
"10247",47.7103641908895
"10248",47.7103641908895
"10249",47.7103641908895
"10250",47.7103641908895
"10251",47.7103641908895
"10252",47.7103641908895
"10253",47.1038322316184
"10254",47.1038322316184
"10255",47.1038322316184
"10256",47.1038322316184
"10257",47.1038322316184
"10258",47.1038322316184
"10259",47.1038322316184
"10260",47.1038322316184
"10261",47.1038322316184
"10262",47.1038322316184
"10263",47.1038322316184
"10264",40.8581360866197
"10265",40.9495028839581
"10266",40.7856757998244
"10267",NA
"10268",40.93165446
"10269",40.93165446
"10270",40.93165446
"10271",40.93165446
"10272",40.93165446
"10273",40.93165446
"10274",40.93165446
"10275",40.93165446
"10276",40.93165446
"10277",40.93165446
"10278",40.93165446
"10279",40.93165446
"10280",NA
"10281",NA
"10282",NA
"10283",NA
"10284",NA
"10285",NA
"10286",NA
"10287",NA
"10288",NA
"10289",NA
"10290",40.7902611911134
"10291",38.067410268656
"10292",NA
"10293",NA
"10294",NA
"10295",NA
"10296",NA
"10297",NA
"10298",NA
"10299",NA
"10300",NA
"10301",NA
"10302",46.086065
"10303",46.086065
"10304",46.086065
"10305",46.086065
"10306",46.086065
"10307",46.086065
"10308",46.8287100000001
"10309",46.8287100000001
"10310",46.8287100000001
"10311",46.8287100000001
"10312",46.8287100000001
"10313",46.8287100000001
"10314",46.8287100000001
"10315",46.8287100000001
"10316",46.8287100000001
"10317",46.8287100000001
"10318",46.8287100000001
"10319",46.8287100000001
"10320",46.8287100000001
"10321",46.8287100000001
"10322",46.8287100000001
"10323",46.8287100000001
"10324",46.8287100000001
"10325",46.8287100000001
"10326",46.8287100000001
"10327",46.8287100000001
"10328",46.8287100000001
"10329",46.8287100000001
"10330",46.8287100000001
"10331",46.8287100000001
"10332",46.8287100000001
"10333",46.8287100000001
"10334",46.8287100000001
"10335",46.8287100000001
"10336",46.8287100000001
"10337",46.8287100000001
"10338",46.8287100000001
"10339",46.8287100000001
"10340",46.8287100000001
"10341",45.9768994999999
"10342",45.2082699999998
"10343",44.160577
"10344",44.160577
"10345",NA
"10346",46.4654121000932
"10347",46.2854101836
"10348",46.2854101836
"10349",46.2854101836
"10350",46.2854101836
"10351",46.2854101836
"10352",46.2854101836
"10353",46.2854101836
"10354",46.2854101836
"10355",46.2854101836
"10356",46.2854101836
"10357",46.2854101836
"10358",46.2854101836
"10359",46.2854101836
"10360",46.2854101836
"10361",46.2854101836
"10362",46.2854101836
"10363",46.2854101836
"10364",46.2854101836
"10365",46.2854101836
"10366",46.2854101836
"10367",46.2854101836
"10368",46.2854101836
"10369",46.2854101836
"10370",46.2854101836
"10371",46.2854101836
"10372",46.2854101836
"10373",46.2854101836
"10374",46.2854101836
"10375",46.2854101836
"10376",46.2854101836
"10377",46.2854101836
"10378",46.2854101836
"10379",46.2854101836
"10380",46.2854101836
"10381",43.35482698
"10382",41.9474164584642
"10383",NA
"10384",46.4809551152769
"10385",46.3572069129569
"10386",NA
"10387",NA
"10388",NA
"10389",47.2164366376425
"10390",41.7482015911017
"10391",41.7482015911017
"10392",41.7482015911017
"10393",41.7482015911017
"10394",41.7482015911017
"10395",41.7482015911017
"10396",41.7482015911017
"10397",41.7482015911017
"10398",41.7482015911017
"10399",41.7482015911017
"10400",41.7482015911017
"10401",41.7482015911017
"10402",41.7482015911017
"10403",41.7482015911017
"10404",41.7482015911017
"10405",41.7482015911017
"10406",41.7482015911017
"10407",41.7482015911017
"10408",41.7482015911017
"10409",41.7482015911017
"10410",41.7482015911017
"10411",41.7482015911017
"10412",41.7482015911017
"10413",41.7482015911017
"10414",41.7482015911017
"10415",41.7482015911017
"10416",41.7482015911017
"10417",41.7482015911017
"10418",41.7482015911017
"10419",43.2140595
"10420",NA
"10421",46.0210994999999
"10422",46.0210994999999
"10423",46.0210994999999
"10424",46.0210994999999
"10425",46.0210994999999
"10426",46.0210994999999
"10427",45.5496112999999
"10428",45.5496112999999
"10429",45.5496112999999
"10430",45.5496112999999
"10431",45.5496112999999
"10432",45.5496112999999
"10433",45.5496112999999
"10434",NA
"10435",NA
"10436",NA
"10437",NA
"10438",NA
"10439",NA
"10440",NA
"10441",NA
"10442",NA
"10443",NA
"10444",NA
"10445",NA
"10446",NA
"10447",NA
"10448",NA
"10449",NA
"10450",NA
"10451",NA
"10452",NA
"10453",NA
"10454",NA
"10455",NA
"10456",NA
"10457",NA
"10458",NA
"10459",NA
"10460",NA
"10461",NA
"10462",NA
"10463",NA
"10464",NA
"10465",NA
"10466",NA
"10467",NA
"10468",NA
"10469",NA
"10470",NA
"10471",NA
"10472",NA
"10473",NA
"10474",NA
"10475",NA
"10476",NA
"10477",NA
"10478",NA
"10479",NA
"10480",NA
"10481",NA
"10482",NA
"10483",NA
"10484",NA
"10485",NA
"10486",NA
"10487",NA
"10488",NA
"10489",NA
"10490",NA
"10491",NA
"10492",NA
"10493",NA
"10494",NA
"10495",NA
"10496",NA
"10497",NA
"10498",NA
"10499",NA
"10500",NA
"10501",NA
"10502",NA
"10503",NA
"10504",NA
"10505",NA
"10506",NA
"10507",NA
"10508",47.3973032539238
"10509",40.28299269792
"10510",NA
"10511",49.0470767544862
"10512",49.0470767544862
"10513",49.0470767544862
"10514",49.0470767544862
"10515",49.0470767544862
"10516",49.0470767544862
"10517",49.0470767544862
"10518",49.0470767544862
"10519",49.0470767544862
"10520",49.0470767544862
"10521",NA
"10522",NA
"10523",NA
"10524",NA
"10525",NA
"10526",NA
"10527",NA
"10528",NA
"10529",NA
"10530",NA
"10531",NA
"10532",NA
"10533",NA
"10534",NA
"10535",NA
"10536",NA
"10537",NA
"10538",NA
"10539",NA
"10540",NA
"10541",NA
"10542",NA
"10543",NA
"10544",NA
"10545",NA
"10546",NA
"10547",43.1462326649281
"10548",43.1462326649281
"10549",43.1462326649281
"10550",43.1462326649281
"10551",43.1462326649281
"10552",43.1462326649281
"10553",43.1462326649281
"10554",43.1462326649281
"10555",43.1462326649281
"10556",43.1462326649281
"10557",43.1462326649281
"10558",43.1462326649281
"10559",43.1462326649281
"10560",43.1462326649281
"10561",43.1462326649281
"10562",43.1462326649281
"10563",43.1462326649281
"10564",43.1462326649281
"10565",43.1462326649281
"10566",43.1462326649281
"10567",43.1462326649281
"10568",43.1462326649281
"10569",43.1462326649281
"10570",43.1462326649281
"10571",43.1462326649281
"10572",43.1462326649281
"10573",43.1462326649281
"10574",43.1462326649281
"10575",43.1462326649281
"10576",43.1462326649281
"10577",43.1462326649281
"10578",43.1462326649281
"10579",43.1462326649281
"10580",43.1462326649281
"10581",43.1462326649281
"10582",43.1462326649281
"10583",43.1462326649281
"10584",43.1462326649281
"10585",43.1462326649281
"10586",43.1462326649281
"10587",43.1462326649281
"10588",43.1462326649281
"10589",43.1462326649281
"10590",43.1462326649281
"10591",43.1462326649281
"10592",43.1462326649281
"10593",43.1462326649281
"10594",43.1462326649281
"10595",43.1462326649281
"10596",43.1462326649281
"10597",43.1462326649281
"10598",43.1462326649281
"10599",43.1462326649281
"10600",43.1462326649281
"10601",43.1462326649281
"10602",43.1462326649281
"10603",43.1462326649281
"10604",43.1462326649281
"10605",43.1462326649281
"10606",43.1462326649281
"10607",43.1462326649281
"10608",43.1462326649281
"10609",43.1462326649281
"10610",43.1462326649281
"10611",43.1462326649281
"10612",43.1462326649281
"10613",43.1462326649281
"10614",43.1462326649281
"10615",43.1462326649281
"10616",43.1462326649281
"10617",43.1462326649281
"10618",43.1462326649281
"10619",43.1462326649281
"10620",43.1462326649281
"10621",43.1462326649281
"10622",43.1462326649281
"10623",43.1462326649281
"10624",43.1462326649281
"10625",43.1462326649281
"10626",43.1462326649281
"10627",43.1462326649281
"10628",43.1462326649281
"10629",43.1462326649281
"10630",43.1462326649281
"10631",43.1462326649281
"10632",43.1462326649281
"10633",43.1462326649281
"10634",43.1462326649281
"10635",43.1462326649281
"10636",43.1462326649281
"10637",43.1462326649281
"10638",43.1462326649281
"10639",43.1462326649281
"10640",43.1462326649281
"10641",43.1462326649281
"10642",43.1462326649281
"10643",43.1462326649281
"10644",43.1462326649281
"10645",43.1462326649281
"10646",43.1462326649281
"10647",43.1462326649281
"10648",43.1462326649281
"10649",43.1462326649281
"10650",43.1462326649281
"10651",43.1462326649281
"10652",43.1462326649281
"10653",43.1462326649281
"10654",43.1462326649281
"10655",43.1462326649281
"10656",43.1462326649281
"10657",43.1462326649281
"10658",43.1462326649281
"10659",43.1462326649281
"10660",43.1462326649281
"10661",43.1462326649281
"10662",43.1462326649281
"10663",43.1462326649281
"10664",43.1462326649281
"10665",43.1462326649281
"10666",43.1462326649281
"10667",43.1462326649281
"10668",43.1462326649281
"10669",43.1462326649281
"10670",43.1462326649281
"10671",43.1462326649281
"10672",43.1462326649281
"10673",43.1462326649281
"10674",43.1462326649281
"10675",43.1462326649281
"10676",43.1462326649281
"10677",43.1462326649281
"10678",43.1462326649281
"10679",43.1462326649281
"10680",43.1462326649281
"10681",43.1462326649281
"10682",43.1462326649281
"10683",43.1462326649281
"10684",43.1462326649281
"10685",43.1462326649281
"10686",43.1462326649281
"10687",43.1462326649281
"10688",43.1462326649281
"10689",43.1462326649281
"10690",43.1462326649281
"10691",43.1462326649281
"10692",43.1462326649281
"10693",43.1462326649281
"10694",43.1462326649281
"10695",43.1462326649281
"10696",43.1462326649281
"10697",43.1462326649281
"10698",43.1462326649281
"10699",43.1462326649281
"10700",43.1462326649281
"10701",43.1462326649281
"10702",43.1462326649281
"10703",43.1462326649281
"10704",43.1462326649281
"10705",43.1462326649281
"10706",43.1462326649281
"10707",43.1462326649281
"10708",43.1462326649281
"10709",43.1462326649281
"10710",43.1462326649281
"10711",43.1462326649281
"10712",43.1462326649281
"10713",43.1462326649281
"10714",43.1462326649281
"10715",43.1462326649281
"10716",43.1462326649281
"10717",43.1462326649281
"10718",43.1462326649281
"10719",43.1462326649281
"10720",43.1462326649281
"10721",43.1462326649281
"10722",43.1462326649281
"10723",43.1462326649281
"10724",43.1462326649281
"10725",43.1462326649281
"10726",43.1462326649281
"10727",43.1462326649281
"10728",43.1462326649281
"10729",43.1462326649281
"10730",43.1462326649281
"10731",43.1462326649281
"10732",43.1462326649281
"10733",43.1462326649281
"10734",43.1462326649281
"10735",43.1462326649281
"10736",43.1462326649281
"10737",43.1462326649281
"10738",43.1462326649281
"10739",43.1462326649281
"10740",43.1462326649281
"10741",43.1462326649281
"10742",43.1462326649281
"10743",43.1462326649281
"10744",43.1462326649281
"10745",43.1462326649281
"10746",43.1462326649281
"10747",43.1462326649281
"10748",43.1462326649281
"10749",43.1462326649281
"10750",43.1462326649281
"10751",43.1462326649281
"10752",43.1462326649281
"10753",43.1462326649281
"10754",43.1462326649281
"10755",43.1462326649281
"10756",43.1462326649281
"10757",43.1462326649281
"10758",43.1462326649281
"10759",43.1462326649281
"10760",43.1462326649281
"10761",43.1462326649281
"10762",43.1462326649281
"10763",43.1462326649281
"10764",43.1462326649281
"10765",43.1462326649281
"10766",43.1462326649281
"10767",43.1462326649281
"10768",43.1462326649281
"10769",43.1462326649281
"10770",43.1462326649281
"10771",43.1462326649281
"10772",43.1462326649281
"10773",43.1462326649281
"10774",43.1462326649281
"10775",43.1462326649281
"10776",43.1462326649281
"10777",43.1462326649281
"10778",43.1462326649281
"10779",43.1462326649281
"10780",43.1462326649281
"10781",43.1462326649281
"10782",43.1462326649281
"10783",43.1462326649281
"10784",43.1462326649281
"10785",43.1462326649281
"10786",43.1462326649281
"10787",43.1462326649281
"10788",43.1462326649281
"10789",43.1462326649281
"10790",43.1462326649281
"10791",43.1462326649281
"10792",43.1462326649281
"10793",43.1462326649281
"10794",43.1462326649281
"10795",43.1462326649281
"10796",43.1462326649281
"10797",43.1462326649281
"10798",43.1462326649281
"10799",43.1462326649281
"10800",43.1462326649281
"10801",43.1462326649281
"10802",43.1462326649281
"10803",43.1462326649281
"10804",43.1462326649281
"10805",43.1462326649281
"10806",43.1462326649281
"10807",43.1462326649281
"10808",43.1462326649281
"10809",43.1462326649281
"10810",43.1462326649281
"10811",43.1462326649281
"10812",43.1462326649281
"10813",43.1462326649281
"10814",43.1462326649281
"10815",43.1462326649281
"10816",43.1462326649281
"10817",43.1462326649281
"10818",43.1462326649281
"10819",43.1462326649281
"10820",43.1462326649281
"10821",43.1462326649281
"10822",43.1462326649281
"10823",43.1462326649281
"10824",43.1462326649281
"10825",43.1462326649281
"10826",43.1462326649281
"10827",43.1462326649281
"10828",43.1462326649281
"10829",43.1462326649281
"10830",43.1462326649281
"10831",43.1462326649281
"10832",43.1462326649281
"10833",43.1462326649281
"10834",43.1462326649281
"10835",43.1462326649281
"10836",43.1462326649281
"10837",43.1462326649281
"10838",43.1462326649281
"10839",43.1462326649281
"10840",43.1462326649281
"10841",43.1462326649281
"10842",43.1462326649281
"10843",43.1462326649281
"10844",43.1462326649281
"10845",43.1462326649281
"10846",43.1462326649281
"10847",43.1462326649281
"10848",43.1462326649281
"10849",43.1462326649281
"10850",43.1462326649281
"10851",43.1462326649281
"10852",43.1462326649281
"10853",43.1462326649281
"10854",43.1462326649281
"10855",43.1462326649281
"10856",43.1462326649281
"10857",43.1462326649281
"10858",43.1462326649281
"10859",43.1462326649281
"10860",43.1462326649281
"10861",43.1462326649281
"10862",43.1462326649281
"10863",43.1462326649281
"10864",43.1462326649281
"10865",43.1462326649281
"10866",43.1462326649281
"10867",43.1462326649281
"10868",43.1462326649281
"10869",43.1462326649281
"10870",NA
"10871",NA
"10872",NA
"10873",NA
"10874",NA
"10875",NA
"10876",NA
"10877",NA
"10878",NA
"10879",NA
"10880",NA
"10881",NA
"10882",NA
"10883",NA
"10884",NA
"10885",NA
"10886",NA
"10887",NA
"10888",40.5686611884273
"10889",43.7189132599999
"10890",43.7189132599999
"10891",43.7189132599999
"10892",43.7189132599999
"10893",43.7189132599999
"10894",43.7189132599999
"10895",43.7189132599999
"10896",43.7189132599999
"10897",43.7189132599999
"10898",43.7189132599999
"10899",43.7189132599999
"10900",43.7189132599999
"10901",44.688246192031
"10902",44.688246192031
"10903",47.5411808946472
"10904",NA
"10905",NA
"10906",NA
"10907",NA
"10908",NA
"10909",NA
"10910",NA
"10911",NA
"10912",NA
"10913",NA
"10914",NA
"10915",NA
"10916",NA
"10917",NA
"10918",NA
"10919",NA
"10920",43.7952385
"10921",43.7952385
"10922",43.7952385
"10923",43.4308095
"10924",43.4308095
"10925",43.4308095
"10926",43.4308095
"10927",43.4308095
"10928",43.4308095
"10929",47.1427594949783
"10930",47.1427594949783
"10931",47.1427594949783
"10932",47.1427594949783
"10933",47.1427594949783
"10934",47.1427594949783
"10935",47.1427594949783
"10936",47.1427594949783
"10937",47.1427594949783
"10938",45.1891194999999
"10939",45.1891194999999
"10940",45.1891194999999
"10941",45.1891194999999
"10942",45.1891194999999
"10943",45.1891194999999
"10944",45.1891194999999
"10945",45.1891194999999
"10946",45.1891194999999
"10947",45.1891194999999
"10948",45.1891194999999
"10949",45.1891194999999
"10950",45.1891194999999
"10951",45.1891194999999
"10952",45.6526075000001
"10953",46.8809000113108
"10954",46.8809000113108
"10955",46.8809000113108
"10956",46.8809000113108
"10957",46.8809000113108
"10958",46.8809000113108
"10959",46.8809000113108
"10960",46.8809000113108
"10961",NA
"10962",NA
"10963",NA
"10964",NA
"10965",NA
"10966",41.0496526985563
"10967",NA
"10968",NA
"10969",NA
"10970",NA
"10971",NA
"10972",NA
"10973",NA
"10974",NA
"10975",NA
"10976",NA
"10977",NA
"10978",NA
"10979",39.1489879715243
"10980",39.1489879715243
"10981",39.1489879715243
"10982",39.1489879715243
"10983",39.1489879715243
"10984",39.1489879715243
"10985",39.1489879715243
"10986",NA
"10987",NA
"10988",NA
"10989",NA
"10990",NA
"10991",NA
"10992",NA
"10993",NA
"10994",NA
"10995",NA
"10996",NA
"10997",NA
"10998",NA
"10999",45.3841981192777
"11000",46.2851213728
"11001",40.2599525000001
"11002",40.2599525000001
"11003",40.2599525000001
"11004",40.2599525000001
"11005",40.2599525000001
"11006",40.2599525000001
"11007",40.2599525000001
"11008",40.2599525000001
"11009",40.2599525000001
"11010",41.7484672607361
"11011",40.0375449
"11012",40.0375449
"11013",NA
"11014",NA
"11015",NA
"11016",NA
"11017",NA
"11018",40.5647905516212
"11019",NA
"11020",45.1136225
"11021",45.1136225
"11022",45.1136225
"11023",45.1136225
"11024",45.1136225
"11025",45.1136225
"11026",45.1136225
"11027",45.1136225
"11028",45.1136225
"11029",45.1136225
"11030",41.54052
"11031",29.6229675000005
"11032",39.2471775000025
"11033",48.466337
"11034",42.4538875
"11035",42.4538875
"11036",42.4538875
"11037",42.4538875
"11038",42.4538875
"11039",42.4538875
"11040",42.4538875
"11041",40.48584
"11042",38.3092449999992
"11043",36.2927083999979
"11044",36.2927083999979
"11045",36.2927083999979
"11046",36.2927083999979
"11047",36.2927083999979
"11048",38.1515968627194
"11049",40.7911685
"11050",42.1952142205119
"11051",44.8613821276801
"11052",43.4850598450551
"11053",41.1767346879999
"11054",31.1829166458921
"11055",42.2668195000003
"11056",42.2668195000003
"11057",42.2247615
"11058",42.2247615
"11059",48.2298381
"11060",48.2298381
"11061",48.2298381
"11062",46.900586
"11063",42.9695909999999
"11064",28.0444890694715
"11065",42.2352858599998
"11066",46.2184192381255
"11067",46.2184192381255
"11068",46.2184192381255
"11069",39.4932470551041
"11070",40.4033293711992
"11071",44.8510150000003
"11072",45.1301125000001
"11073",25.619680000002
