"","tc"
"5610",11.4562934459868
"5611",11.4562934459868
"5612",11.4562934459868
"5613",11.4562934459868
"5614",11.4562934459868
"5615",NA
"5616",NA
"5617",NA
"5618",NA
"5619",NA
"5620",NA
"5621",14.0831718256937
"5622",14.0831718256937
"5623",14.0831718256937
"5624",15.8573538960695
"5625",15.8573538960695
"5626",15.8573538960695
"5627",14.166891526595
"5628",15.6436958433556
"5629",NA
"5630",14.5041411694715
"5631",19.2099163688951
"5632",NA
"5633",15.5252990374114
"5634",12.0377775520403
"5635",12.568195728801
"5636",16.0531886341082
"5637",18.2157283683637
"5638",18.2157275918597
"5639",NA
"5640",19.2157673757997
"5641",19.2308694254945
"5642",16.0531886341082
"5643",NA
"5644",17.5807434921499
"5645",20.7759023854135
"5646",16.0531886341082
"5647",11.233817766862
"5648",NA
"5649",19.1248619824794
"5650",18.8347554871924
"5651",NA
"5652",12.016413843703
"5653",12.1501047681324
"5654",NA
"5655",13.4271935333724
"5656",16.9953548076525
"5657",NA
"5658",22.606716869443
"5659",NA
"5660",NA
"5661",19.3085829207508
"5662",11.4562934459868
"5663",14.5098468955895
"5664",24.9279093286582
"5665",NA
"5666",11.233817766862
"5667",NA
"5668",NA
"5669",14.9139057894417
"5670",11.6578347963866
"5671",11.5723465006128
"5672",18.3146527590397
"5673",17.336858912511
"5674",12.7564414003141
"5675",NA
"5676",15.5035962183826
"5677",16.420719366525
"5678",14.3221579671124
"5679",NA
"5680",NA
"5681",20.8443158439596
"5682",12.8450058187497
"5683",NA
"5684",11.7391646635058
"5685",14.0958025977401
"5686",17.6685227595407
"5687",17.6685221402787
"5688",NA
"5689",NA
"5690",24.9279093286582
"5691",24.9279093286582
"5692",NA
"5693",NA
"5694",14.9139057894417
"5695",NA
"5696",NA
"5697",16.8270347552744
"5698",15.604208942644
"5699",16.3730096725325
"5700",15.749073031556
"5701",15.5000586981519
"5702",16.4527061708166
"5703",15.643365604499
"5704",16.4877732492583
"5705",13.4686974584008
"5706",14.6060854406407
"5707",16.6778067798793
"5708",16.8878810044886
"5709",16.7124172953007
"5710",16.2823636524707
"5711",16.2703642687003
"5712",14.1803613246121
"5713",16.1394314020664
"5714",12.1440657447701
"5715",13.6602987389039
"5716",NA
"5717",NA
"5718",19.3013022147715
"5719",19.2983920694814
"5720",15.1243924920916
"5721",14.7694425953869
"5722",18.870736625143
"5723",18.8563066502233
"5724",19.2522379869002
"5725",19.2522388773691
"5726",19.439383518553
"5727",19.4510426752578
"5728",19.4988821212891
"5729",NA
"5730",NA
"5731",19.4988821212891
"5732",11.7391646635058
"5733",24.4145250350564
"5734",24.470596134471
"5735",12.3334995852273
"5736",12.0377775520403
"5737",16.0531886341082
"5738",19.2657210074815
"5739",NA
"5740",13.6153569532262
"5741",NA
"5742",NA
"5743",15.9434678521418
"5744",NA
"5745",20.4253986100525
"5746",20.4046067477635
"5747",10.495693349441
"5748",11.7391646635058
"5749",12.1440657447701
"5750",NA
"5751",NA
"5752",13.9349072591537
"5753",20.2741758098488
"5754",20.6546312066407
"5755",12.195784580056
"5756",NA
"5757",NA
"5758",20.9499850505447
"5759",19.3147898027119
"5760",NA
"5761",13.2478364041088
"5762",17.5695004622566
"5763",17.3424160457443
"5764",20.6546312066407
"5765",NA
"5766",11.1289598025831
"5767",NA
"5768",NA
"5769",NA
"5770",16.0531886341082
"5771",14.1322803419281
"5772",12.1440657447701
"5773",NA
"5774",NA
"5775",12.1528796965306
"5776",15.3448130074156
"5777",15.2779353318625
"5778",12.1440657447701
"5779",13.7831211486409
"5780",17.9519466805118
"5781",18.4975001824027
"5782",19.3550422958051
"5783",9.41621140823521
"5784",NA
"5785",20.4394124693577
"5786",14.8119299001587
"5787",15.3689280987058
"5788",15.2061225400645
"5789",18.7220223709449
"5790",18.9291556203064
"5791",NA
"5792",16.0883238434356
"5793",NA
"5794",12.9014638805132
"5795",NA
"5796",16.0531886341082
"5797",14.1225479496728
"5798",16.0531886341082
"5799",13.6369336784876
"5800",13.5870417758998
"5801",14.7653619956389
"5802",11.1289598025831
"5803",NA
"5804",NA
"5805",NA
"5806",18.2169890179726
"5807",12.1440657447701
"5808",13.9349072591537
"5809",11.7391646635058
"5810",13.7277257017224
"5811",11.5723465006128
"5812",NA
"5813",13.7831211486409
"5814",NA
"5815",16.6422583766484
"5816",15.5205745213475
"5817",24.9279093286582
"5818",NA
"5819",NA
"5820",NA
"5821",NA
"5822",NA
"5823",NA
"5824",NA
"5825",NA
"5826",NA
"5827",NA
"5828",NA
"5829",12.462480443145
"5830",NA
"5831",NA
"5832",NA
"5833",NA
"5834",NA
"5835",NA
"5836",NA
"5837",NA
"5838",NA
"5839",NA
"5840",NA
"5841",NA
"5842",17.5906436393105
"5843",13.2478364041088
"5844",13.2478364041088
"5845",13.2478364041088
"5846",20.1322763266166
"5847",12.7564414003141
"5848",NA
"5849",13.8881710947955
"5850",9.39760394687761
"5851",13.8881385727812
"5852",NA
"5853",19.334840822081
"5854",19.3361776258714
"5855",NA
"5856",11.7761366999628
"5857",18.2269687366118
"5858",16.0531886341082
"5859",NA
"5860",NA
"5861",20.2013685119659
"5862",15.2061225400645
"5863",NA
"5864",19.1612979642794
"5865",14.1717515599653
"5866",NA
"5867",16.0531886341082
"5868",12.2190235455632
"5869",14.0958025977401
"5870",NA
"5871",9.57775722388117
"5872",13.3737299028965
"5873",12.1440657447701
"5874",NA
"5875",NA
"5876",19.4185695458206
"5877",19.4002564950226
"5878",16.0531886341082
"5879",16.0883238434356
"5880",6.84591545034697
"5881",8.45804349662105
"5882",19.2469426355287
"5883",19.256243749029
"5884",NA
"5885",NA
"5886",NA
"5887",24.2651332049171
"5888",9.57775722388117
"5889",13.959626080074
"5890",19.4272777320016
"5891",19.4366498724389
"5892",NA
"5893",13.6602987389039
"5894",16.0531886341082
"5895",9.57775722388117
"5896",24.9279093286582
"5897",9.57775722388117
"5898",NA
"5899",19.3522812500539
"5900",18.5109077233923
"5901",18.443624157128
"5902",20.4315231867223
"5903",NA
"5904",NA
"5905",NA
"5906",11.9373235299019
"5907",19.3085829207508
"5908",NA
"5909",NA
"5910",NA
"5911",NA
"5912",NA
"5913",11.8919832660763
"5914",16.4661173266003
"5915",13.2057422104752
"5916",12.2111533640223
"5917",14.8716252618108
"5918",17.144716112538
"5919",12.3580445633601
"5920",12.699044209727
"5921",13.4680814240786
"5922",13.4871435156888
"5923",12.9747200182382
"5924",13.0576591390603
"5925",12.1505430641957
"5926",13.9063851849527
"5927",14.5576339723115
"5928",16.8424951225451
"5929",15.638935151402
"5930",12.6933228529982
"5931",13.8666746769153
"5932",12.5058008842986
"5933",16.213546926634
"5934",12.5565458046483
"5935",14.8623258216139
"5936",12.9756180300388
"5937",13.3396378157535
"5938",12.1007332381351
"5939",14.0355512414929
"5940",12.9465615213926
"5941",NA
"5942",16.9953817051867
"5943",NA
"5944",NA
"5945",9.57775722388117
"5946",NA
"5947",NA
"5948",11.7761366999628
"5949",14.0613049482106
"5950",NA
"5951",NA
"5952",11.5723465006128
"5953",16.0248050915652
"5954",11.7252784587112
"5955",16.0532204585925
"5956",15.0428528230388
"5957",13.3122930706542
"5958",16.9463986582002
"5959",11.4188137119292
"5960",15.3364514702017
"5961",20.6546312066407
"5962",13.2478364041088
"5963",14.5041411694715
"5964",19.3561972040452
"5965",19.3502349433055
"5966",NA
"5967",NA
"5968",24.1220315524447
"5969",NA
"5970",NA
"5971",NA
"5972",17.6975752239565
"5973",NA
"5974",17.65887325533
"5975",17.6975752239565
"5976",12.8881948202421
"5977",12.521458094447
"5978",NA
"5979",NA
"5980",11.5723465006128
"5981",NA
"5982",13.7195710208882
"5983",12.8450058187497
"5984",NA
"5985",18.8683167073953
"5986",12.9925837858689
"5987",19.2700827503431
"5988",19.2647139694066
"5989",9.39760394687761
"5990",13.7506552806145
"5991",12.7564414003141
"5992",12.6767238251574
"5993",NA
"5994",12.8450058187497
"5995",13.7195710208882
"5996",14.7156305697026
"5997",20.4965454689042
"5998",18.7760458304155
"5999",18.62535508022
"6000",18.6253552745762
"6001",20.4965454689042
"6002",16.0531886341082
"6003",11.4720779424734
"6004",18.5843875490441
"6005",18.5406084592509
"6006",NA
"6007",18.5722525310809
"6008",NA
"6009",18.6639352725687
"6010",18.6154767006125
"6011",NA
"6012",17.5906436393105
"6013",14.4464081543388
"6014",17.5902465955583
"6015",13.4286554254592
"6016",15.6925877575587
"6017",14.6793143184849
"6018",10.8262539619582
"6019",11.6735837461164
"6020",14.6077684910317
"6021",14.1385492894641
"6022",13.4028316478973
"6023",12.1169598988184
"6024",14.9967177263231
"6025",15.5028274052727
"6026",15.4357745378792
"6027",14.0245425526989
"6028",16.9991247329618
"6029",14.4259408700729
"6030",14.798425873402
"6031",15.0525856835843
"6032",13.5814485792112
"6033",14.9001560089045
"6034",13.7263581258492
"6035",NA
"6036",12.2735060141791
"6037",13.5423180109845
"6038",13.9516499773681
"6039",NA
"6040",19.3463995159681
"6041",19.3692316814424
"6042",16.0310791080981
"6043",15.6672424380351
"6044",16.0531886341082
"6045",20.6879106030539
"6046",24.9279093286582
"6047",NA
"6048",24.2651332049171
"6049",16.0531886341082
"6050",19.343776339794
"6051",19.3437773149545
"6052",13.1945021059469
"6053",11.7761366999628
"6054",14.0603009380459
"6055",11.7483607488754
"6056",13.0689839954154
"6057",15.8270976446097
"6058",14.0391244332118
"6059",13.5022760238701
"6060",NA
"6061",19.5380887275376
"6062",21.2145481539903
"6063",21.3517599759139
"6064",21.8798818843026
"6065",NA
"6066",18.5556019392353
"6067",18.5090117585306
"6068",23.6781371329713
"6069",24.9279093286582
"6070",NA
"6071",NA
"6072",16.7852978172008
"6073",15.2882054813167
"6074",13.0943565348463
"6075",13.4271935333724
"6076",17.6975752239565
"6077",NA
"6078",NA
"6079",NA
"6080",NA
"6081",NA
"6082",NA
"6083",NA
"6084",NA
"6085",NA
"6086",13.7733524562208
"6087",NA
"6088",15.3596082910889
"6089",15.3596082910889
"6090",15.3596082910889
"6091",NA
"6092",NA
"6093",NA
"6094",NA
"6095",NA
"6096",NA
"6097",NA
"6098",NA
"6099",NA
"6100",NA
"6101",NA
"6102",NA
"6103",12.2202212513397
"6104",12.2202212513397
"6105",12.2202212513397
"6106",17.1292864236503
"6107",17.1292864236503
"6108",17.1292864236503
"6109",24.9279093286582
"6110",14.2917144808737
"6111",14.2917144808737
"6112",14.2917144808737
"6113",17.5807434921499
"6114",13.0943565348463
"6115",13.0943565348463
"6116",13.0943565348463
"6117",13.2478364041088
"6118",13.2478364041088
"6119",13.2478364041088
"6120",16.5312272058243
"6121",NA
"6122",NA
"6123",NA
"6124",NA
"6125",NA
"6126",NA
"6127",15.6316443394674
"6128",15.6316440826627
"6129",15.2631610979597
"6130",12.2190235455632
"6131",24.2651332049171
"6132",20.1327430865702
"6133",20.0717896469609
"6134",16.9953548076525
"6135",NA
"6136",16.0883238434356
"6137",13.7424844572446
"6138",12.09728630133
"6139",NA
"6140",16.0531886341082
"6141",20.8735802170134
"6142",NA
"6143",NA
"6144",NA
"6145",16.0531886341082
"6146",NA
"6147",NA
"6148",16.0531886341082
"6149",12.2190235455632
"6150",NA
"6151",17.1292864236503
"6152",NA
"6153",20.0949411152698
"6154",20.3921253244602
"6155",16.0531886341082
"6156",12.1440657447701
"6157",18.3597765765556
"6158",17.4426298159336
"6159",23.2435012697375
"6160",20.1322763266166
"6161",24.9279093286582
"6162",15.6672424380351
"6163",16.0531886341082
"6164",11.6697099042889
"6165",13.1679960523422
"6166",14.0858014690387
"6167",13.598139401575
"6168",15.8326912407216
"6169",11.8370884153207
"6170",12.8961315301214
"6171",13.4491241774743
"6172",23.2333523001017
"6173",12.9925837858689
"6174",16.0883238434356
"6175",14.2917144808737
"6176",16.0531886341082
"6177",NA
"6178",14.8695103997007
"6179",NA
"6180",NA
"6181",15.2013853134918
"6182",NA
"6183",NA
"6184",NA
"6185",NA
"6186",14.1305559394805
"6187",14.4453116382924
"6188",NA
"6189",NA
"6190",11.7761366999628
"6191",14.5098468955895
"6192",14.7942056732183
"6193",13.7880643921192
"6194",NA
"6195",NA
"6196",NA
"6197",NA
"6198",9.86742936552287
"6199",12.991258805131
"6200",16.0531886341082
"6201",20.3896918901448
"6202",12.8450058187497
"6203",15.3596082910889
"6204",NA
"6205",NA
"6206",NA
"6207",15.4174903297631
"6208",13.7993528634828
"6209",12.2202212513397
"6210",12.9925837858689
"6211",NA
"6212",19.2122942108907
"6213",19.2022510726341
"6214",11.1289598025831
"6215",14.5098468955895
"6216",14.0613049482106
"6217",18.812541896769
"6218",14.0613049482106
"6219",NA
"6220",NA
"6221",NA
"6222",14.6849200661467
"6223",NA
"6224",16.0531886341082
"6225",NA
"6226",NA
"6227",NA
"6228",NA
"6229",NA
"6230",NA
"6231",NA
"6232",NA
"6233",13.2936191125318
"6234",12.2190235455632
"6235",11.3558082979959
"6236",16.0531886341082
"6237",13.5130886081955
"6238",17.7725514168919
"6239",12.2202212513397
"6240",NA
"6241",13.6602987389039
"6242",14.5041411694715
"6243",15.7765598305573
"6244",15.5048818872679
"6245",12.8450058187497
"6246",18.6712467295314
"6247",18.7252306936614
"6248",13.1087729863349
"6249",NA
"6250",16.0531886341082
"6251",22.8647648247975
"6252",21.3715008999432
"6253",20.8735802170134
"6254",19.1578896992321
"6255",19.1578911331765
"6256",15.1320127599527
"6257",15.1320122222809
"6258",NA
"6259",24.9279093286582
"6260",20.3896918901448
"6261",13.9114649699217
"6262",20.909819949468
"6263",11.54086235499
"6264",16.0531886341082
"6265",14.1977562715992
"6266",NA
"6267",18.0989214149789
"6268",19.5041992798084
"6269",19.5041988625066
"6270",NA
"6271",NA
"6272",14.0613049482106
"6273",NA
"6274",NA
"6275",17.5448565039642
"6276",NA
"6277",24.1220315524447
"6278",14.9139057894417
"6279",12.7564414003141
"6280",18.0989214149789
"6281",13.9672118112956
"6282",NA
"6283",13.6728938632154
"6284",NA
"6285",NA
"6286",16.9891760294288
"6287",17.1496070941171
"6288",NA
"6289",NA
"6290",14.5065929363422
"6291",13.7831211486409
"6292",15.8573538960695
"6293",NA
"6294",16.0531886341082
"6295",13.9349072591537
"6296",NA
"6297",NA
"6298",16.0531886341082
"6299",12.9014638805132
"6300",12.8450058187497
"6301",12.8450058187497
"6302",16.0531886341082
"6303",19.3981176089745
"6304",19.2993333318115
"6305",12.1440657447701
"6306",13.5632953652834
"6307",12.2202212513397
"6308",13.9349072591537
"6309",9.39760394687761
"6310",20.2741758098488
"6311",20.1661553695567
"6312",17.5343751307749
"6313",17.268830009167
"6314",20.2101352691599
"6315",NA
"6316",16.1865569119879
"6317",16.1865569119879
"6318",16.1865569119879
"6319",NA
"6320",NA
"6321",NA
"6322",12.2202212513397
"6323",12.2202212513397
"6324",12.2202212513397
"6325",12.2202212513397
"6326",12.2202212513397
"6327",12.2202212513397
"6328",NA
"6329",NA
"6330",NA
"6331",14.0831718256937
"6332",14.0831718256937
"6333",14.0831718256937
"6334",NA
"6335",NA
"6336",NA
"6337",14.2917144808737
"6338",14.2917144808737
"6339",14.2917144808737
"6340",15.8573538960695
"6341",15.8573538960695
"6342",15.8573538960695
"6343",NA
"6344",NA
"6345",17.65887325533
"6346",17.6975752239565
"6347",19.3395451189583
"6348",19.3418816675329
"6349",16.1819743597114
"6350",NA
"6351",13.7733524562208
"6352",16.5623266804705
"6353",14.2917144808737
"6354",NA
"6355",NA
"6356",14.0831718256937
"6357",15.7890645748744
"6358",16.816911547162
"6359",17.5736429336903
"6360",17.5135798491389
"6361",NA
"6362",13.6728938632154
"6363",16.0531886341082
"6364",13.2765531515468
"6365",NA
"6366",NA
"6367",24.9279093286582
"6368",13.6602987389039
"6369",14.1108668528068
"6370",13.7195710208882
"6371",17.6139530655949
"6372",17.6939114341214
"6373",13.5130886081955
"6374",NA
"6375",NA
"6376",NA
"6377",18.2269687366118
"6378",19.4133100803372
"6379",19.4366805545035
"6380",19.4859305366939
"6381",19.4795441909338
"6382",16.0531886341082
"6383",13.6602987389039
"6384",11.5723465006128
"6385",13.1945021059469
"6386",NA
"6387",22.4445461962608
"6388",22.6853685796504
"6389",13.5418130722727
"6390",NA
"6391",NA
"6392",16.1865569119879
"6393",9.39760394687761
"6394",24.9279093286582
"6395",13.6602987389039
"6396",19.2895285335952
"6397",19.3556031349741
"6398",NA
"6399",19.5143247556485
"6400",19.5575412879332
"6401",24.2651332049171
"6402",12.1440657447701
"6403",12.09728630133
"6404",NA
"6405",NA
"6406",NA
"6407",16.5844717409072
"6408",5.8094441073633
"6409",5.80941358051105
"6410",11.9522824228307
"6411",18.4530868486357
"6412",18.5720416726858
"6413",12.7564414003141
"6414",NA
"6415",11.4340678580825
"6416",12.7390258707156
"6417",NA
"6418",NA
"6419",21.2330877936711
"6420",13.9114649699217
"6421",19.2323190471137
"6422",19.2311905614629
"6423",17.65887325533
"6424",17.6975752239565
"6425",19.3453257296271
"6426",NA
"6427",19.3877163115322
"6428",19.3877151495145
"6429",NA
"6430",NA
"6431",12.2190235455632
"6432",16.0883238434356
"6433",13.2421595646424
"6434",12.8450058187497
"6435",19.3085829207508
"6436",NA
"6437",NA
"6438",16.8883979114061
"6439",NA
"6440",14.5660371765764
"6441",NA
"6442",NA
"6443",14.1108668528068
"6444",NA
"6445",14.7156305697026
"6446",12.4636260949057
"6447",NA
"6448",12.1440657447701
"6449",17.4179878862217
"6450",17.2236357436303
"6451",18.7766217296877
"6452",NA
"6453",19.5212187147883
"6454",19.8798995971028
"6455",19.2209715831665
"6456",19.1953705269467
"6457",NA
"6458",NA
"6459",14.1225479496728
"6460",13.6602987389039
"6461",11.7391646635058
"6462",NA
"6463",22.1192866360333
"6464",22.2983874565392
"6465",NA
"6466",NA
"6467",12.8450058187497
"6468",16.7009150272705
"6469",13.9231221372863
"6470",16.7009150272705
"6471",NA
"6472",16.7009150272705
"6473",16.3143871778015
"6474",NA
"6475",NA
"6476",12.2190235455632
"6477",NA
"6478",NA
"6479",NA
"6480",NA
"6481",16.7009150272705
"6482",24.1220315524447
"6483",NA
"6484",NA
"6485",NA
"6486",20.0595681708132
"6487",16.7009150272705
"6488",NA
"6489",13.9298508129122
"6490",NA
"6491",NA
"6492",NA
"6493",NA
"6494",NA
"6495",16.2106829249655
"6496",17.0559136761478
"6497",12.8450058187497
"6498",17.8482134165567
"6499",NA
"6500",20.8735802170134
"6501",18.3887353245969
"6502",11.3204653769659
"6503",16.7009150272705
"6504",NA
"6505",19.4186989413453
"6506",19.4173594460009
"6507",13.7993528634828
"6508",15.3172634150683
"6509",NA
"6510",NA
"6511",NA
"6512",NA
"6513",16.7009150272705
"6514",16.7009150272705
"6515",16.7009150272705
"6516",16.7009150272705
"6517",16.7009150272705
"6518",16.7009150272705
"6519",16.7009150272705
"6520",16.7009150272705
"6521",16.7009150272705
"6522",16.7009150272705
"6523",16.7009150272705
"6524",16.7009150272705
"6525",16.7009150272705
"6526",16.7009150272705
"6527",16.7009150272705
"6528",16.7009150272705
"6529",16.7009150272705
"6530",16.7009150272705
"6531",16.7009150272705
"6532",16.7009150272705
"6533",16.7009150272705
"6534",16.7009150272705
"6535",16.7009150272705
"6536",16.7009150272705
"6537",16.7009150272705
"6538",16.7009150272705
"6539",16.7009150272705
"6540",16.7009150272705
"6541",16.7009150272705
"6542",16.7009150272705
"6543",NA
"6544",NA
"6545",NA
"6546",13.9231221372863
"6547",13.9231221372863
"6548",13.9231221372863
"6549",12.2202212513397
"6550",12.2202212513397
"6551",12.2202212513397
"6552",11.4562934459868
"6553",11.4562934459868
"6554",11.4562934459868
"6555",NA
"6556",NA
"6557",NA
"6558",NA
"6559",NA
"6560",NA
"6561",12.7564414003141
"6562",NA
"6563",16.7009150272705
"6564",16.7009150272705
"6565",20.4286760291664
"6566",19.485934769991
"6567",19.470272760427
"6568",NA
"6569",16.086187875516
"6570",16.0861876761623
"6571",NA
"6572",NA
"6573",19.184596826826
"6574",19.1845960054286
"6575",NA
"6576",NA
"6577",19.4678776113081
"6578",19.3815742111631
"6579",NA
"6580",NA
"6581",14.1108668528068
"6582",16.7009150272705
"6583",12.8450058187497
"6584",19.2431325394262
"6585",18.8457500668636
"6586",11.7638957247458
"6587",23.2435012697375
"6588",11.4562934459868
"6589",16.7009150272705
"6590",14.2082763789235
"6591",14.1225479496728
"6592",13.9180225234411
"6593",NA
"6594",NA
"6595",NA
"6596",20.0949411152698
"6597",20.3921261676034
"6598",NA
"6599",13.9114649699217
"6600",NA
"6601",12.2202212513397
"6602",20.5962074429431
"6603",12.7443408002527
"6604",17.7271984161574
"6605",15.2162661881515
"6606",12.8450058187497
"6607",NA
"6608",15.7518018010349
"6609",13.9114649699217
"6610",NA
"6611",NA
"6612",NA
"6613",NA
"6614",13.688472319916
"6615",NA
"6616",19.2140732950917
"6617",19.264367283898
"6618",19.6666248235263
"6619",18.1196344370004
"6620",10.495693349441
"6621",19.5010316295599
"6622",NA
"6623",NA
"6624",24.1220315524447
"6625",11.7664350930569
"6626",13.5130886081955
"6627",17.4488425258347
"6628",20.4315231867223
"6629",NA
"6630",19.3505274931742
"6631",19.3670390495259
"6632",12.3414240304267
"6633",NA
"6634",13.9346110563183
"6635",9.57775722388117
"6636",19.927096460169
"6637",17.6975752239565
"6638",24.1220315524447
"6639",14.7156305697026
"6640",NA
"6641",21.2330877936711
"6642",NA
"6643",24.2651332049171
"6644",14.7156305697026
"6645",NA
"6646",17.9469731771265
"6647",NA
"6648",19.3768145287571
"6649",NA
"6650",NA
"6651",NA
"6652",14.7453952697111
"6653",NA
"6654",NA
"6655",NA
"6656",17.5448565039642
"6657",15.1492267090729
"6658",13.7621658816459
"6659",NA
"6660",13.6602987389039
"6661",20.2993134716282
"6662",19.8388329166332
"6663",14.1037601436514
"6664",19.3796865799417
"6665",19.3833836026064
"6666",NA
"6667",13.7800479753599
"6668",NA
"6669",18.304431000785
"6670",NA
"6671",NA
"6672",17.3124270719122
"6673",NA
"6674",17.1630615998342
"6675",16.1630214854607
"6676",14.9139057894417
"6677",15.2631610979597
"6678",13.1402232134475
"6679",15.1494109969984
"6680",NA
"6681",20.4344989096929
"6682",20.0041553447984
"6683",19.4570048340975
"6684",17.5448565039642
"6685",NA
"6686",13.9346110563183
"6687",16.9953548076525
"6688",NA
"6689",22.1796096447377
"6690",NA
"6691",18.7042918285681
"6692",19.3267220269685
"6693",17.2109459370692
"6694",16.7354654685848
"6695",15.5580927676443
"6696",21.2330877936711
"6697",12.8826486692652
"6698",NA
"6699",NA
"6700",20.2741758098488
"6701",12.9925837858689
"6702",18.2269687366118
"6703",12.9925837858689
"6704",24.1827722678906
"6705",19.2439477267923
"6706",19.244939962004
"6707",18.1063105048167
"6708",19.2197797560667
"6709",19.2332465941778
"6710",16.0883238434356
"6711",NA
"6712",NA
"6713",NA
"6714",NA
"6715",NA
"6716",NA
"6717",NA
"6718",NA
"6719",NA
"6720",NA
"6721",NA
"6722",NA
"6723",NA
"6724",17.9469731771265
"6725",17.9469731771265
"6726",17.9469731771265
"6727",13.0943565348463
"6728",13.0943565348463
"6729",13.0943565348463
"6730",12.9925837858689
"6731",29.5919428532582
"6732",NA
"6733",17.3041241292619
"6734",14.5017072015045
"6735",24.2651332049171
"6736",NA
"6737",12.0377775520403
"6738",12.1963770472788
"6739",18.6660296700237
"6740",18.6040157819021
"6741",12.2190235455632
"6742",17.7918176813463
"6743",18.3100475235434
"6744",12.2190235455632
"6745",17.8336734741287
"6746",18.3395638274697
"6747",19.7017767651331
"6748",19.701777701989
"6749",13.6491671414801
"6750",17.3041241292619
"6751",19.5905617507735
"6752",NA
"6753",12.2190235455632
"6754",19.3063772742839
"6755",14.7156305697026
"6756",NA
"6757",24.2651332049171
"6758",18.0817790776315
"6759",17.835674376725
"6760",NA
"6761",16.7561998931788
"6762",13.0943565348463
"6763",21.2560390138593
"6764",NA
"6765",14.1108668528068
"6766",12.8450058187497
"6767",NA
"6768",13.9346110563183
"6769",17.4170941057621
"6770",NA
"6771",12.2190235455632
"6772",19.3768145287571
"6773",14.5098468955895
"6774",16.9953548076525
"6775",18.3908904119924
"6776",NA
"6777",12.9014638805132
"6778",NA
"6779",NA
"6780",15.5580927676443
"6781",NA
"6782",NA
"6783",NA
"6784",NA
"6785",NA
"6786",NA
"6787",11.4340678580825
"6788",NA
"6789",NA
"6790",16.4316873884472
"6791",15.9011864200043
"6792",12.1440657447701
"6793",NA
"6794",19.0460461564112
"6795",11.233817766862
"6796",NA
"6797",NA
"6798",NA
"6799",NA
"6800",NA
"6801",NA
"6802",NA
"6803",NA
"6804",12.7564414003141
"6805",NA
"6806",13.7621658816459
"6807",NA
"6808",NA
"6809",11.7391646635058
"6810",NA
"6811",NA
"6812",NA
"6813",17.5807434921499
"6814",NA
"6815",NA
"6816",NA
"6817",NA
"6818",NA
"6819",NA
"6820",NA
"6821",NA
"6822",NA
"6823",NA
"6824",NA
"6825",18.1876828766591
"6826",17.9631426093196
"6827",NA
"6828",11.7638957247458
"6829",17.6975752239565
"6830",17.1292864236503
"6831",17.0947542986123
"6832",NA
"6833",20.4394124693577
"6834",18.1974232279227
"6835",NA
"6836",17.1292864236503
"6837",13.7831211486409
"6838",NA
"6839",NA
"6840",19.2712986035325
"6841",19.2518560143081
"6842",13.5130886081955
"6843",19.2572793323458
"6844",19.2713076420631
"6845",23.0822635893091
"6846",NA
"6847",NA
"6848",12.7564414003141
"6849",NA
"6850",19.28257748134
"6851",19.286463228149
"6852",NA
"6853",NA
"6854",13.2421595646424
"6855",NA
"6856",NA
"6857",21.4392685062784
"6858",21.4143040109454
"6859",NA
"6860",9.57775722388117
"6861",16.1050034594909
"6862",NA
"6863",NA
"6864",21.2145481539903
"6865",12.462480443145
"6866",19.1724358735263
"6867",19.1788145340888
"6868",19.3414736287655
"6869",12.7564414003141
"6870",13.1087729863349
"6871",16.4862784139767
"6872",NA
"6873",NA
"6874",NA
"6875",NA
"6876",NA
"6877",NA
"6878",17.1292864236503
"6879",17.1292864236503
"6880",17.1292864236503
"6881",14.312657961501
"6882",14.312657961501
"6883",14.312657961501
"6884",14.312657961501
"6885",14.312657961501
"6886",14.312657961501
"6887",14.2917144808737
"6888",14.2917144808737
"6889",14.2917144808737
"6890",20.4315231867223
"6891",19.2334667525707
"6892",19.2334680510208
"6893",12.8162051809007
"6894",5.21065864943618
"6895",NA
"6896",12.9925837858689
"6897",NA
"6898",19.3692293153259
"6899",14.5098468955895
"6900",NA
"6901",12.2229604399049
"6902",12.2190235455632
"6903",9.57775722388117
"6904",NA
"6905",NA
"6906",18.2034459023257
"6907",14.1037601436514
"6908",NA
"6909",14.4199348440986
"6910",12.5246791946492
"6911",NA
"6912",20.8735802170134
"6913",14.1108668528068
"6914",14.1954722236454
"6915",14.1225479496728
"6916",14.291721559774
"6917",20.1322763266166
"6918",NA
"6919",NA
"6920",20.7362160947893
"6921",14.312657961501
"6922",NA
"6923",14.312657961501
"6924",12.1440657447701
"6925",NA
"6926",12.1440657447701
"6927",16.4292978787775
"6928",6.84591545034697
"6929",14.7156305697026
"6930",15.4174903297631
"6931",13.9346110563183
"6932",NA
"6933",9.39760394687761
"6934",15.5889809195586
"6935",14.8851415243212
"6936",NA
"6937",14.2917144808737
"6938",16.3671787016406
"6939",NA
"6940",NA
"6941",18.7277434772127
"6942",16.1864965416572
"6943",12.9014638805132
"6944",19.4510510326613
"6945",19.4393917800048
"6946",NA
"6947",13.9114649699217
"6948",17.7469093864036
"6949",18.3794294658711
"6950",24.2651332049171
"6951",21.009803821767
"6952",24.2651332049171
"6953",16.7561998931788
"6954",12.1440657447701
"6955",9.57775722388117
"6956",12.1440657447701
"6957",13.0771299960698
"6958",NA
"6959",12.2229604399049
"6960",19.6191669113122
"6961",19.6170942187258
