"","BDsite"
"8160",1.38
"8161",NA
"8162",NA
"8163",NA
"8164",NA
"8165",1.19
"8166",1.10499999999993
"8167",NA
"8168",NA
"8169",NA
"8170",1.19
"8171",NA
"8172",NA
"8173",1.37150000000001
"8174",1.38
"8175",1.21
"8176",1.13
"8177",NA
"8178",1.27
"8179",1.15611114533332
"8180",1.28
"8181",1.38
"8182",1.37150000000001
"8183",1.37150000000001
"8184",NA
"8185",1.30630000000004
"8186",1.28
"8187",0.48
"8188",1.38
"8189",NA
"8190",NA
"8191",1.28
"8192",NA
"8193",NA
"8194",NA
"8195",1.28
"8196",NA
"8197",NA
"8198",1.38
"8199",NA
"8200",1.28
"8201",1.27
"8202",NA
"8203",1.27
"8204",NA
"8205",1.38
"8206",NA
"8207",0.49
"8208",1.28
"8209",NA
"8210",1.28
"8211",1.38
"8212",1.28
"8213",1.37150000000001
"8214",1.19
"8215",1.28
"8216",1.28
"8217",NA
"8218",1.28
"8219",1.30630000000004
"8220",1.28
"8221",1.28
"8222",NA
"8223",1.28
"8224",1.38
"8225",1.19
"8226",1.3
"8227",1.28
"8228",1.37
"8229",1.37
"8230",1.19
"8231",1.3
"8232",1.37
"8233",1.37
"8234",1.19
"8235",1.3
"8236",1.35
"8237",1.37
"8238",1.19
"8239",1.38
"8240",1.38
"8241",1.19
"8242",1.37
"8243",1.38
"8244",1.3
"8245",1.19
"8246",1.53
"8247",1.19
"8248",1.19
"8249",1.3
"8250",1.38
"8251",1.38
"8252",1.34
"8253",1.38
"8254",0.82
"8255",1.27
"8256",1.19
"8257",NA
"8258",NA
"8259",1.38
"8260",NA
"8261",1.53
"8262",NA
"8263",1.53
"8264",1.53
"8265",1.38
"8266",1.38
"8267",1.28166666666667
"8268",1.38
"8269",1.38
"8270",1.22
"8271",1.22
"8272",1.22
"8273",1.31
"8274",1.25
"8275",1.41
"8276",1.41
"8277",1.41
"8278",1.25
"8279",1.37
"8280",1.37
"8281",1.41
"8282",1.22
"8283",1.44333333333328
"8284",1.14
"8285",1.18
"8286",1.18
"8287",1.42300000000012
"8288",1.42300000000012
"8289",1.42300000000012
"8290",1.42300000000012
"8291",1.26
"8292",1.31
"8293",1.31
"8294",1.31
"8295",1.31
"8296",1.24416666666681
"8297",1.28
"8298",1.22
"8299",1.22
"8300",1.22
"8301",1.26
"8302",1.26
"8303",1.28
"8304",1.28
"8305",1.28
"8306",1.28
"8307",1.28
"8308",1.28
"8309",1.28
"8310",1.28
"8311",1.28
"8312",1.28
"8313",1.28
"8314",1.28
"8315",1.20744200000002
"8316",1.20744200000002
"8317",1.20744200000002
"8318",1.20744200000002
"8319",1.20744200000002
"8320",1.20744200000002
"8321",1.20749419999989
"8322",1.28
"8323",1.28
"8324",1.22
"8325",1.27499999999991
"8326",1.26
"8327",1.26
"8328",1.28
"8329",1.28
"8330",1.28
"8331",1.28
"8332",1.28
"8333",1.31
"8334",1.31
"8335",1.31
"8336",1.31
"8337",1.31
"8338",1.31
"8339",1.31
"8340",1.31
"8341",1.31
"8342",1.31
"8343",1.31
"8344",1.31
"8345",1.31
"8346",1.31
"8347",1.31
"8348",1.31
"8349",1.31
"8350",1.31
"8351",1.31
"8352",1.31
"8353",1.31
"8354",1.31
"8355",1.31
"8356",1.31
"8357",1.31
"8358",1.31
"8359",1.19
"8360",1.19
"8361",0.57
"8362",0.57
"8363",0.57
"8364",0.57
"8365",0.57
"8366",1.28
"8367",1.28
"8368",1.18
"8369",1.25
"8370",1.25
"8371",1.41
"8372",1.41
"8373",1.41
"8374",1.41
"8375",1.41
"8376",1.35100000000015
"8377",1.36
"8378",1.36
"8379",1.36
"8380",1.36
"8381",1.36
"8382",1.36
"8383",1.36
"8384",1.36
"8385",1.36
"8386",1.36
"8387",1.36
"8388",1.36
"8389",1.36
"8390",1.36
"8391",1.36
"8392",1.36
"8393",1.36
"8394",1.36
"8395",1.36
"8396",1.36
"8397",1.36
"8398",1.36
"8399",1.36
"8400",1.36
"8401",1.36
"8402",1.36
"8403",1.36
"8404",1.36
"8405",1.36
"8406",1.36
"8407",NA
"8408",1.08
"8409",1.08
"8410",0.94
"8411",0.94
"8412",0.94
"8413",0.94
"8414",0.94
"8415",0.94
"8416",0.94
"8417",0.94
"8418",0.94
"8419",0.94
"8420",1.27
"8421",1.27
"8422",1.27
"8423",1.27
"8424",1.32
"8425",1.32
"8426",1.32
"8427",0.923333333333364
"8428",1.32
"8429",1.32
"8430",1.32
"8431",1.32
"8432",1.32
"8433",1.32
"8434",1.32
"8435",1.33
"8436",1.33
"8437",1.33
"8438",1.33
"8439",1.33
"8440",1.33
"8441",1.33
"8442",1.33
"8443",1.33
"8444",1.33
"8445",1.33
"8446",1.33
"8447",1.33
"8448",1.33
"8449",1.27
"8450",1.27
"8451",1.46
"8452",1.14
"8453",1.22
"8454",1.25
"8455",1.35
"8456",1.0075
"8457",1.0075
"8458",1.22749999999999
"8459",1.28
"8460",1.26
"8461",1.22
"8462",1.22
"8463",1.39
"8464",1.22
"8465",1.29
"8466",1.35
"8467",1.31
"8468",0.46
"8469",1.33
"8470",0.91
"8471",0.91
"8472",0.91
"8473",1.27
"8474",1.27
"8475",1.27
"8476",1.27010000000001
"8477",1.27010000000001
"8478",1.33584917333337
"8479",1.1
"8480",1.22
"8481",1.41
"8482",NA
"8483",1.40969119999977
"8484",1.27
"8485",1.33499972000005
"8486",1.33499972000005
"8487",1.41
"8488",1.25
"8489",1.25
"8490",1.25
"8491",1.25
"8492",1.25
"8493",1.25
"8494",1.35
"8495",1.41
"8496",1.41
"8497",1.27
"8498",1.27
"8499",1.27
"8500",1.27
"8501",1.27
"8502",1.22
"8503",1.25
"8504",1.35
"8505",1.35
"8506",1.36
"8507",1.27
"8508",1.19
"8509",1.33
"8510",1.14
"8511",1.14
"8512",1.22
"8513",1.25
"8514",1.22
"8515",1.22
"8516",1.22
"8517",1.25
"8518",1.25321600000004
"8519",1.35
"8520",1.35
"8521",1.41
"8522",1.22
"8523",1.15495999999999
"8524",1.27
"8525",1.35
"8526",1.25
"8527",1.25
"8528",1.25
"8529",1.25
"8530",1.25
"8531",1.22
"8532",1.22
"8533",1.35
"8534",1.25
"8535",1.25
"8536",1.31
"8537",1.52
"8538",1.35
"8539",1.21
"8540",1.2135200000001
"8541",1.28
"8542",1.33
"8543",1.27
"8544",1.294
"8545",1.51
"8546",1.35
"8547",1.26
"8548",1.25
"8549",1.25
"8550",1.27
"8551",1.33
"8552",1.4788399999999
"8553",1.41
"8554",1.19
"8555",1.31
"8556",1.31
"8557",1.41
"8558",1.41
"8559",1.41
"8560",1.22
"8561",1.22
"8562",1.22
"8563",1.26
"8564",1.26
"8565",1.26
"8566",1.26
"8567",1.26
"8568",1.26
"8569",1.22
"8570",1.18
"8571",1.27
"8572",1.27
"8573",1.27
"8574",1.27
"8575",1.26
"8576",1.26
"8577",1.26
"8578",1.26
"8579",1.26
"8580",1.26
"8581",1.26
"8582",1.26
"8583",1.22
"8584",1.22
"8585",1.39
"8586",1.39
"8587",1.39
"8588",1.39
"8589",1.39
"8590",1.35
"8591",1.35
"8592",1.35
"8593",1.35
"8594",1.35
"8595",1.35
"8596",1.27
"8597",1.25
"8598",1.25
"8599",1.25
"8600",1.33
"8601",1.25
"8602",1.22
"8603",1.22
"8604",1.28
"8605",1.28
"8606",1.28
"8607",1.28
"8608",1.28
"8609",1.28
"8610",1.28
"8611",1.28
"8612",1.28
"8613",1.28
"8614",1.28
"8615",1.28
"8616",1.28
"8617",1.28
"8618",1.28
"8619",1.28
"8620",1.28
"8621",1.28
"8622",1.28
"8623",1.28
"8624",1.28
"8625",1.25
"8626",1.25
"8627",1.14
"8628",1.35
"8629",1.22
"8630",1.31
"8631",1.27
"8632",1.28858666666667
"8633",1.46368160000001
"8634",1.28
"8635",1.28
"8636",1.28
"8637",1.28
"8638",1.28
"8639",1.28
"8640",1.28
"8641",1.41
"8642",1.39
"8643",1.18
"8644",1.19
"8645",1.19
"8646",1.19
"8647",1.35
"8648",1.35
"8649",1.35
"8650",NA
"8651",1.37
"8652",1.33
"8653",1.22
"8654",1.22
"8655",1.22
"8656",1.22
"8657",1.22
"8658",1.22
"8659",1.22
"8660",1.31
"8661",1.57
"8662",1.22
"8663",1.19
"8664",1.33
"8665",1.35
"8666",1.25
"8667",1.22
"8668",1.22
"8669",1.22
"8670",1.22
"8671",1.22
"8672",1.22
"8673",1.14
"8674",1.28
"8675",1.14
"8676",1.23709999999999
"8677",1.41
"8678",1.23566666666668
"8679",1.23566666666668
"8680",1.22
"8681",1.22
"8682",1.35
"8683",1.22
"8684",0.95
"8685",0.95
"8686",1.19
"8687",1.26
"8688",1.28
"8689",1.27
"8690",1.22
"8691",1.35
"8692",1.24
"8693",1.28
"8694",1.22
"8695",1.27
"8696",1.22
"8697",1.31
"8698",1.29
"8699",1.28
"8700",1.28
"8701",1.28
"8702",1.22
"8703",1.22
"8704",1.22
"8705",1.22
"8706",1.41
"8707",1.41
"8708",1.26
"8709",1.26
"8710",1.26
"8711",1.26
"8712",1.26
"8713",1.26
"8714",1.26
"8715",1.26
"8716",1.26
"8717",1.26
"8718",1.26
"8719",1.26
"8720",1.26
"8721",1.26
"8722",1.26
"8723",1.26
"8724",1.26
"8725",1.26
"8726",1.26
"8727",1.22
"8728",1.2
"8729",1.2
"8730",1.2
"8731",1.2
"8732",1.2
"8733",1.2
"8734",1.2
"8735",1.2
"8736",1.2
"8737",1.2
"8738",1.2
"8739",1.2
"8740",1.2
"8741",1.2
"8742",1.2
"8743",1.2
"8744",1.2
"8745",1.2
"8746",1.2
"8747",1.2
"8748",1.2
"8749",1.2
"8750",1.2
"8751",1.2
"8752",1.2
"8753",1.2
"8754",1.2
"8755",1.2
"8756",1.2
"8757",1.2
"8758",1.2
"8759",1.2
"8760",1.2
"8761",1.2
"8762",1.2
"8763",1.2
"8764",1.2
"8765",1.2
"8766",1.2
"8767",1.2
"8768",1.2
"8769",1.2
"8770",1.2
"8771",1.2
"8772",1.2
"8773",1.2
"8774",1.2
"8775",1.2
"8776",1.2
"8777",1.2
"8778",1.2
"8779",1.2
"8780",1.2
"8781",1.2
"8782",1.41
"8783",1.27
"8784",1.09000000000068
"8785",1.09000000000068
"8786",1.09000000000068
"8787",1.09000000000068
"8788",1.19
"8789",1.19
"8790",1.19
"8791",1.19
"8792",1.06
"8793",1.06
"8794",1.06
"8795",1.06
"8796",1.06
"8797",1.06
"8798",1.06
"8799",1.06
"8800",1.06
"8801",1.06
"8802",1.06
"8803",1.06
"8804",1.06
"8805",1.06
"8806",1.06
"8807",1.06
"8808",1.06
"8809",1.06
"8810",1.06
"8811",1.06
"8812",1.06
"8813",1.06
"8814",1.06
"8815",1.06
"8816",1.06
"8817",1.06
"8818",1.06
"8819",1.06
"8820",1.06
"8821",1.06
"8822",1.06
"8823",1.06
"8824",1.06
"8825",1.06
"8826",1.06
"8827",1.06
"8828",1.06
"8829",1.06
"8830",1.06
"8831",1.06
"8832",1.06
"8833",1.06
"8834",1.06
"8835",1.06
"8836",1.06
"8837",1.06
"8838",1.06
"8839",1.06
"8840",1.06
"8841",1.06
"8842",1.06
"8843",1.06
"8844",1.06
"8845",1.20749999999994
"8846",1.27
"8847",1.22
"8848",1.35
"8849",1.35
"8850",1.35
"8851",1.41
"8852",1.22
"8853",1.30916666666665
"8854",1.21
"8855",1.21
"8856",1.21
"8857",1.41
"8858",1.41
"8859",1.22
"8860",1.41
"8861",1.41
"8862",1.23750000000003
"8863",1.28
"8864",1.26
"8865",1.26
"8866",1.26
"8867",1.26
"8868",1.26
"8869",1.26
"8870",1.26
"8871",1.26
"8872",1.26
"8873",1.26
"8874",1.26
"8875",1.26
"8876",1.28
"8877",1.28
"8878",1.28
"8879",1.28
"8880",1.28
"8881",1.28
"8882",1.28
"8883",1.28
"8884",1.28
"8885",1.26
"8886",1.32
"8887",1.35
"8888",1.28
"8889",1.22
"8890",1.11
"8891",1.22
"8892",1.22
"8893",1.22
"8894",1.27
"8895",1.25
"8896",1.35
"8897",1.22
"8898",0.63
"8899",0.63
"8900",1.28
"8901",1.28
"8902",1.26
"8903",1.22
"8904",1.22
"8905",1.22
"8906",1.53
"8907",1.22
"8908",1.22
"8909",1.51
"8910",0.71
"8911",1.26
"8912",1.41
"8913",1.22
"8914",1.21
"8915",1.22
"8916",1.22
"8917",1.07
"8918",1.22
"8919",1.22
"8920",1.41
"8921",1.22
"8922",1.22
"8923",1.22
"8924",1.35
"8925",1.25
"8926",1.45613333333334
"8927",1.45613333333334
"8928",1.45613333333334
"8929",1.45613333333334
"8930",1.45613333333334
"8931",1.45613333333334
"8932",1.45613333333334
"8933",1.45613333333334
"8934",1.45613333333334
"8935",1.45613333333334
"8936",1.45613333333334
"8937",1.45613333333334
"8938",1.45613333333334
"8939",1.45613333333334
"8940",1.45613333333334
"8941",1.45613333333334
"8942",1.45613333333334
"8943",1.45613333333334
"8944",1.45613333333334
"8945",1.45613333333334
"8946",1.45613333333334
"8947",1.45613333333334
"8948",1.45613333333334
"8949",1.45613333333334
"8950",1.45613333333334
"8951",1.45613333333334
"8952",1.45613333333334
"8953",1.45613333333334
"8954",1.45613333333334
"8955",1.45613333333334
"8956",1.45613333333334
"8957",1.45613333333334
"8958",1.45613333333334
"8959",1.45613333333334
"8960",1.45613333333334
"8961",1.45613333333334
"8962",1.45613333333334
"8963",1.45613333333334
"8964",1.45613333333334
"8965",1.22
"8966",1.22
"8967",0.94
"8968",0.94
"8969",0.94
"8970",0.94
"8971",1.35
"8972",1.35
"8973",1.14260639178263
"8974",1.14260639178263
"8975",1.28
"8976",1.24
"8977",1.26
"8978",1.26
"8979",1.26
"8980",1.24
"8981",1.22
"8982",1.3
"8983",1.22
"8984",1.22
"8985",1.41
"8986",1.25
"8987",1.14
"8988",1.22
"8989",1.22
"8990",1.25
"8991",1.22
"8992",1.22
"8993",1.22
"8994",1.22
"8995",1.22
"8996",1.23749999999991
"8997",1.25
"8998",1.22
"8999",1.22150000000004
"9000",1.2
"9001",1.35
"9002",1.35
"9003",1.35
"9004",1.14
"9005",1.22
"9006",1.19
"9007",1.19
"9008",0.85499999999991
"9009",1.28
"9010",1.28
"9011",1.28
"9012",1.28
"9013",1.28
"9014",1.28
"9015",1.28
"9016",1.28
"9017",1.28
"9018",1.28
"9019",1.28
"9020",1.28
"9021",1.28
"9022",1.28
"9023",1.28
"9024",1.28
"9025",1.28
"9026",1.28
"9027",1.28
"9028",1.28
"9029",1.28
"9030",1.28
"9031",1.28
"9032",1.28
"9033",1.23249999999994
"9034",1.31
"9035",1.31
"9036",1.31
"9037",1.31
"9038",1.24
"9039",1.08850000000001
"9040",1.21
"9041",1.41
"9042",1.41
"9043",1.1
"9044",1.1
"9045",1.1
"9046",1.1
"9047",1.21
"9048",1.22
"9049",1.25
"9050",1.28
"9051",1.41
"9052",1.22
"9053",1.35
"9054",1.34851999999975
"9055",1.22
"9056",1.35
"9057",1.39
"9058",1.27
"9059",1.35
"9060",0.46
"9061",1.37
"9062",1.32
"9063",1.14895104000011
"9064",1.22
"9065",1.22
"9066",1.26
"9067",1.25
"9068",1.22
"9069",1.25
"9070",1.06
"9071",1.22
"9072",1.22
"9073",1.22
"9074",1.27699999999998
"9075",1.41
"9076",1.27
"9077",1.22
"9078",1.31
"9079",1.28
"9080",1.28
"9081",1.22
"9082",1.41
"9083",1.22
"9084",1.41
"9085",0.94
"9086",0.94
"9087",1.28
"9088",1.42
"9089",1.42
"9090",1.42
"9091",1.42
"9092",1.42
"9093",1.42
"9094",1.42
"9095",1.42
"9096",1.42
"9097",1.42
"9098",1.42
"9099",1.42
"9100",1.42
"9101",1.42
"9102",1.42
"9103",1.42
"9104",1.42
"9105",1.42
"9106",1.37
"9107",1.37
"9108",1.37
"9109",1.37
"9110",1.37
"9111",1.37
"9112",1.37
"9113",1.37
"9114",1.37
"9115",1.37
"9116",1.37
"9117",1.37
"9118",1.37
"9119",1.37
"9120",1.37
"9121",1.37
"9122",1.37
"9123",1.37
"9124",1.37
"9125",1.37
"9126",1.37
"9127",1.37
"9128",1.37
"9129",1.37
"9130",1.37
"9131",1.37
"9132",1.37
"9133",1.37
"9134",1.37
"9135",1.37
"9136",1.37
"9137",1.37
"9138",1.37
"9139",1.37
"9140",1.37
"9141",1.37
"9142",1.22
"9143",0.63
"9144",0.63
"9145",1.41
"9146",1.41
"9147",1.41
"9148",1.39
"9149",1.39
"9150",1.39
"9151",1.39
"9152",1.19
"9153",1.19
"9154",1.19
"9155",1.19
"9156",1.19
"9157",1.19
"9158",1.19
"9159",1.19
"9160",1.3
"9161",1.3158458666667
"9162",1.22
"9163",1.35
"9164",1.27
"9165",1.30363999999966
"9166",1.52
"9167",1.27
"9168",1.25
"9169",1.35
"9170",1.35
"9171",1.23
"9172",1.28
"9173",1.22
"9174",1.34
"9175",1.24
"9176",1.24
"9177",1.35
"9178",1.25
"9179",1.25
"9180",1.29
"9181",1.5
"9182",1.22
"9183",1.35
"9184",1.27
"9185",1.27
"9186",1.26
"9187",1.28
"9188",1.28
"9189",1.28
"9190",1.28
"9191",1.13
"9192",1.13
"9193",1.13
"9194",1.13
"9195",1.13
"9196",1.13
"9197",1.13
"9198",1.13
"9199",0.83
"9200",0.83
"9201",0.83
"9202",1.22
"9203",1.225
"9204",1.225
"9205",1.24
"9206",1.24
"9207",1.35
"9208",1.35
"9209",1.35
"9210",1.35
"9211",1.35
"9212",1.25
"9213",1.27
"9214",1.27
"9215",1.28
"9216",1.28
"9217",1.28
"9218",1.28
"9219",1.28
"9220",1.28
"9221",1.28
"9222",1.26
"9223",1.27
"9224",1.29758911999997
"9225",1.22
"9226",1.26000645333337
"9227",1.22
"9228",1.25
"9229",1.25
"9230",1.1
"9231",1.25
"9232",1.25
"9233",1.41
"9234",1.41
"9235",1.41
"9236",1.41
"9237",1.41
"9238",1.41
"9239",1.41
"9240",1.41
"9241",1.41
"9242",1.41
"9243",1.41
"9244",1.41
"9245",1.41
"9246",1.41
"9247",1.41
"9248",1.41
"9249",1.41
"9250",1.41
"9251",1.41
"9252",1.35
"9253",1.41
"9254",1.22
"9255",0.61
"9256",1.22
"9257",1.2379999999999
"9258",1.39
"9259",1.22
"9260",1.26
"9261",1.24344
"9262",1.23843999999999
"9263",1.22
"9264",1.22
"9265",1.35
"9266",1.25
"9267",1.27
"9268",1.3461111266668
"9269",1.34
"9270",1.28
"9271",1.24675999999994
"9272",1.26
"9273",1.28
"9274",1.22243375999996
"9275",1.22299999999995
"9276",1.28
"9277",1.22
"9278",1.22
"9279",1.22
"9280",1.22
"9281",1.21
"9282",1.22
"9283",1.22
"9284",1.24633333333328
"9285",1.14
"9286",1.25
"9287",1.14
"9288",1.27
"9289",1.27
"9290",1.41
"9291",1.37
"9292",1.37
"9293",1.13
"9294",1.40804877105764
"9295",1.35
"9296",1.22
"9297",1.27
"9298",1.27
"9299",1.22
"9300",1.35
"9301",1.21
"9302",1.23979072
"9303",1.42
"9304",1.42
"9305",1.42
"9306",1.42
"9307",1.42
"9308",1.42
"9309",1.42
"9310",1.42
"9311",1.42
"9312",1.42
"9313",1.42
"9314",1.42
"9315",1.42
"9316",1.26
"9317",1.26
"9318",1.26
"9319",1.26
"9320",1.26
"9321",1.26
"9322",1.26
"9323",1.26
"9324",1.26
"9325",1.26
"9326",1.26
"9327",1.26
"9328",1.26
"9329",1.26
"9330",1.37
"9331",1.37
"9332",1.37
"9333",1.37
"9334",1.37
"9335",1.37
"9336",1.34
"9337",1.34
"9338",1.25
"9339",1.28
"9340",1.36
"9341",1.18
"9342",1.26
"9343",1.25
"9344",1.28
"9345",1.11
"9346",1.38
"9347",1.23
"9348",1.27
"9349",1.34
"9350",1.11
"9351",1.37
"9352",1.35
"9353",1.27
"9354",1.39
"9355",1.27
"9356",1.25
"9357",1.36
"9358",1.21868807908008
"9359",1.27
"9360",1.36
"9361",1.11
"9362",1.26
"9363",1.23
"9364",1.29330982471466
"9365",0.37
"9366",1.24
"9367",1.29
"9368",1.29
"9369",1.29
"9370",1.27
"9371",1.28
"9372",1.28
"9373",1.28
"9374",1.18
"9375",1.18
"9376",1.18
"9377",1.18
"9378",1.18
"9379",1.18
"9380",1.18
"9381",1.18
"9382",1.18
"9383",1.22
"9384",1.22
"9385",1.22
"9386",1.22
"9387",1.2
"9388",1.22
"9389",1.22
"9390",1.26
"9391",1.26
"9392",1.26
"9393",1.26
"9394",1.26
"9395",1.26
"9396",1.26
"9397",1.26
"9398",1.26
"9399",1.26
"9400",1.26
"9401",1.26
"9402",1.26
"9403",1.26
"9404",1.26
"9405",1.26
"9406",1.26
"9407",1.26
"9408",1.26
"9409",1.26
"9410",1.26
"9411",1.26
"9412",1.39
"9413",1.32666666666666
"9414",1.32666666666666
"9415",1.32666666666666
"9416",1.32666666666666
"9417",1.32666666666666
"9418",1.34
"9419",1.34
"9420",1.34
"9421",1.34
"9422",1.34
"9423",1.34
"9424",1.34
"9425",1.34
"9426",1.34
"9427",1.34
"9428",1.34
"9429",1.34
"9430",1.34
"9431",1.34
"9432",1.34
"9433",1.2
"9434",1.2
"9435",1.36
"9436",1.36
"9437",1.36
"9438",1.36
"9439",1.36
"9440",1.36
"9441",1.36
"9442",1.36
"9443",1.36
"9444",1.36
"9445",1.36
"9446",1.36
"9447",1.36
"9448",1.36
"9449",1.36
"9450",1.36
"9451",1.21
"9452",1.21
"9453",1.21
"9454",1.21
"9455",1.21
"9456",1.21
"9457",1.21
"9458",1.21
"9459",1.21
"9460",1.19
"9461",1.19
"9462",1.37166666666666
"9463",1.37166666666666
"9464",1.28
"9465",1.27
"9466",1.27
"9467",1.27
"9468",1.27
"9469",1.27
"9470",1.32
"9471",1.39
"9472",1.24
"9473",1.24
"9474",1.21
"9475",1.21
"9476",1.27
"9477",1.27
"9478",1.27
"9479",1.21
"9480",1.21
"9481",1.21
"9482",1.21
"9483",1.21
"9484",1.21
"9485",1.21
"9486",1.21
"9487",1.21
"9488",1.21
"9489",1.21
"9490",1.21
"9491",1.21
"9492",1.21
"9493",1.21
"9494",1.21
"9495",1.21
"9496",1.21
"9497",1.21
"9498",1.21
"9499",1.21
"9500",1.21
"9501",1.21
"9502",1.21
"9503",1.21
"9504",1.21
"9505",1.21
"9506",1.21
"9507",1.21
"9508",1.21
"9509",1.21
"9510",1.21
"9511",1.21
"9512",1.21
"9513",1.21
"9514",1.21
"9515",1.21
"9516",1.21
"9517",1.21
"9518",1.21
"9519",1.21
"9520",1.21
"9521",1.21
"9522",1.21
"9523",1.21
"9524",1.255
"9525",1.21
"9526",1.21
"9527",1.38
"9528",1.38
"9529",1.38
"9530",1.38
"9531",1.38
"9532",1.2
"9533",1.2
"9534",1.2
"9535",1.2
"9536",1.2
"9537",1.2
"9538",1.2
"9539",1.2
"9540",1.2
"9541",1.2
"9542",1.2
"9543",1.51
"9544",1.51
"9545",1.51
"9546",1.51
"9547",1.51
"9548",1.51
"9549",1.51
"9550",1.51
"9551",1.51
"9552",1.51
"9553",1.51
"9554",1.51
"9555",1.51
"9556",1.51
"9557",1.2
"9558",1.16
"9559",1.16
"9560",1.16
"9561",1.16
"9562",1.16
"9563",1.16
"9564",1.31
"9565",1.31
"9566",1.31
"9567",1.31
"9568",0.37
"9569",0.37
"9570",0.37
"9571",0.37
"9572",0.37
"9573",1.28
"9574",1.54
"9575",1.24
"9576",1.34
"9577",1.26
"9578",1.36
"9579",1.36
"9580",1.36
"9581",1.36
"9582",1.36
"9583",1.19
"9584",1.19
"9585",1.19
"9586",1.19
"9587",1.48
"9588",1.1
"9589",1.36
"9590",1.36
"9591",1.36
"9592",1.36
"9593",1.36
"9594",1.36
"9595",1.36
"9596",1.36
"9597",1.36
"9598",1.36
"9599",1.36
"9600",1.36
"9601",1.36
"9602",1.36
"9603",1.36
"9604",1.36
"9605",1.36
"9606",1.36
"9607",1.36
"9608",1.36
"9609",1.36
"9610",1.36
"9611",1.36
"9612",1.36
"9613",0.65
"9614",0.65
"9615",0.65
"9616",0.65
"9617",0.65
"9618",0.65
"9619",0.65
"9620",0.65
"9621",0.65
"9622",0.65
"9623",0.65
"9624",0.65
"9625",0.65
"9626",0.65
"9627",0.65
"9628",0.65
"9629",1.27
"9630",1.27
"9631",1.27
"9632",1.27
"9633",0.61
"9634",1.27010000000014
"9635",1.21
"9636",1.36
"9637",1.39
"9638",1.39
"9639",1.39
"9640",1.39
"9641",1.27
"9642",0.49
"9643",1.18
"9644",1.36986666666673
"9645",1.25
"9646",1.41
"9647",1.39
"9648",1.38
"9649",1.36
"9650",0.47
"9651",0.47
"9652",0.47
"9653",1.34
"9654",1.18
"9655",1.18
"9656",1.18
"9657",1.18
"9658",0.37
"9659",1.38
"9660",1.26
"9661",0.37
"9662",1.27
"9663",1.27
"9664",1.27
"9665",1.27
"9666",1.27
"9667",1.24
"9668",1.38
"9669",1.34
"9670",1.48
"9671",1.37546666666665
"9672",1.53
"9673",1.36
"9674",1.36
"9675",1.19
"9676",1.27
"9677",0.49
"9678",1.24
"9679",1.23
"9680",1.39
"9681",0.543286019543533
"9682",1.27
"9683",1.28
"9684",1.4
"9685",1.24
"9686",1.23
"9687",1.12
"9688",1.12
"9689",1.27
"9690",1.27
"9691",1.39
"9692",1.39
"9693",1.39
"9694",1.39
"9695",1.39
"9696",1.39
"9697",1.39
"9698",1.33
"9699",1.26
"9700",1.26
"9701",1.26
"9702",1.26
"9703",1.26
"9704",1.26
"9705",1.03
"9706",0.531666666666238
"9707",0.531666666666238
"9708",0.531666666666238
"9709",0.531666666666238
"9710",0.531666666666238
"9711",NA
"9712",NA
"9713",NA
"9714",NA
"9715",NA
"9716",NA
"9717",NA
"9718",NA
"9719",NA
"9720",1.24
"9721",1.26416666666665
"9722",1.27
"9723",1.39
"9724",0.48
"9725",1.28430779679226
"9726",1.38219102666667
"9727",1.31596251333335
"9728",1.27
"9729",1.27
"9730",1.27
"9731",1.27
"9732",1.24
"9733",1.28
"9734",1.3
"9735",1.18
"9736",1.29
"9737",1.07
"9738",1.27
"9739",1.27
"9740",1.24
"9741",0.86
"9742",0.86
"9743",0.86
"9744",1.26397490133333
"9745",1.53
"9746",1.37019022400001
"9747",1.38
"9748",1.18
"9749",1.18
"9750",1.38
"9751",1.27
"9752",1.38
"9753",1.18
"9754",1.18
"9755",1.27
"9756",1.54
"9757",1.23
"9758",1.36
"9759",1.38
"9760",1.27
"9761",1.27
"9762",1.27
"9763",1.2025
"9764",1.2025
"9765",1.2025
"9766",1.2025
"9767",1.2025
"9768",1.2025
"9769",1.2025
"9770",1.2025
"9771",1.2025
"9772",1.2025
"9773",1.2025
"9774",1.2025
"9775",1.2025
"9776",1.2025
"9777",1.2025
"9778",1.2025
"9779",1.2025
"9780",1.2025
"9781",1.2025
"9782",1.2025
"9783",1.2025
"9784",1.2025
"9785",1.2025
"9786",1.2025
"9787",1.2025
"9788",1.2025
"9789",1.2025
"9790",1.2025
"9791",1.2025
"9792",1.2025
"9793",1.2025
"9794",1.2025
"9795",1.2025
"9796",1.2025
"9797",1.2025
"9798",1.2025
"9799",1.2025
"9800",1.2025
"9801",1.2025
"9802",1.2025
"9803",1.2025
"9804",1.2025
"9805",1.2025
"9806",1.2025
"9807",1.2025
"9808",1.2025
"9809",1.2025
"9810",1.2025
"9811",1.2025
"9812",1.2025
"9813",1.2025
"9814",1.2025
"9815",1.2025
"9816",1.2025
"9817",1.2025
"9818",1.2025
"9819",1.2025
"9820",1.2025
"9821",1.2025
"9822",1.2025
"9823",1.2025
"9824",1.2025
"9825",1.2025
"9826",1.2025
"9827",1.2025
"9828",1.2025
"9829",1.2025
"9830",1.2025
"9831",1.2025
"9832",1.2025
"9833",1.2025
"9834",1.2025
"9835",1.2025
"9836",1.2025
