"","BDsite"
"4421",1.29
"4422",NA
"4423",1.24
"4424",NA
"4425",1.30630000000004
"4426",1.33833333333331
"4427",1.19
"4428",1.19
"4429",1.34
"4430",1.42
"4431",1.33
"4432",1.24
"4433",1.24
"4434",1.31
"4435",NA
"4436",1.18
"4437",1.36
"4438",1.36
"4439",1.25
"4440",1.29
"4441",1.34
"4442",1.38
"4443",1.32
"4444",1.3
"4445",0.95
"4446",1.34
"4447",1.27983333333319
"4448",1.24
"4449",1.24
"4450",1.29
"4451",1.32
"4452",1.32
"4453",NA
"4454",1.29
"4455",1.24
"4456",NA
"4457",1.33
"4458",1.38
"4459",1.29
"4460",NA
"4461",1.30596666666666
"4462",NA
"4463",1.24
"4464",1.24
"4465",1.25333333333334
"4466",1.27
"4467",1.34
"4468",1.377
"4469",1.27983333333319
"4470",NA
"4471",NA
"4472",NA
"4473",1.34
"4474",0.33
"4475",NA
"4476",1.31
"4477",1.39
"4478",1.37
"4479",1.2662000000002
"4480",1.39
"4481",1.38
"4482",1.38
"4483",1.3
"4484",1.04
"4485",1.48
"4486",1.14583333333333
"4487",1.33
"4488",NA
"4489",1.3
"4490",NA
"4491",1.04
"4492",1.19033333333328
"4493",1.24
"4494",NA
"4495",NA
"4496",1.23166666666668
"4497",1.26250000000002
"4498",1.26250000000002
"4499",1.26250000000002
"4500",1.14249999999999
"4501",1.14249999999999
"4502",1.14249999999999
"4503",1.04
"4504",1.04
"4505",1.04
"4506",1.04
"4507",1.04
"4508",1.04
"4509",1.48
"4510",1.48
"4511",1.48
"4512",1.14583333333333
"4513",1.14583333333333
"4514",1.14583333333333
"4515",1.35
"4516",1.35
"4517",1.35
"4518",1.29
"4519",1.34
"4520",NA
"4521",1.31
"4522",1.34
"4523",0.970000000000027
"4524",1.39
"4525",NA
"4526",1.27
"4527",1.34
"4528",1.27
"4529",1.42
"4530",1.2662000000002
"4531",1.3
"4532",1.25500000000003
"4533",NA
"4534",1.37
"4535",NA
"4536",1.24
"4537",1.3
"4538",1.29
"4539",1.33
"4540",NA
"4541",1.33833333333331
"4542",1.27
"4543",1.27
"4544",1.31
"4545",1.14
"4546",1.41
"4547",1.41
"4548",1.38
"4549",1.24
"4550",1.24
"4551",1.24
"4552",1.29
"4553",1.33833333333331
"4554",1.14249999999999
"4555",1.06
"4556",1.34
"4557",1.38
"4558",1.29499999999975
"4559",NA
"4560",1.33
"4561",1.24
"4562",NA
"4563",1.31
"4564",1.26250000000002
"4565",1.33833333333331
"4566",1.24
"4567",1.41
"4568",1.41
"4569",1.25333333333334
"4570",1.24
"4571",1.02
"4572",1.24
"4573",1.24
"4574",1.51
"4575",1.51
"4576",1.24
"4577",1.18095999999947
"4578",1.4
"4579",1.41
"4580",NA
"4581",0.93
"4582",1.15
"4583",0.970000000000027
"4584",1.02
"4585",1.35
"4586",NA
"4587",NA
"4588",NA
"4589",1.38
"4590",NA
"4591",1.38
"4592",0.95
"4593",1.23
"4594",1.24
"4595",1.07
"4596",NA
"4597",1.35
"4598",1.35
"4599",1.35
"4600",NA
"4601",NA
"4602",NA
"4603",NA
"4604",NA
"4605",0.583333333333431
"4606",NA
"4607",NA
"4608",NA
"4609",1.24
"4610",1.35
"4611",NA
"4612",NA
"4613",NA
"4614",1.29
"4615",1.27
"4616",1.38
"4617",0.970000000000027
"4618",1.35
"4619",0.97
"4620",1.37
"4621",NA
"4622",1.24
"4623",1.31
"4624",1.35
"4625",1.29
"4626",1.31
"4627",1.41
"4628",1.24
"4629",1.24
"4630",1.35
"4631",1.35
"4632",NA
"4633",1.24
"4634",1.35
"4635",1.35
"4636",1.35
"4637",1.52
"4638",NA
"4639",1.07
"4640",1.29499999999975
"4641",1.31
"4642",1.34
"4643",1.35
"4644",1.27
"4645",1.29
"4646",0.95
"4647",0.970000000000027
"4648",0.49
"4649",1.29
"4650",1.42
"4651",1.35
"4652",1.38
"4653",1.14249999999999
"4654",1.29
"4655",NA
"4656",1.35
"4657",1.41
"4658",1.40910399999999
"4659",1.39166667599999
"4660",1.401
"4661",1.34
"4662",1.14
"4663",1.27
"4664",1.24
"4665",1.1
"4666",1.38
"4667",1.28
"4668",0.33
"4669",1.38
"4670",1.31166666666668
"4671",1.07
"4672",NA
"4673",1.19699999999998
"4674",NA
"4675",1.35
"4676",1.33833333333331
"4677",1.27
"4678",1.27
"4679",1.04
"4680",1.21
"4681",1.35
"4682",0.970000000000027
"4683",1.38
"4684",0.72
"4685",1.2
"4686",1.38
"4687",NA
"4688",1.35
"4689",1.34
"4690",1.38
"4691",1.14
"4692",NA
"4693",NA
"4694",1.33
"4695",1.24
"4696",1.24
"4697",0.95
"4698",1.07
"4699",1.27
"4700",1.24
"4701",1.14
"4702",1.41
"4703",1.31
"4704",1.35
"4705",1.18
"4706",1.18
"4707",1.21916666666719
"4708",1.33
"4709",1.04
"4710",1.29
"4711",1.24
"4712",1.24
"4713",1.34
"4714",NA
"4715",NA
"4716",1.35
"4717",1.12800000000075
"4718",0.970000000000027
"4719",NA
"4720",1.37
"4721",1.07
"4722",1.37
"4723",1.29
"4724",1.07
"4725",1.34
"4726",NA
"4727",1.24
"4728",1.14
"4729",1.35
"4730",1.3
"4731",1.24
"4732",1
"4733",1.29
"4734",1.2662000000002
"4735",1.07
"4736",NA
"4737",1.2662000000002
"4738",1.34
"4739",1.07
"4740",NA
"4741",NA
"4742",1.15
"4743",NA
"4744",NA
"4745",NA
"4746",NA
"4747",NA
"4748",NA
"4749",NA
"4750",NA
"4751",NA
"4752",NA
"4753",1.38
"4754",NA
"4755",NA
"4756",NA
"4757",NA
"4758",1.53
"4759",1.35
"4760",1.35
"4761",1.35
"4762",1.14249999999999
"4763",1.14249999999999
"4764",1.14249999999999
"4765",1.04
"4766",1.04
"4767",1.04
"4768",1.48
"4769",1.48
"4770",1.48
"4771",1.48
"4772",1.48
"4773",1.48
"4774",1.29
"4775",1.29
"4776",1.29
"4777",1.21
"4778",1.21
"4779",1.21
"4780",1.15
"4781",1.15
"4782",1.15
"4783",1.15
"4784",1.15
"4785",1.15
"4786",1.15
"4787",1.15
"4788",1.15
"4789",1.31166666666668
"4790",1.31166666666668
"4791",1.31166666666668
"4792",1.34
"4793",1.34
"4794",1.34
"4795",1.34
"4796",1.34
"4797",1.34
"4798",1.34
"4799",1.34
"4800",1.34
"4801",1.28
"4802",1.28
"4803",1.27
"4804",1.27
"4805",1.27
"4806",1.2
"4807",1.2
"4808",1.2
"4809",1.38
"4810",NA
"4811",NA
"4812",NA
"4813",1.24
"4814",1.24
"4815",NA
"4816",NA
"4817",1.19699999999998
"4818",NA
"4819",NA
"4820",1.07
"4821",NA
"4822",1.38
"4823",1.25
"4824",1.07
"4825",1.24
"4826",1.24
"4827",1.29849999999989
"4828",NA
"4829",0.48
"4830",1.34
"4831",1.07
"4832",1.18
"4833",1.07
"4834",1.07
"4835",1.07
"4836",1.19699999999998
"4837",1.24
"4838",1.17
"4839",1.07
"4840",1.3
"4841",1.35
"4842",1.35
"4843",1.34
"4844",1.07
"4845",NA
"4846",1.18
"4847",1.15
"4848",NA
"4849",NA
"4850",1.07
"4851",1.48
"4852",1.3
"4853",1.3
"4854",1.18800000000007
"4855",1.24
"4856",1.37
"4857",1.29
"4858",1.35
"4859",1.29699999999998
"4860",NA
"4861",1.14
"4862",1.02
"4863",NA
"4864",NA
"4865",1.24
"4866",0.95
"4867",NA
"4868",NA
"4869",1.24
"4870",1.24
"4871",NA
"4872",NA
"4873",1.22
"4874",1.1275
"4875",NA
"4876",1.22
"4877",1.24
"4878",NA
"4879",NA
"4880",1.37
"4881",0.970000000000027
"4882",1.35
"4883",1.21
"4884",1.35
"4885",1.35
"4886",1.39
"4887",1.10200000000007
"4888",1.15
"4889",1.30630000000004
"4890",1.29
"4891",1.35
"4892",1.34
"4893",1.32
"4894",NA
"4895",1.41
"4896",0.776099049332956
"4897",1.36
"4898",1.33
"4899",1.36
"4900",1.36
"4901",1.38
"4902",1.36
"4903",0.377072658666601
"4904",1.38
"4905",0.37
"4906",1.38
"4907",1.36
"4908",1.36
"4909",1.38
"4910",NA
"4911",1.31
"4912",1.38
"4913",1.36
"4914",1.31
"4915",1.38
"4916",1.27
"4917",1.26
"4918",NA
"4919",1.38
"4920",NA
"4921",NA
"4922",1.34
"4923",1.33998144
"4924",1.38
"4925",1.02
"4926",1.23166666666668
"4927",1.14
"4928",1.35
"4929",NA
"4930",1.3
"4931",NA
"4932",1.19916666666666
"4933",1.35
"4934",1.33
"4935",1.33
"4936",0.65
"4937",1.31
"4938",1.24
"4939",1.06
"4940",1.42
"4941",0.970000000000027
"4942",1.22
"4943",1.35
"4944",1.35
"4945",1.38
"4946",0.855389074603542
"4947",1.35
"4948",1.38169700666667
"4949",1.36
"4950",1.38
"4951",1.29
"4952",1.36
"4953",1.38
"4954",1.3
"4955",1.3
"4956",1.24
"4957",1.37
"4958",1.23166666666668
"4959",1.29
"4960",1.15
"4961",0.48
"4962",1.34
"4963",1.48
"4964",1.24
"4965",1.24
"4966",1.3
"4967",0.583333333333431
"4968",1.24
"4969",1.24
"4970",1.19033333333328
"4971",1.29
"4972",0.95
"4973",1.15
"4974",1.16
"4975",1.16
"4976",1.33
"4977",1.25
"4978",1.38
"4979",NA
"4980",1.29
"4981",1.38
"4982",1.15
"4983",1.24
"4984",NA
"4985",1.24
"4986",NA
"4987",1.38
"4988",1.32
"4989",1.32
"4990",1.34
"4991",NA
"4992",1.35
"4993",1.14
"4994",NA
"4995",1.17
"4996",NA
"4997",NA
"4998",NA
"4999",1.24
"5000",1.18
"5001",1.12260000000006
"5002",1.29
"5003",1.377
"5004",1.36
"5005",NA
"5006",1.4
"5007",1.28
"5008",1.24
"5009",1.34
"5010",1.35
"5011",1.14
"5012",1.18
"5013",1.27
"5014",1.35
"5015",1.33833333333331
"5016",0.95
"5017",0.975000000001944
"5018",1.35
"5019",1.33
"5020",1.29
"5021",1.14249999999999
"5022",1.35
"5023",1.39
"5024",1.32
"5025",1.32
"5026",1.35
"5027",NA
"5028",NA
"5029",NA
"5030",NA
"5031",NA
"5032",NA
"5033",NA
"5034",NA
"5035",1.25333333333334
"5036",1.17059999999999
"5037",NA
"5038",NA
"5039",1.22
"5040",1.22
"5041",1.29
"5042",NA
"5043",NA
"5044",1.26
"5045",1.3
"5046",1.48
"5047",0.48
"5048",1.26099999999998
"5049",1.38
"5050",1.35
"5051",1.38
"5052",1.53
"5053",1.24
"5054",NA
"5055",1.35
"5056",1.35
"5057",1.15
"5058",1.24
"5059",1.29
"5060",1.3
"5061",1.27
"5062",1.24
"5063",1.24
"5064",1.24
"5065",1.33
"5066",1.33
"5067",NA
"5068",1.35
"5069",1.35
"5070",1.35
"5071",1.14249999999999
"5072",1.14249999999999
"5073",1.14249999999999
"5074",1.17
"5075",1.17
"5076",1.17
"5077",1.17
"5078",1.17
"5079",1.17
"5080",1.17
"5081",1.17
"5082",1.17
"5083",1.17
"5084",1.17
"5085",1.17
"5086",1.04
"5087",1.04
"5088",1.04
"5089",1.48
"5090",1.48
"5091",1.48
"5092",1.29
"5093",1.29
"5094",1.29
"5095",1.29
"5096",1.29
"5097",1.29
"5098",1.15
"5099",1.15
"5100",1.15
"5101",1.21
"5102",1.21
"5103",1.21
"5104",1.1
"5105",1.1
"5106",1.1
"5107",1.31166666666668
"5108",1.31166666666668
"5109",1.31166666666668
"5110",1.15
"5111",1.15
"5112",1.15
"5113",1.15
"5114",1.15
"5115",1.15
"5116",1.15
"5117",1.15
"5118",1.15
"5119",1.2
"5120",1.2
"5121",1.2
"5122",1.2
"5123",1.2
"5124",1.2
"5125",NA
"5126",1.24
"5127",1.35
"5128",1.34
"5129",1.25500000000003
"5130",1.32100000000015
"5131",1.24
"5132",1.33
"5133",NA
"5134",1.27983333333319
"5135",1.30630000000004
"5136",1.15
"5137",1.35
"5138",1.3
"5139",1.21
"5140",1.3
"5141",1.39
"5142",NA
"5143",1.29
"5144",1.3
"5145",1.19699999999998
"5146",1.3
"5147",1.25333333333334
"5148",1.15
"5149",1.2
"5150",1.24
"5151",1.24
"5152",NA
"5153",NA
"5154",NA
"5155",1.2
"5156",1.35
"5157",1.33500000000001
"5158",1.35
"5159",1.35
"5160",1.04
"5161",1.1
"5162",1.38
"5163",1.3
"5164",NA
"5165",1.29
"5166",NA
"5167",1.35
"5168",1.14
"5169",NA
"5170",NA
"5171",1.28460000000041
"5172",1.26
"5173",1.35
"5174",1.35
"5175",1.377
"5176",1.35
"5177",1.29
"5178",1.38
"5179",NA
"5180",1.15
"5181",1.35
"5182",1.35
"5183",1.35
"5184",1.24
"5185",1.35
"5186",1.24
"5187",NA
"5188",1.35
"5189",NA
"5190",1.24
"5191",NA
"5192",1.33833333333331
"5193",0.970000000000027
"5194",1.38
"5195",1.17
"5196",0.95
"5197",1.25500000000003
"5198",1.4
"5199",1.29075488920031
"5200",1.09
"5201",1.39
"5202",1.33
"5203",1.15074758676414
"5204",1.09
"5205",1.19
"5206",1.33
"5207",1.22
"5208",1.32
"5209",1.21
"5210",1.27
"5211",1.38
"5212",1.31166666666668
"5213",1.38
"5214",NA
"5215",NA
"5216",1.17
"5217",1.54
"5218",1.3
"5219",NA
"5220",NA
"5221",1.33
"5222",1.14
"5223",0.48
"5224",1.19
"5225",1.41
"5226",0.65
"5227",0.470869279998768
"5228",1.16
"5229",0.49
"5230",1.52
"5231",NA
"5232",NA
"5233",1.28
"5234",1.29
"5235",1.17
"5236",1.37
"5237",0.970000000000027
"5238",1.34
"5239",1.21
"5240",1.3
"5241",1.17
"5242",0.65
"5243",1.14
"5244",1.37
"5245",1.3
"5246",1.29
"5247",1.35
"5248",NA
"5249",1.39883333333297
"5250",NA
"5251",1.35
"5252",1.17
"5253",NA
"5254",1.19583333333347
"5255",0.970000000000027
"5256",1.29
"5257",1.24
"5258",1.24
"5259",1.39
"5260",1.29
"5261",1.24
"5262",1.24
"5263",1.30000000000006
"5264",1.13
"5265",1.27983333333319
"5266",NA
"5267",NA
"5268",1.38
"5269",1.35
"5270",NA
"5271",1.02
"5272",1.24
"5273",1.15
"5274",1.24
"5275",1.24
"5276",1.38
"5277",NA
"5278",1.33833333333331
"5279",1.35
"5280",1.14
"5281",1.15
"5282",0.65
"5283",1.24
"5284",1.24
"5285",1.38
"5286",1.3
"5287",0.970000000000027
"5288",0.970000000000027
"5289",1.27
"5290",NA
"5291",1.29
"5292",0.970000000000027
"5293",1.34
"5294",NA
"5295",NA
"5296",0.747500000002114
"5297",1.25500000000003
"5298",1.3
"5299",1.15
"5300",1.15
"5301",NA
"5302",1.38
"5303",1.24
"5304",0.970000000000027
"5305",1.24
"5306",1.24
"5307",1.34
"5308",0.65
"5309",1.39
"5310",1.33
"5311",1.24
"5312",1.19
"5313",1.13666666666668
"5314",1.13666666666668
"5315",1.13666666666668
"5316",1.17
"5317",1.17
"5318",1.17
"5319",1.15
"5320",1.15
"5321",1.15
"5322",1.15
"5323",1.15
"5324",1.15
"5325",0.747500000002114
"5326",0.747500000002114
"5327",0.747500000002114
"5328",0.747500000002114
"5329",0.747500000002114
"5330",0.747500000002114
"5331",1.15
"5332",1.15
"5333",1.15
"5334",1.34
"5335",1.34
"5336",1.34
"5337",1.29
"5338",1.29
"5339",1.29
"5340",1.19583333333347
"5341",1.19583333333347
"5342",1.19583333333347
"5343",1.15
"5344",1.15
"5345",1.15
"5346",1.15
"5347",1.15
"5348",1.15
"5349",1.15
"5350",1.15
"5351",1.15
"5352",1.2
"5353",1.2
"5354",1.2
"5355",NA
"5356",NA
"5357",1.09
"5358",NA
"5359",NA
"5360",1.15
"5361",1.15
"5362",NA
"5363",NA
"5364",1.29
"5365",1.38
"5366",1.28
"5367",1.35
"5368",1.02
"5369",1.38
"5370",1.19
"5371",1.29
"5372",1.21
"5373",1.28
"5374",NA
"5375",1.35
"5376",NA
"5377",NA
"5378",1.30630000000004
"5379",1.41
"5380",NA
"5381",0.745484016000307
"5382",1.26
"5383",1
"5384",0.47
"5385",1.1
"5386",1.24
"5387",1.24
"5388",1.27
"5389",1.34
"5390",1.22
"5391",1.29
"5392",NA
"5393",1.29
"5394",1.24
"5395",1.24
"5396",1.35
"5397",NA
"5398",1.17611105911111
"5399",NA
"5400",0.65
"5401",NA
"5402",1.38
"5403",1.29
"5404",1.3
"5405",1.13666666666668
"5406",1.40300000000012
"5407",1.41
"5408",1.18800000000007
"5409",1.52
"5410",0.49
"5411",1.35
"5412",1.24
"5413",1.2
"5414",1.35
"5415",0.583333333333431
"5416",1.19
"5417",1.19
"5418",1.22
"5419",1.39
"5420",1.37
"5421",1.35
"5422",0.747500000002114
"5423",NA
"5424",NA
"5425",NA
"5426",1.37883333333342
"5427",NA
"5428",1.3363
"5429",1.33418245333334
"5430",1.32
"5431",1.35
"5432",1.31
"5433",1.31
"5434",0.65
"5435",1.42
"5436",1.35
"5437",1.31
"5438",0.95
"5439",1.24
"5440",1.24
"5441",NA
"5442",0.95
"5443",1.42
"5444",1.24
"5445",1.29
"5446",1.38
"5447",1.29
"5448",1.15
"5449",1.07
"5450",1.17
"5451",NA
"5452",1.15
"5453",NA
"5454",NA
"5455",NA
"5456",1.25333333333334
"5457",1.32
"5458",NA
"5459",NA
"5460",1.35
"5461",1.24
"5462",1.24
"5463",NA
"5464",1.15
"5465",1.2662000000002
"5466",1.19
"5467",1.19
"5468",1.19033333333328
"5469",NA
"5470",1.35
"5471",1.18
"5472",NA
"5473",1.35
"5474",1.39883333333297
"5475",1.39
"5476",1.35
"5477",1.26250000000002
"5478",1.34
"5479",NA
"5480",0.72
"5481",NA
"5482",1.30000000000003
"5483",1.31
"5484",1.17
"5485",NA
"5486",NA
"5487",NA
"5488",1.17
"5489",NA
"5490",1.15
"5491",1.15
"5492",NA
"5493",1.14
"5494",1.24
"5495",1.17
"5496",NA
"5497",1.25
"5498",NA
"5499",1.33166666666667
"5500",1.24
"5501",1.24
"5502",1.37
"5503",1.34
"5504",1.33589546666668
"5505",1.3345
"5506",1.04
"5507",1.35
"5508",1.26099999999998
"5509",1.24
"5510",NA
"5511",NA
"5512",NA
"5513",1.31
"5514",1.15
"5515",1.23166666666668
"5516",1.18
"5517",1.27
"5518",1.31
"5519",1.16
"5520",NA
"5521",1.32
"5522",1.26
"5523",1.35
"5524",1.35
"5525",1.34
"5526",1.42
"5527",1.34
"5528",1.23166666666668
"5529",1.29
"5530",1.12800000000075
"5531",NA
"5532",NA
"5533",NA
"5534",1.17
"5535",1.35
"5536",1.5
"5537",1.33
"5538",1.47
"5539",1.51
"5540",1.51
"5541",1.5
"5542",1.5
"5543",1.5
"5544",1.36004286341673
"5545",1.53
"5546",1.29
"5547",1.38
"5548",NA
"5549",1.35
"5550",1.14
"5551",1.3
"5552",1.3
"5553",1.35
"5554",1.28
"5555",NA
"5556",NA
"5557",NA
"5558",1.39883333333297
"5559",1.47
"5560",1.31400000000003
"5561",1.19033333333328
"5562",1.35
"5563",1.19033333333328
"5564",NA
"5565",NA
"5566",NA
"5567",NA
"5568",1.32
"5569",1.24
"5570",1.35
"5571",1.24
"5572",1.24
"5573",1.26250000000002
"5574",1.26250000000002
"5575",1.26250000000002
"5576",1.17
"5577",1.17
"5578",1.17
"5579",1.17
"5580",1.17
"5581",1.17
"5582",1.17
"5583",1.17
"5584",1.17
"5585",1.17
"5586",1.17
"5587",1.17
"5588",1.04
"5589",1.04
"5590",1.04
"5591",1.15
"5592",1.15
"5593",1.15
"5594",1.15
"5595",1.15
"5596",1.15
"5597",1.15
"5598",1.15
"5599",1.15
"5600",1.14
"5601",1.14
"5602",1.14
"5603",1.14
"5604",1.14
"5605",1.14
"5606",1.35
"5607",1.35
"5608",1.35
"5609",1.15
"5610",1.15
"5611",1.15
"5612",1.15
"5613",1.15
"5614",1.15
"5615",1.30000000000003
"5616",1.30000000000003
"5617",1.30000000000003
"5618",1.31166666666668
"5619",1.31166666666668
"5620",1.31166666666668
"5621",1.34
"5622",1.34
"5623",1.34
"5624",1.27
"5625",1.27
"5626",1.27
"5627",1.24
"5628",1.24
"5629",NA
"5630",1.21
"5631",1.34
"5632",1.17
"5633",1.38
"5634",1.17
"5635",1.17
"5636",1.35
"5637",1.24
"5638",1.24
"5639",NA
"5640",1.35
"5641",1.35
"5642",1.35
"5643",1.15
"5644",1.28
"5645",1.35
"5646",1.35
"5647",1.38
"5648",NA
"5649",1.14
"5650",1.41
"5651",NA
"5652",0.34
"5653",0.34
"5654",0.970000000000027
"5655",NA
"5656",1.30630000000004
"5657",1.3
"5658",NA
"5659",NA
"5660",NA
"5661",1.33
"5662",1.15
"5663",1.2662000000002
"5664",1.39883333333297
"5665",1.31166666666668
"5666",1.38
"5667",0.970000000000027
"5668",1.15
"5669",NA
"5670",1.31400000000003
"5671",NA
"5672",1.24
"5673",1.24
"5674",1.37
"5675",NA
"5676",1.24
"5677",1.24
"5678",1.27
"5679",NA
"5680",0.970000000000027
"5681",1.33
"5682",1.19033333333328
"5683",NA
"5684",1.25500000000003
"5685",1.34
"5686",1.24
"5687",1.24
"5688",0.970000000000027
"5689",NA
"5690",1.39883333333297
"5691",1.39883333333297
"5692",NA
"5693",NA
"5694",NA
"5695",0.970000000000027
"5696",1.17
"5697",1.36
"5698",1.28
"5699",1.53
"5700",1.4
"5701",1.48
"5702",1.26
"5703",1.39
"5704",1.28
"5705",1.27
"5706",1.27
"5707",1.28
"5708",1.36
"5709",1.27
"5710",1.38
"5711",1.39
"5712",1.27
"5713",1.28
"5714",1.29
"5715",0.49
"5716",0.970000000000027
"5717",NA
"5718",1.24333333333338
"5719",1.24
"5720",1.24
"5721",1.24
"5722",1.4
"5723",1.4
"5724",1.33
"5725",1.33
"5726",1.24
"5727",1.24099999999999
"5728",NA
"5729",NA
"5730",NA
"5731",NA
"5732",1.25500000000003
"5733",1.29000000000001
"5734",1.33980416000001
"5735",1.03
"5736",1.17
"5737",1.35
"5738",1.25649999999995
"5739",NA
"5740",1.29
"5741",1.36
"5742",NA
"5743",1.24
"5744",1.17
"5745",1.35
"5746",1.35
"5747",1.33833333333331
"5748",1.25500000000003
"5749",1.29
"5750",NA
"5751",NA
"5752",NA
"5753",1.35
"5754",1.35
"5755",1.15
"5756",NA
"5757",NA
"5758",1.47
"5759",1.33
"5760",NA
"5761",1.2
"5762",1.24
"5763",1.24
"5764",1.35
"5765",NA
"5766",NA
"5767",1.17
"5768",1.15
"5769",NA
"5770",1.35
"5771",1.38
"5772",1.29
"5773",1.3
"5774",0.970000000000027
"5775",1.34
"5776",1.24
"5777",1.24
"5778",1.29
"5779",1.37
"5780",1.34
"5781",1.38
"5782",1.33
"5783",1.29666666666668
"5784",NA
"5785",1.17
"5786",1.52
"5787",1.52
"5788",1.45
"5789",1.24
"5790",1.24
"5791",0.970000000000027
"5792",NA
"5793",NA
"5794",1.34
"5795",1.23
"5796",1.35
"5797",NA
"5798",1.35
"5799",1.39
"5800",1.24
"5801",1.24
"5802",NA
"5803",0.970000000000027
"5804",0.970000000000027
"5805",1.23
"5806",1.24
"5807",1.29
"5808",NA
"5809",1.25500000000003
"5810",1.38
"5811",NA
"5812",NA
"5813",1.37
"5814",1.17
"5815",1.33
"5816",1.3
"5817",1.39883333333297
"5818",NA
"5819",NA
"5820",1.17
"5821",1.17
"5822",1.17
"5823",1.17
"5824",1.17
"5825",1.17
"5826",1.17
"5827",1.17
"5828",1.17
"5829",1.07
"5830",1.15
"5831",1.15
"5832",1.15
"5833",1.15
"5834",1.15
"5835",1.15
"5836",0.747500000002114
"5837",0.747500000002114
"5838",0.747500000002114
"5839",1.30000000000003
"5840",1.30000000000003
"5841",1.30000000000003
"5842",1.28
"5843",1.2
"5844",1.2
"5845",1.2
"5846",1.3
"5847",1.37
"5848",0.48
"5849",1.06
"5850",NA
"5851",1.06
"5852",NA
"5853",1.33
"5854",1.33
"5855",0.95
"5856",1.42
"5857",1.18
"5858",1.35
"5859",0.970000000000027
"5860",NA
"5861",1.21000000000005
"5862",1.45
"5863",NA
"5864",1.30500000000015
"5865",1.19699999999998
"5866",NA
"5867",1.35
"5868",1.38
"5869",1.34
"5870",1.18
"5871",1.28
"5872",1.15
"5873",1.29
"5874",NA
"5875",NA
"5876",1.33
"5877",1.33
"5878",1.35
"5879",NA
"5880",1.28
"5881",1.28
"5882",1.24
"5883",1.24
"5884",1.39111154666671
"5885",1.30000000000003
"5886",0.970000000000027
"5887",1.24
"5888",1.28
"5889",0.48
"5890",1.33
"5891",1.33
"5892",0.747500000002114
"5893",0.49
"5894",1.35
"5895",1.28
"5896",1.39883333333297
"5897",1.28
"5898",1.12260000000006
"5899",1.33
"5900",1.41
"5901",1.41
"5902",NA
"5903",NA
"5904",0.970000000000027
"5905",NA
"5906",1.29583333333333
"5907",1.33
"5908",1.3
"5909",NA
"5910",NA
"5911",1.27
"5912",1.28
"5913",1.39
"5914",0.63
"5915",1.39
"5916",1.38
"5917",1.29
"5918",1.16
"5919",1.29
"5920",0.41
"5921",1.36
"5922",1.34
"5923",1.29
"5924",1.03
"5925",1.37845441333334
"5926",0.462166099999991
"5927",1.53
"5928",1.30391416798217
"5929",0.65
"5930",NA
"5931",1.38
"5932",0.98
"5933",0.79
"5934",1.34
"5935",NA
"5936",1.36
"5937",1.29
"5938",1.29
"5939",1.29
"5940",NA
"5941",1.15
"5942",0.65
"5943",NA
"5944",NA
"5945",1.28
"5946",NA
"5947",NA
"5948",1.42
"5949",1.14869999999998
"5950",NA
"5951",NA
"5952",NA
"5953",0.65
"5954",1.15130587599995
"5955",0.63
"5956",0.37
"5957",1.29
"5958",0.63
"5959",0.545519829333311
"5960",1.29
"5961",1.35
"5962",1.2
"5963",1.21
"5964",1.24
"5965",1.24
"5966",1.17
"5967",NA
"5968",1.19
"5969",NA
"5970",NA
"5971",NA
"5972",1.35
"5973",1.4
"5974",1.346111108
"5975",1.35
"5976",1.24
"5977",1.24
"5978",1.36
"5979",1.36
"5980",NA
"5981",1.18
"5982",1.38
"5983",1.19033333333328
"5984",NA
"5985",1.29
"5986",1.38
"5987",1.34
"5988",1.34
"5989",NA
"5990",1.20638946111089
"5991",1.37
"5992",0.395
"5993",1.3
"5994",1.19033333333328
"5995",1.38
"5996",1.38
"5997",1.27
"5998",1.27
"5999",1.41
"6000",1.41
"6001",1.27
"6002",1.35
"6003",1.02
"6004",1.41
"6005",1.41
"6006",NA
"6007",1.41
"6008",1.18
"6009",1.41
"6010",1.41
"6011",1.18
"6012",1.28
"6013",1.38
"6014",1.38
"6015",1.39
"6016",1.21
"6017",0.37
"6018",1.43
"6019",1.26
"6020",1.36
"6021",1.384713228
"6022",1.39
"6023",1.34
"6024",1.24
"6025",1.33
"6026",1.53
"6027",1.37877043617304
"6028",1.34
"6029",1.39
"6030",1.38
"6031",1.34
"6032",1.36
"6033",1.53
"6034",1.38
"6035",0.617837418666675
"6036",1.03
"6037",1.04
"6038",1.38
"6039",NA
"6040",1.33
"6041",1.33
"6042",1.40700000000001
"6043",1.37883333333342
"6044",1.35
"6045",1.26
"6046",1.39883333333297
"6047",NA
"6048",1.24
"6049",1.35
"6050",1.34
"6051",1.34
"6052",1.27
"6053",1.42
"6054",1.35063491617752
"6055",1.32
"6056",1.09
"6057",1.47
"6058",1.5
"6059",1.21
"6060",0.95
"6061",1.24
"6062",1.26999999999997
"6063",1.32
"6064",1.68
"6065",NA
"6066",1.41
"6067",1.41
"6068",1.42
"6069",1.39883333333297
"6070",NA
"6071",NA
"6072",1.24
"6073",1.24
"6074",1.15
"6075",NA
"6076",1.35
"6077",0.81
"6078",1.06999999999997
"6079",1.06999999999997
"6080",1.06999999999997
"6081",1.06999999999997
"6082",NA
"6083",NA
"6084",NA
"6085",NA
"6086",1.3
"6087",NA
"6088",1.13666666666668
"6089",1.13666666666668
