"","Longitude","Latitude","precedit","precedit.1","precedit.2","precedit.3","precedit.4","precedit.5","precedit.6","precedit.7","precedit.8","precedit.9","precedit.10","precedit.11"
"32",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"33",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"34",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"35",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"36",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"37",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"38",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"39",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"40",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"41",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"42",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"43",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"44",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"45",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"46",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"47",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"48",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"49",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"50",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"51",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"52",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"53",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"54",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"55",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"56",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"57",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"58",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"59",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"60",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"61",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"62",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"63",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"64",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"65",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"66",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"67",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"68",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"69",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"70",113.8,4,321.499999999974,304.749999999982,340.249999999979,350.749999999984,346.249999999986,309.249999999987,272.249999999989,329.499999999985,348.499999999985,417.999999999971,444.499999999947,460.499999999945
"71",145.1833333,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",-78,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",-77,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",106.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",106.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",106.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",106.5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",110.65,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",113.7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",111.7,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",105.8,25,22,25,41,110,202.749999999999,264.250000000001,290.750000000001,314.250000000001,226,152,53,21.5
"82",83,25,11.5,20.5,25.75,14.75,20.75,218.75,495.25,446.25,278.5,59.25,11.5,4
"83",83.03,25,9.94999999999864,17.8999999999973,20.4499999999986,12,17,169.349999999996,380.199999999992,345.199999999992,222.849999999996,50.2499999999932,9.89999999999727,3
"84",109.2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",116.4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",92.5,25,3.5,20,27.5,107,385.25,1122,1326.5,1034.75,476,244.25,96,13.75
"87",92.5,25,3.5,20,27.5,107,385.25,1122,1326.5,1034.75,476,244.25,96,13.75
"88",119.3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",119.3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",101.7,26,30.5,27.2500000000009,45.5000000000034,99.7500000000043,246.500000000005,340.75000000002,447.000000000024,420.500000000009,239.000000000002,152.500000000002,78.5,42.5
"91",110.4,26,40.9999999999932,60.7499999999881,72.4999999999898,190.49999999998,259.999999999976,301.99999999999,244.49999999999,287.49999999998,139.499999999976,68.7499999999847,35.2499999999915,26.2499999999949
"92",110.6,26,40.5,65.5,77.5,205,273.75,309.5,238.75,287.25,159.75,75.75,35,25.75
"93",110.6,26,40.5,65.5,77.5,205,273.75,309.5,238.75,287.25,159.75,75.75,35,25.75
"94",110.6,26,40.5,65.5,77.5,205,273.75,309.5,238.75,287.25,159.75,75.75,35,25.75
"95",108,26,43.5,44.75,63.5,98,195.25,280.25,323.75,294,190.5,110,53,29.75
"96",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"97",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"98",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"99",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"100",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"101",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"102",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"103",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"104",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"105",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"106",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"107",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"108",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"109",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"110",83,26,13.25,14.25,16,7,11,160.5,383.5,382,225.75,48.75,7,5
"111",83.88333,27,25,24,21.499600000001,14.7498000000005,30.2498000000005,222.499600000001,426.500399999999,418.749400000002,268,82.5,6,6.7501999999995
"112",83.88333,27,25,24,21.499600000001,14.7498000000005,30.2498000000005,222.499600000001,426.500399999999,418.749400000002,268,82.5,6,6.7501999999995
"113",83.88333,27,25,24,21.499600000001,14.7498000000005,30.2498000000005,222.499600000001,426.500399999999,418.749400000002,268,82.5,6,6.7501999999995
"114",83.88333,27,25,24,21.499600000001,14.7498000000005,30.2498000000005,222.499600000001,426.500399999999,418.749400000002,268,82.5,6,6.7501999999995
"115",83.88333,27,25,24,21.499600000001,14.7498000000005,30.2498000000005,222.499600000001,426.500399999999,418.749400000002,268,82.5,6,6.7501999999995
"116",83.88333,27,25,24,21.499600000001,14.7498000000005,30.2498000000005,222.499600000001,426.500399999999,418.749400000002,268,82.5,6,6.7501999999995
"117",83.883333,27,25,24,21.4999600000001,14.7499800000001,30.2499800000001,222.49996,426.50004,418.74994,268,82.5,6,6.75001999999995
"118",83.883333,27,25,24,21.4999600000001,14.7499800000001,30.2499800000001,222.49996,426.50004,418.74994,268,82.5,6,6.75001999999995
"119",83.883333,27,25,24,21.4999600000001,14.7499800000001,30.2499800000001,222.49996,426.50004,418.74994,268,82.5,6,6.75001999999995
"120",83.883333,27,25,24,21.4999600000001,14.7499800000001,30.2499800000001,222.49996,426.50004,418.74994,268,82.5,6,6.75001999999995
"121",83.883333,27,25,24,21.4999600000001,14.7499800000001,30.2499800000001,222.49996,426.50004,418.74994,268,82.5,6,6.75001999999995
"122",83.883333,27,25,24,21.4999600000001,14.7499800000001,30.2499800000001,222.49996,426.50004,418.74994,268,82.5,6,6.75001999999995
"123",118.1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",83.5,27,23.75,23.5,20.25,11.75,20.5,217,403.75,387,241.5,69.25,6.5,6.5
"125",83.5,27,23.75,23.5,20.25,11.75,20.5,217,403.75,387,241.5,69.25,6.5,6.5
"126",83.5,27,23.75,23.5,20.25,11.75,20.5,217,403.75,387,241.5,69.25,6.5,6.5
"127",83.5,27,23.75,23.5,20.25,11.75,20.5,217,403.75,387,241.5,69.25,6.5,6.5
"128",83.5,27,23.75,23.5,20.25,11.75,20.5,217,403.75,387,241.5,69.25,6.5,6.5
"129",83.5,27,23.75,23.5,20.25,11.75,20.5,217,403.75,387,241.5,69.25,6.5,6.5
"130",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",117.87,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"143",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"144",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"145",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"146",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"147",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"148",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"149",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"150",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"151",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"152",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"153",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"154",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"155",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"156",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"157",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"158",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"159",83.88,27,25,24,21.1,14.55,30.05,222.1,426.9,418.15,268,82.5,6,6.95
"160",118.9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",117.6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",117.1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",101.75,28,19.25,24.25,27,47,120.5,188.25,207.25,174.25,105.75,96,62.75,21.75
"164",102.5,28,12.75,13.5,15.5,29.75,77.5,120.25,146.5,176,107,70.5,44,14.75
"165",106.5,28,14.5,17.25,30.25,61.25,149.5,180.25,181,175.75,87.25,63.25,30.5,13
"166",120,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",109.9,21.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",107.95,25.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",107.98,25.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",107.98,26.25,40.0999999999983,43.5499999999992,62.0499999999992,100,203.950000000001,268.450000000001,279.900000000002,264.5,156.099999999998,87.0499999999992,47.0499999999992,27.0499999999991
"171",116.8,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",116.8,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",116.8,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",116.8,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",113.83,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",113.68,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",113.37,26.25,30.2,51.95,78.05,214.8,360.65,393.7,316.5,373.05,213.85,89,37.1,27.2
"178",118.5,27.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",108.45,28.25,34.7500000000009,43.2500000000009,67.0000000000017,110.500000000002,208.750000000003,264.750000000004,215.750000000004,199.500000000002,80.0000000000017,68.5000000000017,47.7500000000009,31
"180",108.12,28.25,47.2,55.6,83.9,140.6,277.75,366.7,314.6,290.25,126.8,102,67.15,42.8
"181",108.12,28.25,47.2,55.6,83.9,140.6,277.75,366.7,314.6,290.25,126.8,102,67.15,42.8
"182",108.43,28.25,36.4,46.3,73.05,118,221.15,269.05,219.65,213.1,86.6,72.7,50.3,33.35
"183",106.43,28.25,19.05,24.05,39.65,84.8,204.45,251.45,255.05,227.95,108.65,81.85,40.2,17.1
"184",110.73,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",101.55,21.5,7,14,37.2500000000026,80.5000000000051,183.000000000017,180.000000000026,183.500000000027,212.750000000033,215.50000000001,102.000000000007,16.5000000000017,5
"186",101.55,21.5,7,14,37.2500000000026,80.5000000000051,183.000000000017,180.000000000026,183.500000000027,212.750000000033,215.50000000001,102.000000000007,16.5000000000017,5
"187",109.683,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",109.683,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",109.683,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",100.5,21.5,7.5,12,26.75,69.5,171.5,160.25,172.75,237.75,213.25,89.75,17.25,4.5
"191",100.5,21.5,7.5,12,26.75,69.5,171.5,160.25,172.75,237.75,213.25,89.75,17.25,4.5
"192",100.5,21.5,7.5,12,26.75,69.5,171.5,160.25,172.75,237.75,213.25,89.75,17.25,4.5
"193",100.5,21.5,7.5,12,26.75,69.5,171.5,160.25,172.75,237.75,213.25,89.75,17.25,4.5
"194",113.78,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",108.62,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",118.25,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",118.25,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",118.25,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",111.37,25.5,34.4,62.4,74.75,177.8,263.9,274.8,228.9,293.75,218.4,89.75,37.9,23.9
"200",99.13,25.5,10.4,5.45,9.45,31.9,119.4,156.05,201.9,217.9,167.7,122.25,65.1,17.3
"201",108.45,25.5,41.2500000000009,48.0000000000017,64.7500000000009,111.750000000003,201.250000000003,359.750000000003,437.000000000002,439.750000000004,245.750000000003,129.000000000002,56.2500000000009,30.5
"202",110.25,25.5,32.75,48.5,65.25,144.25,203,253.5,209.75,283.75,178,79.25,35.5,23
"203",114.4,26.5,21,36.5,56.9999999999932,136.499999999973,308.749999999954,423.499999999983,371.249999999985,367.749999999971,225.499999999973,76.9999999999932,29.5,19
"204",114.4,26.5,21,36.5,56.9999999999932,136.499999999973,308.749999999954,423.499999999983,371.249999999985,367.749999999971,225.499999999973,76.9999999999932,29.5,19
"205",113.7,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",114.05,26.5,25.2499999999991,40.2499999999991,54.2499999999991,128,242.249999999999,326.499999999992,306.749999999992,310.749999999992,236.499999999991,88.7499999999957,34.9999999999983,23.5
"207",118.87,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",118.1,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",110.1,26.5,48,68.5,81.5,172.5,231.25,250.75,215.25,230.25,124,69.25,41,31
"210",117.6,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",120.6,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",106.32,28.5,18.65,22.6,37.6,81.65,199.95,261.3,263.15,211.95,112.8,85.1,42.25,17.65
"213",110.17,29.5,52.7000000000034,76.9000000000068,123.20000000002,254.000000000043,346.650000000054,345.350000000049,238.800000000031,174.050000000026,70.5000000000085,81.9000000000068,64.2500000000043,40.6500000000026
