"","OCsite"
"8456",9.435
"8457",9.435
"8458",1.98750000000012
"8459",1.1
"8460",1.96
"8461",3.96
"8462",2.65
"8463",0.78
"8464",3.3660900799977
"8465",1.04
"8466",0.47
"8467",0.54
"8468",10.79
"8469",0.51
"8470",3.7
"8471",3.7
"8472",3.7
"8473",0.51
"8474",0.6
"8475",0.6
"8476",1.44649999999955
"8477",1.44649999999955
"8478",0.492995093333266
"8479",3.2
"8480",2.57213040000084
"8481",0.17
"8482",NA
"8483",0.392836800000344
"8484",0.6
"8485",1.76666759999983
"8486",1.76666759999983
"8487",0.17
"8488",3.23
"8489",3.23
"8490",3.23
"8491",3.23
"8492",3.23
"8493",3.23
"8494",0.47
"8495",0.17
"8496",0.17
"8497",0.51
"8498",0.51
"8499",0.51
"8500",0.51
"8501",0.51
"8502",3.85
"8503",0.6
"8504",0.47
"8505",0.47
"8506",1.78
"8507",1.73
"8508",4.4
"8509",0.51
"8510",1.54
"8511",3.02
"8512",3.96
"8513",3.06
"8514",3.96
"8515",5.44999999997347
"8516",1.56
"8517",0.6
"8518",4.06317866666587
"8519",0.47
"8520",0.47
"8521",1.85
"8522",2.65
"8523",1.75487999999979
"8524",0.51
"8525",0.98
"8526",2.05
"8527",2.05
"8528",2.05
"8529",2.05
"8530",2.05
"8531",3.96
"8532",3.96
"8533",0.47
"8534",0.6
"8535",0.6
"8536",0.54
"8537",0.58
"8538",0.47
"8539",2.16
"8540",4.4
"8541",4.54889600000004
"8542",0.51
"8543",0.6
"8544",0.561
"8545",1.51
"8546",0.49
"8547",1.96
"8548",0.6
"8549",0.6
"8550",0.51
"8551",0.69
"8552",0.290760000000152
"8553",0.17
"8554",2.25
"8555",0.54
"8556",0.54
"8557",0.17
"8558",0.17
"8559",0.17
"8560",0.75
"8561",0.75
"8562",0.75
"8563",6.43
"8564",6.43
"8565",6.43
"8566",6.43
"8567",6.43
"8568",6.43
"8569",1.56
"8570",1.27
"8571",1.66
"8572",1.66
"8573",1.66
"8574",1.66
"8575",1.96
"8576",1.96
"8577",1.96
"8578",1.96
"8579",1.96
"8580",1.96
"8581",1.96
"8582",1.96
"8583",4.31
"8584",2.52
"8585",0.73
"8586",0.73
"8587",0.73
"8588",0.73
"8589",0.73
"8590",0.47
"8591",0.47
"8592",0.47
"8593",0.47
"8594",0.47
"8595",0.47
"8596",0.4
"8597",0.6
"8598",0.6
"8599",0.6
"8600",0.69
"8601",2.05
"8602",3.41416666666659
"8603",0.75
"8604",4.58
"8605",4.58
"8606",4.58
"8607",4.58
"8608",4.58
"8609",4.58
"8610",4.58
"8611",4.58
"8612",4.58
"8613",4.58
"8614",4.58
"8615",4.58
"8616",4.58
"8617",4.58
"8618",4.58
"8619",4.58
"8620",4.58
"8621",4.58
"8622",4.58
"8623",4.58
"8624",4.58
"8625",0.6
"8626",0.6
"8627",2.01
"8628",0.47
"8629",1.33638559999867
"8630",1.78
"8631",0.51
"8632",1.76389333333347
"8633",0.517727999999957
"8634",4.4
"8635",4.4
"8636",4.4
"8637",4.4
"8638",4.4
"8639",4.4
"8640",4.4
"8641",0.17
"8642",0.78
"8643",2.55
"8644",0.48
"8645",0.48
"8646",0.48
"8647",0.47
"8648",0.47
"8649",0.47
"8650",NA
"8651",1.77
"8652",1.83
"8653",3.7713600000025
"8654",3.96
"8655",1.56
"8656",2.50830000000022
"8657",1.56
"8658",2.65
"8659",0.75
"8660",0.54
"8661",1.4
"8662",7.69
"8663",3.03
"8664",0.51
"8665",0.47
"8666",0.6
"8667",1.46198656000202
"8668",0.35
"8669",3.26456117333263
"8670",0.35
"8671",3.96
"8672",3.96
"8673",2.01
"8674",1.21
"8675",2.01
"8676",3.54390000000015
"8677",0.17
"8678",1.50983333333329
"8679",1.50983333333329
"8680",0.35
"8681",0.35
"8682",0.49
"8683",1.1
"8684",2.47
"8685",2.47
"8686",2.45
"8687",6.43
"8688",4.50512000000021
"8689",0.4
"8690",4.31
"8691",0.47
"8692",0.52
"8693",4.55811776000013
"8694",1.56
"8695",0.51
"8696",1.95
"8697",0.54
"8698",1.33
"8699",4.49000000000031
"8700",4.49000000000031
"8701",4.49000000000031
"8702",1.06
"8703",1.95
"8704",1.95
"8705",1.95
"8706",0.17
"8707",0.17
"8708",1.96
"8709",1.96
"8710",1.96
"8711",1.96
"8712",1.96
"8713",1.96
"8714",1.96
"8715",1.96
"8716",1.96
"8717",1.96
"8718",1.96
"8719",1.96
"8720",1.96
"8721",1.96
"8722",1.96
"8723",1.96
"8724",1.96
"8725",1.96
"8726",1.96
"8727",2.76000000000032
"8728",6.56
"8729",6.56
"8730",6.56
"8731",6.56
"8732",6.56
"8733",6.56
"8734",6.56
"8735",6.56
"8736",6.56
"8737",6.56
"8738",6.56
"8739",6.56
"8740",6.56
"8741",6.56
"8742",6.56
"8743",6.56
"8744",6.56
"8745",6.56
"8746",6.56
"8747",6.56
"8748",6.56
"8749",6.56
"8750",6.56
"8751",6.56
"8752",6.56
"8753",6.56
"8754",6.56
"8755",6.56
"8756",6.56
"8757",6.56
"8758",6.56
"8759",6.56
"8760",6.56
"8761",6.56
"8762",6.56
"8763",6.56
"8764",6.56
"8765",6.56
"8766",6.56
"8767",6.56
"8768",6.56
"8769",6.56
"8770",6.56
"8771",6.56
"8772",6.56
"8773",6.56
"8774",6.56
"8775",6.56
"8776",6.56
"8777",6.56
"8778",6.56
"8779",6.56
"8780",6.56
"8781",6.56
"8782",0.17
"8783",0.51
"8784",7.98499999997631
"8785",7.98499999997631
"8786",7.98499999997631
"8787",7.98499999997631
"8788",5.34
"8789",5.34
"8790",5.34
"8791",5.34
"8792",5.65
"8793",5.65
"8794",5.65
"8795",5.65
"8796",5.65
"8797",5.65
"8798",5.65
"8799",5.65
"8800",5.65
"8801",5.65
"8802",5.65
"8803",5.65
"8804",5.65
"8805",5.65
"8806",5.65
"8807",5.65
"8808",5.65
"8809",5.65
"8810",5.65
"8811",5.65
"8812",5.65
"8813",5.65
"8814",5.65
"8815",5.65
"8816",5.65
"8817",5.65
"8818",5.65
"8819",5.65
"8820",5.65
"8821",5.65
"8822",5.65
"8823",5.65
"8824",5.65
"8825",5.65
"8826",5.65
"8827",5.65
"8828",5.65
"8829",5.65
"8830",5.65
"8831",5.65
"8832",5.65
"8833",5.65
"8834",5.65
"8835",5.65
"8836",5.65
"8837",5.65
"8838",5.65
"8839",5.65
"8840",5.65
"8841",5.65
"8842",5.65
"8843",5.65
"8844",5.65
"8845",2.17750000000025
"8846",0.6
"8847",0.35
"8848",0.49
"8849",0.49
"8850",0.49
"8851",0.14
"8852",1.1
"8853",0.408333333333379
"8854",0.81
"8855",0.81
"8856",0.81
"8857",0.17
"8858",0.17
"8859",3.96
"8860",0.17
"8861",0.17
"8862",4.13
"8863",1.1
"8864",6.43
"8865",6.43
"8866",6.43
"8867",6.43
"8868",6.43
"8869",6.43
"8870",6.43
"8871",6.43
"8872",6.43
"8873",6.43
"8874",6.43
"8875",6.43
"8876",1.44499999999924
"8877",1.44499999999924
"8878",1.44499999999924
"8879",1.44499999999924
"8880",1.44499999999924
"8881",1.44499999999924
"8882",1.44499999999924
"8883",1.44499999999924
"8884",4.4
"8885",6.43
"8886",2.11
"8887",0.49
"8888",1.21
"8889",6.42
"8890",1.85
"8891",0.35
"8892",2.65
"8893",1.56
"8894",0.51
"8895",3.12
"8896",1.83
"8897",3.96
"8898",25.15
"8899",25.15
"8900",1.96
"8901",1.96
"8902",6.43
"8903",3.96
"8904",4.31
"8905",2.64529999999994
"8906",1.51
"8907",1.34501951999949
"8908",2.65
"8909",1.51
"8910",7.61
"8911",6.43
"8912",5.76
"8913",1.95
"8914",0.81
"8915",3.96
"8916",1.1
"8917",1.97
"8918",3.96
"8919",7.69
"8920",0.17
"8921",1.53313600000029
"8922",2.52
"8923",2.52
"8924",0.47
"8925",0.6
"8926",1.07836666666663
"8927",1.07836666666663
"8928",1.07836666666663
"8929",1.07836666666663
"8930",1.07836666666663
"8931",1.07836666666663
"8932",1.07836666666663
"8933",1.07836666666663
"8934",1.07836666666663
"8935",1.07836666666663
"8936",1.07836666666663
"8937",1.07836666666663
"8938",1.07836666666663
"8939",1.07836666666663
"8940",1.07836666666663
"8941",1.07836666666663
"8942",1.07836666666663
"8943",1.07836666666663
"8944",1.07836666666663
"8945",1.07836666666663
"8946",1.07836666666663
"8947",1.07836666666663
"8948",1.07836666666663
"8949",1.07836666666663
"8950",1.07836666666663
"8951",1.07836666666663
"8952",1.07836666666663
"8953",1.07836666666663
"8954",1.07836666666663
"8955",1.07836666666663
"8956",1.07836666666663
"8957",1.07836666666663
"8958",1.07836666666663
"8959",1.07836666666663
"8960",1.07836666666663
"8961",1.07836666666663
"8962",1.07836666666663
"8963",1.07836666666663
"8964",1.07836666666663
"8965",1.1
"8966",0.75
"8967",4.03
"8968",4.03
"8969",4.03
"8970",4.03
"8971",0.98
"8972",0.47
"8973",3.57054148029458
"8974",3.57054148029458
"8975",4.13
"8976",4.56
"8977",1.96
"8978",1.96
"8979",1.96
"8980",4.56
"8981",0.985400000000355
"8982",1.44
"8983",3.65093632000308
"8984",3.96
"8985",0.96
"8986",3.31
"8987",1.4
"8988",3.96
"8989",4.31
"8990",4.26
"8991",2.65
"8992",3.96
"8993",3.96
"8994",3.96
"8995",3.96
"8996",3.72666666666973
"8997",3.31
"8998",3.96
"8999",2.64149999999976
"9000",0.61
"9001",0.47
"9002",0.47
"9003",0.47
"9004",1.4
"9005",1.08749999999991
"9006",4.4
"9007",4.4
"9008",3.7
"9009",4.4
"9010",4.4
"9011",4.4
"9012",4.4
"9013",4.4
"9014",4.4
"9015",4.4
"9016",4.4
"9017",4.4
"9018",4.4
"9019",4.4
"9020",4.4
"9021",4.4
"9022",4.4
"9023",4.4
"9024",4.4
"9025",4.4
"9026",4.4
"9027",4.4
"9028",4.4
"9029",4.4
"9030",4.4
"9031",4.4
"9032",4.4
"9033",4.24583333333374
"9034",0.54
"9035",0.54
"9036",0.54
"9037",0.54
"9038",0.52
"9039",2.47250000000023
"9040",0.81
"9041",0.17
"9042",0.17
"9043",3.73
"9044",3.73
"9045",3.73
"9046",3.73
"9047",0.81
"9048",1.06
"9049",3.98
"9050",4.58
"9051",0.17
"9052",3.85
"9053",0.47
"9054",1.51812000000485
"9055",3.96
"9056",0.47
"9057",1.58
"9058",0.51
"9059",0.47
"9060",10.79
"9061",1.77
"9062",2.11
"9063",1.96609727999948
"9064",1.55387599999954
"9065",0.35
"9066",6.43
"9067",7.3
"9068",3.96
"9069",3.06
"9070",5.65
"9071",2.52
"9072",1.56
"9073",2.65
"9074",2.09900000000019
"9075",0.17
"9076",0.4
"9077",3.96
"9078",0.54
"9079",1.96
"9080",1.96
"9081",2.65
"9082",0.17
"9083",2.65
"9084",0.17
"9085",4.03
"9086",4.03
"9087",4.51641344
"9088",1.21
"9089",1.21
"9090",1.21
"9091",1.21
"9092",1.21
"9093",1.21
"9094",1.21
"9095",1.21
"9096",1.21
"9097",1.21
"9098",1.21
"9099",1.21
"9100",1.21
"9101",1.21
"9102",1.21
"9103",1.21
"9104",1.21
"9105",1.21
"9106",1.61
"9107",1.61
"9108",1.61
"9109",1.61
"9110",1.61
"9111",1.61
"9112",1.61
"9113",1.61
"9114",1.61
"9115",1.61
"9116",1.61
"9117",1.61
"9118",1.61
"9119",1.61
"9120",1.61
"9121",1.61
"9122",1.61
"9123",1.61
"9124",1.61
"9125",1.61
"9126",1.61
"9127",1.61
"9128",1.61
"9129",1.61
"9130",1.61
"9131",1.61
"9132",1.61
"9133",1.61
"9134",1.61
"9135",1.61
"9136",1.61
"9137",1.61
"9138",1.61
"9139",1.61
"9140",1.61
"9141",1.61
"9142",2.65
"9143",25.15
"9144",25.15
"9145",0.17
"9146",0.17
"9147",0.17
"9148",1.14
"9149",1.14
"9150",1.14
"9151",1.14
"9152",2.45
"9153",2.45
"9154",2.45
"9155",2.45
"9156",2.45
"9157",2.45
"9158",2.45
"9159",2.45
"9160",2.06
"9161",0.392546133333257
"9162",3.96
"9163",0.47
"9164",0.51
"9165",2.37084000000639
"9166",0.58
"9167",0.51
"9168",0.6
"9169",0.47
"9170",0.47
"9171",2.12
"9172",4.4
"9173",2.52
"9174",0.8
"9175",0.636959999999965
"9176",0.59
"9177",0.47
"9178",0.6
"9179",0.6
"9180",1.04
"9181",1.6
"9182",3.96
"9183",0.98
"9184",0.51
"9185",0.6
"9186",6.43
"9187",4.58
"9188",4.4
"9189",4.4
"9190",4.4
"9191",6.19
"9192",6.19
"9193",6.19
"9194",6.19
"9195",6.19
"9196",6.19
"9197",6.19
"9198",6.19
"9199",19.34
"9200",19.34
"9201",19.34
"9202",1.28499999999965
"9203",3.58333333333263
"9204",3.58333333333263
"9205",0.59
"9206",0.65
"9207",0.47
"9208",0.47
"9209",0.47
"9210",0.47
"9211",0.47
"9212",0.6
"9213",0.51
"9214",0.51
"9215",1.16
"9216",1.16
"9217",1.16
"9218",1.16
"9219",1.16
"9220",1.16
"9221",1.16
"9222",6.43
"9223",0.51
"9224",2.21032832000018
"9225",3.96
"9226",1.7020141973334
"9227",3.96
"9228",0.6
"9229",0.6
"9230",3.73
"9231",0.6
"9232",0.6
"9233",1.85
"9234",1.85
"9235",1.85
"9236",1.85
"9237",1.85
"9238",1.85
"9239",1.85
"9240",1.85
"9241",1.85
"9242",1.85
"9243",1.85
"9244",1.85
"9245",1.85
"9246",1.85
"9247",1.85
"9248",1.85
"9249",1.85
"9250",1.85
"9251",1.85
"9252",0.49
"9253",0.17
"9254",1.56
"9255",11.79
"9256",0.35
"9257",2.03140000000017
"9258",0.73
"9259",0.75
"9260",6.43
"9261",6.2832000000002
"9262",3.51129333333346
"9263",1.1
"9264",3.96
"9265",0.98
"9266",0.6
"9267",1.73
"9268",0.498055507332936
"9269",0.8
"9270",4.58
"9271",8.36647999999023
"9272",1.96
"9273",1.21
"9274",4.22887466666787
"9275",4.45399999999158
"9276",1.21
"9277",2.65
"9278",2.65
"9279",3.96
"9280",3.96
"9281",0.81
"9282",2.997
"9283",3.96
"9284",3.06733333333263
"9285",1.54
"9286",3.12
"9287",1.54
"9288",0.4
"9289",0.4
"9290",0.17
"9291",1.44
"9292",1.44
"9293",8.19
"9294",1.66979590502516
"9295",0.47
"9296",0.75
"9297",0.6
"9298",0.6
"9299",1.95
"9300",0.49
"9301",0.81
"9302",2.04372416000001
"9303",1.2
"9304",1.2
"9305",1.2
"9306",1.2
"9307",1.2
"9308",1.2
"9309",1.2
"9310",1.2
"9311",1.2
"9312",1.2
"9313",1.2
"9314",1.2
"9315",1.2
"9316",1.96
"9317",1.96
"9318",1.96
"9319",1.96
"9320",1.96
"9321",1.96
"9322",1.96
"9323",1.96
"9324",1.96
"9325",1.96
"9326",1.96
"9327",1.96
"9328",1.96
"9329",1.96
"9330",1.67
"9331",1.67
"9332",1.67
"9333",1.67
"9334",1.67
"9335",1.67
"9336",1.63
"9337",1.63
"9338",0.6
"9339",4.4
"9340",1.88
"9341",1.27
"9342",6.43
"9343",0.6
"9344",3.04
"9345",1.85
"9346",1.87
"9347",2.17
"9348",1.73
"9349",2.14
"9350",1.85
"9351",1.77
"9352",1.83
"9353",1.73
"9354",4.67
"9355",1.73
"9356",4.26
"9357",1.88
"9358",2.37017418115816
"9359",1.73
"9360",1.88
"9361",1.85
"9362",2.01
"9363",2.22
"9364",1.42031232879096
"9365",44.05
"9366",4.56
"9367",1.33
"9368",1.33
"9369",1.33
"9370",4.64
"9371",4.58
"9372",4.58
"9373",4.58
"9374",1.26
"9375",1.26
"9376",1.26
"9377",1.26
"9378",1.26
"9379",1.26
"9380",1.26
"9381",1.26
"9382",1.26
"9383",2.16
"9384",2.16
"9385",2.16
"9386",2.16
"9387",1.31
"9388",2.16
"9389",2.16
"9390",6.43
"9391",6.43
"9392",6.43
"9393",6.43
"9394",6.43
"9395",6.43
"9396",6.43
"9397",6.43
"9398",6.43
"9399",6.43
"9400",6.43
"9401",6.43
"9402",6.43
"9403",6.43
"9404",6.43
"9405",6.43
"9406",6.43
"9407",6.43
"9408",6.43
"9409",6.43
"9410",6.43
"9411",6.43
"9412",1.73
"9413",1.66666666666674
"9414",1.66666666666674
"9415",1.66666666666674
"9416",1.66666666666674
"9417",1.66666666666674
"9418",1.72
"9419",1.72
"9420",1.72
"9421",1.72
"9422",1.72
"9423",1.72
"9424",1.72
"9425",1.72
"9426",1.72
"9427",1.72
"9428",1.72
"9429",1.72
"9430",1.72
"9431",1.72
"9432",1.72
"9433",1.22
"9434",1.22
"9435",1.83
"9436",1.83
"9437",1.83
"9438",1.83
"9439",1.83
"9440",1.83
"9441",1.83
"9442",1.83
"9443",1.83
"9444",1.83
"9445",1.83
"9446",1.83
"9447",1.83
"9448",1.83
"9449",1.83
"9450",1.83
"9451",1.41
"9452",1.41
"9453",1.41
"9454",1.41
"9455",1.41
"9456",1.41
"9457",1.41
"9458",1.41
"9459",1.41
"9460",2.99
"9461",2.99
"9462",1.70500000000015
"9463",1.70500000000015
"9464",1.71
"9465",1.72
"9466",1.72
"9467",1.72
"9468",1.72
"9469",1.72
"9470",4.13
"9471",1.58
"9472",0.53
"9473",0.53
"9474",2.21
"9475",2.21
"9476",3.08
"9477",3.08
"9478",3.08
"9479",2.21
"9480",2.21
"9481",2.21
"9482",2.21
"9483",2.21
"9484",2.21
"9485",2.21
"9486",2.21
"9487",2.21
"9488",2.21
"9489",2.21
"9490",2.21
"9491",2.21
"9492",2.21
"9493",2.21
"9494",2.21
"9495",2.21
"9496",2.21
"9497",2.21
"9498",2.21
"9499",2.21
"9500",2.21
"9501",2.21
"9502",2.21
"9503",2.21
"9504",2.21
"9505",2.21
"9506",2.21
"9507",2.21
"9508",2.21
"9509",2.21
"9510",2.21
"9511",2.21
"9512",2.21
"9513",2.21
"9514",2.21
"9515",2.21
"9516",2.21
"9517",2.21
"9518",2.21
"9519",2.21
"9520",2.21
"9521",2.21
"9522",2.21
"9523",2.21
"9524",2.305
"9525",2.21
"9526",2.21
"9527",1.59
"9528",1.59
"9529",1.59
"9530",1.59
"9531",1.59
"9532",1.3
"9533",1.3
"9534",1.3
"9535",1.3
"9536",1.3
"9537",1.3
"9538",1.3
"9539",1.3
"9540",1.3
"9541",1.3
"9542",1.3
"9543",0.3
"9544",0.3
"9545",0.3
"9546",0.3
"9547",0.3
"9548",0.3
"9549",0.3
"9550",0.3
"9551",0.3
"9552",0.3
"9553",0.3
"9554",0.3
"9555",0.3
"9556",0.3
"9557",1.3
"9558",3.02
"9559",3.02
"9560",3.02
"9561",3.02
"9562",3.02
"9563",3.02
"9564",2.3
"9565",2.3
"9566",2.3
"9567",2.3
"9568",44.05
"9569",44.05
"9570",44.05
"9571",44.05
"9572",44.05
"9573",1.7
"9574",2.08
"9575",0.53
"9576",1.35
"9577",6.43
"9578",1.6
"9579",1.6
"9580",1.6
"9581",1.6
"9582",1.6
"9583",3.82
"9584",3.82
"9585",3.82
"9586",3.82
"9587",0.31
"9588",6.43
"9589",1.65
"9590",1.65
"9591",1.65
"9592",1.65
"9593",1.65
"9594",1.65
"9595",1.65
"9596",1.65
"9597",1.65
"9598",1.65
"9599",1.65
"9600",1.65
"9601",1.65
"9602",1.65
"9603",1.65
"9604",1.65
"9605",1.65
"9606",1.65
"9607",1.65
"9608",1.65
"9609",1.65
"9610",1.65
"9611",1.65
"9612",1.65
"9613",8.72
"9614",8.72
"9615",8.72
"9616",8.72
"9617",8.72
"9618",8.72
"9619",8.72
"9620",8.72
"9621",8.72
"9622",8.72
"9623",8.72
"9624",8.72
"9625",8.72
"9626",8.72
"9627",8.72
"9628",8.72
"9629",1.72
"9630",1.72
"9631",1.72
"9632",1.72
"9633",11.79
"9634",0.504199999999884
"9635",2.21
"9636",1.2
"9637",1.73
"9638",1.73
"9639",1.73
"9640",1.73
"9641",1.73
"9642",28.82
"9643",1.26
"9644",1.22202666666665
"9645",4.26
"9646",5.76
"9647",1.58
"9648",1.59
"9649",1.65
"9650",31.39
"9651",31.39
"9652",31.39
"9653",0.8
"9654",1.26
"9655",1.26
"9656",1.26
"9657",1.26
"9658",44.05
"9659",1.14
"9660",1.96
"9661",44.05
"9662",1.73
"9663",1.73
"9664",1.73
"9665",1.73
"9666",1.73
"9667",0.53
"9668",1.14
"9669",1.35
"9670",0.31
"9671",1.22090666666667
"9672",1.51
"9673",1.64
"9674",1.78
"9675",4.13
"9676",1.73
"9677",28.82
"9678",0.53
"9679",2.11
"9680",4.67
"9681",27.0426751709214
"9682",3.08
"9683",1.7
"9684",1.31
"9685",0.550159999999937
"9686",2.22
"9687",4.07
"9688",4.07
"9689",1.72
"9690",1.72
"9691",1.58
"9692",1.58
"9693",1.58
"9694",1.58
"9695",1.58
"9696",1.58
"9697",1.58
"9698",1.86
"9699",6.43
"9700",6.43
"9701",6.43
"9702",6.43
"9703",6.43
"9704",6.43
"9705",9.08
"9706",36.8416666666858
"9707",36.8416666666858
"9708",36.8416666666858
"9709",36.8416666666858
"9710",36.8416666666858
"9711",NA
"9712",NA
"9713",NA
"9714",NA
"9715",NA
"9716",NA
"9717",NA
"9718",NA
"9719",NA
"9720",0.53
"9721",4.47166666667231
"9722",1.73
"9723",1.73
"9724",29.58
"9725",1.23353490906314
"9726",1.58780897333333
"9727",1.11935517999977
"9728",1.72
"9729",1.72
"9730",1.72
"9731",1.72
"9732",0.53
"9733",1.71
"9734",1.15
"9735",5.96
"9736",1.09
"9737",1.97
"9738",1.73
"9739",1.73
"9740",0.53
"9741",12.69
"9742",12.69
"9743",12.69
"9744",1.72180432133338
"9745",1.51
"9746",1.52980977599999
"9747",1.59
"9748",1.26
"9749",1.26
"9750",1.78
"9751",1.73
"9752",1.14
"9753",1.26
"9754",1.26
"9755",1.73
"9756",0.58
"9757",2.11
"9758",1.39
"9759",1.52
"9760",1.73
"9761",1.73
"9762",1.73
"9763",1.655
"9764",1.655
"9765",1.655
"9766",1.655
"9767",1.655
"9768",1.655
"9769",1.655
"9770",1.655
"9771",1.655
"9772",1.655
"9773",1.655
"9774",1.655
"9775",1.655
"9776",1.655
"9777",1.655
"9778",1.655
"9779",1.655
"9780",1.655
"9781",1.655
"9782",1.655
"9783",1.655
"9784",1.655
"9785",1.655
"9786",1.655
"9787",1.655
"9788",1.655
"9789",1.655
"9790",1.655
"9791",1.655
"9792",1.655
"9793",1.655
"9794",1.655
"9795",1.655
"9796",1.655
"9797",1.655
"9798",1.655
"9799",1.655
"9800",1.655
"9801",1.655
"9802",1.655
"9803",1.655
"9804",1.655
"9805",1.655
"9806",1.655
"9807",1.655
"9808",1.655
"9809",1.655
"9810",1.655
"9811",1.655
"9812",1.655
"9813",1.655
"9814",1.655
"9815",1.655
"9816",1.655
"9817",1.655
"9818",1.655
"9819",1.655
"9820",1.655
"9821",1.655
"9822",1.655
"9823",1.655
"9824",1.655
"9825",1.655
"9826",1.655
"9827",1.655
"9828",1.655
"9829",1.655
"9830",1.655
"9831",1.655
"9832",1.655
"9833",1.655
"9834",1.655
"9835",1.655
"9836",1.655
"9837",1.655
"9838",1.655
"9839",1.655
"9840",1.655
"9841",1.655
"9842",1.655
"9843",1.655
"9844",1.655
"9845",1.655
"9846",1.655
"9847",1.655
"9848",1.655
"9849",1.655
"9850",1.655
"9851",1.655
"9852",1.655
"9853",1.655
"9854",1.655
"9855",1.14
"9856",0.53
"9857",2.005
"9858",2.005
"9859",2.005
"9860",1.56
"9861",1.56
"9862",1.56
"9863",0.55
"9864",2.29
"9865",2.17
"9866",1.57
"9867",3.45
"9868",0.53
"9869",1.14
"9870",1.97
"9871",4.9
"9872",1.73
"9873",44.05
"9874",0.528791679999992
"9875",2.13130656400002
"9876",29.58
"9877",1.56865107291353
"9878",4.82
"9879",4.82
"9880",4.82
"9881",4.82
"9882",4.82
"9883",4.82
"9884",4.82
"9885",4.82
"9886",4.82
"9887",4.82
"9888",4.82
"9889",4.82
"9890",4.82
"9891",4.82
"9892",4.82
"9893",4.82
"9894",4.82
"9895",2.21
"9896",29.58
"9897",0.44
"9898",0.566
"9899",28.82
"9900",28.82
"9901",1.14
"9902",1.2
"9903",1.59
"9904",5.93
"9905",1.73
"9906",1.73
"9907",3.08
"9908",1.73983094267993
"9909",1.09
"9910",1.97
"9911",0.53
"9912",1.14
"9913",44.05
"9914",2.03
"9915",1.16076000000023
"9916",NA
"9917",NA
"9918",NA
"9919",NA
"9920",NA
"9921",NA
"9922",NA
"9923",NA
"9924",NA
"9925",NA
"9926",NA
"9927",NA
"9928",NA
"9929",NA
"9930",NA
"9931",NA
"9932",1.6
"9933",2.6
"9934",1.73
"9935",1.75
"9936",6.43
"9937",NA
"9938",NA
"9939",NA
"9940",NA
"9941",NA
"9942",NA
"9943",NA
"9944",NA
"9945",0.53
"9946",29.58
"9947",0.53
"9948",23.6741949679916
"9949",1.73
"9950",1.73
"9951",1.73
"9952",1.73
"9953",1.73
"9954",1.73
"9955",1.73
"9956",1.73
"9957",1.73
"9958",1.73
"9959",1.73
"9960",1.73
"9961",1.73
"9962",1.73
"9963",1.73
"9964",1.77
"9965",1.77
"9966",1.77
"9967",1.77
"9968",1.52
"9969",1.61480176507529
"9970",1.78
"9971",1.73
"9972",1.73
"9973",1.73
"9974",2.18
"9975",1.73
"9976",1.73
"9977",1.73
"9978",4.4
"9979",1.73
"9980",4.12
"9981",3.43193810038782
"9982",1.57
"9983",6.43
"9984",6.43
"9985",6.43
"9986",6.43
"9987",6.43
"9988",6.43
"9989",4.47166666667231
"9990",4.47166666667231
"9991",4.47166666667231
"9992",NA
"9993",NA
"9994",NA
"9995",NA
"9996",NA
"9997",NA
"9998",NA
"9999",NA
"10000",NA
"10001",NA
"10002",NA
"10003",NA
"10004",NA
"10005",NA
"10006",NA
"10007",NA
"10008",3.10499999999933
"10009",3.10499999999933
"10010",3.10499999999933
"10011",NA
"10012",NA
"10013",NA
"10014",NA
"10015",NA
"10016",NA
"10017",NA
"10018",NA
"10019",NA
"10020",NA
"10021",NA
"10022",NA
"10023",NA
"10024",NA
"10025",19.72
"10026",8.96
"10027",8.96
"10028",8.96
"10029",8.96
"10030",8.96
"10031",8.96
"10032",1.9
"10033",6.88583333333406
"10034",1.2830555793555
"10035",1.2830555793555
"10036",1.2830555793555
"10037",1.2830555793555
"10038",NA
"10039",NA
"10040",NA
"10041",NA
"10042",NA
"10043",NA
"10044",NA
"10045",NA
"10046",NA
"10047",NA
"10048",NA
"10049",NA
"10050",NA
"10051",NA
"10052",NA
"10053",NA
"10054",NA
"10055",NA
"10056",NA
"10057",NA
"10058",NA
"10059",NA
"10060",NA
"10061",NA
"10062",NA
"10063",NA
"10064",NA
"10065",NA
"10066",NA
"10067",NA
"10068",NA
"10069",NA
"10070",NA
"10071",NA
"10072",NA
"10073",NA
"10074",NA
"10075",NA
"10076",NA
"10077",NA
"10078",NA
"10079",NA
"10080",NA
"10081",NA
"10082",NA
"10083",NA
"10084",NA
"10085",NA
"10086",NA
"10087",NA
"10088",NA
"10089",NA
"10090",NA
"10091",NA
"10092",NA
"10093",NA
"10094",NA
"10095",NA
"10096",NA
"10097",NA
"10098",NA
"10099",NA
"10100",NA
"10101",NA
"10102",NA
"10103",NA
"10104",NA
"10105",NA
"10106",NA
"10107",NA
"10108",NA
"10109",NA
"10110",NA
"10111",NA
"10112",NA
"10113",NA
"10114",NA
"10115",NA
"10116",NA
"10117",NA
"10118",NA
"10119",NA
"10120",NA
"10121",NA
"10122",NA
"10123",NA
"10124",NA
"10125",NA
"10126",NA
"10127",NA
"10128",NA
"10129",NA
"10130",NA
"10131",NA
"10132",NA
"10133",NA
"10134",NA
"10135",NA
"10136",NA
"10137",NA
"10138",NA
"10139",NA
"10140",NA
"10141",NA
"10142",NA
"10143",NA
"10144",NA
