"","OCsite"
"3851",2.57500000000244
"3852",0.38
"3853",0.38
"3854",0.38
"3855",0.97
"3856",0.97
"3857",0.97
"3858",1.19500000000077
"3859",1.19500000000077
"3860",1.19500000000077
"3861",2.57500000000244
"3862",1.88
"3863",4.20666666666665
"3864",2.08
"3865",1.62
"3866",2.08
"3867",1.59
"3868",0.28
"3869",0.28
"3870",1.19500000000077
"3871",0.75
"3872",0.75
"3873",2.53999999999991
"3874",0.55
"3875",0.485499999999985
"3876",1.84
"3877",5.82
"3878",0.485499999999985
"3879",5.82
"3880",0.17
"3881",1.18433333333405
"3882",1.59
"3883",3.25
"3884",3.25
"3885",NA
"3886",0.52
"3887",3.94169999999924
"3888",4.22
"3889",NA
"3890",NA
"3891",2.08
"3892",4.24
"3893",4.24
"3894",6.14
"3895",NA
"3896",NA
"3897",0.38
"3898",2.08
"3899",1.59
"3900",1.67
"3901",4.22
"3902",5.82
"3903",0.199000000000791
"3904",2.11
"3905",2.23
"3906",1.48
"3907",4.22
"3908",1.94
"3909",1.88
"3910",2.69
"3911",4.22
"3912",39.82
"3913",4.14
"3914",4.22
"3915",NA
"3916",0.52
"3917",1.16
"3918",NA
"3919",4.22
"3920",NA
"3921",1.58
"3922",0.97
"3923",0.97
"3924",1.41933333333359
"3925",NA
"3926",NA
"3927",NA
"3928",1.88
"3929",0.610000000000225
"3930",4.32739999999593
"3931",2.69
"3932",NA
"3933",5.82
"3934",1.84
"3935",0.6
"3936",7.58133333333329
"3937",NA
"3938",1.63
"3939",6.14
"3940",5.79249999999956
"3941",1.48
"3942",5.55749999999646
"3943",0.62
"3944",0.62
"3945",1.23
"3946",0.44
"3947",0.52
"3948",0.52
"3949",1.9125
"3950",1.3
"3951",1.41933333333359
"3952",5.82
"3953",NA
"3954",NA
"3955",3.87
"3956",5.82
"3957",1.31
"3958",0.55
"3959",5.82
"3960",4.32739999999593
"3961",NA
"3962",NA
"3963",4.31
"3964",5.79249999999956
"3965",2.53999999999991
"3966",5.79249999999956
"3967",1.88
"3968",0.53
"3969",NA
"3970",0.546879999999976
"3971",0.562
"3972",0.55
"3973",NA
"3974",2.69
"3975",0.97
"3976",0.97
"3977",0.97
"3978",1.9125
"3979",1.9125
"3980",1.9125
"3981",5.32
"3982",5.32
"3983",5.32
"3984",0.610000000000225
"3985",0.610000000000225
"3986",0.610000000000225
"3987",1.19
"3988",1.19
"3989",1.19
"3990",4.56
"3991",4.56
"3992",4.56
"3993",2.53999999999991
"3994",1
"3995",NA
"3996",1.73
"3997",NA
"3998",4.20666666666665
"3999",NA
"4000",0.405000000000392
"4001",0.358229653333182
"4002",1.88
"4003",0.51
"4004",1.73
"4005",2.53999999999991
"4006",NA
"4007",4.20666666666665
"4008",2.17
"4009",2.28
"4010",NA
"4011",2.85916666666788
"4012",7.58133333333329
"4013",9.74
"4014",NA
"4015",5.82
"4016",NA
"4017",1.94
"4018",4.22
"4019",12.89
"4020",4.32739999999593
"4021",NA
"4022",NA
"4023",0.485499999999985
"4024",0.480833337999995
"4025",2.73433333333332
"4026",2.23
"4027",NA
"4028",2.17
"4029",3.6
"4030",1.26
"4031",NA
"4032",2.53999999999991
"4033",NA
"4034",1.47
"4035",3.82
"4036",5.82
"4037",1.59
"4038",NA
"4039",1.63
"4040",7.07
"4041",5.32
"4042",4.20666666666665
"4043",4.32739999999593
"4044",1.84
"4045",33.641
"4046",1.13
"4047",1.73
"4048",1.16
"4049",1.19
"4050",4.56
"4051",4.20666666666665
"4052",4.13
"4053",NA
"4054",3.6
"4055",NA
"4056",5.82
"4057",2.53999999999991
"4058",1.42082856667058
"4059",0.06
"4060",7.07
"4061",0.52
"4062",NA
"4063",2.61
"4064",3.6
"4065",0.52
"4066",1.88
"4067",1.58
"4068",1.51
"4069",NA
"4070",2.11
"4071",NA
"4072",NA
"4073",NA
"4074",NA
"4075",NA
"4076",NA
"4077",0.48
"4078",1.41933333333359
"4079",NA
"4080",5.82
"4081",NA
"4082",4.32739999999593
"4083",2.08
"4084",1.84
"4085",2.08
"4086",2.49000504000042
"4087",NA
"4088",1.88
"4089",4.31
"4090",NA
"4091",0.52
"4092",0.52
"4093",NA
"4094",1.67
"4095",0.51
"4096",0.51
"4097",1.41933333333359
"4098",1.47
"4099",5.82
"4100",28.82
"4101",7.46
"4102",1.88
"4103",1.88
"4104",4.56
"4105",4.72115029333452
"4106",0.77
"4107",0.471800000000009
"4108",0.765000000000023
"4109",1.7695
"4110",0.471800000000009
"4111",NA
"4112",1.13
"4113",2.12999999999989
"4114",1.07
"4115",1.07
"4116",1.07
"4117",5.12916666666641
"4118",5.12916666666641
"4119",5.12916666666641
"4120",0.610000000000225
"4121",0.610000000000225
"4122",0.610000000000225
"4123",4.56
"4124",4.56
"4125",4.56
"4126",4.56
"4127",4.56
"4128",4.56
"4129",4.56
"4130",4.56
"4131",4.56
"4132",NA
"4133",NA
"4134",NA
"4135",1.48
"4136",2.53999999999991
"4137",8.65
"4138",1.73
"4139",1.99
"4140",2
"4141",NA
"4142",NA
"4143",28.82
"4144",5.82
"4145",0.17
"4146",NA
"4147",NA
"4148",2.53999999999991
"4149",2.08
"4150",4.56
"4151",NA
"4152",2.53999999999991
"4153",NA
"4154",NA
"4155",2.08
"4156",2.08
"4157",2.08
"4158",2.28
"4159",0.42
"4160",NA
"4161",NA
"4162",0.344999999999993
"4163",0.35
"4164",4.56
"4165",4.56
"4166",2.25
"4167",4.42000025200026
"4168",5.12916666666641
"4169",0.610000000000225
"4170",1.614
"4171",1
"4172",3.82
"4173",3.16
"4174",0.471800000000009
"4175",NA
"4176",4.32739999999593
"4177",5.82
"4178",2.24409999999955
"4179",1.30283333333331
"4180",1.88
"4181",2.08
"4182",2.45
"4183",NA
"4184",2.53999999999991
"4185",NA
"4186",NA
"4187",NA
"4188",2.08
"4189",2.08
"4190",0.605000000000443
"4191",0.717011200000177
"4192",1.94
"4193",1.47
"4194",NA
"4195",1.62
"4196",2.28
"4197",9.69
"4198",0.55
"4199",0.55
"4200",3.94169999999924
"4201",2.08
"4202",1.07
"4203",4.31
"4204",0.485499999999985
"4205",1.94
"4206",NA
"4207",NA
"4208",0.97
"4209",33.641
"4210",7.86998400000009
"4211",7.7100000000001
"4212",0.38
"4213",1.94
"4214",NA
"4215",NA
"4216",1.30283333333331
"4217",2.53999999999991
"4218",5.82
"4219",0.275333333333165
"4220",8.65
"4221",5.82
"4222",5.82
"4223",NA
"4224",2.53999999999991
"4225",0.52
"4226",7.58133333333329
"4227",1.62
"4228",2.28
"4229",0.42
"4230",NA
"4231",NA
"4232",0.97
"4233",NA
"4234",NA
"4235",NA
"4236",NA
"4237",3.25
"4238",2.28
"4239",0.614166666666692
"4240",0.574350293333271
"4241",2.23
"4242",0.485499999999985
"4243",5.82
"4244",2.53999999999991
"4245",NA
"4246",NA
"4247",0.51
"4248",2.11
"4249",1.88
"4250",0.42
"4251",1.13
"4252",1.47
"4253",1.30283333333331
"4254",NA
"4255",1.30283333333331
"4256",4.32739999999593
"4257",30.4449999999972
"4258",1.16
"4259",7.58133333333329
"4260",1.4
"4261",4.24
"4262",0.701666666666768
"4263",0.580719999999964
"4264",1.88
"4265",NA
"4266",0.42
"4267",3.94169999999924
"4268",0.6
"4269",0.754165260667891
"4270",1.88
"4271",0.775000000000047
"4272",1.08
"4273",1.88
"4274",33.641
"4275",2.08
"4276",NA
"4277",NA
"4278",5.12916666666641
"4279",5.12916666666641
"4280",5.12916666666641
"4281",5.92
"4282",5.92
"4283",5.92
"4284",0.38
"4285",0.38
"4286",0.38
"4287",0.38
"4288",0.38
"4289",0.38
"4290",1.18
"4291",1.18
"4292",1.18
"4293",1.13
"4294",1.13
"4295",1.13
"4296",1.13
"4297",1.13
"4298",1.13
"4299",1.19
"4300",1.19
"4301",1.19
"4302",0.97
"4303",0.97
"4304",0.97
"4305",4.24
"4306",4.24
"4307",4.24
"4308",4.24
"4309",4.24
"4310",4.24
"4311",4.24
"4312",4.24
"4313",4.24
"4314",4.24
"4315",4.24
"4316",4.24
"4317",4.24
"4318",4.24
"4319",4.24
"4320",4.24
"4321",4.24
"4322",4.24
"4323",4.24
"4324",4.24
"4325",4.24
"4326",4.24
"4327",4.24
"4328",4.24
"4329",1.66
"4330",1.66
"4331",1.66
"4332",4.56
"4333",4.56
"4334",4.56
"4335",4.56
"4336",4.56
"4337",4.56
"4338",0.51
"4339",1.614
"4340",1.88
"4341",3.6
"4342",0.51
"4343",0.51
"4344",0.5
"4345",0.52
"4346",NA
"4347",NA
"4348",8.19416666664758
"4349",9.76196693332617
"4350",0.48
"4351",7.46
"4352",NA
"4353",NA
"4354",2.53999999999991
"4355",1.41933333333359
"4356",1.47
"4357",1.614
"4358",2.61
"4359",2.62
"4360",1.88
"4361",5.12916666666641
"4362",NA
"4363",0.17
"4364",0.69
"4365",NA
"4366",4.24
"4367",1.41933333333359
"4368",50.13
"4369",2.3
"4370",4.24
"4371",5.92
"4372",NA
"4373",4.32739999999593
"4374",4.24
"4375",NA
"4376",0.28
"4377",0.485499999999985
"4378",4.32739999999593
"4379",1.41933333333359
"4380",1.58
"4381",4.56
"4382",0.55
"4383",4.24
"4384",1.18
"4385",4.24
"4386",3.25
"4387",NA
"4388",4.24
"4389",1.59
"4390",4.32739999999593
"4391",1.19
"4392",3.6
"4393",2.69
"4394",1.59
"4395",4.56
"4396",1.13
"4397",1.59
"4398",5.79249999999956
"4399",0.52
"4400",0.52
"4401",11.142
"4402",0.556333333333291
"4403",NA
"4404",1.66
"4405",1.614
"4406",2
"4407",0.17
"4408",5.82
"4409",NA
"4410",30.4449999999972
"4411",1.58
"4412",NA
"4413",1.94
"4414",0.485499999999985
"4415",1.73
"4416",NA
"4417",0.42
"4418",5.82
"4419",0.38
"4420",2.69
"4421",5.82
"4422",NA
"4423",0.55
"4424",NA
"4425",3.94169999999924
"4426",1.41933333333359
"4427",0.39
"4428",0.39
"4429",1.88
"4430",4.24
"4431",0.51
"4432",0.52
"4433",0.52
"4434",0.48
"4435",NA
"4436",1.48
"4437",1.97
"4438",1.97
"4439",0.74
"4440",5.82
"4441",1.88
"4442",1.59
"4443",0.77
"4444",1.94
"4445",2.61
"4446",1.88
"4447",1.30283333333331
"4448",0.55
"4449",0.55
"4450",5.82
"4451",0.63
"4452",0.63
"4453",NA
"4454",5.82
"4455",0.44
"4456",NA
"4457",0.55
"4458",1.59
"4459",5.82
"4460",NA
"4461",0.517333333333338
"4462",NA
"4463",0.55
"4464",0.52
"4465",0.775000000000047
"4466",1.73
"4467",1.88
"4468",1.614
"4469",1.30283333333331
"4470",NA
"4471",NA
"4472",NA
"4473",1.88
"4474",50.13
"4475",NA
"4476",0.48
"4477",2.69
"4478",1.16
"4479",4.32739999999593
"4480",1.49
"4481",1.59
"4482",1.59
"4483",1.94
"4484",5.92
"4485",0.38
"4486",2.59500000000014
"4487",0.55
"4488",NA
"4489",4.3
"4490",NA
"4491",5.92
"4492",4.52800000000095
"4493",0.55
"4494",NA
"4495",NA
"4496",3.61499999999932
"4497",1.22083333333314
"4498",1.22083333333314
"4499",1.22083333333314
"4500",5.12916666666641
"4501",5.12916666666641
"4502",5.12916666666641
"4503",5.92
"4504",5.92
"4505",5.92
"4506",5.92
"4507",5.92
"4508",5.92
"4509",0.38
"4510",0.38
"4511",0.38
"4512",2.59500000000014
"4513",2.59500000000014
"4514",2.59500000000014
"4515",1.13
"4516",1.13
"4517",1.13
"4518",5.82
"4519",0.8
"4520",NA
"4521",0.48
"4522",1.88
"4523",2.53999999999991
"4524",2.69
"4525",NA
"4526",1.73
"4527",1.88
"4528",3.07
"4529",1.47
"4530",4.32739999999593
"4531",0.47
"4532",3.54499999999938
"4533",NA
"4534",1.67
"4535",NA
"4536",0.42
"4537",1.18
"4538",5.82
"4539",0.55
"4540",NA
"4541",1.41933333333359
"4542",3.07
"4543",3.07
"4544",0.48
"4545",1.54
"4546",0.267600639999325
"4547",0.48
"4548",5.79249999999956
"4549",0.42
"4550",0.51
"4551",0.51
"4552",5.82
"4553",1.41933333333359
"4554",5.12916666666641
"4555",8.65
"4556",0.8
"4557",5.79249999999956
"4558",8.7333333333427
"4559",NA
"4560",0.51
"4561",0.44
"4562",NA
"4563",0.48
"4564",1.22083333333314
"4565",1.41933333333359
"4566",0.42
"4567",0.14
"4568",0.14
"4569",0.775000000000047
"4570",0.55
"4571",7.07
"4572",0.52
"4573",0.52
"4574",0.25
"4575",0.25
"4576",0.53
"4577",1.12944000000046
"4578",0.94
"4579",0.17
"4580",NA
"4581",8.97
"4582",4.56
"4583",2.53999999999991
"4584",7.07
"4585",3.6
"4586",NA
"4587",NA
"4588",NA
"4589",1.84
"4590",NA
"4591",1.59
"4592",2.61
"4593",2.41
"4594",0.55
"4595",2.04
"4596",NA
"4597",1.13
"4598",1.13
"4599",1.13
"4600",NA
"4601",NA
"4602",NA
"4603",NA
"4604",NA
"4605",30.4449999999972
"4606",NA
"4607",NA
"4608",NA
"4609",0.55
"4610",3.6
"4611",NA
"4612",NA
"4613",NA
"4614",5.82
"4615",1.73
"4616",1.59
"4617",2.53999999999991
"4618",3.6
"4619",9.69
"4620",1.16
"4621",NA
"4622",0.55
"4623",0.48
"4624",1.13
"4625",5.82
"4626",0.48
"4627",0.17
"4628",0.52
"4629",0.52
"4630",0.88
"4631",3.6
"4632",NA
"4633",0.53
"4634",2.11
"4635",1.13
"4636",3.6
"4637",0.58
"4638",NA
"4639",2.04
"4640",8.7333333333427
"4641",0.48
"4642",0.8
"4643",3.6
"4644",1.62
"4645",5.82
"4646",4.13
"4647",2.53999999999991
"4648",28.82
"4649",5.82
"4650",1.47
"4651",3.6
"4652",1.59
"4653",5.12916666666641
"4654",5.82
"4655",NA
"4656",1.08
"4657",0.3
"4658",0.203600000000164
"4659",0.326666620000051
"4660",0.28
"4661",1.88
"4662",1.96
"4663",3.07
"4664",0.55
"4665",1.88
"4666",1.59
"4667",2.38
"4668",50.13
"4669",1.59
"4670",0.610000000000225
"4671",2.04
"4672",NA
"4673",7.58133333333329
"4674",NA
"4675",3.6
"4676",1.41933333333359
"4677",0.6
"4678",0.6
"4679",5.92
"4680",1.18
"4681",1.13
"4682",2.53999999999991
"4683",1.59
"4684",33.641
"4685",1.84
"4686",1.59
"4687",NA
"4688",3.6
"4689",1
"4690",1.59
"4691",1.4
"4692",NA
"4693",NA
"4694",0.55
"4695",0.52
"4696",0.52
"4697",2.61
"4698",2.04
"4699",1.66
"4700",0.53
"4701",1.34
"4702",0.48
"4703",1.32
"4704",0.6
"4705",1.26
"4706",1.26
"4707",1.44416666666735
"4708",1.59
"4709",5.92
"4710",5.82
"4711",0.55
"4712",0.55
"4713",1.19
"4714",NA
"4715",NA
"4716",3.6
"4717",5.00099999998496
"4718",2.53999999999991
"4719",NA
"4720",1.67
"4721",2.04
"4722",1.67
"4723",5.82
"4724",2.04
"4725",2
"4726",NA
"4727",0.53649999999998
"4728",1.4
"4729",1.13
"4730",0.69
"4731",2.17
"4732",10.71
"4733",0.97
"4734",4.32739999999593
"4735",2.04
"4736",NA
"4737",4.32739999999593
"4738",1.88
"4739",2.04
"4740",NA
"4741",NA
"4742",5.32
"4743",NA
"4744",NA
"4745",NA
"4746",NA
"4747",NA
"4748",NA
"4749",NA
"4750",NA
"4751",NA
"4752",NA
"4753",1.59
"4754",NA
"4755",NA
"4756",NA
"4757",NA
"4758",1.51
"4759",1.11
"4760",1.11
"4761",1.11
"4762",5.12916666666641
"4763",5.12916666666641
"4764",5.12916666666641
"4765",5.92
"4766",5.92
"4767",5.92
"4768",0.38
"4769",0.38
"4770",0.38
"4771",0.38
"4772",0.38
"4773",0.38
"4774",0.97
"4775",0.97
"4776",0.97
"4777",1.18
"4778",1.18
"4779",1.18
"4780",5.32
"4781",5.32
"4782",5.32
"4783",5.32
"4784",5.32
"4785",5.32
"4786",5.32
"4787",5.32
"4788",5.32
"4789",0.610000000000225
"4790",0.610000000000225
"4791",0.610000000000225
"4792",1.19
"4793",1.19
"4794",1.19
"4795",1.19
"4796",1.19
"4797",1.19
"4798",1.19
"4799",1.19
"4800",1.19
"4801",4.22
"4802",4.22
"4803",1.66
"4804",1.66
"4805",1.66
"4806",1.84
"4807",1.84
"4808",1.84
"4809",1.59
"4810",NA
"4811",NA
"4812",NA
"4813",0.52
"4814",0.52
"4815",NA
"4816",NA
"4817",7.58133333333329
"4818",NA
"4819",NA
"4820",2.04
"4821",NA
"4822",1.59
"4823",0.74
"4824",2.04
"4825",0.52
"4826",0.52
"4827",0.542999999999976
"4828",NA
"4829",39.79
"4830",1.88
"4831",2.04
"4832",1.48
"4833",2.04
"4834",2.04
"4835",2.04
"4836",7.58133333333329
"4837",0.53
"4838",5.85
"4839",2.04
"4840",1.94
"4841",1.13
"4842",3.6
"4843",1.19
"4844",2.04
"4845",NA
"4846",1.48
"4847",5.32
"4848",NA
"4849",NA
"4850",2.04
"4851",0.38
"4852",0.47
"4853",0.47
"4854",0.348999999999352
"4855",0.53
"4856",0.93
"4857",0.97
"4858",3.6
"4859",0.535333333333324
"4860",NA
"4861",1.43660000000001
"4862",7.07
"4863",NA
"4864",NA
"4865",0.53
"4866",4.13
"4867",NA
"4868",NA
"4869",0.52
"4870",0.52
"4871",NA
"4872",NA
"4873",4.01
"4874",3.0975
"4875",NA
"4876",4.01
"4877",0.52
"4878",NA
"4879",NA
"4880",1.16
"4881",2.53999999999991
"4882",3.6
"4883",1.18
"4884",3.6
"4885",1.11
"4886",2.69
"4887",4.94246666666562
"4888",4.56
"4889",3.94169999999924
"4890",5.82
"4891",3.6
"4892",1.19
"4893",5.82
"4894",NA
"4895",2.32
"4896",27.0782763640158
"4897",1.62
"4898",2.28
"4899",1.62
"4900",1.83
"4901",1.59
"4902",1.88
"4903",43.1436115893417
"4904",1.59
"4905",44.05
"4906",1.59
"4907",1.62
"4908",1.37
"4909",1.59
"4910",NA
"4911",1.64
"4912",1.59
"4913",1.62
"4914",3.21
"4915",1.84
"4916",1.73
"4917",6.09
"4918",NA
"4919",1.59
"4920",NA
"4921",NA
"4922",0.61
"4923",0.60989098666669
"4924",1.59
"4925",7.07
"4926",3.61499999999932
"4927",1.38500000000005
"4928",3.6
"4929",NA
"4930",1.18
"4931",NA
"4932",0.586666666666656
"4933",3.6
"4934",0.55
"4935",0.55
"4936",8.72
"4937",0.48
"4938",0.53
"4939",8.65
"4940",1.47
"4941",2.53999999999991
"4942",2.08
"4943",0.96
"4944",3.6
"4945",2.09
"4946",3.26065953229225
"4947",3.87
"4948",1.67485033333334
"4949",1.62
"4950",2.09
"4951",5.82
"4952",1.62
"4953",1.59
"4954",0.69
"4955",1.94
"4956",0.55
"4957",1.16
"4958",3.61499999999932
"4959",5.82
"4960",5.32
"4961",43.9
"4962",1.19
"4963",0.38
"4964",0.52
"4965",0.52
"4966",1.94
"4967",30.4449999999972
"4968",0.52
"4969",0.52
"4970",4.52800000000095
"4971",5.82
"4972",4.13
"4973",3.12
"4974",0.4
"4975",0.4
"4976",0.81
"4977",0.74
"4978",5.79249999999956
"4979",NA
"4980",5.82
"4981",1.59
"4982",5.32
"4983",0.55
"4984",NA
"4985",0.44
"4986",NA
"4987",1.59
"4988",0.47
"4989",0.47
"4990",0.8
"4991",NA
"4992",3.6
"4993",1.4
"4994",NA
"4995",1.07
"4996",NA
"4997",NA
"4998",NA
"4999",0.57
"5000",2.55
"5001",2.24409999999955
"5002",5.82
"5003",1.614
"5004",1.62
"5005",NA
"5006",1.3
"5007",2.38
"5008",0.51
"5009",0.8
"5010",3.6
"5011",1.96
"5012",1.26
"5013",1.62
"5014",3.6
"5015",1.41933333333359
"5016",2.61
"5017",7.78999999998479
"5018",1.13
"5019",0.55
"5020",0.97
"5021",5.12916666666641
"5022",3.6
"5023",2.37
"5024",0.45
"5025",0.45
"5026",3.6
"5027",NA
"5028",NA
"5029",NA
"5030",NA
"5031",NA
"5032",NA
"5033",NA
"5034",NA
"5035",0.775000000000047
"5036",0.484000000000102
"5037",NA
"5038",NA
"5039",1.58
"5040",1.58
"5041",5.82
"5042",NA
"5043",NA
"5044",1.95
"5045",1.94
"5046",0.38
"5047",43.9
"5048",0.516000000000013
"5049",1.59
"5050",3.6
"5051",1.59
"5052",1.51
"5053",0.57
"5054",NA
"5055",3.6
"5056",3.6
"5057",4.56
"5058",0.520166666666666
"5059",5.82
"5060",0.47
"5061",1.9
"5062",0.51
"5063",0.51
"5064",0.57
"5065",0.55
"5066",0.55
"5067",NA
"5068",1.11
"5069",1.11
"5070",1.11
"5071",5.12916666666641
"5072",5.12916666666641
"5073",5.12916666666641
"5074",2.28
"5075",2.28
"5076",2.28
"5077",2.28
"5078",2.28
"5079",2.28
"5080",2.28
"5081",2.28
"5082",2.28
"5083",2.28
"5084",2.28
"5085",2.28
"5086",5.92
"5087",5.92
"5088",5.92
"5089",0.38
"5090",0.38
"5091",0.38
"5092",0.97
"5093",0.97
"5094",0.97
"5095",0.97
"5096",0.97
"5097",0.97
"5098",3.12
"5099",3.12
"5100",3.12
"5101",1.18
"5102",1.18
"5103",1.18
"5104",4.14
"5105",4.14
"5106",4.14
"5107",0.610000000000225
"5108",0.610000000000225
"5109",0.610000000000225
"5110",4.56
"5111",4.56
"5112",4.56
"5113",4.56
"5114",4.56
"5115",4.56
"5116",4.56
"5117",4.56
"5118",4.56
"5119",1.84
"5120",1.84
"5121",1.84
"5122",1.84
"5123",1.84
"5124",1.84
"5125",NA
"5126",0.57
"5127",3.6
"5128",0.8
"5129",3.54499999999938
"5130",0.548000000000034
"5131",0.42
"5132",0.55
"5133",NA
"5134",1.30283333333331
"5135",3.94169999999924
"5136",4.56
"5137",3.6
"5138",0.47
"5139",1.18
"5140",0.46
"5141",2.69
"5142",NA
"5143",0.97
"5144",0.69
"5145",7.58133333333329
"5146",1.94
"5147",0.775000000000047
"5148",4.56
"5149",1.84
"5150",0.52
"5151",0.52
"5152",NA
"5153",NA
"5154",NA
"5155",1.84
"5156",3.6
"5157",0.732499999999979
"5158",0.88
"5159",0.88
"5160",5.92
"5161",4.14
"5162",5.79249999999956
"5163",0.69
"5164",NA
"5165",5.82
"5166",NA
"5167",3.6
"5168",1.34
"5169",NA
"5170",NA
"5171",1.91769999999505
"5172",1.95
"5173",3.6
"5174",3.6
"5175",1.614
"5176",3.6
"5177",0.97
"5178",1.59
"5179",NA
"5180",5.32
"5181",3.6
"5182",3.6
"5183",3.6
"5184",0.42
"5185",3.6
"5186",0.51
"5187",NA
"5188",3.6
"5189",NA
"5190",0.52
"5191",NA
"5192",1.41933333333359
"5193",2.53999999999991
"5194",5.79249999999956
"5195",2.28
"5196",2.61
"5197",3.54499999999938
"5198",1.31
"5199",0.756036505712041
"5200",2.08
"5201",1.73
"5202",0.44
"5203",2.09685370029498
"5204",2.19
"5205",1.2
"5206",0.44
"5207",1.18
"5208",1.56
"5209",2.21
"5210",0.69
"5211",1.59
"5212",0.610000000000225
"5213",1.59
"5214",NA
"5215",NA
"5216",2.28
"5217",1.25
"5218",0.44
"5219",NA
"5220",NA
"5221",0.55
"5222",1.43660000000001
"5223",29.58
"5224",2.25
"5225",2.32
"5226",8.72
"5227",4.45116825600239
"5228",3.02
"5229",28.82
"5230",0.58
"5231",NA
"5232",NA
"5233",4.22
"5234",1.04
"5235",2.28
"5236",1.16
"5237",2.53999999999991
"5238",1.63
"5239",1.18
"5240",0.69
"5241",2.28
"5242",8.72
"5243",1.4
"5244",1.67
"5245",0.69
"5246",2.06
"5247",0.6
"5248",NA
"5249",0.723833333332895
"5250",NA
"5251",0.88
"5252",1.07
"5253",NA
"5254",2.13916666666402
"5255",2.53999999999991
"5256",5.82
"5257",0.52
"5258",0.52
"5259",2.69
"5260",2.06
"5261",0.52
"5262",0.52
"5263",0.649500000000087
"5264",6.19
"5265",1.30283333333331
"5266",NA
"5267",NA
"5268",1.59
"5269",1.11
"5270",NA
"5271",7.07
"5272",0.51
"5273",4.56
"5274",0.51
"5275",0.51
"5276",5.79249999999956
"5277",NA
"5278",1.41933333333359
"5279",3.6
"5280",1.4
"5281",5.32
"5282",8.72
"5283",0.57
"5284",0.57
"5285",1.59
"5286",1.94
"5287",2.53999999999991
"5288",2.53999999999991
"5289",1.62
"5290",NA
"5291",0.97
"5292",2.53999999999991
"5293",2
"5294",NA
"5295",NA
"5296",8.19416666664758
"5297",3.54499999999938
"5298",2.3
"5299",4.56
"5300",4.56
"5301",NA
"5302",1.59
"5303",0.51
"5304",2.53999999999991
"5305",0.52
"5306",0.52
"5307",1.19
"5308",8.72
"5309",1.49
"5310",0.55
"5311",0.55
"5312",0.47
"5313",2.12833333333305
"5314",2.12833333333305
"5315",2.12833333333305
"5316",2.28
"5317",2.28
"5318",2.28
"5319",4.56
"5320",4.56
"5321",4.56
"5322",4.56
"5323",4.56
"5324",4.56
"5325",8.19416666664758
"5326",8.19416666664758
"5327",8.19416666664758
"5328",8.19416666664758
"5329",8.19416666664758
"5330",8.19416666664758
"5331",5.32
"5332",5.32
"5333",5.32
"5334",1.19
"5335",1.19
"5336",1.19
"5337",0.97
"5338",0.97
"5339",0.97
"5340",2.13916666666402
"5341",2.13916666666402
"5342",2.13916666666402
"5343",4.56
"5344",4.56
"5345",4.56
"5346",4.56
"5347",4.56
"5348",4.56
"5349",4.56
"5350",4.56
"5351",4.56
"5352",1.84
"5353",1.84
"5354",1.84
"5355",NA
"5356",NA
"5357",1.95
"5358",NA
"5359",NA
"5360",5.32
"5361",5.32
"5362",NA
"5363",NA
"5364",0.97
"5365",1.59
"5366",2.07
"5367",3.6
"5368",7.07
"5369",1.59
"5370",0.47
"5371",5.82
"5372",1.86
"5373",1.3
"5374",NA
"5375",3.6
"5376",NA
"5377",NA
"5378",3.94169999999924
"5379",0.3
"5380",NA
"5381",26.4961222519856
"5382",3.16
"5383",2.72
"5384",39.82
"5385",4.58
"5386",4.56
"5387",4.27
"5388",1.62
"5389",2
"5390",4.01
"5391",3.85
"5392",NA
"5393",2.06
"5394",0.51
"5395",0.51
"5396",2.11
"5397",NA
"5398",0.428889408888888
"5399",NA
"5400",8.72
"5401",NA
"5402",1.59
"5403",5.82
"5404",0.44
"5405",2.12833333333305
"5406",0.531999999999113
"5407",0.48
"5408",0.348999999999352
"5409",0.58
"5410",28.82
"5411",3.6
"5412",0.55
"5413",1.84
"5414",3.6
"5415",30.4449999999972
"5416",0.28
"5417",0.28
"5418",4.82
"5419",1.49
"5420",1.67
"5421",3.6
"5422",8.19416666664758
"5423",NA
"5424",NA
"5425",NA
"5426",0.485499999999985
"5427",NA
"5428",0.8335
"5429",0.738210400000324
"5430",0.47
"5431",0.88
"5432",0.61
"5433",0.61
"5434",8.72
"5435",0.81
"5436",3.6
"5437",0.48
"5438",2.61
"5439",0.52
"5440",0.52
"5441",NA
"5442",4.13
"5443",1.47
"5444",0.53
"5445",5.82
"5446",1.59
"5447",5.82
"5448",4.56
"5449",2.04
"5450",2.28
"5451",NA
"5452",4.56
"5453",NA
"5454",NA
"5455",NA
"5456",0.775000000000047
"5457",0.84
"5458",NA
"5459",NA
"5460",0.6
"5461",0.53
"5462",0.53
"5463",NA
"5464",4.56
"5465",4.32739999999593
"5466",2.25
"5467",2.25
"5468",4.52800000000095
"5469",NA
"5470",1.13
"5471",3.25
"5472",NA
"5473",3.87
"5474",0.723833333332895
"5475",2.69
"5476",2.11
"5477",1.22083333333314
"5478",0.8
"5479",NA
"5480",33.641
"5481",NA
"5482",1.19500000000077
"5483",0.48
"5484",4.46
"5485",NA
"5486",NA
"5487",NA
"5488",4.46
"5489",NA
"5490",5.32
"5491",3.12
"5492",NA
"5493",1.36000000000003
"5494",0.52
"5495",2.28
"5496",NA
"5497",0.74
"5498",NA
"5499",0.769999999999947
"5500",0.52
