Longitude,Latitude
106.98,26.45
106.98,26.45
106.98,26.45
106.98,26.45
106.98,26.45
106.98,26.45
106.98,26.45
106.98,26.45
106.98,26.45
106.98,26.45
108.55,26.45
103.4,26.45
103.4,26.45
103.4,26.45
103.4,26.45
100.88,26.45
108.8,18.7
108.8,18.7
110,20.7
110.04,20.7
110.04,20.7
110.04,20.7
110.04,20.7
109.6,21.7
108.3,21.7
120.9,23.7
111.55,24.7
117.2,24.7
117.2,24.7
114.5,24.7
113.3,25.7
116.9,25.7
110,25.7
110,25.7
110.6,26.7
109.6,26.7
109.6,26.7
105.9,26.7
118,26.7
103.83,26.7
109.33,27.7
107.62,27.7
101.1666667,21.95
101.1666667,21.95
101.17,21.95
106.28,24.95
110.39,24.95
112.87,24.95
108.92,25.95
108.97,25.95
107.63,26.95
105.0849,23.7598
108.121,28.258
109.3587,26.6339
108.4092,21.7589
110.6565,23.0053
110.4004,26.0044
113.6829,26.2544
110.6074,26.0017
108.4524,28.2517
106.9758,26.3767
120.6016,28.0026
108.1477,25.3749
107.9204,28.874
108.0965,25.7508
109.9926,22.5588
99.089,25.8088
109.7021,23.8079
102.932527,5.479488
116.51,26.24
116.51,26.24
108.85,30.24
108.85,30.24
109.4,28.49
109.4,28.49
117.48,24.74
117.48,24.74
113.54,27.74
113.54,27.74
113.54,27.74
107.49,24.99
107.49,24.99
107.49,24.99
107.96,25.99
107.96,25.99
107.96,25.99
107.96,25.99
107.96,25.99
107.96,25.99
102.072563,2.847228
106.1746,26.4891
105.3727,26.7391
108.0021,26.3007
114.6033,27.3007
112.7437,24.9855
106.2308,24.7328
102.926878,5.502049
109.9822,25.6042
108.6285,25.106
110.705892,20.037286
117.9024,26.6051
109.1348,27.039
118.1091,26.6015
99.3814,25.7265
111.0031,28.1006
106.2495,28.5336
111.7054,24.9086
102.943238,5.439461
108.51,23.03
108.51,23.03
108.51,23.03
108.51,23.03
121.12,24.03
106.12,25.03
109.13,27.03
109.43,27.03
108.12,28.03
106.33,24.28
99.68,25.28
99.73,25.28
116.12,25.28
99.85,25.28
99.78,25.28
113.63,26.28
105.87,28.28
101,24.53
110.1,25.53
110.57,26.53
117.99,26.53
108.92,26.53
108.45,27.53
108.37,27.53
105.93,28.53
106.1,28.53
106.2,28.53
106.23,28.53
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
109.63,26.78
110.12,26.78
107.85,27.78
110.13,29.78
109.3677,26.0273
107.9154,25.3398
107.9878,26.5273
117.6059,24.4014
108.0207,25.4005
99.6218,26.0871
108.6022,26.0871
101.0280556,24.54805556
101.0280556,24.54805556
101.0280556,24.54805556
101.2677778,21.92305556
121.203521,14.145181
114.5666667,25.33333333
109.8833333,22.58333333
101.2,21.83333333
110.5833333,22.83333333
100.26395,6.483951
100.8949,26.4594
104.1669,27.0237
5.666667,6.33333
117.5096,25.2085
-2.101612,4.823604
110.209,26.2067
101.390022,3.577283
117.106,27.2058
29.157291,-2.486505
99.3826,26.1406
110.0084,20.7022
118.0037,26.7022
120.095498,-1.603258
48.542099,-18.408299
106.6033,28.0093
107.9513,25.2584
106.4004,28.5709
106.23,25.07
107.18,25.07
107.18,25.07
117.69,27.07
99.75,7.58
99.75,7.58
102.55,25.32
102.55,25.32
106.48,28.32
105.7,28.32
105.87,28.32
101.18,22.57
108.37,23.57
118.12,26.57
118.12,26.57
118.12,26.57
106.48,28.57
118.46,27.82
118.46,27.82
118.46,27.82
117.84,27.82
117.84,27.82
108.6,27.82
110.27,28.82
113.8404,26.2548
111.3681,25.5048
113.7013,23.0021
111.8834,23.128
108.2998,25.628
114.4071,26.5003
116.4037,25.0012
102.277856,3.033922
106.2942,24.8092
29.246577,-2.472548
114.4043,24.8038
103.4,10.93333
103.4,10.93333
103.4,10.93333
103.4,10.93333
110.2697,28.7368
109.9013,26.8011
117.4,24.36
117.4,24.36
117.4,24.36
103.4,10.93
103.4,10.93
103.4,10.93
103.4,10.93
117.68,24.86
117.68,24.86
117.68,24.86
117.68,24.86
113.6433,26.3591
114.1543,28.4841
101.3467,26.7341
108.0059,26.2314
104.4122,26.7305
108.7056,21.8555
107.4461,29.2296
118.1078,27.1037
108.8028,28.2251
99.7985,25.2876
110.2809,25.9751
121.1287,24.0367
103.543525,1.590494
110.1063,25.9081
111.7055,24.9072
108.1,25.5295
117.65,27.717
108.2453,26.2777
107.6369,27.0286
99.5636,26.0875
102.78,25.15
99.08,26.15
119.11,26.15
119.11,26.15
117.31,27.15
117.31,27.15
117.31,27.15
107.9361,26.275
-0.83,6.1
-79.5,9.2
-79.5,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
-79.4,9.2
117.6,24.4
106.32,24.4
105.22,25.4
107.98,25.4
102.75,25.4
102.75,25.4
106.37,25.4
108.02,25.4
108.2,26.4
106.7,26.4
106.2,27.4
114.5,28.4
114.5,28.4
114.5,28.4
106.03,28.4
119.9,28.4
106.07,28.4
114.6,28.4
109.3,29.4
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
-67.1,1.9
110.15,21.65
106.17,28.65
108.58,28.65
107.18,28.65
101.2833333,21.9
101.2666667,21.9
115.6,22.9
114.7,22.9
112.1,23.9
111.7,24.9
111.7,24.9
114,24.9
108.8,24.9
104.65,24.9
112.8,24.9
114.4,24.9
107.68,25.9
108.53,25.9
110.1,25.9
110.1,25.9
109.9024,26.9
109.9,26.9
108.65,27.9
113.8,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.24,28.9
111.13,28.9
112.354,23.0884
107.5665,27.2759
111.5545,24.7098
117.2057,24.7098
99.8093,25.5821
99.9254,25.5821
109.6086,26.7062
114.480271,-2.336744
111.7738,24.4544
109.4029,26.0803
99.6297,25.5803
101.198365,22.150411
111.7665,25.8883
110.6008,26.0097
100.863566,21.823597
118.9057,27.0088
106.0027,24.757
101.66667,3.1666667
101.66667,3.1666667
101.66667,3.1666667
101.66667,3.1666667
101.66667,3.1666667
101.66667,3.1666667
101.66667,3.1666667
101.66667,3.1666667
101.66667,3.1666667
101.66667,3.1666667
101.66667,3.1666667
117.6061,27.5052
110.135945,-1.893269
108.4395,28.2534
109.2038,25.0025
105.1305,25.69
110.54,28.69
110.54,28.69
110.7388,19.5016
108.142,25.4364
106.1954,28.4364
111.3009,25.3096
107.0491,25.5569
-65.75,18.3166667
-65.75,18.3166667
-65.75,18.3166667
-65.75,18.3166667
-65.75,18.3166667
-65.75,18.3166667
-65.75,18.3166667
109.516,26.6203
110.7166667,0.916666667
99.6244,25.431
118.2021,26.806
-76.5,18.083333
107.886,25.5524
106.0958,26.1756
107.8796,25.3006
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
102.317,2.983
105.6252,27.1747
-2.11887,4.821323
115.75677,4.870855
111.1085,23.1086
108.0536,27.172
109.8494,26.3559
109.82,19.23
104.42,24.23
111.77,24.23
111.12,25.23
109.32,26.23
106.65,26.23
99.57,26.23
99.38,26.23
108,26.23
114.02,28.23
110.58,28.23
109.715,21.48
107.17,25.48
106.17,26.48
119.47,27.48
119.47,27.48
119.47,27.48
119.47,27.48
119.47,27.48
119.47,27.48
114.15,28.48
109.1049,29.605
108.32,22.73
108.32,22.73
106.23,24.73
105.37,26.73
104.42,26.73
109.35,26.73
101.33,26.73
108.72,26.73
110.27,28.73
107.07,21.98
112.82,24.98
112.73,24.98
112.98,24.98
108.32,25.98
108.6022,27.9782
107.5499,28.4755
106.0307,28.3514
99.8592,25.2853
110.124,26.7853
102.30666,2.952877
114.05,22.53333333
114.05,22.53333333
114.05,22.53333333
114.05,22.53333333
119.1666667,26.78333333
-0.85,6.13333
99.681,25.2835
106.031,28.4085
106.1263,25.0326
105.2179,25.4076
108.5361,25.9067
102.29452,2.994529
109.303,29.4058
103.785298,1.367424
108.1287,26.029
104.6551,24.904
101.3833333,21.71666667
117.3,24.71666667
101.2,21.96666667
108.35,22.96666667
108.35,22.96666667
106.2387,24.2736
108.1475,25.5236
117.90269,4.953261
106.4021,24.5254
108.3391,25.5852
110.97,25.02
108.12,26.02
99.38,26.02
109.37,26.02
108.2,26.02
107.93,26.02
107.13,26.02
107.63,27.02
104.17,27.02
107.23,27.02
106.23,24.27
107.93,26.27
106.08,26.27
107.57,27.27
110.63,28.27
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
-83.59,10.26
