"","fapar"
"425",0.575650304878718
"426",0.575650304878718
"427",0.575650304878718
"428",0.575650304878718
"429",0.575650304878718
"430",0.575650304878718
"431",0.575650304878718
"432",0.575650304878718
"433",0.575650304878718
"434",0.575650304878718
"435",0.575650304878718
"436",0.575650304878718
"437",0.575650304878718
"438",0.575650304878718
"439",0.575650304878718
"440",0.575650304878718
"441",0.575650304878718
"442",0.575650304878718
"443",0.575650304878718
"444",0.575650304878718
"445",0.525486221281182
"446",0.536558798953886
"447",0.536558798953886
"448",0.536558798953886
"449",0.536558798953886
"450",0.536558798953886
"451",0.536558798953886
"452",0.46070799398422
"453",0.46070799398422
"454",0.46070799398422
"455",0.46070799398422
"456",0.46070799398422
"457",0.46070799398422
"458",0.46070799398422
"459",0.46070799398422
"460",0.46070799398422
"461",0.46070799398422
"462",0.63091548600349
"463",0.492612034206349
"464",0.492592976597789
"465",0.356916822881355
"466",0.510725508048703
"467",0.560036569923746
"468",0.729686903870541
"469",0.414809045177895
"470",0.48226360384267
"471",0.397174265801907
"472",0.385106216199398
"473",0.415930746097627
"474",0.645320715843616
"475",0.698563942109729
"476",0.575127985017022
"477",0.70965556761679
"478",0.368078530255677
"479",0.409325049495288
"480",0.563627008597062
"481",0.563627008597062
"482",0.563627008597062
"483",0.563627008597062
"484",0.472822680386415
"485",0.74863879258434
"486",0.74863879258434
"487",0.74863879258434
"488",0.74863879258434
"489",0.74863879258434
"490",0.159454976767315
"491",0.624956571683291
"492",0.422459128312769
"493",0.422459128312769
"494",0.73053772523997
"495",0.516765543197591
"496",0.646645389000572
"497",0.584103981902214
"498",0.626593721434449
"499",0.66062772373358
"500",0.382566306491712
"501",0.485607082458833
"502",0.485607082458833
"503",0.673400302313635
"504",0.659378343572204
"505",0.533060585657745
"506",0.65419447315236
"507",0.654666050598025
"508",0.63687519880632
"509",0.40532856359779
"510",0.40532856359779
"511",0.643363766943417
"512",0.40372640741367
"513",0.40372640741367
"514",0.40372640741367
"515",0.40372640741367
"516",0.40372640741367
"517",0.40372640741367
"518",0.40372640741367
"519",0.40372640741367
"520",0.40372640741367
"521",0.40372640741367
"522",0.40372640741367
"523",0.40372640741367
"524",0.660883284856876
"525",0.45522802484532
"526",0.45522802484532
"527",0.45522802484532
"528",0.45522802484532
"529",0.617528308083613
"530",0.681358210245748
"531",0.681358210245748
"532",0.446449493182227
"533",0.431773187381528
"534",0.431773187381528
"535",0.431773187381528
"536",0.431773187381528
"537",0.388679088962572
"538",0.469770096366663
"539",0.71746910661459
"540",0.528073467190046
"541",0.671522177134961
"542",0.671522177134961
"543",0.668754453087911
"544",0.49459789333245
"545",0.705973609909418
"546",0.606972093507623
"547",0.606972093507623
"548",0.386418997248008
"549",0.58798529393971
"550",0.58798529393971
"551",0.372475585776068
"552",0.634510679418817
"553",0.399741350288191
"554",0.531133222033572
"555",0.382734471969306
"556",0.801006510189531
"557",0.801006510189531
"558",0.80311729177832
"559",0.466770273558798
"560",0.432615302441022
"561",0.617707651381695
"562",0.570701879213255
"563",0.587618612100676
"564",0.560003819043451
"565",0.402091940937315
"566",0.329476607357067
"567",0.63775443607562
"568",0.465373870472275
"569",0.665476590441525
"570",0.668982841520128
"571",0.64354914788601
"572",0.52795524990136
"573",0.387373013180019
"574",0.45240499580412
"575",0.276654158628139
"576",0.497717884429665
"577",0.351806877476761
"578",0.644431643801276
"579",0.42841826444175
"580",0.543808489052857
"581",0.585608052861017
"582",0.675440141765575
"583",0.474095426971686
"584",0.474095426971686
"585",0.449246773198243
"586",0.449246773198243
"587",0.357303736805915
"588",0.357303736805915
"589",0.625176503534104
"590",0.625176503534104
"591",0.445650294296463
"592",0.445650294296463
"593",0.445650294296463
"594",0.472371757457688
"595",0.472371757457688
"596",0.472371757457688
"597",0.543686174362925
"598",0.543686174362925
"599",0.543686174362925
"600",0.543686174362925
"601",0.543686174362925
"602",0.543686174362925
"603",0.690483376492921
"604",0.418090722852837
"605",0.408101211557093
"606",0.544529466432345
"607",0.435338462978245
"608",0.53792531890023
"609",0.544493662759085
"610",0.582276739305942
"611",0.632011962851815
"612",0.559747837479811
"613",0.412175292908517
"614",0.66125346474785
"615",0.557353925751285
"616",0.600411704899098
"617",0.524180540011314
"618",0.544987373871252
"619",0.505032540600806
"620",0.470215445977393
"621",0.724855128044918
"622",0.649190914077092
"623",0.649190914077092
"624",0.649190914077092
"625",0.649190914077092
"626",0.807908618330947
"627",0.490682741286849
"628",0.584246183489763
"629",0.586341515113909
"630",0.370469169447817
"631",0.506505369057253
"632",0.626211434632527
"633",0.64122823339707
"634",0.716829430292044
"635",0.531237902293601
"636",0.488436496357071
"637",0.638683767929668
"638",0.519613183543086
"639",0.634855483819996
"640",0.575005209396285
"641",0.526140745947765
"642",0.596395868316229
"643",0.583169699971867
"644",0.501106932212907
"645",0.448071898984419
"646",0.592361662417652
"647",0.457530209347607
"648",0.484652097970243
"649",0.496670650283489
"650",0.531595744803546
"651",0.531595744803546
"652",0.531595744803546
"653",0.531595744803546
"654",0.531595744803546
"655",0.531595744803546
"656",0.531595744803546
"657",0.531595744803546
"658",0.531595744803546
"659",0.531595744803546
"660",0.531595744803546
"661",0.531595744803546
"662",0.531595744803546
"663",0.531595744803546
"664",0.531595744803546
"665",0.531595744803546
"666",0.531595744803546
"667",0.531595744803546
"668",0.531595744803546
"669",0.531595744803546
"670",0.531595744803546
"671",0.531595744803546
"672",0.531595744803546
"673",0.531595744803546
"674",0.531595744803546
"675",0.531595744803546
"676",0.531595744803546
"677",0.531595744803546
"678",0.531595744803546
"679",0.531595744803546
"680",0.531595744803546
"681",0.531595744803546
"682",0.531595744803546
"683",0.531595744803546
"684",0.662750413234037
"685",0.37915859370182
"686",0.53154118050137
"687",0.647134556906373
"688",0.490810382785124
"689",0.431922701788925
"690",0.491762321002282
"691",0.453858126763031
"692",0.495875126787712
"693",0.602667529754987
"694",0.690858271123972
"695",0.690858271123972
"696",0.690858271123972
"697",0.738438627078815
"698",0.653519862135625
"699",0.614351707163583
"700",0.579964789016435
"701",0.778355640245488
"702",0.463736786243466
"703",0.47092558455313
"704",0.605927604043003
"705",0.342476533561877
"706",0.301842199227214
"707",0.733270080155391
"708",0.665029449455516
"709",0.522385008652173
"710",0.821020964042691
"711",0.655267142784511
"712",0.511531238960825
"713",0.574224359853663
"714",0.443159768098806
"715",0.637917590662545
"716",0.791115416529367
"717",0.680858023449943
"718",0.351590383854292
"719",0.556164581088246
"720",0.534474103268483
"721",0.473527485921985
"722",0.488939670624823
"723",0.488939670624823
"724",0.622663227289893
"725",0.67619317034871
"726",0.67619317034871
"727",0.528279722208737
"728",0.528279722208737
"729",0.50793160386881
"730",0.50109466914087
"731",0.53122367644807
"732",0.791805807352067
"733",0.544017984484637
"734",0.519754785895329
"735",0.519754785895329
"736",0.519754785895329
"737",0.540740795761347
"738",0.589616978789373
"739",0.589616978789373
"740",0.589616978789373
"741",0.62145239118239
"742",0.62145239118239
"743",0.58072558268905
"744",0.584885205149634
"745",0.612561553010945
"746",0.538112782575224
"747",0.174251929937181
"748",0.57468204500183
"749",0.579144203091386
"750",0.666832570698665
"751",0.608711574092978
"752",0.753135005484588
"753",0.526188646092143
"754",0.550037591508162
"755",0.728494164915841
"756",0.50635877291953
"757",0.50635877291953
"758",0.50635877291953
"759",0.50635877291953
"760",0.576977491306828
"761",0.682177137474257
"762",0.577652510702613
"763",0.577652510702613
"764",0.577652510702613
"765",0.50137802643081
"766",0.50137802643081
"767",0.50137802643081
"768",0.50137802643081
"769",0.693453696588679
"770",0.693453696588679
"771",0.693453696588679
"772",0.693453696588679
"773",0.526674341746594
"774",0.63170465074421
"775",0.595488731734657
"776",0.577593846993771
"777",0.365530673978548
"778",0.455993552158974
"779",0.521557782021189
"780",0.603622301413095
"781",0.447144418007868
"782",0.523520508173888
"783",0.680461992546732
"784",0.799880757172801
"785",0.624485782048789
"786",0.605548225329383
"787",0.471374190578284
"788",0.437643656127155
"789",0.628191154132284
"790",0.507674374608665
"791",0.539433459333852
"792",0.440361622774107
"793",0.488326085085635
"794",0.520323592747226
"795",0.517208254635329
"796",0.517208254635329
"797",0.586385329489907
"798",0.586385329489907
"799",0.586385329489907
"800",0.547091188856943
"801",0.588155680671336
"802",0.674823679029926
"803",0.674823679029926
"804",0.666767179220922
"805",0.666767179220922
"806",0.666767179220922
"807",0.666767179220922
"808",0.666767179220922
"809",0.666767179220922
"810",0.666767179220922
"811",0.666767179220922
"812",0.666767179220922
"813",0.666767179220922
"814",0.666767179220922
"815",0.666767179220922
"816",0.666767179220922
"817",0.666767179220922
"818",0.666767179220922
"819",0.666767179220922
"820",0.495313386246562
"821",0.55440315246582
"822",0.403312994092697
"823",0.454285898891588
"824",0.561501139029888
"825",0.561501139029888
"826",0.383977610779303
"827",0.453778620349865
"828",0.510920437052848
"829",0.350290692411346
"830",0.359008201273786
"831",0.693785958985495
"832",0.693785958985495
"833",0.693785958985495
"834",0.495597384671368
"835",0.430032486468554
"836",0.498679869075616
"837",0.702513168503841
"838",0.455088360110928
"839",0.795360782245794
"840",0.795360782245794
"841",0.795360782245794
"842",0.795360782245794
"843",0.795360782245794
"844",0.795360782245794
"845",0.795360782245794
"846",0.795360782245794
"847",0.795360782245794
"848",0.795360782245794
"849",0.795360782245794
"850",0.795360782245794
"851",0.795360782245794
"852",0.795360782245794
"853",0.427699774814149
"854",0.50769465605418
"855",0.389421130232514
"856",0.441898615012571
"857",0.777342885167099
"858",0.769724784316672
"859",0.355980468106766
"860",0.557373837754117
"861",0.523640425379078
"862",0.4745205487435
"863",0.4745205487435
"864",0.589922547278339
"865",0.564096729581548
"866",0.44744470367829
"867",0.611724138756584
"868",0.694404348606865
"869",0.494912234942121
"870",0.49131267125406
"871",0.591796845694383
"872",0.591796845694383
"873",0.658860035260519
"874",0.658936946590741
"875",0.535869463160634
"876",0.512202102070044
"877",0.510315599106282
"878",0.510315599106282
"879",0.510315599106282
"880",0.510315599106282
"881",0.510315599106282
"882",0.510315599106282
"883",0.510315599106282
"884",0.510315599106282
"885",0.510315599106282
"886",0.510315599106282
"887",0.510315599106282
"888",0.510315599106282
"889",0.510315599106282
"890",0.510315599106282
"891",0.544238383322948
"892",0.436101498022539
"893",0.393992413788935
"894",0.514617189601844
"895",0.674416168303813
"896",0.53081211935249
"897",0.590270092315885
"898",0.598732017446423
"899",0.761872148834338
"900",0.663869134224563
"901",0.638103828494708
"902",0.580373554736103
"903",0.747218658757824
"904",0.551242636198619
"905",0.534030485767546
"906",0.808718514460473
"907",0.672483135811872
"908",0.477405327002629
"909",0.335437660531502
"910",0.335437660531502
"911",0.335437660531502
"912",0.335437660531502
"913",0.335437660531502
"914",0.335437660531502
"915",0.335437660531502
"916",0.335437660531502
"917",0.335437660531502
"918",0.335437660531502
"919",0.335437660531502
"920",0.703916545735317
"921",0.773047354112939
"922",0.389563115823054
"923",0.456150336011052
"924",0.404240112195911
"925",0.618916721135378
"926",0.618916721135378
"927",0.487025949564403
"928",0.476670578924301
"929",0.483781227722198
"930",0.43344912219458
"931",0.368963202763487
"932",0.749823067718307
"933",0.749823067718307
"934",0.749823067718307
"935",0.749823067718307
"936",0.749823067718307
"937",0.749823067718307
"938",0.749823067718307
"939",0.643912827687429
"940",0.798101521486674
"941",0.574112816790729
"942",0.652349284640742
"943",0.759782747996332
"944",0.435862799671839
"945",0.388705107082396
"946",0.455287050580499
"947",0.78233483428001
"948",0.78233483428001
"949",0.78233483428001
"950",0.78233483428001
"951",0.78233483428001
"952",0.78233483428001
"953",0.78233483428001
"954",0.78233483428001
"955",0.78233483428001
"956",0.78233483428001
"957",0.78233483428001
"958",0.78233483428001
"959",0.78233483428001
"960",0.78233483428001
"961",0.78233483428001
"962",0.78233483428001
"963",0.78233483428001
"964",0.78233483428001
"965",0.78233483428001
"966",0.78233483428001
"967",0.78233483428001
"968",0.78233483428001
"969",0.78233483428001
"970",0.78233483428001
"971",0.78233483428001
"972",0.78233483428001
"973",0.78233483428001
"974",0.78233483428001
"975",0.78233483428001
"976",0.78233483428001
"977",0.78233483428001
"978",0.78233483428001
"979",0.78233483428001
"980",0.362104711997293
"981",0.658892880172918
"982",0.674292585838581
"983",0.609460130760746
"984",0.549742879639519
"985",0.675259154002009
"986",0.588533341909448
"987",0.432948755443095
"988",0.658189091610379
"989",0.617172490562009
"990",0.652329729020589
"991",0.382145317854981
"992",0.418300905307144
"993",0.502499395678443
"994",0.585690347900026
"995",0.602991754457427
"996",0.604005272979538
"997",0.401973939443628
"998",0.399316707340394
"999",0.417187627650794
"1000",0.592856028820102
"1001",0.592856028820102
"1002",0.592856028820102
"1003",0.592856028820102
"1004",0.592856028820102
"1005",0.592856028820102
"1006",0.630145451103655
"1007",0.467309423902134
"1008",0.340879146558528
"1009",0.340879146558528
"1010",0.538460205699014
"1011",0.427638131730247
"1012",0.370070193092018
"1013",0.643731276864802
"1014",0.592175941353045
"1015",0.535336222137008
"1016",0.5771495012939
"1017",0.550360516679785
"1018",0.527756416713194
"1019",0.534965094079557
"1020",0.551223917265772
"1021",0.604190352901819
"1022",0.538630246804225
"1023",0.380955331070536
"1024",0.5010005191075
"1025",0.514045085264265
"1026",0.661080793533897
"1027",0.724765895226407
"1028",0.338338347845758
"1029",0.338338347845758
"1030",0.338338347845758
"1031",0.338338347845758
"1032",0.689725340590966
"1033",0.584385815677986
"1034",0.623351782701593
"1035",0.492012049054702
"1036",0.48849822489605
"1037",0.384839871760239
"1038",0.483126767833585
"1039",0.756679729573164
"1040",0.449914800355523
"1041",0.484326551954843
"1042",0.522636277847093
"1043",0.446721431357742
"1044",0.79533026275201
"1045",0.587844000146242
"1046",0.788927349403654
"1047",0.582578761578417
"1048",0.582578761578417
"1049",0.502381812142258
"1050",0.439355364261903
"1051",0.794599647478569
"1052",0.452870211979962
"1053",0.53273426836765
"1054",0.606968479002498
"1055",0.525264442543187
"1056",0.542624629577013
"1057",0.641294150720044
"1058",0.572601298466291
"1059",0.575470128744846
"1060",0.401853519996009
"1061",0.552964027824506
"1062",0.342873025945072
"1063",0.429547680181779
"1064",0.496493328928936
"1065",0.545678979530924
"1066",0.39719941886514
"1067",0.390807375848294
"1068",0.584937291478117
"1069",0.676312374075238
"1070",0.676312374075238
"1071",0.676312374075238
"1072",0.676312374075238
"1073",0.676312374075238
"1074",0.676312374075238
"1075",0.676312374075238
"1076",0.676312374075238
"1077",0.676312374075238
"1078",0.676312374075238
"1079",0.676312374075238
"1080",0.676312374075238
"1081",0.676312374075238
"1082",0.676312374075238
"1083",0.676312374075238
"1084",0.676312374075238
"1085",0.676312374075238
"1086",0.676312374075238
"1087",0.676312374075238
"1088",0.676312374075238
"1089",0.676312374075238
"1090",0.676312374075238
"1091",0.676312374075238
"1092",0.676312374075238
"1093",0.676312374075238
"1094",0.676312374075238
"1095",0.676312374075238
"1096",0.676312374075238
"1097",0.676312374075238
"1098",0.676312374075238
"1099",0.676312374075238
"1100",0.676312374075238
"1101",0.676312374075238
"1102",0.676312374075238
"1103",0.676312374075238
"1104",0.676312374075238
"1105",0.676312374075238
"1106",0.676312374075238
"1107",0.676312374075238
"1108",0.676312374075238
"1109",0.676312374075238
"1110",0.676312374075238
"1111",0.676312374075238
"1112",0.676312374075238
"1113",0.676312374075238
"1114",0.676312374075238
"1115",0.676312374075238
"1116",0.676312374075238
"1117",0.676312374075238
"1118",0.676312374075238
"1119",0.676312374075238
"1120",0.676312374075238
"1121",0.676312374075238
"1122",0.676312374075238
"1123",0.676312374075238
"1124",0.676312374075238
"1125",0.676312374075238
"1126",0.676312374075238
"1127",0.676312374075238
"1128",0.676312374075238
"1129",0.676312374075238
"1130",0.676312374075238
"1131",0.676312374075238
"1132",0.676312374075238
"1133",0.676312374075238
"1134",0.676312374075238
"1135",0.676312374075238
"1136",0.676312374075238
"1137",0.676312374075238
"1138",0.676312374075238
"1139",0.676312374075238
"1140",0.676312374075238
"1141",0.676312374075238
"1142",0.676312374075238
"1143",0.676312374075238
"1144",0.676312374075238
"1145",0.676312374075238
"1146",0.676312374075238
"1147",0.676312374075238
"1148",0.676312374075238
"1149",0.676312374075238
"1150",0.676312374075238
"1151",0.676312374075238
"1152",0.676312374075238
"1153",0.676312374075238
"1154",0.676312374075238
"1155",0.676312374075238
"1156",0.676312374075238
"1157",0.676312374075238
"1158",0.676312374075238
"1159",0.676312374075238
"1160",0.676312374075238
"1161",0.676312374075238
"1162",0.676312374075238
"1163",0.676312374075238
"1164",0.676312374075238
"1165",0.676312374075238
"1166",0.676312374075238
"1167",0.676312374075238
"1168",0.676312374075238
"1169",0.676312374075238
"1170",0.676312374075238
"1171",0.676312374075238
"1172",0.676312374075238
"1173",0.676312374075238
"1174",0.676312374075238
"1175",0.676312374075238
"1176",0.676312374075238
"1177",0.676312374075238
"1178",0.676312374075238
"1179",0.676312374075238
"1180",0.676312374075238
"1181",0.676312374075238
"1182",0.676312374075238
"1183",0.676312374075238
"1184",0.676312374075238
"1185",0.676312374075238
"1186",0.676312374075238
"1187",0.676312374075238
"1188",0.676312374075238
"1189",0.676312374075238
"1190",0.676312374075238
"1191",0.676312374075238
"1192",0.676312374075238
"1193",0.676312374075238
"1194",0.676312374075238
"1195",0.676312374075238
"1196",0.676312374075238
"1197",0.676312374075238
"1198",0.676312374075238
"1199",0.676312374075238
"1200",0.676312374075238
"1201",0.676312374075238
"1202",0.676312374075238
"1203",0.676312374075238
"1204",0.676312374075238
"1205",0.676312374075238
"1206",0.676312374075238
"1207",0.676312374075238
"1208",0.676312374075238
"1209",0.676312374075238
"1210",0.676312374075238
"1211",0.676312374075238
"1212",0.676312374075238
"1213",0.676312374075238
"1214",0.676312374075238
"1215",0.676312374075238
"1216",0.676312374075238
"1217",0.676312374075238
"1218",0.676312374075238
"1219",0.676312374075238
"1220",0.676312374075238
"1221",0.676312374075238
"1222",0.676312374075238
"1223",0.676312374075238
"1224",0.676312374075238
"1225",0.676312374075238
"1226",0.676312374075238
"1227",0.676312374075238
"1228",0.676312374075238
"1229",0.676312374075238
"1230",0.676312374075238
"1231",0.676312374075238
"1232",0.676312374075238
"1233",0.676312374075238
"1234",0.676312374075238
"1235",0.676312374075238
"1236",0.676312374075238
"1237",0.676312374075238
"1238",0.676312374075238
"1239",0.676312374075238
"1240",0.676312374075238
"1241",0.676312374075238
"1242",0.676312374075238
"1243",0.676312374075238
"1244",0.676312374075238
"1245",0.676312374075238
"1246",0.676312374075238
"1247",0.676312374075238
